,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-69458,2021-05-24,2021-06-14,['2'],Mission d'assistance à la maîtrise d'ouvrage pour la construction d'un établissement d'accueil du jeune enfant sur le quartier des Vaucrises à Château-Thierry-.,mapa,cmp2006,appeloffre,initial,CA DE LA REGION DE CHATEAU THIERRY,02400,Château-Thierry,,['Etude'],[118],non,non
1,21-69422,2021-05-24,2021-06-21,"['29', '22']",Marché de maîtrise d'oeuvre pour la rénovation du bâtiment d'accueil de l'écomusée des monts d'Arrée - Commana,fns,cmp2006,appeloffre,initial,MUSEES DE TERRITOIRES FINISTERIENS,29000,Quimper,,"['Bâtiment', ""Maîtrise d'oeuvre"", 'Ingénierie']","[33, 197, 455]",non,non
2,21-69480,2021-05-24,2021-06-15,['35'],"La présente consultation concerne les aménagements connexes à la passerelle mobile du Port de Plaisance dans le cadre de l'opération Confluences 2030.Travaux de voirie, réseaux, espaces verts e",fns,cmp2006,appeloffre,initial,Ville de Redon,35600,Redon cedex,,['Voirie et réseaux divers'],[366],non,non
3,21-69464,2021-05-24,2021-06-16,['45'],Projet de rénovation thermique du groupe scolaire de la CléryRue Sainte Apolline45210 FERRIERES EN GATINAIS,fns,cmp2006,appeloffre,rectificatif,COMMUNE FERRIERES EN GATINAIS,45210,Ferrieres en gatinias,,"['Bâtiment', 'Equipement thermique']","[33, 114]",oui,non
4,21-69426,2021-05-24,2021-06-23,['61'],Prestations de téléassistance et de convivialité auprès des personnes âgées Alençonnaises pour le CCAS de la Ville d'Alençon,fns,cmp2006,appeloffre,initial,Ville d'Alençon,61014,ALENÇON,,['Prestations de services'],[274],non,non
5,21-69427,2021-05-24,2021-06-16,['64'],Maintenance des compresseurs,fns,cmp2006,appeloffre,initial,CA PAU BEARN PYRENEES,64000,PAU CEDEX,,['Maintenance'],[196],non,non
6,21-69448,2021-05-24,2021-06-22,['64'],Audits clos couvert bâtiments communaux et intercommunaux,fns,cmp2006,appeloffre,initial,CA PAU BEARN PYRENEES,64000,PAU CEDEX,,['Audit'],[21],non,non
7,21-69425,2021-05-24,2021-06-20,['69'],"La présente consultation concerne la réalisation de diagnostics immobiliers, repérage amiante et plomb sur le patrimoine de la Société Villeurbannaise d'Urbanisme (SVU)",fns,cmp2006,attribution,initial,Société Villeurbannaise d'urbanisme,69100,Villeurbanne,"[('2021-04-29', 'ADX GROUP', (17580, 'EUR'), None)]",['Amiante (diagnostic)'],[431],non,non
8,21-69387,2021-05-24,2021-06-22,"['93', '75']",025.21 - dispositifs découverte métiers xr,joue,directive24,appeloffre,initial,POLE EMPLOI,75987,Paris cedex 20,,"['Informatique (matériel)', 'Progiciel']","[162, 283]",non,non
9,21-69389,2021-05-24,2021-07-08,['76'],Groupement de commandes Communauté Urbaine Le Havre Seine Métropole / Ville du Havre - Fourniture de véhicules légers et utilitaires avec prestations annexes,joue,directive24,appeloffre,initial,LE HAVRE SEINE METROPOLE,76085,Le Havre,,['Véhicules (acquisition)'],[475],non,non
10,21-69485,2021-05-24,2021-06-24,['78'],Mission de maîtrise d'oeuvre - travaux d'amélioration de la station d'épuration du SIASYLévis Saint Nom - Les Essarts-le-Roi,fns,cmp2006,appeloffre,initial,SYND INTERCOM ASSAIN SOURCES DE YVETTE,78690,LES ESSARTS LE ROI,,"[""Maîtrise d'oeuvre""]",[197],non,non
11,21-69465,2021-05-24,2021-06-17,['87'],travaux d'étanchéité dans le cadre de la réhabilitation de la cité universitaire de l'aurence,fns,cmp2006,appeloffre,initial,CROUS de Limoges,87036,Limoges Cedex,,['Etanchéité'],[117],non,non
12,21-69417,2021-05-24,2021-06-28,['88'],"MARCHE D'EXPLOITATION ET DE MAINTENANCE DES INSTALLATIONS DE CHAUFFAGE, DE VENTILATION, DE CLIMATISATION ET D'EAU CHAUDE SANITAIRE DES BÂTIMENTS COMMUNAUX DE LA VILLE DE GRANGES-AUMONTZEY-.",mapa,cmp2006,appeloffre,initial,COMMUNE DE GRANGES AUMONTZEY,88640,GRANGES-AUMONTZEY,,['Maintenance'],[196],non,non
13,21-69386,2021-05-24,2021-06-25,['972'],Mission d'Assistance à Maîtrise d'Ouvrage (Amo) pour l'étude de faisabilité et la réalisation des projets immobiliers des Centres Hospitaliers de Saint-Esprit et Ernest Wan-Ajouhu,joue,directive24,appeloffre,initial,CH DU MARIN,97290,Le Marin,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
