a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-3521,2021-01-13,2021-02-25,['1'],Construction d'un collège et d'un gymnase à Saint Didier de Formans,joue,directive24,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Bâtiment'],[33],non,non
21-3941,2021-01-13,2021-01-27,['1'],Achat de véhicules neufs de tourisme et utilitaires aménagés pour la Communauté de communes du Pays Bellegardien,joue,autre,rectificatif,rectificatif,COM DE COMMUNES DU PAYS BELLEGARDIEN,01200,Valserhone,,['Véhicules (acquisition)'],[475],non,oui
21-5163,2021-01-13,2021-02-12,['3'],"La consultation porte sur les prestations suivantes :Rénovation de l'ancien siège social du SDE03, 9-11 Rue de la Comédie, 03000 Moulins",fns,cmp2006,appeloffre,initial,SDE 03,03401,Yzeure cedex,,"['Bâtiment', 'Chauffage (travaux)', 'Couverture', 'Menuiserie']","[33, 61, 74, 222]",non,non
21-5339,2021-01-13,2021-02-08,"['4', '83']",Opération de reConquête et Amélioration des Milieux PAStoraux (CAMPAS) - phase 1 : Prestations pour la réalisation de diagnostics,fns,cmp2006,appeloffre,initial,PNR du Verdon,04360,Moustiers Sainte Marie,,['Etude'],[118],non,non
21-5073,2021-01-13,2021-02-18,['4'],"Numéro de la consultation : 20UPC001BIS MAINTENANCE TECHNIQUE, MATERIEL DE CUISSON, DE PREPARATION, DE DISTRIBUTION, DE LAVERIE ET MATERIEL FRIGORIFIQUE DE L'UNITE DE PREPARATION CULINAIRE ET TRE",fns,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,['Maintenance'],[196],non,non
21-5042,2021-01-13,2021-04-13,['5'],Fournitures et services pour HAD CHICAS,fns,cmp2006,attribution,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,[],['Matériel médical'],[212],non,non
21-5033,2021-01-13,2021-04-13,['5'],Marché de contrôle technique dans le cadre de la restructuration partielle-extension du pavillon Buëch existant sur le site du Centre Hospitalier Buëch-Durance ? RCHABRE20.,fns,cmp2006,attribution,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,"[('2020-08-07', 'SOCOTEC CONSTRUCTION SAS', (27900, 'EUR'), None)]","['Contrôle technique', ""Assistance à maîtrise d'ouvrage""]","[72, 433]",non,non
21-5051,2021-01-13,2021-02-17,['5'],Réalisation du dossier d'autorisation environnementale de l'étude de danger et des consignes de surveillance du système d'endiguement de la Rura (Torrent du Fossa),fns,cmp2006,appeloffre,rectificatif,COMMUNAUTE COMMUNES DU BRIANCONNAIS,05100,Briançon,,['Etude'],[118],non,non
21-5154,2021-01-13,2021-02-08,['5'],ACCORD CADRE SPS 2021,fns,cmp2006,appeloffre,initial,SyMÉnergie05,05160,Savines Les Lacs,,['Electrification rurale'],[106],non,non
21-3713,2021-01-13,2021-02-10,['6'],20V1297-GESTION DE LA FOURRIERE ANIMALE MUNICIPALE,joue,directive24,appeloffre,initial,COMMUNE DE NICE,06000,Nice,,"['Animaux', 'Fourrière']","[9, 451]",non,non
21-4899,2021-01-13,2021-02-08,['6'],marché de fourniture de matériel électrique et d'équipements pour installations électriques.,fns,cmp2006,appeloffre,initial,REGIE PARCS D AZUR,06000,Nice,,['Matériel électrique'],[203],non,non
21-3159,2021-01-13,2021-02-20,"['6', '83']",prestations de nettoyage pour le siege de la cci nca et pour le site de sophia antipolis,joue,directive24,appeloffre,initial,CCI de Nice Côte d'Azur,06005,Nice Cedex 1,,['Prestations de services'],[274],non,non
21-5156,2021-01-13,2021-02-17,['6'],Travaux de réfection des infrastructures de câblage et de rénovation du siège de la CPAM des Alpes Maritimes - Lot 8 : Ventilation Mécanique Contrôlée,fns,cmp2006,appeloffre,initial,CPAM Nice,06100,Nice,,['Chauffage (travaux)'],[61],oui,oui
21-5259,2021-01-13,2021-02-04,['6'],MISE A DISPOSITION GRATUITE DE 5 VEHICULES A LOGOTISATION PUBLICITAIRE - 2 LOTS,fns,cmp2006,appeloffre,initial,COMMUNE DE GRASSE,06130,Grasse,,['Véhicules'],[359],non,oui
20-150926,2021-01-13,2021-02-11,['6'],prestations d'enseignement dans le haut pays de la natation et de l'escalade avec mise à disposition de tructures indoor permettant également la découverte d'activité connexes,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice,,['Prestations de services'],[274],non,non
21-4925,2021-01-13,2021-02-11,['6'],Travaux de réfection de l'étanchéité des toitures-terrasses inaccessibles - terminal 2,mapa,cmp2006,appeloffre,initial,Société Aéroports de la Côte d'Azur,06206,Nice Cedex 3,,['Etanchéité'],[117],oui,oui
21-5165,2021-01-13,2021-02-04,['6'],2020-068 Renouvellement des licences Olfeo,mapa,cmp2006,appeloffre,initial,Société Aéroports de la Côte d'Azur,06206,Nice Cedex 3,,"['Logiciel', 'Progiciel', 'Informatique (assistance)']","[186, 283, 453]",oui,oui
21-4077,2021-01-13,2021-01-29,['6'],Émission et préparation de la distribution de Titres Restaurants nécessaires au personnel de la Mairie et du CCAS de BIOT,joue,directive24,appeloffre,initial,Ville de Biot,06410,BIOT,,['Titres restaurant'],[416],non,non
21-3555,2021-01-13,2021-03-15,"['6', '83', '13', '75']","FOURNITURE, DISTRIBUTION ET MAINTENANCE DES BACS ROULANTS POUR LA COLLECTE DES DECHETS MENAGERS ET ASSIMILES SUR LE TERRITOIRE DE LA COMMUNAUTE D'AGGLOMERATION CANNES PAYS DE LERINS",joue,directive24,attribution,initial,C.A.P.L.,06414,Cannes Cedex,"[('2020-12-18', 'CONTENUR SL \x96 Agence France', (2030758, 'EUR'), 'FOURNITURE, DISTRIBUTION ET MAINTENANCE DES BACS ROULANTS POUR LA COLLECTE DES DECHETS MENAGERS ET ASSIMILES SUR LE TERRITOIRE DE LA COMMUNAUTE D\x92AGGLOMERATION CANNES PAYS DE LERINS')]","['Conteneur, poubelles', 'Informatique (prestations de services)', 'Maintenance', 'Déchets non ménagers (prestations)']","[71, 163, 196, 404]",non,non
21-4023,2021-01-13,2021-03-11,['6'],"Fourniture, livraison, installation et maintenance de Compacteurs à Déchets Aériens",joue,directive24,attribution,initial,C.A.P.L.,06414,Cannes Cedex,"[('2021-01-11', 'CARROSSERIE VINCENT ET FILS SAS', (220570, 'EUR'), 'Fourniture, livraison, installation et maintenance de Compacteurs à Déchets Aériens')]","['Conteneur, poubelles']",[71],non,non
21-3892,2021-01-13,2021-03-11,['6'],Prestations de transport en commun de personnes par autocar avec chauffeur,joue,directive24,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,"[('2021-01-04', 'KEOLIS', (1800000, 'EUR'), 'Prestations de transport en commun de personnes par autocar avec chauffeur')]",['Véhicules (location)'],[474],non,non
21-3679,2021-01-13,2021-03-11,['6'],Acquisition d'instruments de musique et d'accessoires neufs pour le Conservatoire de Musique et d'Art dramatique,joue,directive24,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,"[('2020-12-31', 'Scotto musique', (1410, 'EUR'), 'Batterie complète et accessoires'), ('2020-12-31', 'Atelier jean bascou', (18450, 'EUR'), 'Clavecins'), ('2021-01-07', ""L'instrumentarium"", (21316.67, 'EUR'), 'Harpe de concert et accessoires'), ('2021-01-06', 'MUSIC 3000', (126650, 'EUR'), 'Piano à queue de concert'), ('2021-01-06', 'MUSIC 3000', (185042.5, 'EUR'), ""Pianos d'étude droits et quart de queue""), ('2021-01-04', 'BERGERAULT France', (30379.97, 'EUR'), 'Percussions')]",['Instruments de musique'],[166],non,non
