,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-82777,2020-07-01,2020-07-31,['1'],GHT_AOO_20-02,joue,directive24,appeloffre,initial,CH DE BOUR EN BRESSE FLEYRIAT,01012,Bourg-en-bresse cedex,,['Stimulateurs cardiaques'],[329],non,non
1,20-84325,2020-07-01,2020-07-24,"['1', '38', '42', '69', '73']",Travaux d'aménagement d'une zone artisanale.,fns,cmp2006,appeloffre,initial,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,['Terrassement'],[341],non,non
2,20-84245,2020-07-01,2020-09-09,['2'],Réhabilitation d?un ancien centre social pour la création d?un Tiers-Lieu,fns,cmp2006,attribution,initial,CC THIERACHE SAMBRE ET OISE,02120,GUISE,"[('2020-06-26', 'AXIS ARCHITECTURE SAS', (139500.0, 'EUR'), None)]","[""Maîtrise d'oeuvre""]",[197],non,non
3,20-82773,2020-07-01,2020-07-26,['2'],"ARCHE DE RESEAUX, TELEPHONIE FIXE, TELEPHONIE MOBILE, VISIO- CONFERENCE, AFFICHAGE DYNAMIQUE ET MATERIELS ASSOCIES",joue,directive25,attribution,initial,R.T.A,02430,GAUCHY,,"['Télécommunications', 'Matériel de téléphonie']","[338, 339]",non,non
4,20-84163,2020-07-01,2020-07-28,"['3', '63']",Travaux d'aménagement du tour du plan d'eau de Saint Clément,fns,cmp2006,appeloffre,initial,Vichy Communauté,03200,Vichy,,"['Clôture', 'Enrochements', 'Terrassement']","[64, 110, 341]",non,non
5,20-83541,2020-07-01,2020-08-04,"['3', '63']","acquisition de peintures bâtiment, produits et outillage nécessaires à leur mise en oeuvre",fns,cmp2006,appeloffre,initial,Ville de Vichy,03200,Vichy,,['Peinture (fourniture)'],[263],non,non
6,20-84226,2020-07-01,2020-07-31,"['3', '63']",projet de modernisation de la mise en quartier de la ligne porcins :fourniture et installation d'une machine à fendre les porcsabattoir de vichy rhue,fns,cmp2006,appeloffre,initial,Vichy Communauté,03200,Vichy,,['Equipement industriel'],[112],non,non
7,20-84272,2020-07-01,2020-07-31,"['3', '63']",Le présent contrat porte sur la maintenance préventive et curative des machines d'atelier de la 13èmeBSMAT pour les sites de Clermont-Ferrand et de Moulins.Le dossier de consultation des entrep,fns,cmp2006,appeloffre,initial,13eBSMAT Détachement de Moulins,03402,Yzeure,,['Contrôle technique'],[72],non,non
8,20-84605,2020-07-01,2020-08-12,['4'],TRAVAUX D'ARASEMENT COMPLET DU SEUIL DU PONT DES CHEMINS DE FER DE PROVENCE (CFP) SUR LA BLEONE A DIGNE LES BAINS PHASE 2 : ARASEMENT DU SEUIL ET CONFORTEMENT DES DIGUES ET DES PILES DU PONT,fns,cmp2006,appeloffre,initial,Syndicat Mixte Asse Bléone,04000,DIGNE LES BAINS,,"['Digue', 'Rivières/ruisseaux']","[91, 310]",non,non
9,20-84327,2020-07-01,2020-09-01,['4'],Travaux pour la réalisation d'une zone artisanale et commerciale à Villars-Colmars,fns,cmp2006,attribution,initial,Cté Com Alpes Provence Verdon,04170,Saint andré les alpes,"[('2020-06-29', 'EIFFAGE ROUTE GRANS SUD ALPES VAUCLUSE', (621113.5, 'EUR'), None), ('2020-06-29', 'EIFFAGE ROUTE GRANS SUD ALPES VAUCLUSE', (225484.75, 'EUR'), None), ('2020-06-29', 'CEGELEC INFRAS SUD EST', (19866.18, 'EUR'), None), ('2020-06-29', 'EURL JARDIVIER-TECHNIC', (37820.0, 'EUR'), None)]","['Eclairage public', 'Espaces verts', 'Voirie']","[102, 116, 365]",non,non
