,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-100307,2020-08-07,2020-09-07,['1'],Mise à disposition d'un progiciel de gestion des correspondances avec maintenance et assistance applicative,fns,cmp2006,appeloffre,initial,Commune de Valserhone,01206,Valserhône cedex,,"['Logiciel', 'Progiciel']","[186, 283]",non,oui
1,20-99283,2020-08-07,2020-09-15,"['4', '5', '6', '13', '83', '84']",Fourniture de gaz naturel,joue,directive24,appeloffre,initial,CENTRE D'ACCUEIL SPECIALISE,04300,Forcalquier,,"['Electricité, gaz (fourniture)']",[443],non,oui
2,20-100128,2020-08-07,2020-08-31,['5'],Requalification du Centre Ancien'Bourg Reynaud',fns,cmp2006,appeloffre,initial,Ville de Laragne-Montéglin,05300,Laragne-Montéglin,,"['Alimentation en eau potable', 'Assainissement']","[6, 18]",oui,non
3,20-99475,2020-08-07,2020-09-05,['6'],FOURNITURE DE DISPOSITIFS MEDICAUX STERILES COMPLEMENT CARDIOVASCULAIRE ET OPHTALMOLOGIE 2020,joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cedex 1,"[('2020-07-30', 'BOSTON SCIENTIFIC SA', (35250, 'EUR'), 'FOURNITURE DE DISPOSITIFS MEDICAUX STERILES COMPLEMENT CARDIOVASCULAIRE ET OPHTALMOLOGIE 2020')]",['Matériel médical'],[212],non,non
4,20-99477,2020-08-07,2020-10-14,['6'],"EVOLUTION ET MAINTENANCE DES RÉSEAUX RADIO 150MHZ & 450MHZ, DE LA PASSERELLE MIRAGE, DE LA RDP POCSAG DU SERVICE D'AIDE MÉDICALE URGENTE DU 06 ET DES EXTENSIONS DE COUVERTURE RADIO MS71 DU CH",joue,directive24,appeloffre,initial,C.H.U. de Nice,06003,Nice cédex 1,,['Prestations de services'],[274],non,non
5,20-99539,2020-08-07,2020-11-02,['6'],Entretien Et Nettoyage Des Locaux,joue,directive24,attribution,initial,Office tourisme et congrès d'Antibes,06160,Juan les Pins,"[('2020-07-15', 'Societe Multi Services', (80000, 'EUR'), ""Entretien Des Locaux De L'Office De Tourisme""), ('2020-07-15', 'Societe Remanence', (85000, 'EUR'), 'Entretien Des Locaux Congres Et Evenements Exterieurs'), ('2020-07-15', 'Societe Remanence', (25000, 'EUR'), 'Entretien Des Locaux Saisonniers Balneaires')]",['Nettoyage de locaux'],[239],non,non
6,20-100574,2020-08-07,2020-09-17,['6'],"Travaux de réaménagement du Port Gallice, Tranche 1 du Projet. Port Gallice, Antibes Juan-les-Pins.",fns,cmp2006,appeloffre,initial,GALLICE 21,06160,JUAN LES PINS,,"['Bâtiment', 'Espaces verts', 'Etanchéité', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Réseaux divers', 'Revêtements de sols', 'Serrurerie', 'Signalétique']","[33, 116, 117, 144, 222, 264, 306, 308, 321, 333]",non,non
7,20-99540,2020-08-07,2020-11-02,['6'],"L'Office de Tourisme recherche une société pour assurer gardiennage/sécurisation des évènements qui se déroulent dans les lieux dont il est exploitant par Dsp, ou lors de manifesta",joue,directive24,attribution,initial,Office tourisme et congrès d'Antibes,06160,Juan les Pins,"[('2020-07-15', 'Societe Flagship Securite', (65000, 'EUR'), 'Gardiennage Securite Salle Omnisports Azur Arena Antibes'), ('2020-07-15', 'Societe Flagship Securite', (78000, 'EUR'), 'Gardiennage Securite Palais Des Congres Juan Les Pins'), ('2020-07-15', 'Societe Flagship Securite', (101000, 'EUR'), 'Gardiennage Securite Pinede Gould Juan Les Pins'), ('2020-07-15', 'Societe Flagship Securite', (6000, 'EUR'), ""Gardiennage Securite Feux D'Artifices Antibes Juan Les Pins""), ('2020-07-15', 'Societe Flagship Securite', (120000, 'EUR'), ""Gardiennage Securite Fetes De Fin D'Annee Antibes Juan Les Pins"")]","['Gardiennage', 'Surveillance']","[138, 331]",non,non
8,20-100568,2020-08-07,2020-09-30,['6'],MISSION DE MAITRISE D'OEUVRE POUR LES TRAVAUX DE MISE EN SECURITE DES VOIRIES SUR LE COLLINAIRE SUITE AUX INTEMPERIES DU 01 DECEMBRE 2019,fns,cmp2006,appeloffre,initial,Ville de Mandelieu La Napoule,06212,Mandelieu-La Napoule,,"[""Maîtrise d'oeuvre"", 'Ingénierie']","[197, 455]",non,non
9,20-99387,2020-08-07,2020-09-08,"['6', '83', '13']",Maîtrise d'oeuvre pour la reconstruction des pontons permanents des plages de la Croisette,joue,autre,rectificatif,rectificatif,COMMUNE DE CANNES,06406,Cannes,,"['Etude', ""Maîtrise d'oeuvre"", 'Ingénierie']","[118, 197, 455]",non,non
