,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-13037,2021-01-28,2021-02-11,['2'],Contrôles des réseaux d'assainissement de GrandSoissons Agglomération,fns,cmp2006,attribution,initial,Cté. d'Agglo. du Soissonnais,02880,Cuffies,,['Assainissement'],[18],non,non
1,21-13079,2021-01-28,2021-03-01,['3'],"Travaux de démolition et de reconstruction du tablier du pont franchissant le Lamaron par la RD72 au niveau du PR0+34, situé sur la rue Barathon dans l'agglomération de Montluçon",fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,"[""Ouvrage d'art""]",[252],non,non
2,21-12742,2021-01-28,2021-02-17,['3'],Gymnase des Mariniers - Réhabilitation thermique,fns,cmp2006,appeloffre,initial,Ville de Moulins,03016,Moulins cedex,,"['Chauffage (travaux)', 'Electricité (travaux)', 'Gros oeuvre']","[61, 105, 144]",non,non
3,21-12970,2021-01-28,2021-02-17,['4'],Mise en oeuvre de l'expérimentation d'un outil numérique de coordination visant à améliorer et optimiser l'aide apportée aux personnes âgées vivant à domicile,fns,cmp2006,appeloffre,initial,Provence Alpes Agglomération,04000,Digne les Bains,,['Ingénierie'],[455],non,non
4,21-12825,2021-01-28,2021-02-25,['4'],Accord-cadre mono-attributaire à bons de commande pour des travaux neufs et d'entretien de voies et réseaux divers VRD,fns,cmp2006,appeloffre,initial,Commune de Villeneuve,04180,Villeneuve,,['Voirie et réseaux divers'],[366],non,non
5,21-11934,2021-01-28,2021-03-02,['4'],Fournitures de denrées alimentaires pour la restauration municipale et la crèche municipale (structure multi-accueil) de Sainte-Tulle,joue,directive24,appeloffre,initial,Ville de Sainte Tulle,04220,Sainte-Tulle,,"['Denrées alimentaires', ""Produits de l'agriculture"", 'Surgelés']","[88, 276, 330]",non,non
6,21-12838,2021-01-28,2021-02-26,['5'],Maintenance des extincteurs du Département des Hautes-Alpes,fns,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,['Extincteur'],[119],non,non
7,21-11545,2021-01-28,2021-03-02,['5'],"Maîtrise d'oeuvre pour la construction d'un parking, de locaux publics et restructuration de circulations publiques - Les Orres 1650",joue,directive24,appeloffre,initial,MAIRIE DES ORRES,05200,LES ORRES,,"['Bâtiment', ""Maîtrise d'oeuvre""]","[33, 197]",non,non
8,21-12509,2021-01-28,2021-03-16,['5'],concession de service public pour l'exploitation du camping municipal de l'ile de St Crépin (05),dsp,dsp,appeloffre,initial,MAIRIE DE SAINT CREPIN,05600,SAINT CREPIN,,['Délégation de service public'],[406],non,non
9,21-13235,2021-01-28,2021-03-19,['6'],Travaux d'extension et rénovation du secteur EEG du Centre Hospitalier d'Antibes - Lots no1 et 5 à 7,fns,cmp2006,appeloffre,initial,C.H.U. de Nice,06003,Nice cédex 1,,"['Démolition', 'Etanchéité', 'Gros oeuvre', 'Menuiserie', 'Terrassement']","[87, 117, 144, 222, 341]",non,non
