,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-46146,2021-04-09,2021-05-17,['1'],rénovation et valorisation touristique et culturelle de la cuivrerie de cerdon (rectificatif),joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"['Film', 'Vidéo, cinéma']","[127, 362]",non,non
1,21-46862,2021-04-09,2021-04-26,['1'],Rénovation et valorisation touristique et culturelle de la cuivrerie de CERDON,fns,cmp2006,appeloffre,rectificatif,DEPARTEMENT DE L AIN,01003,Bourg en bresse cedex,,"['Audiovisuel', 'Menuiserie']","[22, 222]",non,non
2,21-47776,2021-04-09,2021-05-10,['1'],Travaux salle no 2 au cinéma Atmosphère,mapa,cmp2006,appeloffre,initial,COMMUNE D OYONNAX,01100,OYONNAX,,"['Isolation', 'Revêtements de sols']","[169, 308]",non,non
3,21-47927,2021-04-09,2021-05-10,['1'],gestion et exploitation de l'accueil periscolaire de l'accueil de loisirs sans hebergement,dsp,dsp,appeloffre,initial,COMMUNE DE CROZET,01170,crozet,,"['Prestations de services', 'Délégation de service public']","[274, 406]",non,non
4,21-46281,2021-04-09,2021-05-12,['1'],"RELANCE - Travaux de V.R.D, viabilisation de la RD1005 et de Poterie, requalification et de plantation aux abords de l'hôtel La réserve et de la résidence de l'Acropolis",joue,directive24,appeloffre,initial,SPL TERRITOIRE D'INNOVATION,01210,FERNEY VOLTAIRE,,"['Espaces verts', 'Terrassement', 'Travaux de viabilité', 'Voirie et réseaux divers']","[116, 341, 353, 366]",non,non
5,21-46574,2021-04-09,2021-05-31,['1'],"Marché de conception-réalisation d'un équipement démonstrateur mobilité, énergie et numérique",joue,directive24,attribution,initial,SPL TERRITOIRE D'INNOVATION,01210,FERNEY-VOLTAIRE,,"['Bâtiment', ""Maîtrise d'oeuvre"", 'Ingénierie']","[33, 197, 455]",non,non
6,21-46595,2021-04-09,2021-05-10,"['1', '74', '73', '69', '39']",Transport Scolaire 2021-2025,joue,directive24,appeloffre,initial,COMMUNE DE PREVESSIN MOENS,01280,Prevessin-Moens,,['Transport'],[347],non,non
7,21-46188,2021-04-09,2021-05-10,"['1', '38', '42', '69', '73']","Fourniture, pose et maintenance de systèmes de vidéo protection urbains",joue,directive24,appeloffre,initial,COMMUNE D AMBERIEU EN BUGEY,01504,Amberieu en bugey cedex,,['Matériel de sécurité'],[209],non,non
8,21-47520,2021-04-09,2021-04-30,['2'],Reconstruction du rempart Saint-Martin.,fns,cmp2006,appeloffre,initial,Ville de Laon,02000,Laon,,"['Echafaudage', 'Maçonnerie']","[101, 195]",non,non
9,21-47501,2021-04-09,2021-05-10,['2'],REHABILITATION DU RESERVOIR SUR TOUR DELMOTTE A SAINT-QUENTIN,fns,cmp2006,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,['Alimentation en eau potable'],[6],non,non
10,21-47607,2021-04-09,2021-05-10,['2'],REHABILITATION DU RESERVOIR SUR TOUR DELMOTTE A SAINT-QUENTIN,fns,cmp2006,appeloffre,initial,CA DU SAINT QUENTINOIS,02108,Saint-Quentin,,['Alimentation en eau potable'],[6],non,non
11,21-48137,2021-04-09,2021-05-03,['3'],Missions OPC - BCT pour les travaux de modernisation des salles 1 à 4 du Bloc Opératoire,mapa,cmp2006,appeloffre,initial,CH VICHY,03207,VICHY,,"['Contrôle technique', ""Mission d'ordonnancement, pilotage, coordination (OPC)""]","[72, 234]",non,non
12,21-47532,2021-04-09,2021-05-10,['3'],transport du verre,fns,cmp2006,appeloffre,initial,SYND MIXTE INTERCOMMUNAL COLLECTE TRAI,03410,Domérat,,['Transport'],[347],non,non
13,21-47583,2021-04-09,2021-04-27,['6'],CHU de Nice - Hôpital Pasteur 1 - Travaux de réhabilitation partielle du bâtiment L,fns,cmp2006,appeloffre,rectificatif,C.H.U. de Nice,06003,Nice cedex 1,,"['Démolition', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', ""Tous corps d'état""]","[87, 222, 264, 270, 345]",non,non
14,21-47839,2021-04-09,2021-05-09,['6'],MAPA 2021-002 - Travaux d'entretien de la voirie communale,fns,cmp2006,attribution,initial,COMMUNE LE CANNET,06110,Le Cannet,,['Voirie'],[365],non,non
15,21-44621,2021-04-09,2021-05-04,['6'],réfection de la chaufferie et de la sous station du collège Roland Garros à Nice,fns,cmp2006,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Chauffage (travaux)'],[61],non,oui
