,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-136834,2020-11-08,2020-12-11,['1'],"Fourniture d'articles de nettoyage et de produits d'entretien pour le Groupement de commandes Entretien, hygiène et articles hôteliers de la région Auvergne-Rhône-Alpes",joue,directive24,appeloffre,initial,CH DE BOUR EN BRESSE FLEYRIAT,01012,Bourg-en-bresse cedex,,"['Abris', 'Hygiène (articles)']","[1, 153]",non,oui
1,20-136758,2020-11-08,2020-12-07,['1'],Gestion d'une aire d'accueil destinée aux gens du voyage,joue,directive24,appeloffre,initial,COM DE COMMUNES DU PAYS BELLEGARDIEN,01200,Valserhone,,['Prestations de services'],[274],non,non
2,20-136905,2020-11-08,2020-12-15,['2'],Acquisition De Sel De Deneigement,joue,directive24,appeloffre,initial,COMMUNE DE SAINT QUENTIN,02107,Saint-Quentin,,['Sel de déneigement'],[320],non,non
3,20-124421,2020-11-08,2021-03-30,['3'],fourniture de materiels informatiques et licences pour la ville d'yzeure,joue,directive24,appeloffre,initial,ville d'Yzeure,03400,YZEURE,,"['Antenne', 'Dématérialisation', 'Informatique (matériel)', 'Logiciel']","[10, 97, 162, 186]",non,oui
4,20-136492,2020-11-08,2020-12-08,['4'],Location Et Exploitation D'Une Decheterie Mobile,joue,directive24,appeloffre,initial,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,,['Déchets non ménagers (prestations)'],[404],non,non
5,20-136504,2020-11-08,2021-02-03,['4'],"Mission De Coordination En Matiere De Securite Et De Protection De La Sante Pour Travaux De Voirie, Genie Civil, Vegetal Et Reseaux Divers",joue,directive24,attribution,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,"[('2020-11-02', 'Socotec Construction', (81800, 'EUR'), None), ('2020-11-02', 'Qualiconsult', (82360, 'EUR'), None), ('2020-11-02', 'Heliatec', (40000, 'EUR'), None), ('2020-11-02', 'Athena Be', (79710, 'EUR'), None), ('2020-11-02', 'Sps Sud Est', (46580, 'EUR'), None)]","['Prestations de services', ""Assistance à maîtrise d'ouvrage""]","[274, 433]",non,non
6,20-132062,2020-11-08,2020-12-17,['6'],nettoyage des abords des routes départementales des sda littoral ouest antibes et cannes,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Voirie'],[365],non,oui
7,20-57853,2020-11-08,2020-12-08,['6'],"Fourniture de pièces détachées d'origine et d'accessoires pour les véhicules départementaux de plus de 3,5t de marque Mercedes et Unimog - Relance",joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Pièces détachées'],[266],non,oui
8,20-136357,2020-11-08,2020-12-10,['6'],20N0600 - SIGNALETIQUE POUR LA METROPOLE NICE COTE D'AZUR ET L'HABILLAGE DE LA LIGNE 1 DU TRAMWAY,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Prestations de services', 'Signalétique']","[274, 333]",non,oui
9,20-136507,2020-11-08,2021-02-03,"['6', '83', '13']",Fourniture et pose de projecteurs à gobos sur le domaine public,joue,directive24,attribution,initial,COMMUNE DE CANNES,06406,Cannes,"[('2020-10-20', 'Citelum', (400000, 'EUR'), None)]","['Eclairage public', 'Matériel électrique']","[102, 203]",non,non
