,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-142786,2020-11-22,2021-02-17,['1'],Fourniture et livraison de conteneurs aériens métalliques de collecte sélective des déchets ménagers pour les besoins du Sidefage,joue,directive24,attribution,initial,SYND MIXTE GEST DECHET FAUCIGNY GENEVO,01200,Valserhone,"[('2020-10-08', 'Econox', (340854, 'EUR'), None)]","['Conteneur, poubelles']",[71],non,non
1,20-142400,2020-11-22,2020-12-15,"['1', '69']","Restructuration de l'espace aquatique de la Plaine Tonique et comprennent notamment des travaux de rénovation thermique, de rénovation des espaces intérieurs et des travaux de mise aux normes.",joue,autre,rectificatif,rectificatif,Cap 3B Aménagement,01340,Montrevel en Bresse,,"['Couverture', 'Etanchéité', 'Isolation', 'Ouvrage métallique']","[74, 117, 169, 254]",oui,non
2,20-142686,2020-11-22,2020-12-21,['3'],Fourniture De Carburants Pour Les Besoins De La Ville De Montlucon,joue,directive24,appeloffre,initial,Ville de Montluçon,03106,Montlucon,,"['Carburant, hydrocarbure']",[52],non,non
3,20-142577,2020-11-22,2021-01-21,['4'],Entretien Des Locaux Intercommunaux,joue,directive24,attribution,initial,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,"[('2020-10-21', 'NERA PROPRETE PROVENCE', (48000, 'EUR'), 'Médiathèque Lucien Jacques - Gréoux les Bains'), ('2020-10-21', 'ONET SERVICES', (72000, 'EUR'), 'Médiathèque \x96 Théâtre - Salle de musique du Moulin de Saint André - Vinon sur Verdon'), ('2020-10-21', 'ONET SERVICES', (12000, 'EUR'), 'Médiathèque Paul Maurel et Ecole de musique - Valensole'), ('2020-10-21', ""C'NET"", (16000, 'EUR'), ""Locaux de l'environnement et de collecte des déchets - Sainte Tulle""), ('2020-10-21', ""C'NET"", (16000, 'EUR'), ""Locaux de l'environnement et de collecte des déchets - Volx""), ('2020-10-21', 'ONET SERVICES', (72000, 'EUR'), 'Médiathèque ""la Passerelle"" - Théâtre Henri Fluchère - Salle Jean Amblard - Sainte Tulle'), ('2020-10-21', 'ONET SERVICES', (124000, 'EUR'), ""Médiathèque Romain Selsis - Ecole de musique - Ecole de danse - Antenne du Relais d'Assistantes Maternelles - Salle des fêtes de l'Eden - Oraison""), ('2020-10-21', 'ONET SERVICES', (24000, 'EUR'), 'Nettoyage annuel des vitres et luminaires des locaux de Manosque, Sainte Tulle, Oraison, La Brillanne, Vinon sur Verdon')]",['Nettoyage de locaux'],[239],non,non
4,20-142500,2020-11-22,2020-11-30,['4'],Construction garage communal,joue,directive24,appeloffre,initial,Mairie ST Martin les eaux,04300,Saint Martin les Eaux,,"['Charpente', 'Electricité (travaux)', 'Gros oeuvre', 'Plomberie (travaux)', 'Serrurerie', ""Tous corps d'état""]","[57, 105, 144, 270, 321, 345]",non,non
5,20-142470,2020-11-22,2021-02-17,['6'],Animation d'ateliers 'bien-être' dans les sites universitaires du Crous Nice-Toulon,joue,directive24,intentionconclure,initial,CROUS NICE-TOULON,06300,Nice,"[('2020-11-20', 'Brain Up Conseils', (55350, 'EUR'), 'Sites des Alpes-Maritimes'), ('2020-11-20', 'Brain Up Conseils', (9990, 'EUR'), 'Sites du Var'), ('2020-11-20', 'Brain Up Conseils', (32740, 'EUR'), 'Séances en ligne')]",['Prestations de services'],[274],non,non
6,20-142824,2020-11-22,2021-01-20,['6'],19n0749 -- maîtrise d'oeuvre urbaine et accompagnement à la mise en oeuvre opérationnelle du nouveau projet de renouvellement urbain du quartier des Liserons à Nice,joue,directive24,attribution,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Prestations de services'],[274],non,non
7,20-142460,2020-11-22,2020-12-21,['6'],"Fourniture, installation et maintenance de dispositifs de contrôle d'accès et de sécurisation des espaces publics",joue,directive24,appeloffre,initial,COMMUNE DE CANNES,06406,Cannes,,"[""Contrôle d'accès""]",[81],non,non
8,20-142395,2020-11-22,2021-01-07,['6'],Entretien du patrimoine arboré (5 lots),joue,directive24,appeloffre,initial,Commune de Menton,06500,Menton,,['Espaces verts'],[116],non,non
9,20-142784,2020-11-22,2020-12-21,['7'],Prestations d'animation et de suivi de l'Opah 2021-2022,joue,directive24,appeloffre,initial,COMMUNAUTE DE COMMUNES RHONE CRUSSOL,07502,Guilherand-Granges,,['Prestations de services'],[274],non,non
