a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-145125,2019-09-26,2019-10-26,"['1', '69']","COLLECTE ET TRANSPORT DES DECHETS RECYCLABLES (VERRE, EMBALLAGES MENAGERS RECYCLABLES, JOURNAUX MAGAZINES) ET MISE A DISPOSITION D'UN QUAI DE TRANSFERT",joue,directive24,appeloffre,initial,CA DU BASSIN DE BOURG EN BRESSE,01008,Bourg en bresse cedex,,"['Collecte sélective', 'Prestations de services']","[82, 274]",non,non
19-146152,2019-09-26,2019-10-24,['1'],Formation obligatoire de 120 heures des assistant(e)s maternel(le)s du Département de l'Ain,fns,cmp2006,appeloffre,initial,Département de l'Ain,01012,BOURG EN BRESSE CEDEX,,['Formation'],[410],non,non
19-145266,2019-09-26,2019-10-28,['2'],"Fourniture, acheminement d'électricité et services associes",joue,directive24,appeloffre,initial,COMMUNE DE SAINT QUENTIN,02107,Saint-Quentin,,"['Electricité, gaz (fourniture)']",[443],non,non
19-145041,2019-09-26,2019-10-31,['2'],LOCATION DE BENNES ET TRANSPORTS DE DÉCHETS ISSUS DES DECHETERIES,joue,directive24,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,"['Location (matériels)', 'Déchets non ménagers (prestations)']","[185, 404]",non,non
19-146292,2019-09-26,2019-10-30,['2'],Travaux de déconstruction sur cinq sites et enlèvement de gravats en fibrociment amianté à Soissons (02),fns,cmp2006,appeloffre,initial,Mairie de Soissons,02200,SOISSONS,,['Démolition'],[87],non,non
19-146362,2019-09-26,2019-11-26,"['4', '84', '5', '13', '6']",consultation pour la réalisation d'une étude pré-opérationnelle d'aménagement du quartier durable dans le cadre de l'ami,divers,autre,appeloffre,initial,Mairie,04110,Aubenas les alpes,,['Etude'],[118],non,oui
19-146223,2019-09-26,2019-10-26,['4'],Location et maintenance d'un photocopieur numérique couleur.,mapa,cmp2006,appeloffre,initial,CC VALLEE DE L UBAYE SERRE PONCON,04400,Barcelonnette,,"['Maintenance', 'Matériel de bureau', ""Matériel d'imprimerie""]","[196, 207, 211]",non,oui
19-145238,2019-09-26,2019-10-31,['4'],"Fourniture, pose et maintenance d'équipements dynamiques routiers (stations fixes et compteurs mobiles de recueil de données de trafic routier, caméras routières) - Relance des lot",joue,directive24,appeloffre,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,,"['Matériaux routiers', 'Matériel électronique', 'Matériel de sécurité']","[199, 204, 209]",non,non
19-145925,2019-09-26,2019-10-16,"['5', '4']","Marché de travaux portant sur la mise en conformité accessibilité des bâtiments Salle à manger et du pavillon Buëch abritant l'EHPAD, du Centre Hospitalier Buëch-Durance à LARAGNE-MONTEGLIN - ADA",fns,cmp2006,appeloffre,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,,['Bâtiment'],[33],non,non
19-146369,2019-09-26,2019-10-17,['5'],Mise à jour de l'ensemble des données de l'observatoire du territoire mis en oeuvre à l'échelle du périmètre de l'agglomération de Gap-Tallard-Durance,mapa,cmp2006,appeloffre,initial,Communauté d'agglomérat. du gapençais,05007,GAP,,['Etude'],[118],non,non
19-146421,2019-09-26,2019-10-21,['5'],RD38-RN 94- Aménagement du carrefour,fns,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,['Voirie'],[365],oui,oui
19-146320,2019-09-26,2019-10-24,['5'],Prestation de services de déneigement des voies et équipements gérés par la Communauté de Communes du Briançonnais,fns,cmp2006,appeloffre,initial,COMMUNAUTE COMMUNES DU BRIANCONNAIS,05100,Briançon,,['Déneigement'],[98],non,non
19-146405,2019-09-26,2019-10-25,['5'],Construction d'un bâtiment siège du SyMÉnergie05 (BEPOS) sur le site de la ZA Grande Ile Nord à Chorges.,fns,cmp2006,appeloffre,initial,SYME05,05160,SAVINES LE LAC,,"['Ascenseur', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Electricité (travaux)', 'Espaces verts', 'Etanchéité', 'Gros oeuvre', 'Isolation', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols', 'Serrurerie', 'Terrassement', 'Ventilation', 'Photovoltaïque']","[17, 53, 57, 61, 63, 74, 105, 116, 117, 144, 169, 195, 222, 264, 270, 308, 321, 341, 360, 476]",non,non
19-145911,2019-09-26,2019-10-22,['5'],Assistance à maîtrise d'ouvrage au titre d'une conduite d'opération pour réhabilitation de bâtiments : mairie et ancien hôtel et construction d'une nouvelle école-cantine-garderie,fns,cmp2006,appeloffre,initial,COMMUNE DE VENTAVON,05300,Ventavon,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
19-145825,2019-09-26,2019-10-28,['6'],marché de missions de contrôle technique.,fns,cmp2006,appeloffre,initial,REGIE PARCS D AZUR,06000,Nice,,['Contrôle technique'],[72],non,non
19-137411,2019-09-26,2019-10-23,['6'],restauration écologique des habitats portuaires : installation et suivi de nurseries artificielles - ports départementaux de villefranche-sur-mer,fns,cmp2006,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Prestations de services'],[274],non,non
19-145207,2019-09-26,2019-10-24,['6'],Réaménagement du refuge de Longon,joue,directive24,appeloffre,initial,COMMUNE DE ROURE,06240,Roure,,['Bâtiment'],[33],non,non
19-145896,2019-09-26,2019-10-24,['6'],TRAVAUX DE SERIGRAPHIE POUR LES BESOINS DE LA METROPOLE NICE COTE D'AZUR.,fns,cmp2006,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Impression'],[160],non,non
19-145865,2019-09-26,2019-10-25,['6'],prestations juridiques,fns,cmp2006,appeloffre,initial,Ville de la Roquette-sur-Siagne,06550,La Roquette sur Siagne,,"['Prestations de services', 'Assistance juridique']","[274, 434]",non,non
19-146280,2019-09-26,2019-10-11,['9'],Création d'un centre d'intervention des routes départementales à Lorp Sentaraille,fns,cmp2006,appeloffre,rectificatif,CONSEIL GENERAL de L'ARIEGE,09000,FOIX,,['Bâtiment'],[33],non,non
19-145062,2019-09-26,2019-12-22,['11'],"Missions de diagnostics amiante, plomb, gaz, électricité, Ernt, état relatif à la présence de termites, Dpe sur le patrimoine d'Habitat Audois",joue,directive24,attribution,initial,OFFICE PUBLIC DE L HABITAT DE L AUDE,11890,Carcassonne,"[('2019-08-19', 'A.C. Environnement', (67067, 'EUR'), None)]","['Etude', 'Amiante (diagnostic)']","[118, 431]",non,non
19-145271,2019-09-26,2019-10-29,['13'],Fourniture de métaux ferreux et non ferreux pour les services techniques et ateliers mécaniques,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Acier'],[3],non,non
19-146305,2019-09-26,2019-10-17,['13'],Fourniture d'immobilisateurs de conteneurs de collecte des déchets ménagers,mapa,cmp2006,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,"[""Maîtrise d'oeuvre""]",[197],non,non
19-144725,2019-09-26,2019-11-04,['13'],maîtrise d'oeuvre pour l'opération de construction de la médiathèque intercommunale à istres,joue,directive24,attribution,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,"[""Maîtrise d'oeuvre""]",[197],non,non
19-145895,2019-09-26,2019-12-20,['13'],La présente consultation vise la passation d'un accord-cadre ayant pour objet les prestations de gestion des espaces et équipements commerciaux du réseau métro de la RTM.,fns,cmp2006,attribution,initial,Régie des Transports Métropolitains,13013,Marseille,,['Prestations de services'],[274],non,non
19-144922,2019-09-26,2019-10-15,['13'],FOURNITURE DE PIECES DETACHEES NECESSAIRES A LA MAINTENANCE D'AUTOBUS ELECTRIQUES DE MARQUE IRIZAR DE LA REGIE DES TRANSPORTS METROPOLITAINS,joue,directive25,appeloffre,initial,Régie des Transports Métropolitains,13013,Marseille,,"['Pièces détachées', 'Véhicules']","[266, 359]",non,non
19-145093,2019-09-26,2019-12-20,['13'],RENOUVELLEMENT DU SYSTEME D'INFORMATION DE GESTION DE L'OFFRE TRANSPORT DE LA REGIE DES TRANSPORTS METROPOLITAINS ET PRESTATIONS ASSOCIEES,joue,directive25,attribution,initial,Régie des Transports Métropolitains,13013,Marseille,"[('2019-08-29', 'GIRO inc. / Le Groupe en Informatique et Recherche Opérationnelle', (4798422, 'EUR'), ""Renouvellement du système d'information de gestion de l'offre Transport de la RTM"")]",['Logiciel'],[186],non,non
19-146176,2019-09-26,2019-10-21,['13'],fourniture d'un chariot élévateur neuf thermique à flèche télescopique sur pneus de capacité maxi de 3500 kg destiné à une activité de manutention sur voie publique.,mapa,cmp2006,appeloffre,initial,MAIRIE DE SAINT ETIENNE DU GRES,13103,Saint Etienne du Grès,,"['Appareil élévateur', 'Matériel de manutention', 'Manutention']","[11, 208, 237]",non,non
19-146115,2019-09-26,2019-10-15,['13'],Convention d'occupation commerciale temporaire pour la gestion et l'exploitation du snack du stade ledeuc,divers,autre,appeloffre,initial,Ville de Marseille,13233,Marseille Cedex 20,,"['Repas, traiteur']",[304],non,non
19-145024,2019-09-26,2019-10-25,['13'],Accord cadre pour le blanchissage du linge pour les besoins du Conseil Départemental des Bouches du Rhône : Lot no4 : blanchissage du linge de table utilisé par le service du Protocole,joue,directive24,appeloffre,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille,,['Prestations de services'],[274],non,non
19-144905,2019-09-26,2019-10-25,['13'],Concours restreint de concepteurs relatif à la reconstruction délocalisée du Collège Paul Eluard à Port de Bouc,joue,directive24,appeloffre,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,['Bâtiment'],[33],non,non
19-145036,2019-09-26,2019-12-24,['13'],Marché de services d'assurance,joue,directive24,appeloffre,initial,DEPARTEMENT DES BOUCHES DU RHONE,13256,Marseille cedex 20,,['Assurance'],[20],non,non
19-144671,2019-09-26,2019-11-23,['13'],"Lots 6 et 7 Travaux d'entretien de rénovation, de réparation, et d'amélioration du patrimoine immobilier dans les bâtiments appartenant au Département ou loué par lui",joue,directive24,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,"[('2019-07-18', 'SARL E.C.O.M.', (89000, 'EUR'), 'Menuiserie Alu PVC'), ('2019-07-25', 'SARL E.C.O.M.', (220000, 'EUR'), 'Métallerie Serrurerie')]","['Matériaux de construction', 'Métallerie', 'Serrurerie']","[198, 223, 321]",non,non
19-145950,2019-09-26,2019-10-07,"['13', '83']",Travaux de sécurisation de la paroi falaise calanques contre les chutes de pierres au centre Pénitentiaire de Marseille les Baumettes. (rectificatif),fns,cmp2006,appeloffre,rectificatif,DISP PACA Corse DPE,13277,Marseille cedex 9,,['Remembrement (travaux connexes)'],[303],non,non
19-146088,2019-09-26,2019-10-25,"['13', '84', '83', '4', '5', '6', '30', '34']",CRÉATION DU SIÈGE DE LA DIVISION DE SÉCURITÉ ET DE PROXIMITÉ SUD COMPRENANT LA RÉHABILITATION DU BÂTIMENT B DE L HÔTEL DES IMPÔTS DE SAINTE ANNE A MARSEILLE (13),fns,cmp2006,appeloffre,initial,SGAP de Marseille,13313,Marseille cedex 14,,"[""Tous corps d'état""]",[345],oui,oui
19-145094,2019-09-26,2019-11-22,['13'],"FOURNITURE DE SUPPORTS, MOUSSE, GEL, EAU ET AUTRE",joue,directive24,appeloffre,initial,CENTRE HOSPITALIER REG DE MARSEILLE,13354,Marseille cedex 05,,['Matériel médical'],[212],non,non
19-145910,2019-09-26,2019-10-18,"['13', '83']",Des travaux neufs sur la voirie communale 2019.Aménagements de voirie et sécurisation routière,mapa,cmp2006,appeloffre,initial,Commune d'Auriol,13390,AURIOL,,['Voirie'],[365],non,non
19-145885,2019-09-26,2019-10-24,"['13', '83']",remplacement de 3 tgbt issus de 3 postes hta différents sur le site cnrs du campus joseph aiguier à marseille,fns,cmp2006,appeloffre,initial,CNRS Marseille,13402,Marseille cedex 09,,['Electricité (travaux)'],[105],non,non
19-145215,2019-09-26,2019-10-29,"['13', '4', '30', '83', '84']",Conception - Réalisation d'un ensemble immobilier d'environ 60 logements collectifs à Aix en Provence (13),joue,directive24,appeloffre,initial,SA CO GI VA,13626,Aix-en-Provence cedex 1,,['Bâtiment'],[33],non,non
19-145131,2019-09-26,2019-10-25,['13'],Accord cadre à bons de commande pour l'animation et l'élaboration de diagnostics de vulnérabilité des logements et des bâtiments publics du dispositif Reviter,joue,directive24,appeloffre,initial,Communauté d'Agglomération ACCM,13637,Arles,,['Prestations de services'],[274],non,non
19-146078,2019-09-26,2019-10-28,"['13', '84']",réfection de l'étanchéité du château d'eau et remplacement des conduites d'aspiration du puits sur le site de saint andiol,fns,cmp2006,appeloffre,initial,SIVM 'Durance Alpilles',13670,saint andiol,,['Réservoir'],[307],non,non
19-146432,2019-09-26,2019-10-30,['13'],Mission d'Assistance Informatique pour la commune de Rousset,fns,cmp2006,appeloffre,initial,Commune de Rousset,13790,ROUSSET,,['Informatique (assistance)'],[453],non,non
19-146424,2019-09-26,2019-10-28,['13'],Prestations de routage postal au profit de l'ENSOSP,fns,cmp2006,appeloffre,initial,ENSOSP,13798,AIX EN PROVENCE,,['Routage'],[312],non,non
19-144703,2019-09-26,2019-10-28,['13'],Fourniture De Pièces Détachées Et/Ou Prestations Associées Pour Tout Type De Vehicule Thermique Et électrique De La Ville D'Istres,joue,directive24,appeloffre,initial,COMMUNE D ISTRES,13808,Istres,,['Pièces détachées'],[266],non,oui
19-145856,2019-09-26,2019-10-26,['13'],REHABILITATION D'UNE PISCINE MUNICIPALE EN ACCUEIL DE LOISIRS SANS HEBERGEMENT,fns,cmp2006,appeloffre,rectificatif,COMMUNE DE FONTVIEILLE,13990,Fontvieille,,"['Bâtiment', 'Electricité (travaux)', 'Gros oeuvre', 'Peinture (travaux)', 'Plomberie (travaux)']","[33, 105, 144, 264, 270]",non,non
19-146094,2019-09-26,2019-12-20,"['14', '27', '50', '61', '76']",RN13 Bretelle du Hamel,fns,cmp2006,appeloffre,initial,DIR REG DE L ENVIR DE AMENAGEMENT LOGT,14006,Caen cédex 1,,"['Terrassement', 'Voirie et réseaux divers']","[341, 366]",non,non
19-144544,2019-09-26,2019-11-12,['14'],Maintenance préventive et corrective des ascenseurs de la tour IGH du CHU de Caen,joue,directive24,appeloffre,initial,CENTRE HOSPITALIER UNIVERSITAIRE,14033,Caen,,['Maintenance'],[196],non,non
19-146178,2019-09-26,2019-10-24,['50'],Poste 5 - Remise en peinture du ponton - Port de Cherbourg,fns,cmp2006,appeloffre,initial,Ports Normands Associés,14280,Saint-contest,,['Installation portuaire'],[165],non,non
19-145376,2019-09-26,2019-10-18,['14'],marché relatif aux travaux de réhabilitation du réseau d'eau potable - secteur nord de bayeux intercom,fns,cmp2006,appeloffre,initial,Cté de Communes Bayeux Intercomm.,14406,Bayeux cedex,,['Alimentation en eau potable'],[6],non,non
19-145400,2019-09-26,2019-10-18,['14'],marché relatif aux travaux de réhabilitation du réseau d'eau potable - secteur sud de bayeux intercom,fns,cmp2006,appeloffre,initial,Cté de Communes Bayeux Intercomm.,14406,Bayeux cedex,,['Alimentation en eau potable'],[6],non,non
19-141416,2019-09-26,2019-10-25,"['14', '75']","contrats d'assurance pour l'EPIC Les Franciscaines de la commune de Deauville, 5 lots",fns,cmp2006,appeloffre,initial,Ville de Deauville,14800,Deauville,,['Assurance'],[20],non,non
19-144822,2019-09-26,2019-10-24,['15'],"Acquisition fournitures bureau, papeterie, enveloppes pour le CD15 et le SDIS15 comprenant transport et livraison",joue,directive24,appeloffre,initial,Conseil départemental du Cantal,15015,AURILLAC CEDEX,,['Articles de bureau et articles scolaires'],[16],non,non
19-146300,2019-09-26,2019-10-18,['15'],Fourniture d'un véhicule type minibus urbain,fns,cmp2006,appeloffre,initial,Commune de Saint-Flour,15100,Saint flour,,['Véhicules (acquisition)'],[475],non,non
