a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-182433,2019-12-08,2019-12-31,['2'],Service de télécommunications-.,joue,directive24,attribution,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,02007,Laon,"[('2019-10-21', 'orange business services', (182827, 'EUR'), 'Téléphonie fixe opérationnelle'), ('2019-10-21', 'bouygues telecom', (141359, 'EUR'), 'Téléphonie fixe administrative'), ('2019-10-21', 'orange business services', (82310, 'EUR'), 'Téléphonie mobile'), ('2019-10-21', 'Linkt', (133108, 'EUR'), 'Interconnexion des sites ')]",['Télécommunications'],[338],non,non
19-182852,2019-12-08,2019-12-20,"['2', '77']",Fournitures et livraisons de carburants (gazole - super 95 - super 98) nécessaires au fonctionnement de la station-service municipale de Condé-en-Brie,joue,autre,rectificatif,rectificatif,Commune de Condé-en-Brie,02330,CONDE EN BRIE,,"['Carburant, hydrocarbure']",[52],non,non
19-182635,2019-12-08,2020-03-04,['3'],"Fournitures de pièces détachées et prestations externalisées pour les véhicules, engins et matériels du Département de l'Allier",joue,directive24,attribution,initial,DEPARTEMENT DE L ALLIER,03016,Moulins,,['Pièces détachées'],[266],non,non
19-182862,2019-12-08,2020-12-31,['3'],Délégation de service public pour la fourrière municipale pour véhicules 2020-2025,joue,directive23,attribution,initial,Ville de Moulins,03016,Moulins cedex,"[('2019-09-27', 'ENTREPRISE CHAUVIN', (55500, 'EUR'), 'Délégation de service public pour la fourrière municipale pour véhicules 2020-2025')]","['Prestations de services', 'Fourrière']","[274, 451]",non,non
19-182416,2019-12-08,2020-01-06,['3'],Etude pour la reconquête des centres bourgs de vichy communauté,joue,directive24,attribution,initial,Vichy Communauté,03200,Vichy,,"['Etude', ""Assistance à maîtrise d'ouvrage""]","[118, 433]",non,non
19-182700,2019-12-08,2020-01-16,['4'],Travaux pour entretien et grosses réparations de chaussées et autres domaines du Département - Relance des lots 2 et 7,joue,directive24,appeloffre,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,,"['Matériaux routiers', 'Terrassement', 'Voirie']","[199, 341, 365]",non,non
19-182999,2019-12-08,2020-03-04,['5'],Fourniture De Carburants Et Combustibles,joue,directive24,attribution,initial,Ville de Gap,05007,Gap,"[('2019-12-05', 'Charvet La Mure Bianco', (1239202.8, 'EUR'), 'fourniture de carburant'), ('2019-12-05', 'Centre Leclerc Sudalp Ii', (1269750, 'EUR'), 'fourniture de carburant'), ('2019-12-05', 'Charvet La Mure Bianco', (70711, 'EUR'), 'fourniture de combustible'), ('2019-12-05', 'Centre Leclerc Sudalp Ii', (71336, 'EUR'), 'fourniture de combustible')]","['Carburant, hydrocarbure', 'Combustible']","[52, 438]",non,non
19-183022,2019-12-08,2020-01-14,['5'],"Gestion de la cuisine centrale, confection et livraison de repas en liaison froide à destination des membres du Groupement de commandes",joue,directive24,appeloffre,initial,Ville de Gap,05007,Gap,,['Restauration collective'],[66],non,non
19-182974,2019-12-08,2020-01-10,['6'],Marche De Maintenance Multi-Techniques,joue,directive24,appeloffre,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06100,Nice,,['Maintenance'],[196],non,non
19-182691,2019-12-08,2020-01-14,['6'],19V1838-ACQUISITION DE VACCINS POUR LE SERVICE DES VACCINATIONS DE LA VILLE DE NICE,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Consommables médicaux', 'Produits pharmaceutiques']","[69, 280]",non,non
