,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-68340,2020-05-26,2020-06-22,['1'],Prestations topographiques et de géodétection sur 8 communes du territoire du Haut-Bugey (01),fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,"['Alimentation en eau potable', 'Assainissement', 'Ingénierie']","[6, 18, 455]",non,non
1,20-68371,2020-05-26,2020-06-03,['1'],Travaux de réhabilitation du pont Maurice Cusin,fns,cmp2006,appeloffre,annulation,Ville de Saint-Maurice de Beynost,01703,Saint-Maurice de Beynost,,"[""Ouvrage d'infrastructure""]",[253],non,non
2,20-68074,2020-05-26,2020-06-15,['2'],Maîtrise d'oeuvre pour la construction du centre de secours de VILLERS COTTERETS-.,fns,cmp2006,appeloffre,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,02007,Laon,,"[""Maîtrise d'oeuvre""]",[197],non,non
3,20-68572,2020-05-26,2020-08-23,['2'],Numéro de la consultation : 20004TNC TRAVAUX D'ENTRETIEN DE LA RÉSERVE NATIONALE DES MARAIS D'ISLE ET DE SES ABORDS,fns,cmp2006,attribution,initial,CA DU SAINT QUENTINOIS,02108,Saint-Quentin,"[('2020-05-26', 'Association Somme Nature', (80000, 'EUR'), None)]",['Espaces verts'],[116],non,non
4,20-68066,2020-05-26,2020-08-15,['4'],Travaux pour la réalisation d'une zone artisanale et commerciale à Villars-Colmars,fns,cmp2006,appeloffre,initial,Cté Com Alpes Provence Verdon,04170,Saint andré les alpes,,"['Eclairage public', 'Espaces verts', 'Voirie']","[102, 116, 365]",non,non
5,20-68062,2020-05-26,2020-06-15,['4'],Valorisation du site d'accueil multi-activités de Ratery,fns,cmp2006,appeloffre,rectificatif,Cté Com Alpes Provence Verdon,04170,Saint andré les alpes,,['Bâtiment'],[33],non,non
6,20-68293,2020-05-26,2020-06-02,"['5', '4', '38']",VERIFICATION MAINTENANCE ET REMPLACEMENT DES MOYENS DE SECOURS CONTRE L'INCENDIE DES BÂTIMENTS COMMUNAUX,mapa,cmp2006,appeloffre,rectificatif,Ville de Briançon,05100,Briançon,,"['Extincteur', 'Maintenance', ""Matériel de secours et d'incendie""]","[119, 196, 217]",non,non
7,20-68227,2020-05-26,2020-06-19,['6'],Fournitures diverses pour peintres et petit matériel.,fns,cmp2006,appeloffre,initial,CENTRE COMMUNAL D ACTION SOCIALE,06359,NICE Cedex 4,,"['Peinture (fourniture)', 'Revêtements muraux']","[263, 309]",non,non
8,20-68099,2020-05-26,2020-06-08,"['6', '83', '13']","Numéro de la consultation : 2020-0023 Fourniture de différents types d'huiles, graisses et produits de refroidissement pour les véhicules légers, poids lourds et engins spéciaux de la Ville de Ca",fns,cmp2006,appeloffre,rectificatif,COMMUNE DE CANNES,06406,CANNES,,"['Produits des industries diverses', 'Véhicules']","[279, 359]",non,non
9,20-64203,2020-05-26,2020-06-29,['6'],travaux de réfection de la zone bien-être du complexe nautipolis,fns,cmp2006,appeloffre,initial,Cté Agglomération Sophia Antipolis,06901,Sophia antipolis cedex,,"['Carrelage', 'Chauffage (travaux)', ""Contrôle d'accès"", 'Electricité (travaux)', 'Equipements spécialisés', 'Peinture (travaux)', 'Plomberie (travaux)', 'Sanitaire', 'Ventilation']","[53, 61, 81, 105, 115, 264, 270, 319, 360]",non,oui
10,20-68212,2020-05-26,2020-06-26,"['8', '51']","fourniture de pièces détachées, accessoires etconsommables pour les véhicules entretenus par leservice garage du ch bélair",mapa,cmp2006,appeloffre,initial,CENTRE HOSPITALIER BELAIR,08000,Charleville Mézières,,['Pièces détachées'],[266],non,non
11,20-68021,2020-05-26,2020-06-19,['8'],Fourniture d'une balayeuse compacte de voirie pour les services municipaux - Année 2020-. (rectificatif),fns,cmp2006,appeloffre,rectificatif,COMMUNE DE CHARLEVILLE MEZIERES,08000,CHARLEVILLE-MéZIèRES,,['Pièces détachées'],[266],non,non
12,20-68304,2020-05-26,2020-06-15,['8'],"Travaux d'effaçage de signalisation horizontale sur le réseau routier départemental, notamment pour la campagne d'enduits superficiels-.",fns,cmp2006,appeloffre,initial,Conseil Départemental des Ardennes,08011,CHARLEVILLE MEZIERES cedex,,"[""Ouvrage d'infrastructure"", 'Voirie']","[253, 365]",non,non
13,20-68278,2020-05-26,2020-06-12,['11'],Maitrise d'oeuvre pour la réhabilitation du futur centre technique à Coursan,fns,cmp2006,appeloffre,initial,Le Grand Narbonne,11785,NARBONNE,,['Ingénierie'],[455],non,non
