a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-64429,2020-05-17,2020-06-16,['1'],Suivi-animation de lOpération Programmée dAmélioration de lHabitat (OPAH) de la CA3B,joue,directive24,appeloffre,initial,CA du Bassin de Bourg en Bresse,01000,BOURG EN BRESSE,,['Etude'],[118],non,non
20-64672,2020-05-17,2020-05-29,['3'],APPEL D'OFFRES OUVERTREHABILITATION THERMIQUE MOULINS SUD 9 BATIMENTS 245 LOGEMENTS- 03000 MOULINS,joue,directive24,attribution,initial,EVOLEA,03000,MOULINS,,"['Electricité (travaux)', 'Isolation', 'Peinture (travaux)', 'Plâtrerie', 'Serrurerie', 'Ventilation', 'Amiante (désamiantage)']","[105, 169, 264, 269, 321, 360, 479]",oui,non
20-64636,2020-05-17,2020-06-22,['3'],Marché d'Accompagnement à la Remobilisation et au Savoir-être,joue,directive24,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,Moulins,,['Prestations de services'],[274],non,non
20-64607,2020-05-17,2020-05-23,['5'],Fourniture de canalisations et de pièces spéciales hydrauliques permettant de construire un réseau d'irrigation enterré et sous pression du DN 100 au DN 400 pour un linéaire de 4000m,joue,directive24,appeloffre,initial,ASA DU CANAL DE VENTAVON SAINT TROPEZ,05000,GAP,,['Matériel robinetterie'],[311],non,non
20-64935,2020-05-17,2020-06-14,['6'],AOO 2020-018 - Entretien et Maintenance de l'éclairage public et de la signalisation tricolore du la ville du Cannet,joue,autre,rectificatif,rectificatif,COMMUNE LE CANNET,06110,Le Cannet,,"['Eclairage public', 'Signalisation']","[102, 322]",non,non
20-65014,2020-05-17,2020-07-15,['6'],"19V1459. TAILLE ET ABATTAGE D'ARBRES SUR LA COMMUNE DE NICE, EN GESTION PAR LA VILLE DE NICE, LA METROPOLE NICE CÔTE D'AZUR ET LE CCAS VILLE DE NICE",joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Espaces verts'],[116],non,non
20-64992,2020-05-17,2020-05-25,['6'],Fourniture d'équipements et de petits matériels sportifs,joue,autre,rectificatif,rectificatif,COMMUNE DE CANNES,06406,Cannes,,['Equipement sportif'],[113],non,non
20-64667,2020-05-17,2020-06-14,['6'],Evolution de l'infrastructure technique des technologies de l'information de la ville de Saint-Laurent-du-Var,joue,directive24,appeloffre,initial,Ville de Saint-Laurent-du-Var,06706,Saint Laurent du Var,,"['Informatique (prestations de services)', 'Informatique (maintenance serveurs et réseaux)']","[163, 454]",non,non
20-64685,2020-05-17,2020-07-31,"['7', '26']",Alimentation en eau potable - Canalisations - Nozières : Interconnexion aep Fontfreyde - Canalisations - Appel d'Offres Ouvert,joue,directive24,appeloffre,initial,Syndicat des eaux Cance-Doux,07300,Saint jean de muzols,,"['Alimentation en eau potable', 'Canalisations']","[6, 48]",non,non
20-64843,2020-05-17,2020-06-17,['9'],Interconnexion en fibre noire de plusieurs sites et leur maintien en condition opérationnelle.,joue,directive24,appeloffre,initial,Ville de Foix,09008,Foix,,"['Prestations de services', 'Télécommunications']","[274, 338]",non,non
