a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-150573,2020-12-10,2021-01-20,['1'],2020-MOEP-0029 EVOSGES - construction d'une MARPA de 23 lits,fns,cmp2006,appeloffre,initial,SEM DE CONSTRUCTION DU DPT DE L AIN,01000,Bourg-en-Bresse,,['Bâtiment'],[33],non,non
20-149761,2020-12-10,2021-01-15,['1'],Travaux de menuiserie et protection solaire dans les bâtiments du Département de l'Ain,joue,directive24,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Menuiserie'],[222],non,non
20-149711,2020-12-10,2021-02-08,['1'],Elagage au lamier le long des routes du département de l'ain et sur les autres propriétés du département,joue,directive24,attribution,initial,DEPARTEMENT DE L AIN,01003,Bourg-en-Bresse,,['Espaces verts'],[116],non,non
20-149822,2020-12-10,2021-01-15,['1'],Achat de véhicules neufs de tourisme et utilitaires aménagés pour la Communauté de communes du Pays Bellegardien,joue,directive24,appeloffre,initial,COM DE COMMUNES DU PAYS BELLEGARDIEN,01200,Valserhone,,['Véhicules (acquisition)'],[475],non,oui
20-148726,2020-12-10,2020-12-22,['1'],maîtrise d'oeuvre des travaux courants du réseau d'eau potable du syndicat saône veyle reyssouze - 2 lots (rectificatif),joue,autre,rectificatif,rectificatif,SYND EAU POTABLE SAONE VEYLE REYSSOUZE,01380,BAGE LE CHATEL,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-148198,2020-12-10,2021-01-15,['1'],maitrise d'oeuvre permettant d'accompagner le maitre d'ouvrage pour la construction d'une gendarmerie sur la commune de port,joue,directive24,appeloffre,initial,COMMUNE DE PORT,01460,Port,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-150867,2020-12-10,2021-01-15,['2'],Transport dans le cadre des services à la population-.,fns,cmp2006,appeloffre,initial,COMMUNAUTE COMMUNES CHAMPAGNE PICARDE,02820,SAINT-ERME-OUTRE-ET-RAMECOURT,,['Transport'],[347],non,non
20-149455,2020-12-10,2021-02-10,['3'],ASSURANCES DES RISQUES STATUTAIRES DU PERSONNEL DU SICTOM SUD ALLIER (PERSONNEL CNRACL ET IRCANTEC),joue,directive24,attribution,initial,SICTOM Sud Allier,03500,Bayet,"[('2020-12-07', 'SOFAXIS', (840000, 'EUR'), 'ASSURANCES DES RISQUES STATUTAIRES DU PERSONNEL DU SICTOM SUD ALLIER (PERSONNEL CNRACL ET IRCANTEC)')]","['Assurance', 'Prestations de services']","[20, 274]",non,non
20-149452,2020-12-10,2021-02-10,['3'],Appel d'offres ouvert pour le traitement des déchets de bois et plâtre provenant des déchetteries du SICTOM SUD ALLIER - 3 LOTS,joue,directive24,attribution,initial,SICTOM Sud Allier,03500,Bayet,"[('2020-12-07', 'ECOVERT BOILON', (292000, 'EUR'), 'Traitement du bois provenant des déchetteries : Bellenaves - Chantelle - Ebreuil - Gannat'), ('2020-12-07', 'ECOVERT BOILON', (389000, 'EUR'), 'Traitement du bois provenant des déchetteries : Varennes/A - Monétay/A - Tronget - Charmeil - Saint-Prix - Saint-Gérand - Seuillet - Le Donjon - Le Mayet de Montagne - Saint-Yorre'), ('2020-12-07', 'COVED', (120000, 'EUR'), 'Traitement du plâtre provenant des déchetteries du SICTOM SUD ALLIER')]",['Déchets non ménagers (prestations)'],[404],non,non
20-149449,2020-12-10,2021-02-10,['3'],"Marché pour le broyage, la valorisation des déchets verts produits par le SICTOM SUD ALLIER dans ses 15 déchetteries et la fourniture de compost",joue,directive24,attribution,initial,SICTOM Sud Allier,03500,Bayet,"[('2020-12-07', 'ECOVERT BOILON', (412000, 'EUR'), 'ZONE 1 : Déchetteries de Saint-Germain des Fossés - Saint-Prix - Le Mayet de Montagne - Varennes sur Allier - Saint-Yorre - Le Donjon - Saint-Gérand-le-Puy'), ('2020-12-07', 'SARL PIROUX FILS', (500000, 'EUR'), 'ZONE 2 : Déchetteries de Charmeil - Gannat - Ebreuil - Bellenaves'), ('2020-12-07', 'ECOVERT BOILON', (208000, 'EUR'), 'ZONE 3 : Déchetteries de Bayet - Monétay sur Allier - Tronget - Chantelle')]",['Déchets non ménagers (prestations)'],[404],non,non
