,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-159308,2021-01-02,2021-01-30,['6'],"Installation, télémaintenance et entretien des systèmes d'alarmes intrusion des bâtiments communaux de la Ville de SAINT LAURENT DU VAR",joue,directive24,attribution,initial,Ville de Saint-Laurent-du-Var,06706,Saint Laurent du Var,"[('2020-12-18', 'SARL MEDIALARME', (160000, 'EUR'), ""Installation, télémaintenance et entretien des systèmes d'alarmes intrusion des bâtiments communaux de la Ville de SAINT LAURENT DU VAR"")]",['Alarme'],[5],non,oui
1,20-159297,2021-01-02,2021-02-05,['8'],Marché de mobiliers de bureaux et de mobiliers adaptés-.,joue,directive24,appeloffre,initial,ARDENNE METROPOLE,08000,CharlevilleMézières,,['Mobilier'],[230],non,non
2,20-159335,2021-01-02,2021-03-11,['8'],Fourniture et acheminement d'électricité pour 1215 sites et services associés - TARIFICATION C5,joue,directive24,attribution,initial,ARDENNE METROPOLE,08003,Charleville-Mézières,"[('2020-12-18', 'ELECTRICITE DE FRANCE', (858743.0, 'EUR'), 'Lot unique')]","['Electricité, gaz (fourniture)']",[443],non,non
3,20-159437,2021-01-02,2021-03-04,['12'],déneigement des routes départementales secondaires (2 lots),joue,directive24,attribution,initial,Conseil Départemental de l AVEYRON,12450,Flavin,"[('2020-11-20', 'ARLES Jacques', (57200, 'EUR'), 'LOT N° 5 - Subdivision SUD Cantons de MILLAU-1 et de TARN ET CAUSSES "" Castelnau-Pégayrols ""'), ('2020-11-20', 'ARLES Jacques', (25900, 'EUR'), 'Subdivision SUD Cantons de RASPES ET LEVEZOU et de TARN ET CAUSSES "" Viala-du-Tarn ""')]",['Déneigement'],[98],non,non
4,20-159443,2021-01-02,2021-02-08,['13'],Transports Urgent De Personnes,joue,directive24,appeloffre,initial,APHM,13292,Marseille,,"['Analyses médicales, biologiques', 'Audit', 'Prestations de services']","[8, 21, 274]",non,non
5,20-159461,2021-01-02,2021-02-02,['13'],"Fourniture de denrées alimentaires, détaillée en 3 lots",joue,directive24,appeloffre,initial,CH ARLES AWS,13637,Arles,,['Denrées alimentaires'],[88],non,non
6,20-159382,2021-01-02,2021-02-28,['14'],Travaux de création d'un système de transport par pneumatique pour le CHU de Caen,joue,directive24,attribution,initial,CENTRE HOSPITALIER UNIVERSITAIRE,14033,Caen,"[('2020-12-30', 'AEROCOM et Co', (1650000, 'EUR'), ""Travaux de création d'un système de transport par pneumatique pour le CHU de Caen"")]",['Equipements spécialisés'],[115],non,non
7,20-159396,2021-01-02,2021-03-01,['14'],Marché de service relatif à la prestation d'assurance pour les besoins du syndicat départemental d'énergies du calvados - sdec énergie,joue,directive24,attribution,initial,SYND.DEPT D'ENERGIES DU CALVADOS,14077,CAEN CEDEX 5,,['Assurance'],[20],non,non
8,20-159359,2021-01-02,2021-03-01,"['21', '71', '58', '89', '25', '39', '70', '90']",Mat_surete_PFRA_BFC_2020,joue,directive24,attribution,initial,Préfecture région Bourgogne,21041,Dijon cedex,"[('2020-12-18', 'INEO INDUSTRIE ET TERTIAIRE EST Agence Bourgogne Maintenance', (457947, 'EUR'), ""Maintenance des installations de vidéo-surveillance, de contrôle d'accès et d'anti-intrusion situées dans les départements du Doubs, du Jura, de la Haute Saône et du Territoire de Belfort""), ('2020-12-18', 'INEO INDUSTRIE ET TERTIAIRE EST Agence Bourgogne maintenance', (252433, 'EUR'), ""Maintenance des installations de vidéo-surveillance, de contrôle d'accès et d'anti-intrusion pour les départements de la Côte d'Or, de la Saône et Loire, de l'Yonne et de la Nièvre"")]",['Maintenance'],[196],non,non
9,20-159332,2021-01-02,2021-03-30,['21'],"Mise à disposition de bennes, transport et traitement par compostage de déchets verts et des biodéchets - Relance après déclaration sans suite",joue,directive24,attribution,initial,Dijon Métropole,21075,Dijon,"[('2020-12-28', 'Biodepe', (101160, 'EUR'), None)]",['Benne'],[34],non,non
10,20-159421,2021-01-02,2021-03-30,['24'],"Remplacement, Location, Entretien Et Releve Des CompteurIndividuels D'Eau Froide Et D'Eau Chaude,Dans Differents Immeubles,Proprietes De Perigord Habitat.<br /",joue,directive24,attribution,initial,OPD de DORDOGNE,24660,Coulounieix Des Chamiers,"[('2020-11-23', 'Ista', (122726.58, 'EUR'), None)]","['Télégestion', ""Compteur d'eau""]","[352, 440]",non,non
11,20-159349,2021-01-02,2021-03-30,['26'],"Assurances "" responsabilité civile et risques annexes "" , "" cyber risques "" et "" risques statutaires "" pour les besoins du Département",joue,directive24,attribution,initial,Département de la Drôme,26026,Valence,"[('2020-11-30', 'Paris Nord Assurance', (446809.35, 'EUR'), 'Responsabilité civile et risques annexes'), ('2020-11-30', 'Cyber Cover', (36597.32, 'EUR'), 'Cyber risques'), ('2020-11-30', 'Aster - Les Assurances Territoriales', (349430.95, 'EUR'), 'Risques statutaires')]",['Assurance'],[20],non,non
12,20-159266,2021-01-02,2021-03-02,"['29', '56']",Entretien des espaces verts de Quimper Bretagne Occidentale,joue,directive24,attribution,initial,CA QUIMPER BRETAGNE OCCIDENTALE,29107,Quimper cedex,"[('2020-12-18', 'ID VERDE agence du Finistère', (470000, 'EUR'), 'Entretien des espaces verts de QBO')]",['Prestations de services'],[274],oui,oui
13,20-159289,2021-01-02,2021-03-30,['31'],Prestations de nettoyage du matériel roulant métro et prestations associées,joue,directive25,attribution,initial,TISSEO,31081,Toulouse,"[('2020-11-04', 'Derichebourg', (630854.35, 'EUR'), None)]",['Nettoyage de locaux'],[239],non,non
14,20-159286,2021-01-02,2021-03-30,['31'],"Prestations de pompage, d'hydrocurage et de traitement des hydrocarbures, des résidus aqueux et des installations sous dallage (eaux usées et pluviales)",joue,directive25,attribution,initial,TISSEO,31081,Toulouse,"[('2020-10-20', 'Saur', (85100, 'EUR'), None)]",['Dépollution'],[442],non,oui
15,20-159265,2021-01-02,2021-03-01,['31'],"Acquisition, mise en oeuvre, maintenance et hébergement d'un portail 'Patrimoines d'Occitanie'",joue,directive24,attribution,initial,REGION OCCITANIE,31406,TOULOUSE,"[('2020-12-30', 'BIBLIOMONDO', (177000.0, 'EUR'), ""Acquisition, mise en oeuvre, maintenance et hébergement d'un portail 'Patrimoines d'Occitanie'"")]",['Informatique (prestations de services)'],[163],non,non
16,20-159246,2021-01-02,2021-03-30,['31'],20mc0152aoo - Achat Papier D'Impression Pour Offset Et Papier Traçeur- Années 2020 à 2024 - 4 Lots - Je/Sm,joue,directive24,attribution,initial,TOULOUSE METROPOLE,31505,Toulouse,"[('2020-12-11', 'Inapa France', (121612.05, 'EUR'), 'Papier couché mat, brillant, couché 1 face'), ('2020-12-11', 'Inapa France', (55996.7, 'EUR'), 'Papier offset blanc, couleur, bristol, dossiers, papier création et autocopiants'), ('2020-12-11', 'Inapa France', (54936.4, 'EUR'), 'Papier recyclé'), ('2020-12-11', 'Groupe Mtm', (25765.44, 'EUR'), 'Papier traceur')]",['Papeterie'],[262],non,non
17,20-159262,2021-01-02,2021-03-30,['31'],20mc0246aoo - Achat De Fournitures Spécialisées Pour Les Ateliers Mécaniques Et Les Services Techniques De Toulouse Métropole Et De La Ville De Toulouse (Ncp/Sm),joue,directive24,attribution,initial,TOULOUSE METROPOLE,31505,Toulouse,"[('2020-12-17', 'Wurth', (76473.44, 'EUR'), ""Achat de petits outillages manuels, de quincaillerie et de fournitures diverses d'atelier""), ('2020-12-17', 'Brusson', (17032.18, 'EUR'), 'Achat de produits caoutchouc et plastiques'), ('2020-12-17', 'Brusson', (13748.98, 'EUR'), ""Achat d'équipements pour ateliers et d'accessoires pour véhicules et engins"")]",['Pièces détachées'],[266],non,non
18,20-159261,2021-01-02,2021-03-30,['31'],20mc0348aoo -Ac-Sm - Fourniture Et Gestion D'Abonnements Aux Periodiques Français Et Etrangers Sur Support Papier Ou Electronique,joue,directive24,attribution,initial,TOULOUSE METROPOLE,31505,Toulouse,"[('2020-12-30', 'Cid', (310000, 'EUR'), 'Fourniture Et Gestion D\'Abonnement A Des Periodiques "" Adultes "" Français Et Etrangers Sur Support Papier Ou Electronique'), ('2020-12-30', 'Cid', (34000, 'EUR'), 'Fourniture Et Gestion D\'Abonnements A Des Periodiques ""Jeunesse"" Francais Et Etrangers Sur Support Papier Ou Electronique')]",['Abonnement'],[2],non,non
19,20-159263,2021-01-02,2021-02-28,['33'],"Entretien, réparation des machines et matériels pour travaux de voirie et pour nettoyage et lavage industriels, fourniture de pièces détachées et accessoires",joue,directive24,attribution,initial,Bordeaux Métropole,33045,BORDEAUX,,"['Pièces détachées', 'Prestations de services']","[266, 274]",non,non
20,20-159311,2021-01-02,2021-03-03,['33'],"Réseau privé métropolitain multiservices sécurisé (acquisition, mise en oeuvre, MCO, orchestration et automatisation",joue,directive24,attribution,initial,Bordeaux Métropole,33045,BORDEAUX,,['Informatique (maintenance serveurs et réseaux)'],[454],non,non
21,20-159345,2021-01-02,2021-02-01,['33'],Travaux d'entretien courant relatifs à l'électricité pour le Chu de Bordeaux,joue,directive24,appeloffre,initial,CHU DE BORDEAUX,33400,Talence,,['Electricité (travaux)'],[105],non,non
22,20-159239,2021-01-02,2021-03-01,['33'],Marché de service relatif à la prestation d'assurance pour les besoins de la ville d'ambarès-et-lagrave.,joue,directive24,attribution,initial,VILLE D'AMBARES-ET-LAGRAVE,33440,Hôtel de Ville,,['Assurance'],[20],non,non
23,20-159424,2021-01-02,2021-02-05,['33'],Prestations d'études nécessaires aux travaux de remise en état des ouvrages de protection contre les inondations du système d'endiguement du Bas Médoc,joue,directive24,appeloffre,initial,Communauté Communes Médoc Atlantique,33780,Soulac-sur-mer,,['Prestations de services'],[274],non,non
24,20-159420,2021-01-02,2021-03-30,['38'],Prestation De Service D'Assurance,joue,directive24,attribution,initial,Commune de Seyssinet-Pariset,38172,Seyssinet-Pariset,"[('2020-12-17', 'Smacl', (39260.91, 'EUR'), 'Dommages aux biens'), ('2020-12-17', 'Paris Nord Assurances Services', (3868.17, 'EUR'), 'Responsabilité civile générale'), ('2020-12-18', 'Cabinet Hatrel Et Letellier', (631.76, 'EUR'), 'Défense pénale des agents et des élus'), ('2020-12-17', 'Smacl', (16227.15, 'EUR'), 'Flotte automobile et auto-missions'), ('2020-12-17', 'Groupama_rhone_alpes_auvergne', (1094, 'EUR'), 'Individuelle accidents'), ('2020-12-17', 'Assurances_pilliot', (1075.3, 'EUR'), 'Protection juridique de la commune et du Ccas'), ('2020-12-18', 'Sarre Et Moselle', (1592.74, 'EUR'), 'Cyber risques')]",['Assurance'],[20],non,non
25,20-159463,2021-01-02,2021-03-30,['38'],"Acquisition de documents imprimés, sonores, audiovisuels et non scolaires pour le réseau Ecume",joue,directive24,attribution,initial,ENTRE BIEVRE ET RHONE,38550,Saint Maurice L Exil,"[('2020-12-15', 'librairie lucioles', (140000, 'EUR'), 'Littérature générale adulte: fiction et documentaire'), ('2020-12-15', 'librairie lucioles', (80000, 'EUR'), 'Ouvrages de fonds: fictions et documentaires jeunesses'), ('2020-12-15', 'librairie lucioles', (60000, 'EUR'), 'Office de nouveauté jeunesse'), ('2020-12-15', 'librairie lucioles', (40000, 'EUR'), 'Bandes Dessinées adultes et jeunesses'), ('2020-12-15', 'expodif', (20000, 'EUR'), 'Imprimés adultes neufs à prix réduits'), ('2020-12-14', 'Gam', (60000, 'EUR'), 'Cd disques compacts'), ('2020-12-14', 'Sas Colaco', (140000, 'EUR'), 'Dvd disque numérique polyvalent')]","['Cd, DVD', 'Livres']","[45, 184]",non,non
26,20-159291,2021-01-02,2021-03-30,['39'],Géodetection et géoréférencement des réseaux secs,joue,directive24,attribution,initial,COMMUNE DE LONS-LE-SAUNIER,39015,Lons-Le-Saunier Cedex,"[('2020-12-17', 'Sarl Bourgogne Détection Réseaux', (27000, 'EUR'), None)]",['Topographie'],[344],non,non
27,20-159288,2021-01-02,2021-03-30,['39'],Assurance des dommages aux biens,joue,directive24,attribution,initial,COMMUNE DE LONS-LE-SAUNIER,39015,Lons-Le-Saunier Cedex,"[('2020-12-16', 'Assurances_pilliot', (169232, 'EUR'), None)]",['Assurance'],[20],non,non
28,20-159264,2021-01-02,2021-12-31,['42'],Marché d'assurances : contrat de frais de santé pour l'ensemble du personnel de l'Office Public de l'Habitat HABITAT & METROPOLE,joue,directive24,attribution,initial,Office Public de l'Habitat de Firminy,42700,Firminy,,"['Assurance', 'Prestations de services']","[20, 274]",non,non
29,20-159436,2021-01-02,2021-02-03,['44'],Concours de maîtrise d'oeuvre relatif à la construction d'un centre médico-psychologique et hôpital de jour en pédospychiatrie à Reze,joue,directive24,appeloffre,initial,CHU de Nantes,44093,Nantes cedex,,['Prestations de services'],[274],non,non
30,20-159450,2021-01-02,2021-02-01,"['44', '49', '85', '56', '72', '53', '35']",Entretien ménager du rez-de-chaussée de la médiathèque et des salles de la maison des associations,joue,directive24,attribution,initial,Mairie de Coueron,44220,Couëron,"[('2020-12-03', 'IHP Services', (207840, 'EUR'), ""Marché d'entretien ménager du rez-de-chaussée de la médiathèque et des salles de la maison des associations"")]",['Nettoyage de locaux'],[239],oui,non
31,20-159331,2021-01-02,2021-03-30,['44'],Fourniture et mise en place de signalisation de jalonnement sur la commune,joue,directive24,attribution,initial,Mairie de La Baule-Escoublac,44500,La Baule-Escoublac,"[('2020-12-28', 'Lacroix signalisation', (1600000, 'EUR'), None)]",['Signalisation'],[322],non,non
32,20-159324,2021-01-02,2021-02-04,['44'],Mission de maîtrise d'oeuvre pour la réhabilitation de la piscine Neptune de Donges,joue,directive24,appeloffre,initial,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,44605,Saint-Nazaire,,['Prestations de services'],[274],non,non
33,20-159305,2021-01-02,2021-01-13,['44'],location de passerelle négative avec chauffeur (rectificatif),joue,autre,rectificatif,rectificatif,Nantes Métropole,44923,Nantes cedex 9,,['Location (matériels)'],[185],non,non
34,20-159252,2021-01-02,2021-02-03,['44'],"fourniture de vêtements de travail et d'équipements de protection individuelle pour le compte du groupement de commandes de nantes métropole, de la ville de nantes et du ccas de nantes",joue,directive24,attribution,initial,Nantes Métropole,44923,Nantes cedex 9,"[('2020-12-11', 'PROLIANS VAMA DOCKS DE REZE', (53003.91, 'EUR'), 'Vêtements de travail hors haute visibilité'), ('2020-12-14', 'Gedivepro', (21799.1, 'EUR'), 'Vêtements de ménage et de restauration'), ('2020-12-11', 'PROLIANS VAMA DOCKS DE REZE', (22227.73, 'EUR'), 'Vêtements en maille'), ('2020-12-14', 'France sécurité', (87647.55, 'EUR'), 'Vêtements intempérie haute visibilité et hors haute visibilité'), ('2020-12-14', 'Gedivepro', (154636, 'EUR'), 'Equipements de protection individuelle - vêtements haute visibilité'), ('2020-12-11', 'PROLIANS VAMA DOCKS DE REZE', (159076.72, 'EUR'), 'Equipements de protection individuelle - chaussures de sécurité'), ('2020-12-11', 'Champenois collectivités', (8315.89, 'EUR'), 'Equipements de protection individuelle - chaussures de travail'), ('2020-12-14', 'Lyreco', (162280.65, 'EUR'), 'Equipement de protection individuelles (hors vêtements haute visibilité et chaussures)')]",['Textile'],[343],non,oui
35,20-159340,2021-01-02,2021-02-15,['44'],Conception et mise en oeuvre d'agents conversationnels (chatbot),joue,directive24,attribution,initial,Conseil régional des Pays de la Loire,44966,Nantes cedex 9,,['Informatique (prestations de services)'],[163],non,non
36,20-159255,2021-01-02,2021-01-31,['44'],Souscription de différents contrats d'assurances au profit de la Ville de Sainte-Luce-sur-Loire.,joue,directive24,attribution,initial,ville de Sainte-Luce-sur-Loire,44980,SAINTE-LUCE S/LOIRE cédex,,['Assurance'],[20],non,non
37,20-159384,2021-01-02,2021-03-30,['45'],Acquisition de 7 véhicules Tad d'occasions,joue,directive25,attribution,initial,Orléans Métropole,45058,Orléans,"[('2020-12-30', 'Duval Grabowski Automobiles', (154565.53, 'EUR'), None)]",['Véhicules (acquisition)'],[475],non,non
