,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-72030,2020-06-06,2020-07-09,"['1', '69', '73', '74', '42', '71']",Maintenance du réseau et des équipements actifs du réseau Li@in,joue,directive24,appeloffre,initial,SI D ENERGIE ET DE E COMMUNIC DE L AIN,01006,Bourg-en-bresse cedex,,"['Fibre optique', 'Réseaux divers']","[133, 306]",non,oui
1,20-71568,2020-06-06,2020-07-06,['3'],"Prestation de nettoyage et d'entretien de locaux, Plonge dans des Collèges de l'Allier",joue,directive24,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,Moulins,,['Nettoyage de locaux'],[239],non,non
2,20-71969,2020-06-06,2020-07-06,['4'],Service de transports sur le temps scolaire et restauration scolaire,joue,directive24,appeloffre,initial,COMMUNE DE DIGNE LES BAINS,04000,Digne les Bains,,['Transport'],[347],non,non
3,20-71809,2020-06-06,2020-07-06,"['5', '4', '38']",Fourniture et livraison de véhicules et de vélos pour les services municipaux de la Ville de Briançon - RELANCE LOT 3,joue,directive24,appeloffre,initial,Ville de Briançon,05100,BRIANCON,,"['Véhicules (location)', 'Véhicules (acquisition)']","[474, 475]",non,non
4,20-72044,2020-06-06,2020-07-31,['5'],Services D'Assurances Pour La Commune De L'Argentiere-La Bessee,joue,directive24,appeloffre,initial,Mairie de L'Argentière-La Bessée,05120,L'Argentiere-La-Bessee,,['Assurance'],[20],non,non
5,20-72098,2020-06-06,2020-08-04,['6'],"19N0393 - Poursuite du déploiement du réseau TCSP métropolitain et des pôles d'échanges multimodaux : études préalables, de programme, concertation et missions ponctuelles associées",joue,directive25,attribution,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Prestations de services'],[274],non,non
6,20-72082,2020-06-06,2020-07-07,"['6', '83', '13', '75']",MARCHE D'EQUIPEMENT AUDIOVISUEL DES SALLES ET PLATEAUX TECHNIQUES DE LA CITE DES ENTREPRISES DU CAMPUS BASTIDE ROUGE,joue,directive24,appeloffre,initial,C.A.P.L.,06414,Cannes Cedex,,"['Audiovisuel', 'Equipements spécialisés', 'Sonorisation', 'Vidéo, cinéma']","[22, 115, 324, 362]",non,non
7,20-71835,2020-06-06,2020-07-08,['8'],MOE pour le redéploiement des équipements sportifs du quartier de la Ronde-Couture-.,joue,directive24,appeloffre,initial,COMMUNE DE CHARLEVILLE MEZIERES,08000,CHARLEVILLE-MEZ.,,"[""Maîtrise d'oeuvre""]",[197],non,non
8,20-71998,2020-06-06,2020-07-09,['11'],Phase 1 : Modèle hydraulique finPhase 2 : Prestations de maîtrise d'oeuvre d'infrastructures Phase 3 : Complément modèle hydraulique de l'Aude pour aide à la prévision des crues,joue,directive24,appeloffre,initial,SYNDICAT MIXTE AUDE CENTRE,11600,CONQUE SUR ORBIEL,,"['Etude', ""Maîtrise d'oeuvre"", ""Ouvrage d'infrastructure"", 'Ouvrage hydraulique']","[118, 197, 253, 255]",non,non
9,20-71979,2020-06-06,2020-07-20,['13'],Collecte des déchets papier,joue,directive24,appeloffre,initial,COMMUNE D AIX EN PROVENCE,13100,Aix-en-Provence,,['Déchets non ménagers (prestations)'],[404],non,non
10,20-71063,2020-06-06,2020-07-10,"['13', '83']",travaux de remise en état et aux normes de biens appartenant à l'epf paca,joue,directive24,appeloffre,initial,ETS PUB FONCIER P A C A,13207,MARSEILLE CEDEX 01,,['Plomberie (travaux)'],[270],non,non
11,20-71830,2020-06-06,2020-07-06,['13'],Port De Marseille/Fos - Ouvrage D'Art - Inspections Détaillées - Accord Cadre A Bons De Commande,joue,directive25,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,,"['Contrôle technique', 'Etude']","[72, 118]",non,non
12,20-71843,2020-06-06,2020-08-05,['13'],"Mission d'ordonnancement, de pilotage et de coordination en phase travaux relative à la déviation de la Barque et liaison entre la RD6 et l'A8.",joue,directive24,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,"[('2020-05-28', 'ALMA PROVENCE SARL', (189568.75, 'EUR'), ""Déviation de la Barque et liaison entre la RD6 et l'A8 - Marché d'ordonnancement, pilotage et coordination en phase travaux"")]","[""Mission d'ordonnancement, pilotage, coordination (OPC)"", 'Prestations de services']","[234, 274]",non,non
13,20-72089,2020-06-06,2020-07-10,"['13', '69']",Mission de Programmation et d'Assistance Technique à Maîtrise d'Ouvrage (Atmo),joue,directive24,appeloffre,initial,APHM,13292,Marseille,,"['Assistance technique', ""Assistance à maîtrise d'ouvrage""]","[19, 433]",non,non
14,20-72053,2020-06-06,2020-06-29,['13'],Conseil et création en scénographie événementielle dans le cadre des événements de la Région Provence-Alpes-Côte-d'Azur,joue,directive24,appeloffre,initial,Région Provence Alpes Côte d'Azur,13481,Marseille,,['Evénementiel'],[445],non,non
