,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-80723,2020-06-24,2020-07-20,['1'],"Désamiantage et déconstruction de bâtiments existants sur Bourg en Bresse, Viriat et Saint Denis les Bourg",fns,cmp2006,appeloffre,initial,CA du Bassin de Bourg en Bresse,01000,BOURG EN BRESSE,,"['Démolition', 'Amiante (désamiantage)']","[87, 479]",non,non
1,20-79396,2020-06-24,2020-09-30,"['1', '69']",ENTRETIEN DES RESEAUX HUMIDES ET OUVRAGES ASSOCIES,joue,directive24,appeloffre,initial,SYND MIXTE TRAITEMENT DECHETS MENAGERS,01004,Bourg en bresse cedex,,['Curage'],[78],non,non
2,20-79468,2020-06-24,2020-09-29,"['1', '69']",VALORISATION MATIERE DU PLATRE EN MELANGE,joue,directive24,appeloffre,initial,SYND MIXTE TRAITEMENT DECHETS MENAGERS,01004,Bourg en bresse cedex,,"['Prestations de services', 'Déchets non ménagers (prestations)']","[274, 404]",non,non
3,20-79974,2020-06-24,2020-07-31,['1'],AMO pour la mise en oeuvre opérationnelle du nouveau projet de rénovation urbaine du quartier de la Plaine à Oyonnax et du quartier du Pré des Saules à Bellignat (01),joue,directive24,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,"['Etude', 'Prestations de services']","[118, 274]",oui,non
4,20-81005,2020-06-24,2020-07-16,['2'],"Maintenance, fourniture et pose de stations de comptages routiers sur le réseau départemental de l'Aisne.-.",fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Prestations de services'],[274],non,non
5,20-80882,2020-06-24,2020-07-22,"['2', '8', '51', '60', '80', '77']","Etude globale préalable à la définition du programme pluriannuel de restauration et d'entretien du petit morin amont Réalisation d'une étude gobale pour déterminer les objectifs, les moyens",fns,cmp2006,appeloffre,initial,syndicatbassinversantpetitmorin,02000,Chivy-les-etouvelles,,"['Etude', 'Rivières/ruisseaux']","[118, 310]",non,non
6,20-79492,2020-06-24,2020-09-30,['3'],Fourniture de denrées alimentaires pour les établissements publics de l'Allier,joue,directive24,preinformation,initial,LYCEE POLYVALENT PAUL CONSTANS,03100,MONTLUCON,,"['Denrées alimentaires', 'Surgelés']","[88, 330]",non,non
7,20-80998,2020-06-24,2020-07-21,['3'],Commune de Toulon sur Allier - Travaux de rénovation de deux courts de tennis,fns,cmp2006,appeloffre,initial,Communauté d'agglomération de Moulins,03400,TOULON-SUR-ALLIER,,"['Equipement sportif', 'Terrain de sport']","[113, 342]",non,non
8,20-81172,2020-06-24,2020-08-01,['3'],Prestations de réparation et entretien de bennes ampliroll et d'euroconteneurs 5m³,fns,cmp2006,appeloffre,initial,SICTOM Sud Allier,03500,Bayet,,['Prestations de services'],[274],non,non
9,20-80824,2020-06-24,2020-07-29,['4'],marché de maitrise d'oeuvre pour les travaux de réaménagement finaux de l'ISDND de Sorbiers(05150),mapa,cmp2006,appeloffre,initial,CC DU SISTERONAIS BUECH,04200,SISTERON,,"[""Maîtrise d'oeuvre""]",[197],non,non
10,20-80809,2020-06-24,2020-07-30,['4'],Traitement et élimination des déchets ménagers et assimilés collectés par la CC Haute Provence Pays de Banon,fns,cmp2006,appeloffre,initial,COMMUNAUTE DE HAUTE PROVENCE,04300,Mane,,['Ordures ménagères (prestations)'],[249],non,non
11,20-81035,2020-06-24,2020-07-30,['5'],Fourniture et livraison de repas pour le service municipal de restauration scolaire,fns,cmp2006,appeloffre,initial,Ville de Tallard,05130,TALLARD,,['Etude'],[118],non,non
12,20-79416,2020-06-24,2020-07-22,['6'],AOO 2018-013 - Nettoyage des voies et des espaces publics associés,joue,autre,rectificatif,rectificatif,COMMUNE LE CANNET,06110,Le Cannet,,['Nettoyage urbain'],[240],non,non
13,20-81079,2020-06-24,2020-07-13,['6'],"MAPA 2020-031 - Fourniture de tissus, moquette, adhésifs et autres articles liés à l'évènementiel",fns,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,Le Cannet,,['Textile'],[343],non,non
14,20-80952,2020-06-24,2020-07-12,"['6', '83']",Travaux de mise en accessibilité ADAP 2020 sur le site du Rectorat de Nice,fns,cmp2006,appeloffre,initial,Rectorat Aix-Marseille,06181,Nice,,['Bâtiment'],[33],non,non
15,20-80713,2020-06-24,2020-07-24,['6'],"Le présent accord-cadre a pour objet une mission d'assistance technique à maitrise d'ouvrage (AMO) dans les domaines de la production de chauffage et d'eau chaude sanitaire, des install",fns,cmp2006,appeloffre,initial,Côte d'Azur Habitat,06200,Nice,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
16,20-80738,2020-06-24,2020-07-24,['6'],"20C0001 - Maintenance préventive et curative des équipements de fermetures motorisées.Accord-cadre à bons de commande Mini : 3 000,00 EUR Maxi : 22 000,00 EUR En valeur en EUR H.T.Durée (hors rec..",fns,cmp2006,attribution,initial,CENTRE COMMUNAL D ACTION SOCIALE,06359,NICE Cedex 4,"[('2020-06-18', 'AG3i', (16881, 'EUR'), None)]","['Porte automatique, portail']",[412],non,non
17,20-79511,2020-06-24,2020-08-06,['6'],"20N0160 - Enlèvement, transport et valorisation de palettes en bois au sein des déchetteries de la Métropole.",joue,directive24,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Déchetterie (exploitation)'],[405],non,non
18,20-79584,2020-06-24,2020-07-02,['6'],Prestations de dépollution du plan d'eau des ports communaux et fournitures de matériels anti-pollution associées,joue,autre,rectificatif,rectificatif,COMMUNE DE CANNES,06406,Cannes,,"['Plastique', 'Antipollution (équipement)', 'Dépollution']","[268, 432, 442]",non,non
19,20-79418,2020-06-24,2020-07-27,['6'],Acquisition et réparation d'équipements et d'accessoires pour le lavage des voies publiques,joue,directive24,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Equipements spécialisés'],[115],non,non
20,20-79490,2020-06-24,2020-07-27,['6'],Missions de levers topographiques et architecturaux des bâtiments INRA,joue,directive24,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Prestations de services'],[274],non,non
