a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-71617,2020-06-04,2020-06-15,['1'],Réhabilitation par chemisage de réseau sur le territoire de la CA3B,fns,cmp2006,appeloffre,rectificatif,CA du Bassin de Bourg en Bresse,01000,BOURG EN BRESSE,,"['Alimentation en eau potable', 'Réseaux divers']","[6, 306]",non,non
20-70809,2020-06-04,2020-07-03,['1'],Fourniture et montage d'équipements hydrauliques et électriques sur des engins de déneigement du Département de l'Ain,joue,directive24,attribution,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,"[('2020-05-07', 'ETABLISSEMENTS JEAN VILLETON', (409320.0, 'EUR'), ""Fourniture et montage d'équipements hydrauliques et électriques sur des engins de déneigement du Département de l'Ain"")]",['Equipement hydraulique'],[111],non,non
20-71383,2020-06-04,2020-06-26,['1'],remplacement de la verrière du hall du bâtiment a de la ddt 01,mapa,cmp2006,appeloffre,initial,DDT AIN,01012,Bourg en bresse,,['Menuiserie'],[222],non,non
20-72035,2020-06-04,2020-06-15,['2'],Travaux de réaménagement à l'hôtel d'entreprises 'les linières' de chauny,fns,cmp2006,appeloffre,annulation,CA Chauny-Tergnier-La Fère,02300,CHAUNY,,"[""Tous corps d'état""]",[345],non,non
20-70924,2020-06-04,2020-07-07,['3'],Travaux d'aménagement du deuxième pont sur l'Allier à Moulins et ses aménagements annexes - Lot no2 Modification de la passe à poisson rive gauche au Pont Régemortes,joue,directive24,appeloffre,initial,Communauté d'agglomération de Moulins,03000,MOULINS,,"['Ouvrage hydraulique', ""Travaux dans l'eau""]","[255, 349]",non,non
20-71949,2020-06-04,2020-07-09,['3'],Médiathèques communautaires - Acquisition de CD et DVD,fns,cmp2006,appeloffre,initial,Communauté d'agglomération de Moulins,03000,MOULINS,,"['Cd, DVD']",[45],non,non
20-70595,2020-06-04,2020-07-23,['4'],Elaboration De Diagnostics Et Schémas Directeur D'Assainissement,joue,autre,rectificatif,rectificatif,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,,['Etude'],[118],non,non
20-70766,2020-06-04,2020-09-30,['4'],Concession sous forme de Délégation de Service Public pour la gestion et l'exploitation du camping municipal 'Le Fein',joue,directive23,appeloffre,initial,MAIRIE UBAYE SERRE PONCON,04340,UBAYE SERRE PONCON,,"['Abonnement', 'Prestation hotelière']","[2, 466]",non,non
20-71598,2020-06-04,2020-07-06,['6'],location et maintenance de fontaines à eau sur réseau avec livraison sur sites de fournitures associées pour le compte de la regie parcs d'azur.,mapa,cmp2006,appeloffre,initial,REGIE PARCS D AZUR,06000,Nice,,['Fontaine'],[449],non,oui
20-71543,2020-06-04,2020-06-11,['6'],FOURNITURE DE VÊTEMENTS DE TRAVAIL ET D'ÉQUIPEMENTS DE PROTECTION INDIVIDUELLE,fns,cmp2006,appeloffre,rectificatif,Ville de Vence,06140,Vence,,"['Chaussures ou articles chaussants', 'Habillement', 'Textile']","[79, 150, 343]",non,non
20-70655,2020-06-04,2020-07-02,['6'],Travaux de serrurerie et Portes de Garages,joue,directive24,attribution,initial,Côte d'Azur Habitat,06200,Nice,"[('2020-05-18', 'BR MENUISERIE', (1000000, 'EUR'), 'Travaux de serrurerie et portes de garage - Agences Antibes et Carros'), ('2020-05-18', 'BR Menuiserie', (1000000, 'EUR'), 'Travaux de serrurerie et portes de garage - Agences St augustin et Las Planas'), ('2020-05-18', 'BR Menuiserie', (1000000, 'EUR'), 'Travaux de serrurerie et portes de garage - Agences Bon Voyage et le Forum'), ('2020-05-18', 'BR Menuiserie', (1000000, 'EUR'), 'Travaux de serrurerie et portes de garage - Agence Menton/Ariane')]",['Serrurerie'],[321],non,non
20-62903,2020-06-04,2020-06-25,['6'],dispositif de lutte contre le frelon asiatique : expertise et destruction de nids,fns,cmp2006,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,"['Dératisation, désinsectisation']",[89],non,non
20-71631,2020-06-04,2020-07-31,['6'],ACQUISITION DE TROIS GROUPES MOTOPOMPES ET D'UNE REMORQUE,fns,cmp2006,appeloffre,initial,Ville de Mandelieu La Napoule,06212,Mandelieu-La Napoule,,"['Equipement hydraulique', 'Machines-outils', 'Mécanique', 'Pompes']","[111, 194, 221, 272]",non,non
20-72073,2020-06-04,2020-08-04,['6'],"19V2060 - Acquisition de livres et manuels scolaires (hors livres de bibliothèque et dictionnaires), desupports pédagogiques et numériques pour les écoles de la Ville de Nice",fns,cmp2006,attribution,initial,COMMUNE DE NICE,06364,NICE CEDEX 4,,['Livres'],[184],non,non
20-70819,2020-06-04,2020-08-02,['6'],19N0390 - Création de nouveaux sites de mesure de trafic routier par magnétomètres et maintenance associée,joue,directive24,attribution,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,"[('2020-03-10', 'CITELUM', (56581, 'EUR'), 'Accord-cadre à bons de commande :Montant minimum : 5 000,00 EURMontant maximum : 80 000,00 EUREn valeur en EUR H.T.Durée (hors reconduction) : 12 mois.')]",['Prestations de services'],[274],non,non
20-70915,2020-06-04,2020-08-02,['6'],19V1469-ACQUISITION DE MATERIELS SPORTIFS POUR LES INSTALLATIONS MUNICIPALES DE LA VILLE DE NICE,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2020-05-13', 'CASAL SPORT VPC', (113229, 'EUR'), 'Accord-cadre à bons de commandeMini : 5 000,00 EURMaxi : 150 000,00 EUREn valeur en EUR H.T.Durée (hors reconduction) : 12 moisD'), ('2020-05-14', 'GYMNOVA SAS', (115482, 'EUR'), 'Accord-cadre à bons de commandeMini : 10 000,00 EURMaxi : 200 000,00 EUREn valeur en EUR H.T.Durée (hors reconduction) : 12 mois'), ('2020-05-13', 'CASAL SPORT VPC', (78935, 'EUR'), 'Accord-cadre à bons de commandeMini : 5 000,00 EURMaxi : 150 000,00 EUREn valeur en EUR H.T.Durée (hors reconduction) : 12 mois'), ('2020-05-13', 'CASAL SPORT VPC', (220181, 'EUR'), 'Accord-cadre à bons de commandeMini : 15 000,00 EURMaxi : 400 000,00 EUREn valeur en EUR H.T.Durée (hors reconduction) : 12 mois'), ('2020-05-13', 'CASAL SPORT VPC', (364305, 'EUR'), 'Accord-cadre à bons de commandeMini : 15 000,00 EURMaxi : 500 000,00 EUREn valeur en EUR H.T.Durée (hors reconduction) : 12 mois')]",['Equipement sportif'],[113],non,oui
20-70665,2020-06-04,2020-07-21,['6'],Fourniture et livraison de produits frais salés et sucrés pour collations bars et buvettes pour les besoins de la RégieAcropolis-Nikaia de la Ville de Nice.,joue,directive24,appeloffre,initial,COMMUNE DE NICE,06364,Nice cedex 4,,"['Barquettes alimentaires', 'Denrées alimentaires']","[32, 88]",non,oui
20-72072,2020-06-04,2020-09-01,['7'],"Aménagement d'un city stade sur le terrain du centre d'incendie et de secours de Davézieux, dit Annonay Rhône Agglo (ARA) Adresse : CSP Annonay Rhône Agglo (ARA) - Quartier Vidalon - 07430 D",mapa,cmp2006,appeloffre,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,07000,Privas,,['Terrain de sport'],[342],non,non
20-72020,2020-06-04,2020-07-03,['7'],Service de transport routier scolaire et extrascolaire,fns,cmp2006,appeloffre,initial,MAIRIE DE PRIVAS,07006,Privas,,['Transport'],[347],non,non
20-71605,2020-06-04,2020-07-04,['7'],Mise à disposition de moyens d'observation aérienne au profit du SDIS 07,fns,cmp2006,attribution,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,07007,Privas cedex,[],"['Aéronautique', 'Location (matériels)']","[4, 185]",non,non
20-71580,2020-06-04,2020-06-18,['7'],Mise à disposition de moyens d'observation aérienne au profit du SDIS 07.,fns,cmp2006,appeloffre,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,07007,Privas cedex,,['Aéronautique'],[4],non,non
20-70737,2020-06-04,2020-08-30,['9'],Groupement de commandes du Ght des Pyrénées Ariégeoises pour la maintenance des installations techniques,joue,directive24,attribution,initial,CTRE HOSPITALIER INTERCOM VAL D ARIEGE,09017,Foix Cedex,,['Maintenance'],[196],non,non
20-70649,2020-06-04,2020-08-30,['9'],Groupement de commandes du Ght des Pyrénées Ariégeoises pour la maintenance des installations techniques - relance lots 3 et 4,joue,directive24,attribution,initial,CTRE HOSPITALIER INTERCOM VAL D ARIEGE,09017,Foix Cedex,"[('2020-05-29', 'Engie Cofely', (36370.49, 'EUR'), 'Maintenance des installations frigorifiques du Chac'), ('2020-05-29', 'Engie Cofely', (285364.6, 'EUR'), 'Maintenance des installations techniques du Chac')]",['Maintenance'],[196],non,non
20-71864,2020-06-04,2020-07-10,['9'],travaux de l'extension des ateliers - site de Paletes - 09200 saint-girons,fns,cmp2006,appeloffre,initial,COM DE COMMUNES COUSERANS PYRENEES,09190,SAINT LIZIER,,"['Bâtiment', 'Charpente', 'Chauffage (travaux)', 'Electricité (travaux)', 'Porte automatique, portail']","[33, 57, 61, 105, 412]",non,non
20-70462,2020-06-04,2020-08-04,['10'],Relance travaux de raccordement au réseau de chauffage urbain - Lot no1,joue,directive24,intentionconclure,initial,Troyes Champagne Métropole,10000,Troyes,"[('2020-04-29', 'SA SADE', (424995, 'EUR'), ""Travaux de raccordement de l'école ESTP Paris - campus de Troyes et de l'enseignement supérieur de professorat et d'éducation (Espe)"")]",['Chauffage (travaux)'],[61],non,non
20-70857,2020-06-04,2020-07-03,['11'],ACQUISITION DE MATERIELS DE MOTOCULTURE,joue,directive24,appeloffre,initial,COMMUNE DE NARBONNE,11108,NARBONNE CEDEX,,"['Matériel agricole, horticole']",[200],non,non
20-70891,2020-06-04,2020-07-03,['12'],exécution de services de transport collectif de voyageurs,joue,directive24,appeloffre,initial,Decazeville communauté,12300,DECAZEVILLE,,['Transport'],[347],non,non
20-69433,2020-06-04,2020-07-03,['12'],travaux de construction d'un collège et d'un gymnase à la cavalerie ( 12230) - 2 lots,joue,directive24,appeloffre,initial,Conseil Départemental de l AVEYRON,12450,Flavin,,"['Gros oeuvre', 'Métallerie', 'Serrurerie']","[144, 223, 321]",non,non
20-71917,2020-06-04,2020-07-15,"['13', '30', '83', '84', '75', '6']","Fourniture, gestion, livraison de chèques cadeaux multi-enseignes, de chèques culture et de chèques d'accompagnement personnalisé pour les bénéficiaires du Comité d'Action Sociale de Marseille",fns,cmp2006,appeloffre,initial,CAS PERSONNEL MARSEIL BUREAU AIDE SOC,13001,Marseille,,['Chèque cadeau'],[436],non,oui
20-72050,2020-06-04,2020-07-01,['6'],"Remplacement des étanchéités sur les groupes scolaires Garbejaire, Sartoux et Daudet de la Commune de Valbonne (06)",fns,cmp2006,appeloffre,initial,Conseil Rég Provence-Alpes-Côte d'Azur,13003,MARSEILLE,,['Etanchéité'],[117],non,non
20-70513,2020-06-04,2020-06-10,"['13', '83', '84']","Mission de maîtrise d'oeuvre, hors loi MOP, pour la réalisation des travaux forestiers (DFCI - RTI) et de génie civil sur le territoire de la Métropole Aix-Marseille-Provence",joue,autre,rectificatif,rectificatif,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Prestations de services'],[274],non,non
20-70898,2020-06-04,2020-08-30,['13'],"Fourniture, Installation, Mise En Service Et Integration D'Une Chaine De Mesures Bathymetriques Multifaisceaux Pour La Vedette Coustie",joue,directive24,attribution,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,"[('2020-03-17', 'Cadden', (204335, 'EUR'), None)]","['Construction navale', 'Maintenance', 'Produits des industries diverses']","[70, 196, 279]",non,non
20-71398,2020-06-04,2020-07-03,['13'],Marché de transport express national et international,mapa,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Transport'],[347],non,oui
20-71849,2020-06-04,2020-06-26,['13'],Maintenance et extension du dispositif de visioconférence de la Ville de Marseille et prestations associées.,fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Télécommunications'],[338],non,non
20-70821,2020-06-04,2020-07-02,['13'],"Maintenance et travaux d'entretien des gazons synthétiques, pistes d'athlétisme et aires de réception du patrimoine de la ville de marseille.",joue,directive24,appeloffre,initial,Ville de Marseille,13233,Marseille Cedex 20,,"['Prestations de services', 'Revêtements de sols']","[274, 308]",oui,non
20-70407,2020-06-04,2020-07-16,['13'],"surveillance, suivi réglementaire et traitement des légionelles dans des établissements de la ville de marseille hors piscines. 2 lots.",joue,directive24,appeloffre,initial,Ville de Marseille,13233,Marseille Cedex 20,,"['Prestations de services', 'Surveillance']","[274, 331]",non,non
20-72037,2020-06-04,2020-08-05,['13'],Travaux d'aménagement de l'avenue Raoul Salan (RD48) sur la commune de Marignane.,fns,cmp2006,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,"[('2020-05-14', 'COLAS MIDI MEDITERRANEE (AGENCE DE GARDANNE)', (1240668.62, 'EUR'), None)]","['Génie civil', 'Voirie']","[141, 365]",oui,non
20-70808,2020-06-04,2020-08-02,['13'],"ACCORD-CADRE POUR LA FOURNITURE, LA LIVRAISON, LE MONTAGE DE MOBILIER DE RAYONNAGES POUR LES BESOINS DES SERVICES DU DEPARTEMENT DES BOUCHES-DU-RHONE",joue,directive24,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille,"[('2020-05-28', 'Provost Distribution SAS', (30213.27, 'EUR'), 'Rayonnages légers et mi-lourds'), ('2020-05-28', 'Provost Distribution SAS', (37031.61, 'EUR'), 'Rayonnages Lourds')]",['Rayonnage'],[300],non,non
20-71758,2020-06-04,2020-07-10,['13'],Le présent marché a pour objet l'exécution de travaux d'aménagement des installations de climatisation-ventilation-chauffage de la CPRP SNCF à MARSEILLE,fns,cmp2006,appeloffre,initial,CPRP SNCF,13347,Marseille cedex 20,,"['Chauffage (travaux)', 'Climatisation', 'Ventilation']","[61, 62, 360]",oui,oui
20-70872,2020-06-04,2020-06-23,['13'],Prestations animateurs pour les événements de la Région Provence-Alpes-Côte d'Azur (en trois lots),joue,directive24,appeloffre,initial,Région Provence Alpes Côte d'Azur,13481,Marseille,,['Prestations de services'],[274],non,non
20-70753,2020-06-04,2020-07-05,['13'],Restauration collective au profit du palais de justice de Marseille,joue,directive23,attribution,initial,Cour d'Appel d'Aix en Provence,13591,Aix-en-provence cedex 3,"[('2020-04-08', 'Multi restauration Mediterranée', (1017980, 'EUR'), 'Restauration collective au profit des agents du ministère de la justice en poste sur la commune de Marseille.')]",['Restauration collective'],[66],non,non
20-71881,2020-06-04,2020-07-30,['13'],Réalisation d'un bâtiment collectif d'habitation de 29 logements (15 locatifs sociaux et 14 en accession) sur un niveau de parking enterré à Saint Zacharie.,fns,cmp2006,appeloffre,initial,FACONEO,13685,Aubagne cedex,,"[""Tous corps d'état""]",[345],non,non
20-71990,2020-06-04,2020-09-01,['13'],Numéro de la consultation : 2020/TX/0018 Travaux de rénovation du groupe scolaire des Cadeneaux,fns,cmp2006,attribution,initial,COMMUNE LES PENNES MIRABEAU,13758,LES PENNES MIRABEAU,"[('2020-06-04', 'MAITRISE ET CONSTRUCTION', (105776.4, 'EUR'), None), ('2020-06-04', 'LES MENUISERIES REUNIES DU SUD EST', (43070, 'EUR'), None), ('2020-06-04', 'MAS ENTREPRISE', (17792, 'EUR'), None), ('2020-06-04', 'MAS ENTREPRISE', (49268.17, 'EUR'), None), ('2020-06-04', 'CADELEC', (21505, 'EUR'), None), ('2020-06-04', 'ENERGETIQUE SANITAIRE', (55000, 'EUR'), None)]","['Cloison, faux plafond', 'Gros oeuvre', 'Matériel électrique', 'Menuiserie', 'Plomberie (travaux)']","[63, 144, 203, 222, 270]",non,non
20-70718,2020-06-04,2020-07-02,['13'],"Prestations De Maintenance, D'Entretien Courant Et De Réparation Hydroélectrique Dans Le Domaine De La Fontainerie, Des Pompes De Relevage Et Des Piscines",joue,directive24,appeloffre,initial,COMMUNE D ISTRES,13808,Istres,,"['Arrosage', 'Fontaine']","[13, 449]",non,oui
20-71865,2020-06-04,2020-06-30,['13'],"Acquisition de matériel réseaux, déploiement, accompagnement et maintenance",fns,cmp2006,appeloffre,initial,Ville de Velaux,13880,VELAUX,,"['Câblage', 'Equipements spécialisés', 'Informatique (prestations de services)', 'Logiciel', 'Réseaux divers']","[47, 115, 163, 186, 306]",non,non
20-71815,2020-06-04,2020-07-02,['14'],travaux de plâtrerie et de faux-plafonds,fns,cmp2006,appeloffre,initial,DEPARTEMENT DU CALVADOS,14000,Caen,,['Plâtrerie'],[269],non,non
