,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-36874,2020-03-11,2020-04-01,['1'],"Construction d'un préau extérieur, création de sanitaires supplémentaires et réaménagement de l'infirmerie au collège de PREVESSIN-MOENS",fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Bâtiment'],[33],non,non
1,20-35376,2020-03-11,2020-04-07,['4'],Fourniture de carburants automobile,joue,directive24,appeloffre,initial,Ville de Sisteron,04200,Sisteron,,"['Carburant, hydrocarbure']",[52],non,non
2,20-35158,2020-03-11,2020-04-01,"['4', '5', '13']",Contrats d'assurance pour la communauté de Communes Vallée de l'Ubaye Serre Ponçon.,joue,directive24,attribution,initial,CC VALLEE DE L UBAYE SERRE PONCON,04400,Barcelonnette,,['Assurance'],[20],non,non
3,20-36759,2020-03-11,2020-04-08,"['5', '4', '38']",Fourniture de DVD et de CD avec droit de prêt et/ou de consultation à la médiathèque de la Ville de Briançon,fns,cmp2006,appeloffre,initial,Ville de Briançon,05100,BRIANCON,,"['Cd, DVD']",[45],non,non
4,20-37221,2020-03-11,2020-04-11,['6'],CHU de Nice - Centre de consultations psychiatrie CMP / CPJ / CATTP - Travaux d'aménagement des locaux,fns,cmp2006,appeloffre,initial,C.H.U. de Nice,06003,Nice cedex 1,,"['Climatisation', 'Electricité (travaux)', 'Maçonnerie', 'Menuiserie', 'Plomberie (travaux)']","[62, 105, 195, 222, 270]",non,non
5,20-36915,2020-03-11,2020-03-30,['6'],Fourniture de panneaux et supports de signalétique pédestre et routière d'information et de réglementation pour le Parc national du Mercantour,fns,cmp2006,attribution,initial,Parc national du Mercantour,06006,Nice,,['Signalétique'],[333],non,non
6,20-33520,2020-03-11,2020-04-16,"['6', '13', '83']",entretien et réparation des véhicules et équipements de la communauté d'agglomération du pays de grasse (6 lots) suite à une première procédure déclarée sans suite,joue,directive24,appeloffre,initial,C.A. PAYS DE GRASSE,06130,GRASSE,,['Prestations de services'],[274],non,non
7,20-35536,2020-03-11,2020-04-20,['6'],SERVICE D'ENTRETIEN DE L'ESPACE PUBLIC DES FLEURS DE GRASSE - PRESTATIONS A VOCATION SOCIALE,joue,directive24,appeloffre,initial,COMMUNE DE GRASSE,06130,Grasse,,"['Espaces verts', 'Voirie']","[116, 365]",oui,oui
8,20-35732,2020-03-11,2020-04-24,['6'],Entretien Et Nettoyage Des Locaux,joue,directive24,appeloffre,initial,Office tourisme et congrès d'Antibes,06160,Juan les Pins,,['Nettoyage de locaux'],[239],non,non
9,20-35549,2020-03-11,2020-04-08,['6'],Fourniture d'habillement et de chaussures pour le personnel des agences et régies de Côte d'Azur Habitat.,joue,directive24,attribution,initial,Côte d'Azur Habitat,06200,Nice,"[('2020-02-26', 'PROLIANS PACA', (240000, 'EUR'), ""Fourniture d'habillement et de chaussures pour le personnel de Côte d'Azur Habitat."")]",['Habillement'],[150],non,non
10,20-10640,2020-03-11,2020-03-31,['6'],réfection de toiture du bâtiment administratif de la subdivision départementale littoral est sur la commune de Berre les Alpes,fns,cmp2006,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Etanchéité'],[117],non,oui
