,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-21507,2020-02-11,2020-04-03,['2'],restauration du mobilier protégé et non protégé de l'église fortifiée notre- dame de plomion (02),fns,cmp2006,appeloffre,initial,commune de plomion,02140,Plomion,,"['Monuments historiques', ""Oeuvre d'art""]","[236, 247]",non,non
1,20-21551,2020-02-11,2020-03-10,['2'],"Travaux de voirie (VRD, signalisation et mobilier urbain) dans les zones d'intérêt communautaire de GrandSoissons Agglomération",fns,cmp2006,appeloffre,initial,Cté. d'Agglo. du Soissonnais,02880,Cuffies,,"['Mobilier urbain', 'Signalisation', 'Voirie et réseaux divers']","[231, 322, 366]",oui,oui
2,20-21042,2020-02-11,2020-03-20,"['3', '31', '82', '33', '30', '83', '63', '24', '69']",Le présent marché a pour objet la fourniture et la livraison de rechanges pour groupes électrogènes au profit des formations rattachées à l Antenne Section Achats Réactifs (SAR) de Moulins.,fns,cmp2006,appeloffre,initial,13eBSMAT Détachement de Moulins,03402,Yzeure,,['Acier'],[3],non,non
3,20-21360,2020-02-11,2020-02-24,['5'],L'Office de Tourisme du Guillestrois et du Queyras souhaite refondre son site internet.,mapa,cmp2006,appeloffre,initial,Office Tourisme Guillestrois Queyras,05350,CHATEAU VILLE VIEILLE,,"['Site internet', 'Publicité, Communication']","[171, 285]",non,non
4,20-21166,2020-02-11,2020-03-11,['6'],La présente consultation concerne la réhabilitation technique des deux résidences Roquebillière et Roquebillière Extension à Nice. Elle est passée suivant une procédure adaptée ouverte avecpossibi..,fns,cmp2006,appeloffre,initial,Côte d'Azur Habitat,06200,Nice,,['Menuiserie'],[222],non,non
5,20-20971,2020-02-11,2020-03-06,['6'],2020-008 Travaux de remplacement des portes sslia - Aéroport du golfe de Saint-Tropez,mapa,cmp2006,appeloffre,initial,Société Aéroports de la Côte d'Azur,06206,Nice Cedex 3,,"['Porte automatique, portail']",[412],non,non
6,20-21148,2020-02-11,2020-02-28,['6'],2020-027 Travaux de résinage réseaux eau potable - Aéroport Nice Cote d'Azur,mapa,cmp2006,appeloffre,initial,Société Aéroports de la Côte d'Azur,06206,Nice Cedex 3,,['Réseaux divers'],[306],non,non
7,20-21065,2020-02-11,2020-03-16,"['6', '83', '13']",Travaux de mise en conformité réglementaire de la hauteur des garde-corps i4 et i5 des ouvrages d'art du réseau,mapa,cmp2006,appeloffre,initial,ESCOTA,06211,Mandelieu cedex,,"['Matériel de sécurité', 'Métallurgie', 'Voirie et réseaux divers']","[209, 224, 366]",non,non
8,20-20366,2020-02-11,2020-03-11,['6'],N°20N0012 - EXPLOITATION DES SIX PORTES SEMI ETANCHES DU TUNNEL ANDRE LIAUTAUD,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice Cedex 4,,"['Electromécanique', 'Equipement hydraulique']","[107, 111]",non,non
9,20-21144,2020-02-11,2020-03-12,['6'],TRAVAUX D'AMENAGEMENT URBAINS ET D'ACCESSIBILITE AUTOUR DE L'ECOLE - CEZ1,fns,cmp2006,attribution,initial,Commune de Saint-Cézaire-sur-Siagne,06530,Saint Cézaire sur Siagne,"[('2020-02-05', 'SEETP', (339392, 'EUR'), None), ('2020-02-05', 'IDVERDE', (34079, 'EUR'), None)]","['Arrosage', 'Espaces verts', 'Voirie et réseaux divers']","[13, 116, 366]",non,non
10,20-20980,2020-02-11,2020-03-11,['6'],19V0060 - Ma ville est mon école; Accord cadre avec un montant minimum et maximum Durée du marché :12 mois,fns,cmp2006,attribution,initial,COMMUNE DE NICE,06593,Nice cedex 4,"[('2019-12-03', 'Elisabetta CASTELLANO', (36300, 'EUR'), None)]",['Prestations de services'],[274],non,non
11,20-20959,2020-02-11,2020-03-02,['8'],"travaux d'assainissement et d'aménagement de voiries - lotissement du jardin bidois, rue des ecoles et rue du château",fns,cmp2006,appeloffre,initial,Commune de Maubert-Fontaine,08260,MAUBERT-FONTAINE,,"['Réseaux divers', 'Voirie']","[306, 365]",non,non
12,20-21486,2020-02-11,2020-03-04,['9'],Numéro de la consultation : 200504 Maintenance de systèmes de transfert patient pour le GHT des Pyrénées Ariégeoises,fns,cmp2006,appeloffre,initial,CTRE HOSPITALIER INTERCOM VAL D ARIEGE,09017,FOIX CEDEX,,"['Maintenance', 'Matériel médical']","[196, 212]",non,non
13,20-20757,2020-02-11,2020-03-11,['10'],construction d'une salle multi-activités aux vassaules - Relance lot 2 Gros oeuvre,fns,cmp2006,attribution,initial,Ville de Troyes,10026,Troyes Cedex,[],['Gros oeuvre'],[144],non,oui
