,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-51147,2020-04-10,2020-06-10,['1'],"fourniture de service pour l'acquisition, la mise en place et la maintenance d'un système de cartes achats",mapa,cmp2006,attribution,initial,SDIS de L'Ain,01000,Bourg-en-bresse,[],"['Carte magnétique, carte à puce']",[403],non,non
1,20-51133,2020-04-10,2020-06-10,['1'],Mission de maîtrise d'oeuvre pour la réhabilitation du centre d'incendie et de secours de oyonnax,fns,cmp2006,attribution,initial,SDIS de L'Ain,01001,bourg en bresse,,"[""Maîtrise d'oeuvre""]",[197],non,oui
2,20-51384,2020-04-10,2020-05-07,['1'],"marché relatif à la fourniture, la fabrication et l'installation de support de métallerie dans le cadre du projet de mapping au fort l'écluse",mapa,cmp2006,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,,['Métallerie'],[223],non,non
3,20-51285,2020-04-10,2020-05-11,['2'],Déploiement d'une solution d'arrosage intelligent sur la Ville de Saint-Quentin,fns,cmp2006,appeloffre,rectificatif,COMMUNE DE SAINT QUENTIN,02107,SAINT-QUENTIN,,"['Informatique (prestations de services)', 'Logiciel']","[163, 186]",non,non
4,20-50142,2020-04-10,2020-05-05,['3'],"Exécution de transports scolaires.Les prestations consistent à assurer, à titre principal, à l'attention des élèves, la desserte d'établissements d'enseignement.",joue,autre,rectificatif,rectificatif,Communauté d'agglomération de Moulins,03000,MOULINS,,"['Prestations de services', 'Transport']","[274, 347]",non,non
5,20-51167,2020-04-10,2020-04-30,['3'],FOURNITURE DE DIOXYDE DE CARBONE AVEC MISE EN SERVICE ET LOCATION D'UNE CUVE POUR L'USINE DE PRODUCTION D'EAU POTABLE DE MONTLUCON COMMUNAUTE,fns,cmp2006,appeloffre,rectificatif,Montluçon Communauté,03106,MONTLUCON,,['Produits des industries diverses'],[279],non,non
6,20-51354,2020-04-10,2020-05-19,['4'],REQUALIFICATION DES ESPACES D'ACCUEILDU COL DE FONTBELLE,fns,cmp2006,appeloffre,initial,Provence Alpes Agglomération,04000,Digne les Bains,,"['Signalétique', 'Voirie']","[333, 365]",non,non
7,20-51379,2020-04-10,2020-05-14,"['4', '83']",ACCORD CADRE POUR L'EXECUTION D'UN SERVICE SAISONNIER DE TRANSPORT PUBLIC ROUTIER NON URBAIN DE PERSONNES :'NAVETTE BLANC-MARTEL',mapa,cmp2006,appeloffre,initial,PNR du Verdon,04360,Moustiers-Sainte-Marie,,['Transport'],[347],non,non
8,20-50109,2020-04-10,2020-07-15,['4'],exploitation d'un service de navettes dans la vallée de l'ubaye serre ponçon (rectificatif),joue,autre,rectificatif,rectificatif,CC VALLEE DE L UBAYE SERRE PONCON,04400,Barcelonnette,,['Transport'],[347],non,non
9,20-51216,2020-04-10,2020-05-07,['5'],"Fourniture et pose de matériels informatiques, vidéoprojecteurs interactifs et prestations associées pour les écoles primaires de la Commune de Gap",fns,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,['Informatique (matériel)'],[162],non,non
10,20-50622,2020-04-10,2020-06-09,['6'],18N0021 DEVELOPPEMENT ET MAINTENANCE DES SUPERVISIONS ASSAINISSEMENT ET SYSTÈME D'ALERTE DE CRUE DU SERVICE ASSAINISSEMENT DE LA METROPOLE NICE COTE D'AZUR,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06000,Nice,"[('2020-03-06', 'SEMERU ENVIRONNEMENT', (187375, 'EUR'), ""DEVELOPPEMENT ET MAINTENANCE DES SUPERVISIONS ASSAINISSEMENT ET SYSTÈME D'ALERTE DE CRUE DU SERVICE ASSAINISSEMENT DE LA METROPOLE NICE COTE D'AZUR"")]",['Informatique (prestations de services)'],[163],non,non
11,20-50391,2020-04-10,2020-05-08,['6'],AOO 2020-018 - Entretien et Maintenance de l'éclairage public et de la signalisation tricolore du la ville du Cannet,joue,autre,rectificatif,rectificatif,COMMUNE LE CANNET,06110,Le Cannet,,"['Eclairage public', 'Signalisation']","[102, 322]",non,non
12,20-50372,2020-04-10,2020-06-15,['6'],"achat de viandes surgelées de boeuf, veau, agneau et volaille",joue,directive24,appeloffre,initial,syndicat interhospitalier,06151,CANNES LA BOCCA,,['Denrées alimentaires'],[88],non,non
