a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-93028,2020-07-23,2020-09-18,"['42', '69']",Concours Restreint De Maitrise D'Oeuvre - Metare St Etienne 42,joue,directive24,appeloffre,initial,SEM DE CONSTRUCTION DU DPT DE L AIN,01000,Bourg-en-Bresse,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-93491,2020-07-23,2020-08-17,['1'],"conception, logistique et animation des rencontres ain'formations orientation 2021",fns,cmp2006,appeloffre,initial,Département de l'Ain,01003,Bourg en bresse cedex,,['Evénementiel'],[445],oui,non
20-92830,2020-07-23,2020-09-04,['1'],"Acquisition et livraison de 2 mini pelles hydrauliques sur chenilles neuves, de 2.450T à 2.740T chacune.",joue,directive24,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Véhicules (acquisition)'],[475],non,non
20-93945,2020-07-23,2020-09-02,['1'],Réfection des façades du siège du Département de l'Ain,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Bâtiment'],[33],non,non
20-93816,2020-07-23,2020-08-07,['1'],Réhabilitation des bâtiments des Glycines et de la Pharmacie à bourg-en-bresse (rectificatif),fns,cmp2006,appeloffre,rectificatif,Ville de Bourg-en-Bresse,01012,Bourg-en-Bresse Cedex,,"['Acier', 'Ascenseur', 'Bois', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Clôture', 'Couverture', 'Démolition', 'Electricité (travaux)', 'Espaces verts', 'Gros oeuvre', 'Menuiserie', 'Métallerie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols', 'Sanitaire', ""Tous corps d'état"", 'Ventilation', 'Voirie et réseaux divers', 'Zinguerie', 'Occultation']","[3, 17, 38, 53, 57, 61, 63, 64, 74, 87, 105, 116, 144, 222, 223, 264, 270, 308, 319, 345, 360, 366, 372, 414]",oui,non
20-94055,2020-07-23,2020-09-09,['2'],SUIVI DE LA QUALITÉ DES EAUX DU MILIEU RÉCEPTEUR ET AUTOSURVEILLANCE,fns,cmp2006,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,"[""Travaux dans l'eau""]",[349],non,non
20-94053,2020-07-23,2020-09-14,['2'],PRESTATION DE RENOUVELLEMNT DES GROUPES ELECTRO-POMPES SUBMERSIBLES,fns,cmp2006,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,['Pompes'],[272],non,non
20-94050,2020-07-23,2020-09-29,['2'],PRESTATIONS DE NETTOYAGE DES EQUIPEMENTS SPORTIFS COMMUNAUTAIRES,fns,cmp2006,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,['Nettoyage de locaux'],[239],non,non
20-94156,2020-07-23,2020-09-04,['2'],"ACCORD-CADRE RELATIF A LA FOURNITURE, LIVRAISON ET POSE DE PARE-BRISES POUR L'ENSEMBLE DES VEHICULES DE LA RTA",fns,cmp2006,appeloffre,initial,R.T.A,02430,GAUCHY,,['Vitrerie'],[363],non,non
20-92641,2020-07-23,2020-09-14,['2'],Schéma directeur de gestion des eaux pluviales (SDGEP) et zonage des eaux pluviales (ZEP) de GrandSoissons Agglomération,joue,directive24,appeloffre,initial,Cté. d'Agglo. du Soissonnais,02880,Cuffies,,"['Assainissement', 'Topographie']","[18, 344]",non,non
