a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-47495,2020-04-01,2020-05-29,['1'],Reconstruction et extension du bâtiment Bastide du Centre Hospitalier Intercommunal Ain Val de Saône,fns,cmp2006,appeloffre,initial,CH DE BOUR EN BRESSE FLEYRIAT,01012,Bourg-en-bresse cedex,,"[""Tous corps d'état""]",[345],non,non
20-47435,2020-04-01,2020-04-23,['1'],la présente consultation concerne un accord-cadre de prestation de service pour le nettoyage des vitres des bâtiments de communauté d'agglomération du pays de gex,mapa,cmp2006,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,,['Nettoyage de locaux'],[239],non,non
20-47814,2020-04-01,2020-04-15,['1'],Travaux d'étanchéité de la terrasse du Bâtiment des Oiseaux - Mission 2070,mapa,cmp2006,appeloffre,initial,PARC DES OISEAUX DE VILLARS LES DOMBES,01330,VILLARS-LES-DOMBES,,"['Démolition', 'Etanchéité']","[87, 117]",non,non
20-47754,2020-04-01,2020-04-16,['2'],"LOCATION DE BENNES DE DECHETTERIE ET ENLEVEMENT ET TRANSPORT DES DECHETS ENCOMBRANTS, BOIS ET DECHETS VERTS ISSUS DE LA DECHETTERIE DE COUCY LE CHATEAU-.",fns,cmp2006,appeloffre,initial,SIRTOM DU LAONNOIS,02000,LAON,,['Assainissement'],[18],non,non
20-47516,2020-04-01,2020-05-04,['2'],Travaux d'encloisonnement d'un escalier et aménagement des locaux divers au collège de Charlemagne à Laon-.,fns,cmp2006,appeloffre,rectificatif,DEPARTEMENT DE L'AISNE,02000,Laon,,"[""Tous corps d'état""]",[345],non,non
20-47552,2020-04-01,2020-05-14,['2'],Reconstruction d'un pont mobile de type pont-levis en lieu et place d'un pont provisoire franchissant le Canal de la Sambre à l'Oise sur la RD 666 (PR 0+650) à VADENCOURT-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,"[""Ouvrage d'infrastructure""]",[253],non,non
20-47602,2020-04-01,2020-06-03,['2'],délégation de service public d'assainissement (rectificatif),dsp,autre,rectificatif,rectificatif,Cdc du Pays des Trois Rivières,02500,BUIRE,,['Assainissement'],[18],non,non
20-47664,2020-04-01,2020-05-06,['5'],Fourniture de Produits de Marquage Routier,fns,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,['Peinture (fourniture)'],[263],non,non
20-46179,2020-04-01,2020-06-13,"['6', '13', '83']",Prestations de nettoyage des bâtiments de la communauté d'agglomération du pays de grasse (2 lots) (rectificatif),joue,autre,rectificatif,rectificatif,C.A. PAYS DE GRASSE,06130,GRASSE,,['Nettoyage de locaux'],[239],non,non
20-47608,2020-04-01,2020-04-17,['6'],Réalisation de formations techniques dans le domaine de la prévention et de la sécurité,fns,cmp2006,appeloffre,initial,REGIE EAU D'AZUR,06203,Nice Cedex 3,,['Formation'],[410],non,non
