a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-96481,2020-07-31,2020-08-31,['1'],EXECUTION DE SERVICES PUBLICS DE TRANSPORT INTERURBAIN DE VOYAGEURS DES LIGNES 140 ET 141,joue,directive24,attribution,initial,R.D.T. Ain,01000,Bourg en Bresse,"[('2020-07-24', 'Les Cars du Plateau', (551480, 'EUR'), 'Exécution de services publics de transport interurbain de voyageurs des lignes 140 et 141')]","['Prestations de services', 'Transport']","[274, 347]",non,non
20-95607,2020-07-31,2020-09-15,['1'],"exploitation des déchèteries de la communauté d'agglomération du pays de gex, gestion haut de quai",joue,directive24,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,,['Déchetterie (exploitation)'],[405],non,non
20-97498,2020-07-31,2020-09-11,['1'],travaux divers de carrelage dans les bâtiments communaux,fns,cmp2006,appeloffre,initial,Ville de Divonne les Bains,01220,Divonne les bains,,['Carrelage'],[53],non,non
20-97641,2020-07-31,2020-08-26,"['1', '38', '39', '42', '69', '73', '74']","Acquisition de moufles, lampe, système d'éclairage, cordelette de montagne, câble de largage",fns,cmp2006DEFENSE,appeloffre,initial,AIA Ambérieu en Bugey,01500,Ambérieu en bugey,,['Equipements spécialisés'],[115],non,non
20-96587,2020-07-31,2020-09-07,['2'],"Acquisition de papier en ramette, de papier en format et d'enveloppes pour les services du Conseil départemental de l'Aisne 2021-2024-.",joue,directive24,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Papeterie'],[262],non,non
20-97833,2020-07-31,2020-09-15,['2'],CONSTRUCTION D'UNE MAISON DE SANTE PLURI-PROFESSIONNELLE A HIRSON-.,fns,cmp2006,appeloffre,initial,COMMUNAUTE DE COMMUNES DES 3 RIVIERES,02500,BUIRE,,"['Carrelage', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Menuiserie', 'Métallerie', 'Peinture (travaux)', 'Plomberie (travaux)', ""Tous corps d'état""]","[53, 61, 63, 74, 105, 117, 144, 222, 223, 264, 270, 345]",oui,non
20-97524,2020-07-31,2020-08-31,['3'],ACQUISITION DE VÉHICULES NEUFS POUR LA VILLE DE MONTLUÇON,fns,cmp2006,appeloffre,initial,Ville de Montluçon,03106,Montlucon,,['Véhicules (acquisition)'],[475],non,non
20-97491,2020-07-31,2020-12-07,['3'],Concession de service public pour l'exploitation de l'installation de stockage de déchets non dangereux de Gaïa.,dsp,dsp,appeloffre,initial,Vichy Communauté,03200,VICHY,,['Délégation de service public'],[406],non,oui
20-97758,2020-07-31,2020-08-24,['4'],Remplacement du transformateur HTA/BT de l'établissement Thermal de Digne Les Bains,fns,cmp2006,appeloffre,initial,Provence Alpes Agglomération,04000,Digne les Bains,,['Transformateur'],[346],non,non
20-97877,2020-07-31,2020-09-10,"['5', '4', '38']",Fourniture de matériel et de produits d'entretien,fns,cmp2006,appeloffre,initial,Ville de Briançon,05100,BRIANCON,,"[""Produits d'entretien""]",[278],non,non
