a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-28789,2021-03-05,2021-04-12,['1'],Concession de services pour la gestion d'une résidence étudiante à Marcy-L'Etoile (69280),joue,directive23,appeloffre,initial,SEMCODA,01000,Bourg-en-Bresse,,['Prestations de services'],[274],non,non
21-29717,2021-03-05,2021-03-29,['1'],Travaux de transformation de deux terrains de grands jeux situés sur la Communauté dAgglomération du Bassin de Bourg-en-Bresse en terrains en gazon synthétique,fns,cmp2006,appeloffre,initial,CA du Bassin de Bourg en Bresse,01008,BOURG EN BRESSE CEDEX,,"['Equipement sportif', 'Terrain de sport']","[113, 342]",non,non
21-29899,2021-03-05,2021-06-02,['3'],Route Départementale 2144 - PR49+650 - Aménagement de l'accès à l'entreprise BERRY ALLOC - Commune de Meaulne-Vitray (03-Allier),fns,cmp2006,attribution,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,"[('2021-03-04', 'COLAS FRANCE', (61766, 'EUR'), None)]",['Voirie'],[365],non,non
21-30084,2021-03-05,2021-03-24,['3'],Groupe scolaire Léonard de Vinci - Isolation thermique par l'extérieur,fns,cmp2006,appeloffre,rectificatif,Ville de Moulins,03016,Moulins cedex,,['Isolation'],[169],non,non
21-30222,2021-03-05,2021-04-02,['3'],FOURNITURES DE PRODUITS LIEES AUX MESURES SANITAIRES,fns,cmp2006,appeloffre,initial,Ville de Montluçon,03106,Montlucon,,"[""Produits d'entretien""]",[278],non,non
21-29664,2021-03-05,2021-04-01,['3'],Travaux de restauration intérieure de l'église - chapitre 2 et 3,fns,cmp2006,appeloffre,initial,Ville de Saint-Pourçain-sur-Sioule,03500,Saint-Pourçain-sur-Sioule,,"['Charpente', 'Couverture', 'Décoration (travaux)', 'Electricité (travaux)', 'Ferronnerie', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Vitraux']","[57, 74, 85, 105, 126, 195, 222, 264, 418]",non,non
21-30029,2021-03-05,2021-03-26,"['4', '5', '13']",création d'une salle multiactivités : extension de la mairie,fns,cmp2006,appeloffre,rectificatif,COMMUNE D'AUZET,04140,Auzet,,"['Bâtiment', 'Bois', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Electricité (travaux)', 'Fondations spéciales', 'Isolation', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', ""Tous corps d'état"", 'Ventilation', 'Zinguerie', 'Photovoltaïque']","[33, 38, 53, 57, 61, 63, 74, 105, 129, 169, 195, 222, 264, 270, 345, 360, 372, 476]",non,non
21-29751,2021-03-05,2021-04-01,['4'],Travaux d'aménagement et rénovation des collèges de Borrely et Gassendi à Digne-les-bains,fns,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,"['Carrelage', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)']","[53, 222, 264, 270]",non,non
21-30192,2021-03-05,2021-04-02,['5'],maintenance des installations d'alimentation en eau potable,fns,cmp2006,appeloffre,initial,Mairie de Montgenèvre,05100,MONTGENEVERE,,['Alimentation en eau potable'],[6],non,non
21-29558,2021-03-05,2021-05-03,['6'],conception et réalisation de la scénographie de l'exposition temporaire 'boxe',mapa,cmp2006,appeloffre,initial,MUSEE NATIONAL DU SPORT,06000,Nice,,['Equipement muséographique'],[409],non,non
