a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-149940,2019-10-05,2019-12-04,"['1', '69']",achat de fournitures de bureau pour les besoins du groupement de commandes constitué de la ccdsv et de ses communes membres,joue,directive24,attribution,initial,C-C-DOMBES-SAONE-VALLEE,01602,Trévoux cedex,"[('2019-10-01', 'DEVELAY', (2000000.0, 'EUR'), None)]",['Articles de bureau et articles scolaires'],[16],non,non
19-149647,2019-10-05,2019-12-03,['6'],"marché de prestations de collecte, de transport et de comptage de fonds pour le compte de la semiacs et de la regie parcs d'azur",joue,directive24,attribution,initial,REGIE PARCS D AZUR,06000,Nice,"[('2019-09-17', 'BRINKS', (593905.4, 'EUR'), None)]",['Transport'],[347],non,non
19-140251,2019-10-05,2019-11-06,['6'],formation initiale des assistants maternels,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,NICE CEDEX 3,,"['Prestations de services', 'Formation']","[274, 410]",non,non
19-149131,2019-10-05,2019-11-04,['6'],renforcement de la production de neige sur la piste orange de la station de la colmiane et sur le site nordique du boreon,joue,directive24,appeloffre,initial,Syndicat mixte Deve Vesubie Valdeblore,06201,Nice Cedex 3,,"['Enneigement artificiel', 'Pompes']","[109, 272]",non,oui
19-150270,2019-10-05,2019-11-22,['6'],Missions de conseil et d'assistance au maître d'ouvrage pour l'exploitation du port de plaisance de la Rague des communes de Mandelieu-La Napoule et Théoule-sur-Mer,joue,directive24,appeloffre,initial,Ville de Mandelieu La Napoule,06212,Mandelieu-La Napoule,,"[""Maîtrise d'oeuvre"", ""Assistance à maîtrise d'ouvrage""]","[197, 433]",non,non
19-149473,2019-10-05,2019-12-31,"['6', '83']",Fourniture des denrées alimentaires nécessaires au fonctionnement de deux cuisines de restauration scolaire et aux actions de protocole de la Commune,joue,directive24,attribution,initial,Mairie de Villeneuve-Loubet,06270,Villeneuve Loubet,,"['Restauration collective', 'Denrées alimentaires', ""Produits de l'agriculture"", 'Repas, traiteur', 'Surgelés']","[66, 88, 276, 304, 330]",non,oui
19-149632,2019-10-05,2019-11-05,['6'],19V1561 - CONCEPTION ET REALISATION DES DECORS FLEURIS DES CHARS DES BATAILLES DE FLEURS DE NICE 2020,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Prestations de services'],[274],non,non
19-150001,2019-10-05,2019-12-02,['6'],19V0529 - Crêpes fines sucrées surgelées,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2019-10-03', ""SOBRAGEL RELAIS D'OR MIKO"", (8640, 'EUR'), 'Accord-cadre à bons de commandeMini : 5 000,00 EURMaxi : 25 000,00 EURDurée de période initiale : 12 moisDébut du marché : À la notification du contrat.')]",['Denrées alimentaires'],[88],non,non
19-142369,2019-10-05,2019-12-03,['6'],accord-cadre pour la fourniture et acheminement d'électricité et prestations de services associés,joue,directive24,attribution,initial,Ville de Mouans-Sartoux,06370,Mouans-Sartoux,,"['Electricité, gaz (fourniture)']",[443],non,oui
19-150202,2019-10-05,2019-11-04,['8'],"Fourniture, Pose des Horodateurs et Dépose des anciens Horodateurs-.",joue,directive24,appeloffre,initial,COMMUNE DE CHARLEVILLE MEZIERES,08000,CHARLEVILLE-MéZIèRES,,['Equipement industriel'],[112],non,non
19-149705,2019-10-05,2019-11-12,['11'],acquisition de matériel électrique et d'éclairage pour l'ensemble des services du département de l'aude,joue,directive24,appeloffre,initial,Département de l'Aude,11855,CARCASSONNE Cedex,,['Electricité (travaux)'],[105],non,non
