a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-157752,2019-10-19,2020-01-14,['4'],Numéro de la consultation : Equipe Securite 19 Prestations De Gardiennage Et De Surveillance,joue,directive24,attribution,initial,Centre Hospitalier de Digne-les-Bains,04995,Digne Les Bains,"[('2019-09-17', 'Services Protections Conseils', (69233.11, 'EUR'), None)]","['Gardiennage', 'Surveillance']","[138, 331]",non,non
19-158265,2019-10-19,2019-11-12,['5'],"Travaux de pose et de fourniture de rambardes et de dalles de sol, amovibles, pour le stade de glace",joue,directive24,appeloffre,initial,Ville de Gap,05007,Gap,,['Equipements spécialisés'],[115],non,non
19-157508,2019-10-19,2019-12-11,['6'],Travaux de renforcement de structure de chaussée et mise en oeuvre d'enrobés,joue,directive24,attribution,initial,Ville de Mandelieu La Napoule,06212,Mandelieu-La Napoule,,"['Génie civil', 'Voirie']","[141, 365]",non,oui
19-158232,2019-10-19,2020-01-01,"['6', '5', '4', '83', '13', '69']",Installation d'escaliers mécaniques publics et création d'un cheminement sécurisé piétonnier en périphérie des escaliers mécaniques réalisés,joue,directive24,appeloffre,initial,Commune de Beausoleil,06240,Beausoleil,,"['Ascenseur', 'Décoration (travaux)', 'Génie civil', 'Menuiserie', 'Voirie et réseaux divers']","[17, 85, 141, 222, 366]",non,non
19-157537,2019-10-19,2019-11-19,['6'],Légumes divers de 4ème gamme,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Denrées alimentaires'],[88],non,oui
19-158070,2019-10-19,2019-11-25,['6'],Fourniture de produits d'accessibilité,joue,directive24,appeloffre,initial,COMMUNE DE CANNES,06406,Cannes,,"['Quincaillerie (articles)', 'Revêtements de sols', 'Signalétique']","[291, 308, 333]",non,non
19-157680,2019-10-19,2019-11-22,['6'],Nettoyage des bâtiments communaux,joue,directive24,appeloffre,initial,Commune de Menton,06500,Menton,,['Nettoyage de locaux'],[239],non,non
19-157971,2019-10-19,2019-11-07,['6'],Transport occasionnel de passagers,joue,directive24,appeloffre,initial,Ville de Carros,06512,Carros Cedex,,['Transport'],[347],non,non
19-158288,2019-10-19,2019-12-08,"['7', '26', '38', '42', '43']","Marché public de travaux d'électrification rurale, d'éclairage public lié à des opérations d'enfouissement de réseaux de génie civil et de câblage des télécommunications",joue,directive24,appeloffre,initial,Syndicat d'Energies de l'Ardèche SDE07,07006,Privas,,"[""Ouvrage d'infrastructure""]",[253],non,non
19-158037,2019-10-19,2019-11-22,['8'],Fourniture et transport de gravillons-.,joue,directive24,appeloffre,initial,Conseil Départemental des Ardennes,08011,CHARLEVILLE MEZIERES cedex,,['Minéraux divers'],[228],non,non
19-157740,2019-10-19,2019-11-18,['9'],Achats d'objets promotionnels pour le Conseil Départemental de l'Ariège,joue,directive24,appeloffre,initial,CONSEIL GENERAL de L'ARIEGE,09000,Foix,,['Objet publicitaire'],[464],non,non
19-157883,2019-10-19,2019-12-09,['10'],Examens de biologie médicale effectués à l'extérieur des établissements des membres du groupement de commande du GCS laboratoire public inter hospitalier de l'Aube.,joue,directive24,appeloffre,initial,Centre hospitalier de Troyes,10003,Troyes cedex,,"['Analyses médicales, biologiques']",[8],oui,oui
19-157907,2019-10-19,2019-11-17,['11'],Travaux de réalisation d'enduits superficiels pour amélioration de la sécurité sur les routes départementales,joue,directive24,attribution,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,"[('2019-10-16', 'COLAS MIDI MEDITERRANEE', (945075, 'EUR'), None)]",['Voirie'],[365],oui,non
19-158021,2019-10-19,2019-11-21,"['13', '83', '84']",MISSIONS D'ANALYSE DES OPERATIONS FINANCEES PAR LA METROPOLE,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Audit'],[21],non,non
19-157706,2019-10-19,2019-11-21,['13'],Coordination en matière de sécurité et protection de la santé pour les chantiers de 2e et 3e catégories (travaux de voirie et infrastructures),joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Prestations de services'],[274],non,non
19-157586,2019-10-19,2019-12-17,"['13', '83', '84']",EXPLOITATION DES INSTALLATIONS DE CHAUFFAGE ET DE CLIMATISATION DES BATIMENTS DU TERRITOIRE DU PAYS D'AUBAGNE ET DE L'ETOILE - METROPOLE AIX-MARSEILLE-PROVENCE,joue,directive24,attribution,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,"['Chauffage (exploitation, entretien)']",[59],non,non
19-157524,2019-10-19,2019-11-18,['13'],Fourniture et livraison de matériel électoral pour les bureaux de vote de la Ville de Marseille - 3 lots,joue,directive24,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,"['Abris', 'Mobilier', 'Panneaux', 'Plastique']","[1, 230, 261, 268]",non,oui
19-158083,2019-10-19,2019-11-18,['13'],Fourniture De Services De Communications Electroniques,joue,directive24,appeloffre,initial,Ville de Septèmes-les-Vallons,13240,Septèmes-les-Vallons,,['Télécommunications'],[338],non,non
19-158116,2019-10-19,2019-12-17,['13'],Interventions d'entretien des arbres et boisements implantés sur les terrains gérés par le Département des Bouches du Rhône,joue,directive24,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,['Végétaux'],[358],non,non
19-157965,2019-10-19,2019-11-18,['13'],Contrôle technique réglementaire des installations des bâtiments de l'HD 13 et de ses annexes - relance,joue,directive24,appeloffre,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,['Contrôle technique'],[72],non,non
19-157878,2019-10-19,2019-12-18,['13'],Marché de maîtrise d'oeuvre relatif à la voie de liaison entre la RD55 et la RD20.,joue,directive24,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,"[('2019-09-12', 'Egis villes et transports', (138650, 'EUR'), ""Marché de maîtrise d'oeuvre relatif à la voie de liaison entre la RD55 et la RD20."")]",['Etude'],[118],non,non
19-157619,2019-10-19,2019-11-19,['13'],Souscription de différents contrats d'assurances pour le compte de la ville et du C.C.A.S. dans le cadre d'un groupement de commandes dont la ville est le coordinateur.,joue,directive24,appeloffre,initial,VILLE DE CASSIS,13260,Cassis,,['Assurance'],[20],non,non
19-157932,2019-10-19,2019-11-18,"['83', '4', '6', '13', '84']",Relance : MOE - Changement des menuiseries et mise aux normes de la zone sûreté de l'HP de Toulon,joue,directive24,appeloffre,initial,SGAP de Marseille,13311,Marseille cedex 14,,"[""Maîtrise d'oeuvre""]",[197],non,non
19-157826,2019-10-19,2019-12-03,['13'],voies structurantes de l'agglomération de marseille - missions de prestations intellectuelles relatives à la conception et au suivi de la réalisation de voies réservées pour les bus et le co-voiturage,joue,directive24,appeloffre,initial,Dir Méditerranée,13331,Marseille,,"['Assistance technique', 'Etude', ""Maîtrise d'oeuvre"", ""Assistance à maîtrise d'ouvrage""]","[19, 118, 197, 433]",non,non
19-157559,2019-10-19,2019-11-22,['13'],carrefour de la fossette : rn 568 - aménagement d'une aire de contrôle poids lourds,joue,directive24,appeloffre,initial,DREAL PACA,13331,Marseille,,"['Assainissement', 'Matériel électronique', ""Ouvrage d'infrastructure"", 'Signalisation', 'Terrassement']","[18, 204, 253, 322, 341]",oui,oui
19-141274,2019-10-19,2019-12-23,"['13', '5', '4', '6', '83', '84']",Marchés de services de formation professionnelle à mettre en oeuvre auprès des personnes à la recherche d'un emploi dans la région Provence-Alpes-Côte d'Azur,joue,directive24,attribution,initial,Pôle emploi PACA,13395,Marseille,,['Formation'],[410],non,non
19-157872,2019-10-19,2019-12-07,['13'],Accompagnement réalisation projet PAREO,joue,directive24,appeloffre,initial,IRD,13572,Marseille,,['Prestations de services'],[274],non,non
19-157599,2019-10-19,2019-11-10,['13'],PRESTATIONS DE MAINTENANCE DES MOYENS DE TELECOMMUNICATIONS DE L'HOTEL DE VILLE ET DE FOURNITURE DE MATERIELS DE RENOUVELLEMENT ET D'EXTENSION,joue,directive24,attribution,initial,Ville d'Aix-en-Provence,13616,Aix-en-provence cedex,"[('2019-10-10', 'SPIE ICS', (250000, 'EUR'), ""PRESTATIONS DE MAINTENANCE DES MOYENS DE TELECOMMUNICATIONS DE L'HOTEL DE VILLE ET DE FOURNITURE DE MATERIELS DE RENOUVELLEMENT ET D'EXTENSION"")]",['Matériel de téléphonie'],[339],non,non
19-157864,2019-10-19,2019-11-18,['13'],MARCHE D'ASSISTANCE A MAITRISE D'OUVRAGE POUR LES ETUDES DE PROGRAMMATION ET DE FAISABILITE DES OPERATIONS DU PPI DU CROUS D'AIX MARSEILLE AVIGNON POUR LES ANNEES 2021 A 2025,joue,directive24,appeloffre,initial,CROUS d'Aix Marseille,13621,Aix en provence cedex 1,,['Etude'],[118],non,non
