,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-133934,2020-11-02,2020-11-26,"['1', '71', '69']",aménagement d'un cheminement piéton et d'un parking,fns,cmp2006,appeloffre,initial,COMMUNE DE BAGE DOMMARTIN,01380,Bage-dommartin,,['Voirie et réseaux divers'],[366],non,non
1,20-134334,2020-11-02,2020-12-31,['3'],La présente consultation concerne un Marché de travaux pour l'aménagement du parking Rue des tanneries à Moulins (03).,fns,cmp2006,appeloffre,initial,CCI TERRITORIALE DE L ALLIER,03000,Moulins,,"[""Ouvrage d'infrastructure""]",[253],non,oui
2,20-134372,2020-11-02,2020-11-25,['3'],Remplacement des menuiseries extérieurs bois -Rez de chaussée bât B au collège J.Ferry à Montluçon-03,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,"['Cloison, faux plafond', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie']","[63, 222, 264, 269]",non,non
3,20-133903,2020-11-02,2020-11-25,['3'],Travaux de réhabilitation du bâtiment de l'ancienne gare de saint-pourçain-sur-sioule en vu d'y accueillir un pôle de bureaux destiné à accueillir différentes entreprises,fns,cmp2006,appeloffre,initial,Ville de Saint-Pourçain-sur-Sioule,03500,Saint-Pourçain-sur-Sioule,,"['Ascenseur', 'Bâtiment', 'Bois', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Electricité (travaux)', 'Gros oeuvre', 'Maçonnerie', 'Menuiserie', 'Métallerie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', 'Sanitaire', 'Ventilation', 'Zinguerie']","[17, 33, 38, 53, 57, 61, 63, 74, 105, 144, 195, 222, 223, 264, 269, 270, 308, 319, 360, 372]",non,non
4,20-134364,2020-11-02,2020-12-02,['6'],PRESTATIONS DE REPRESENTATION JURIDIQUE EN DROIT PUBLIC,fns,cmp2006,appeloffre,initial,Régie Ligne d'Azur,06100,Nice,,['Prestations de services'],[274],non,non
5,20-133932,2020-11-02,2020-11-27,['6'],Prestation de vérification et de maintenance des extincteurs situés à bord des véhicules et fourniture de matériels pour le SDIS des Alpes-Maritimes.,fns,cmp2006,appeloffre,initial,SDIS (06),06270,Villeneuve Loubet,,['Extincteur'],[119],non,oui
6,20-134001,2020-11-02,2020-11-24,['6'],19V0725 - RESTAURATION DE DOCUMENTS PATRIMONIAUX D'ARCHIVES.,fns,cmp2006,appeloffre,initial,COMMUNE DE NICE,06593,Nice cedex 4,,['Prestations de services'],[274],non,non
7,20-133949,2020-11-02,2021-01-02,['6'],Acquisition de mobiliers de réfectoire pour la restauration scolaire,mapa,cmp2006,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Mobilier'],[230],non,oui
8,20-134206,2020-11-02,2021-01-15,['7'],"Aménagement des locaux du Pôle de Bésignoles à PRIVAS, Restructuration et mise en conformité du bâtiment principal.",fns,cmp2006,attribution,initial,Département de l'Ardèche,07007,Privas,,"[""Tous corps d'état""]",[345],non,non
9,20-134435,2020-11-02,2020-11-27,['10'],Travaux de rénovation du Stade Gaston Arbouin - 1ère phase : Construction d'une tribune en gradins sur 3 rangs-.,fns,cmp2006,appeloffre,initial,MAIRIE DE TROYES,10000,TROYES,,"['Abris', 'Démolition', 'Fondations spéciales', 'Habillement', 'Serrurerie', 'Terrassement', ""Tous corps d'état""]","[1, 87, 129, 150, 321, 341, 345]",non,non
