,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-71748,2021-05-28,2021-06-18,['1'],Assistance à maîtrise d'ouvrage pour le projet d'extension du siège social de Haut-Bugey Agglomération - Marché d'études de programmation,fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Etude'],[118],non,non
1,21-71873,2021-05-28,2021-06-24,['1'],Restructuration des réseaux humides de la rue du Colonel Romans Petit et de la rue du Parc à Dortan (01590),fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Assainissement'],[18],oui,oui
2,21-70806,2021-05-28,2021-06-30,"['1', '38', '42', '69', '71', '74']",Collecte Des Bornes De Tri Selectif Multimaterieux,joue,directive24,appeloffre,initial,Communauté de communes de la Côtière,01120,Montluel,,['Collecte sélective'],[82],oui,oui
3,21-72197,2021-05-28,2021-06-18,['1'],"Nettoyage des vitres, menuiseries et divers des bâtiments communaux.Dépoussiérage des structures métallique, des conduits de ventilation, des panneaux décoratif et des luminaires.",fns,cmp2006,appeloffre,initial,MAIRIE,01630,Saint-genis-pouilly.fr,,['Vitrerie'],[363],non,non
4,21-72187,2021-05-28,2021-06-26,['2'],"Logiciel de dématérialisation des autorisations d'urbanisme : Mise à disposition, paramétrage, hébergement et formation",fns,cmp2006,appeloffre,initial,CA Chauny-Tergnier-La Fère,02300,CHAUNY,,['Logiciel'],[186],non,non
5,21-71833,2021-05-28,2021-07-10,"['2', '8', '51']","Fourniture, mise en service et maintenance d'un logiciel pour l'informatisation de la gestion du temps de travail et des plannings",fns,cmp2006,appeloffre,initial,Groupe ephese,02350,Liesse notre dame,,['Logiciel'],[186],non,non
6,21-72017,2021-05-28,2021-06-15,['2'],Travaux de chauffage - Palais des rencontres Château-Thierry-.,fns,cmp2006,appeloffre,initial,COMMUNE DE CHATEAU THIERRY,02400,CHATEAU-THIERRY,,"[""Tous corps d'état""]",[345],non,non
7,21-71898,2021-05-28,2021-06-28,['2'],Travaux divers de voirie sur le territoire de la C.C.R.V.,fns,cmp2006,attribution,initial,Cté de Communes de Villers Cotterêts,02603,Villers-Cotterêts,"[('2021-05-25', 'EIFFAGE ROUTE NORD EST', (167151.4, 'EUR'), None)]","['Matériaux routiers', 'Revêtements de sols', 'Voirie', 'Voirie et réseaux divers']","[199, 308, 365, 366]",non,non
8,21-72088,2021-05-28,2021-06-25,['3'],fourniture de peintures de traçage de terrains de sports en gazon naturel,fns,cmp2006,appeloffre,initial,Ville de Vichy,03201,Vichy cedex,,['Peinture (fourniture)'],[263],non,non
9,21-71428,2021-05-28,2021-07-02,"['4', '6', '83', '34', '13']",création d'une nouvelle station d'épuration à peyroules - village,mapa,cmp2006,appeloffre,initial,Mairie de Peyroules,04120,Peyroules,,"[""Maîtrise d'oeuvre""]",[197],non,non
