a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-57687,2021-04-29,2021-05-28,['1'],"Construction d'un collège et d'un gymnase à Saint Didier de Formans - lots 12, 17 et 27",fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Bâtiment'],[33],non,non
21-56194,2021-04-29,2021-06-01,['1'],"Fabrication, fourniture, transport et stockage d'émulsion de bitume pour la direction des routes du Département de l'Ain",joue,directive24,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Voirie'],[365],non,non
21-56351,2021-04-29,2021-05-31,['1'],Analyses des eaux et des sous-produits de la Communauté dAgglomération du grand bassin de Bourg-en-Bresse(CA3B),joue,directive24,appeloffre,initial,CA du Bassin de Bourg en Bresse,01008,BOURG EN BRESSE CEDEX,,['Prestations de services'],[274],non,non
21-57665,2021-04-29,2021-05-28,"['1', '69']",Fourniture de barquettes biosourcées et filmes alimentaires pour l'UPCF de la ville de Bourg-en-BresseCPV : 39221130-7 récipients pour alimentsCode NUTS : FRK21,fns,cmp2006,appeloffre,initial,Ville de Bourg-en-Bresse,01012,Bourg-en-Bresse,,['Restauration collective'],[66],non,oui
21-57571,2021-04-29,2021-05-22,"['1', '69', '38', '42', '71']",MAÎTRISE D'OeUVRE POUR L'AMENAGEMENT DE DEUX PISTES D'ATHLETISME ET D'UN SKATE-PARK EN BETON,fns,cmp2006,appeloffre,initial,CC Val de Saône Centre,01090,MONTCEAUX,,"['Equipement sportif', ""Maîtrise d'oeuvre"", 'Terrain de sport']","[113, 197, 342]",non,non
21-57572,2021-04-29,2021-07-20,"['1', '71', '69']",Fourniture de repas (liaison chaude) et service de restauration pour l'Accueil de Loisirs Visiomômes (Accord-cadre),fns,cmp2006,appeloffre,initial,CC Val de Saône Centre,01090,MONTCEAUX,,"['Restauration collective', 'Repas, traiteur']","[66, 304]",non,non
21-57335,2021-04-29,2021-05-26,['1'],etude sur les biefs du pays de gex,mapa,cmp2006,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,,['Etude'],[118],non,non
21-57664,2021-04-29,2021-06-02,['1'],Nettoyage et entretien de bâtiments communaux,fns,cmp2006,appeloffre,initial,Ville de Saint-Maurice de Beynost,01700,Saint-Maurice-de-Beynost,,['Nettoyage de locaux'],[239],non,non
21-57846,2021-04-29,2021-05-31,"['2', '51', '59', '60', '8', '80', '62', '75']",Aménagement d'un local de distribution de repas et d'une terrasse à la Résidence André Malraux,fns,cmp2006,appeloffre,initial,Groupe ephese,02350,Liesse notre dame,,"['Electricité (travaux)', 'Maçonnerie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Terrassement']","[105, 195, 264, 270, 341]",oui,oui
21-57933,2021-04-29,2021-05-20,['3'],Réhabilitation d'un bâtiment industriel N° 31.,fns,cmp2006,appeloffre,initial,SPL277,03150,VARENNES SUR ALLIER,,"['Bardage', 'Couverture', 'Electricité (travaux)', 'Maçonnerie', 'Voirie', 'Zinguerie']","[30, 74, 105, 195, 365, 372]",non,non
