,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-122352,2020-10-07,2020-10-29,"['1', '69', '42', '38']",Mission d'études pour l'élaboration d'un projet de territoire,mapa,cmp2006,appeloffre,initial,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,"['Etude', 'Prestations de services']","[118, 274]",non,non
1,20-121131,2020-10-07,2020-11-06,['2'],Fourniture et livraison de sel destiné au déneigement et au déverglaçage des routes départementales de l'Aisne B20053-.,joue,directive24,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Minéraux divers'],[228],non,non
2,20-122743,2020-10-07,2020-10-23,['2'],communauté de communes de la thiérache du centre - construction d'une micro-crèche en modulaire à sains richaumont (02) - relance du lot no2 : structure modulaire - installation de chantier,fns,cmp2006,appeloffre,initial,Communauté de Communes de la Thiérache,02260,La Capelle,,['Bâtiments modulaires'],[27],oui,non
3,20-122498,2020-10-07,2020-11-02,['2'],CONSTRUCTION D'UNE MAISON DE SANTÉ A HIRSON - Travaux d'aménagements extérieurs-.,fns,cmp2006,appeloffre,initial,COMMUNAUTE DE COMMUNES DES 3 RIVIERES,02500,BUIRE,,"['Clôture', 'Eclairage public', 'Espaces verts', ""Ouvrage d'infrastructure"", 'Signalisation', 'Voirie']","[64, 102, 116, 253, 322, 365]",non,non
4,20-122572,2020-10-07,2020-11-04,['3'],Fourniture de pneumatiques et prestations associées pour le parc véhicules lourds et légers du SICTOM NORD ALLIER - ANNEES 2021-2022-2023,fns,cmp2006,appeloffre,initial,SYND MIXTE COLLECTE TRAITEMENT ORDURES,03230,Chézy,,"['Pièces détachées', 'Pneumatiques']","[266, 271]",non,non
5,20-122178,2020-10-07,2020-10-29,['3'],Travaux afférents à la réhabilitation d'un bâtiment en bibliothèque-médiathèque,fns,cmp2006,appeloffre,initial,Ville de Saint-Pourçain-sur-Sioule,03500,Saaint-Pourçain-sur-Sioule,,"['Ascenseur', 'Bâtiment', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Couverture', 'Electricité (travaux)', 'Isolation', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', 'Sanitaire', 'Serrurerie', 'Ventilation', 'Zinguerie']","[17, 33, 53, 57, 61, 74, 105, 169, 195, 222, 264, 269, 270, 308, 319, 321, 360, 372]",non,non
6,20-121281,2020-10-07,2020-11-10,['4'],Prestation d'hydrocurage et d'inspection télévisuelle de réseaux d'assainissement,joue,directive24,appeloffre,initial,Provence Alpes Agglomération,04000,Digne les Bains,,['Assainissement'],[18],non,non
7,20-121314,2020-10-07,2020-11-10,['4'],Prestation d'appui électromécanique aux régies de l'eau et de l'assainissement,joue,directive24,appeloffre,initial,Provence Alpes Agglomération,04000,Digne les Bains,,['Electromécanique'],[107],non,non
8,20-121523,2020-10-07,2020-11-12,['4'],Traitement et la valorisation des produits et matériaux provenant de déchèteries,joue,directive24,appeloffre,initial,Provence Alpes Agglomération,04000,Digne les Bains,,['Déchets non ménagers (prestations)'],[404],non,non
9,20-121174,2020-10-07,2020-11-10,['4'],Nettoyage annuel de réservoirs d'eau potable,joue,directive24,appeloffre,initial,Provence Alpes Agglomération,04000,Digne les Bains,,['Réservoir'],[307],non,non
