a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-90221,2021-07-02,2021-09-06,['1'],Concours de maîtrise d'oeuvre pour l'aménagement des espaces publics du quartier en renouvellement urbain de la Plaine à Oyonnax,joue,directive24,appeloffre,initial,COMMUNE D OYONNAX,01100,Oyonnax,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-91979,2021-07-02,2021-08-20,"['1', '39']","L'action, objet de la consultation, concerne une étude de définition de l espace de bon fonctionnement des cours d eau du bassin versant du Suran (01/39).",fns,cmp2006,appeloffre,initial,SYND DE RIVIERE AIN AVAL SES AFFLUENTS,01500,Ambérieu en bugey,,['Etude'],[118],non,non
21-90258,2021-07-02,2021-07-30,"['1', '69']",travaux de mise en accessibilite des batiments de la ccdsv,fns,cmp2006,appeloffre,initial,C-C-DOMBES-SAONE-VALLEE,01602,Trévoux cedex,,"['Electricité (travaux)', 'Plomberie (travaux)', 'Serrurerie', ""Tous corps d'état""]","[105, 270, 321, 345]",non,oui
21-91876,2021-07-02,2021-08-04,['2'],"Installation d'une ligne électrique à l'EcoCentre "" La Tuilerie ""-.",fns,cmp2006,appeloffre,initial,Valor'Aisne,02000,LAON,,"[""Tous corps d'état""]",[345],non,non
21-91506,2021-07-02,2021-09-10,"['2', '60', '80', '59', '62']",Fourniture et livraison de colis festifs pour les fêtes de fin d'année 2021-.,mapa,cmp2006,appeloffre,initial,COMMUNE DE TERGNIER,02700,TERGNIER,,['Colis'],[65],non,non
21-91910,2021-07-02,2021-07-20,['4'],Réhabilitation des vestiaires du stade Grabinski,fns,cmp2006,appeloffre,initial,Commune de Château Arnoux Saint Auban,04160,Château Arnoux Saint Auban,,"['Bardage', 'Carrelage', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', ""Tous corps d'état"", 'Amiante (désamiantage)']","[30, 53, 105, 117, 144, 222, 264, 270, 345, 479]",non,non
21-90374,2021-07-02,2021-09-17,['4'],Assurances pour les besoins de la commune,joue,directive24,appeloffre,initial,Ville de Sisteron,04200,Sisteron,,['Assurance'],[20],non,non
21-92046,2021-07-02,2021-09-02,['5'],Confortement de la culée rive gauche de la passerelle Gaboyer sur le Guil,fns,cmp2006,appeloffre,initial,CC DU GUILLESTROIS ET DU QUEYRAS,05600,GUILLESTRE,,"['Enrochements', 'Génie civil']","[110, 141]",non,non
21-91349,2021-07-02,2021-09-29,['5'],Projet global de modernisation des ouvrages gravitaires des canaux de la Séveraissette,fns,cmp2006,attribution,initial,ASA-du-canal-de-la-Motte-d'Aub,05800,AUBESSAGNE,,"['Canalisations', 'Irrigation']","[48, 168]",non,non
21-89719,2021-07-02,2021-07-23,['6'],Fourniture de pièces pour les réseaux eaux de la Régie Eau d'Azur,joue,directive25,appeloffre,initial,REGIE EAU D'AZUR,06203,Nice Cedex 3,,"['Canalisations', 'Equipement hydraulique', 'Fonderie', 'Fontainerie', 'Réseaux divers']","[48, 111, 130, 131, 306]",non,non
