,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-39575,2020-03-18,2020-05-04,['1'],"rénovation, valorisation touristique et culturelle de la cuivrerie de cerdon (rectificatif)",joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Monuments historiques'],[236],non,non
1,20-39655,2020-03-18,2020-05-04,['1'],fourniture et pose de signalétique pour les bâtiments du conseil départemental de l'ain (rectificatif),joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Signalétique'],[333],non,non
2,20-39337,2020-03-18,2020-04-15,['1'],Renouvellement de la concession de service public pour l'exploitation du casino de la commune nouvelle de Plateau d'Hauteville,joue,autre,rectificatif,rectificatif,Plateau d'Hauteville,01110,PLATEAU D'HAUTEVILLE,,"['Jeux, jouets']",[175],non,non
3,20-39220,2020-03-18,2020-03-31,['1'],Entretien des espaces verts sur divers sites communautaires du territoire de Haut-Bugey agglomération (01),joue,directive24,attribution,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,"[('2020-03-12', 'IDVERDE', (120000, 'EUR'), 'Sites touristiques autour de Nantua et autres'), ('2020-03-12', 'IDVERDE', (260000, 'EUR'), 'Sites assainissement et eau potable'), ('2020-03-12', ""Entreprise d'insertion des jeunes et adultes de l'Ain (EIJAA)"", (72000, 'EUR'), 'Lot réservé'), ('2020-03-12', 'IDVERDE', (104000, 'EUR'), 'Voie douce du Lange'), ('2020-03-12', 'IDVERDE', (50000, 'EUR'), 'Déchetteries')]",['Prestations de services'],[274],oui,oui
4,20-41588,2020-03-18,2020-04-30,['2'],Maintenance des installations d'assainissements et réseaux d'eau pluviales,fns,cmp2006,appeloffre,rectificatif,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,['Assainissement'],[18],non,non
5,20-41391,2020-03-18,2020-04-30,['2'],"L'exécution des travaux de remplacement et de mise en service, du groupe électrogène du Centre de Rééducation et de Réadaptation Fonctionnelle de Saint-Gobain",fns,cmp2006,appeloffre,rectificatif,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,['Groupe électrogène'],[143],non,non
6,20-41291,2020-03-18,2020-04-22,['3'],Gardiennage et surveillance de l'Hôtel du Département de l'Allier (03),fns,cmp2006,appeloffre,rectificatif,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Gardiennage'],[138],non,non
7,20-41271,2020-03-18,2020-04-30,['3'],Remplacement du système vidéo et audiovisuel de la salle du conseil communautaire et du logiciel de vote électronique,fns,cmp2006,appeloffre,rectificatif,Montluçon Communauté,03106,MONTLUCON,,"['Informatique (matériel)', 'Logiciel']","[162, 186]",non,non
8,20-41302,2020-03-18,2020-04-30,['3'],ACQUISITION DE DIVERSES FOURNITURES DE BÂTIMENTS POUR LE MAGASIN GÉNÉRAL DU CENTRE TECHNIQUE MUNICIPAL,fns,cmp2006,appeloffre,rectificatif,Ville de Montluçon,03106,Montlucon,,"['Clôture', 'Matériaux de construction', 'Outillage', 'Quincaillerie (articles)']","[64, 198, 251, 291]",non,non
9,20-41879,2020-03-18,2020-04-03,['3'],inspections détaillées et calculs de charge d'ouvrages d'art (rectificatif),mapa,cmp2006,appeloffre,rectificatif,Vichy Communauté,03209,Vichy Cedex,,['Prestations de services'],[274],non,non
