a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-58327,2020-05-01,2020-07-20,['3'],Travaux d'aménagement du deuxième pont sur l'Allier à Moulins et ses aménagements annexes - Lot no1 - Ouvrage d'art,joue,autre,rectificatif,rectificatif,Communauté d'agglomération de Moulins,03000,MOULINS,,"[""Ouvrage d'art"", ""Ouvrage d'infrastructure""]","[252, 253]",non,non
20-58455,2020-05-01,2020-06-02,['5'],EXTERNALISATION DES PRESTATIONS DE TRANSPORTS INTERNES,joue,directive24,appeloffre,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,,"['Prestations de services', 'Mise à disposition de personnel']","[274, 461]",non,non
20-58561,2020-05-01,2020-06-03,"['5', '4', '6', '13', '38', '83', '84']",Démolition et reconstruction de la Maison des Solidarités de Guillestre en pôle de services à la population,joue,directive24,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,Gap,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-58326,2020-05-01,2020-06-11,['6'],20N0121-FOURNITURE ET LIVRAISON DE BOISSONS NON ALCOOLISEES POUR LA METROPOLE NICE COTE D'AZUR,joue,directive24,appeloffre,initial,METROPOLE NICE COTE D AZUR,06000,Nice,,"['Boisson', 'Surgelés', 'Evénementiel']","[39, 330, 445]",non,non
20-58393,2020-05-01,2020-06-04,['6'],"20N0020 - Marché d'exploitation du réseau d'assainissement d'eaux usées communes de NICE, LA TRINITE, FALICON et SAINT ANDRE DE LA ROCHE",joue,directive25,appeloffre,initial,Métropole Nice Côte d'Azur,06000,Nice,,['Prestations de services'],[274],non,non
20-58167,2020-05-01,2020-06-11,['6'],TRAVAUX d'ENTRETIEN des DEPENDANCES VERTES DU RESEAU ROUTIER,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06000,Nice,,['Espaces verts'],[116],non,non
20-58298,2020-05-01,2020-06-10,['6'],Fourniture de 4X4 franchisseurs neufs ou d'occasion,joue,directive24,appeloffre,initial,SDIS (06),06273,Villeneuve-Loubet Cedex,,['Véhicules (acquisition)'],[475],non,non
20-58376,2020-05-01,2020-07-27,['6'],Concours Restreint De Maitrise D'oeuvre Sur Esquisse + Pour L'Aménagement De La Place Roubaud Et De Ses Abords,joue,directive24,attribution,initial,COMMUNE DE CANNES,06406,Cannes,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-58603,2020-05-01,2020-05-28,"['6', '13', '75', '83']",CREATION D'UN PARKING RELAIS VL SITUE AU NORD DU COMPLEXE DE LA BASTIDE ROUGE SUR LA COMMUNE DE CANNES,joue,directive25,appeloffre,initial,C.A.P.L.,06414,Cannes Cedex,,"[""Ouvrage d'infrastructure"", 'Terrassement', 'Voirie et réseaux divers', 'Dépollution', 'Sondage (travaux)']","[253, 341, 366, 442, 478]",non,non
20-58459,2020-05-01,2020-06-02,"['6', '83', '13', '75']","Fourniture, livraison, installation et maintenance de Compacteurs à Déchets Aériens sur le territoire de la CACPL",joue,directive24,appeloffre,initial,C.A.P.L.,06414,Cannes Cedex,,"['Conteneur, poubelles']",[71],non,non
20-53926,2020-05-01,2020-12-31,"['10', '51', '52']","marché relatif à la fourniture d'articles de papeterie, de bureau et cartouches d'encre",joue,directive24,appeloffre,initial,Lycée polyvalent Marie de Champagne,10000,TROYES,,"['Articles de bureau et articles scolaires', 'Consommables informatiques', 'Papeterie']","[16, 68, 262]",oui,oui
20-59351,2020-05-01,2020-05-22,['11'],Numéro de la consultation : 2020T0500 RÉALISATION DE TRAVAUX DE DÉPLOIEMENT FTTH DANS LE LEZIGNANAIS,fns,cmp2006,appeloffre,initial,SYNDICAT AUDOIS ENERGIES ET NUMÉRIQUE,11000,CARCASSONNE,,['Fibre optique'],[133],non,non
20-58281,2020-05-01,2020-05-15,['13'],SERVICES DE TRANSPORT D'ELEVES ET D'ETUDIANTS HANDICAPES A DESTINATION DE LEUR ETABLISSEMENT SCOLAIRE OU UNIVERSITAIRE,joue,directive25,attribution,initial,Régie des Transports Métropolitains,13013,Marseille,,['Transport'],[347],non,non
20-58606,2020-05-01,2020-06-15,['13'],Marche De Maintenance Multi-Techniques Pour La Ville D'Aix En Provence,joue,directive24,appeloffre,initial,COMMUNE D AIX EN PROVENCE,13100,Aix-en-Provence,,['Maintenance'],[196],non,non
20-58640,2020-05-01,2020-07-27,['13'],Maintenance Des Elements Actif Du Reseau Informatique,joue,directive24,attribution,initial,COMMUNE D AIX EN PROVENCE,13100,Aix-en-Provence,,['Informatique (maintenance serveurs et réseaux)'],[454],non,non
20-58313,2020-05-01,2020-06-18,['13'],Maîtrise d'oeuvre pour la réhabilitation de l'Espace Pierre Tristani - Commune de Miramas,joue,directive24,appeloffre,initial,Commune de Miramas,13140,Miramas,,['Ingénierie'],[455],non,non
20-58523,2020-05-01,2020-05-27,['13'],Marché de maîtrise d'oeuvre Pré-DUP RD 113 - Aménagement du carrefour des Guigues au carrefour de Flory,joue,autre,rectificatif,rectificatif,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-58269,2020-05-01,2020-06-25,['13'],Prestations service de nettoyage des locaux de l'Ensosp,joue,autre,rectificatif,rectificatif,ENSOSP,13798,Aix En Provence,,['Nettoyage de locaux'],[239],oui,non
20-36124,2020-05-01,2020-06-30,['17'],fourniture d'objets promotionnels aux couleurs de la charente-maritime,joue,directive24,appeloffre,initial,Cons. Départ. de la Charente-Maritime,17076,La Rochelle Cedex 9,,['Objet publicitaire'],[464],non,oui
20-58288,2020-05-01,2020-06-04,['20A'],Accord cadre pour la réalisation d'Etudes géotechniques,joue,directive24,appeloffre,initial,Ametarra spl,20000,Ajaccio,,['Etude'],[118],non,non
20-58320,2020-05-01,2020-07-27,['20A'],Numéro de la consultation : 2019-3dep-0358 Travaux de maintenance des équipements des tunnels routiers de Corse du Sud,joue,directive24,attribution,initial,COLLECTIVITE DE CORSE,20187,Ajaccio,,"['Electricité (travaux)', 'Maintenance', 'Plomberie (travaux)']","[105, 196, 270]",non,non
20-58375,2020-05-01,2020-06-02,['20B'],Travaux courants de maintenance du patrimoine routier (hors enrobé) de la Collectivité de Corse,joue,directive24,appeloffre,initial,COLLECTIVITE DE CORSE,20187,Ajaccio,,"['Génie civil', 'Voirie']","[141, 365]",non,non
20-58564,2020-05-01,2020-05-11,['20A'],Etudes géotechniques de risques naturels sur le réseau routier de la Collectivité de Corse,joue,autre,rectificatif,rectificatif,COLLECTIVITE DE CORSE,20187,Ajaccio,,['Ingénierie'],[455],non,non
