a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-54014,2020-04-20,2020-05-11,['1'],Mssion de contrôle technique et de coordination en matière de sécurité et de protection de la santé pour la réhabilitation et extension du site de la charité - université jean moulin lyon,mapa,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01006,Bourg en bresse cedex,,['Contrôle technique'],[72],non,non
20-54656,2020-04-20,2020-05-19,"['1', '69', '39']",Assistance vétérinaire auprès des animaux de la fourrière et du refuge intercommunal de Haut-Bugey Agglomération,fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Animaux'],[9],non,non
20-54520,2020-04-20,2020-05-25,['1'],Remplacement des tabliers des ponts bascules des quais de transfert de Groissiat et de Saint Pierre en Faucigny - 2 lots,fns,cmp2006,appeloffre,initial,SYND MIXTE GEST DECHET FAUCIGNY GENEVO,01200,BELLEGARDE SUR VALSERINE,,['Déchetterie (travaux)'],[96],non,non
20-54256,2020-04-20,2020-05-18,['1'],marché public relatif l'entretien des installations d'assainissement non collectif des usagers du spanc,fns,cmp2006,appeloffre,initial,CC DE LA DOMBES,01400,Châtillon-sur-Chalaronne,,['Assainissement'],[18],non,non
20-54202,2020-04-20,2020-06-15,['2'],Réaménagement de divers locaux du bloc obstétrical du centre hospitalier de Soissons (rectificatif),mapa,cmp2006,appeloffre,rectificatif,Centre Hospitalier de Soissons,02209,Soissons,,"['Electricité (travaux)', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols']","[105, 222, 264, 270, 308]",non,non
20-54218,2020-04-20,2020-06-15,['2'],Location ou achat de véhicules pour le centre hospitalier de Soissons (rectificatif),fns,cmp2006,appeloffre,rectificatif,Centre Hospitalier de Soissons,02209,Soissons,,['Véhicules'],[359],non,non
20-54211,2020-04-20,2020-06-26,['2'],ACHAT D'UN TRACTEUR-.,mapa,cmp2006,appeloffre,initial,MAIRIE DE CHAUNY,02302,Chauny cedex,,['Véhicules (acquisition)'],[475],non,non
20-54312,2020-04-20,2020-05-26,['3'],Installation d'un 2ème scanner à Ambroise Paré - 1er étage,fns,cmp2006,appeloffre,rectificatif,Centre Hospitalier Moulins-Yzeure,03006,Moulins,,"['Chauffage (travaux)', 'Electricité (travaux)', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)']","[61, 105, 222, 264, 270]",non,non
20-54691,2020-04-20,2020-07-18,['3'],PALEOPOLIS-Construction de deux bâtiments'Introduction' et 'Vestiaires'-Département de l'Allier (03),fns,cmp2006,attribution,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,"[('2020-04-10', 'DUPRAT', (98176, 'EUR'), None), ('2020-04-11', 'I.T.Control Expert', (185379.2, 'EUR'), None), ('2020-04-14', 'MAZET', (32649.28, 'EUR'), None), ('2020-04-14', 'CMV ROSSIGNOL', (7759.15, 'EUR'), None), ('2020-04-11', 'ENTREPRISE ALEXANDRE', (2450, 'EUR'), None), ('2020-04-10', 'RDB ENERGIES', (35221.06, 'EUR'), None), ('2020-04-15', 'Eiffage Energie Industrie Tertiaire Loire Auvergne', (21724.86, 'EUR'), None)]",['Bâtiment'],[33],non,oui
20-54436,2020-04-20,2020-07-18,['3'],Assistance à maitrise d'ouvrage pour le déploiement de centrales photovoltaïques sur les bâtiments du département de l'Allier(03),fns,cmp2006,attribution,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,"[('2020-03-23', 'GREENBIRDIE', (83300, 'EUR'), None)]",['Ingénierie'],[455],non,non
20-52507,2020-04-20,2020-05-22,['3'],fourniture de végétaux ligneux et de plantes vivaces,fns,cmp2006,appeloffre,initial,Ville de Vichy,03201,Vichy cedex,,['Végétaux'],[358],non,non
20-54309,2020-04-20,2020-06-12,"['3', '19', '33']",La présente consultation a pour objet la maintenance des outils CAO du groupe d?étude de la 13° BSMATdétachement de TULLE.Le dossier de consultation des entreprises est disponible en pièces jointes.,fns,cmp2006,appeloffre,initial,13eBSMAT Détachement de Moulins,03402,Yzeure cedex,,['Informatique (prestations de services)'],[163],non,non
20-54580,2020-04-20,2020-07-02,['6'],CHU de Nice - Hôpital Pasteur 1- Travaux de remplacement de la production d'eau glacée,fns,cmp2006,appeloffre,initial,C.H.U. de Nice,06003,Nice cedex 1,,['Plomberie (travaux)'],[270],non,non
20-54513,2020-04-20,2020-05-20,['6'],"MAPA 2020-017 : FOURNITURE ET POSE DE PNEUMATIQUES ET DES EQUIPEMENTS ASSOCIES SUR LES VEHICULES LEGERS DE LA VILLE DU CANNET, DU CCAS ET DU GIP",mapa,cmp2006,appeloffre,rectificatif,COMMUNE LE CANNET,06110,LE CANNET,,['Pneumatiques'],[271],non,non
20-54564,2020-04-20,2020-06-20,['6'],Aménagement du vallon des Clausonnes- commune de Biot,fns,cmp2006,attribution,initial,SYND MIXTE INONDATIONS AMENAGEMENT GES,06204,Nice cedex 3,,"['Busage', 'Canalisations', 'Enrochements']","[40, 48, 110]",non,non
20-54408,2020-04-20,2020-07-18,['6'],Maintenance du SIG et prestations complémentaires,fns,cmp2006,attribution,initial,COMMUNE DE CANNES,06406,CANNES,"[('2020-04-07', 'ESRI France', (180000, 'EUR'), None)]","['Informatique (prestations de services)', 'Logiciel']","[163, 186]",non,non
20-54418,2020-04-20,2020-06-20,['7'],"Restructuration du collège Les Perrières à ANNONAYLot 13 - Plâtrerie, peinture, faux-plafonds",fns,cmp2006,attribution,initial,Département de l'Ardèche,07007,Privas,"[('2020-03-04', 'Entreprise Denis Mazet', (628828.55, 'EUR'), None)]",['Bâtiment'],[33],non,non
20-54698,2020-04-20,2020-06-30,['7'],Maîtrise d'oeuvre création cimetière,fns,cmp2006,appeloffre,initial,Ville de Cruas,07350,Cruas,,['Cimetière'],[437],non,non
20-54542,2020-04-20,2020-05-15,['9'],FOURNITURE DE MATERIEL INFORMATIQUE,fns,cmp2006,appeloffre,initial,COMMUNAUTE D'AGGLOMERATION PAYS FOIX-V,09000,Foix,,['Informatique (matériel)'],[162],non,non
20-54295,2020-04-20,2020-05-12,['11'],RD6161 - renforcement et mise en sécurité,fns,cmp2006,appeloffre,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,['Voirie'],[365],oui,non
20-53903,2020-04-20,2020-05-11,['12'],RD no 68 - renforcement de la chaussée et réfection de la couche de roulement - p.r. 0.000 à 6.502 - canton de causse comtal- communes de rodelle et sebazac concoures,fns,cmp2006,appeloffre,initial,Conseil Départemental de l AVEYRON,12450,Flavin,,['Voirie'],[365],non,non
20-54455,2020-04-20,2020-05-26,['13'],mandat de commissariat aux comptestitulaire et suppléant,mapa,cmp2006,appeloffre,initial,Fondation Méditerranée Infection,13005,Marseille,,['Audit'],[21],non,non
