a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-86146,2021-06-26,2021-09-01,['4'],souscription des contrats d'assurance pour le sydevom de haute provence. (4 lots),joue,directive24,appeloffre,initial,SYDEVOM de Haute Provence,04310,Peyruis,,['Assurance'],[20],non,non
21-86530,2021-06-26,2021-08-26,"['5', '4']","Prestations d'analyses bactériologiques, endotoxines et physico-chimiques dans le cadre du groupement de commandes du GHT des Alpes du Sud",joue,directive24,appeloffre,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,,"['Analyses médicales, biologiques']",[8],non,non
21-86992,2021-06-26,2021-07-26,['5'],Route Départementale no1091 création d'une bande cyclable,joue,directive24,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,Gap,,"['Terrassement', 'Voirie']","[341, 365]",non,non
21-86689,2021-06-26,2021-07-30,['5'],Marché de maîtrise d'oeuvre pour les travaux de restructuration complète du centre station et du front de neige.,joue,directive24,appeloffre,initial,COMMUNE DE SAINT CHAFFREY,05330,Saint-chaffrey,,['Ingénierie'],[455],non,non
21-71941,2021-06-26,2021-08-23,['6'],vérifications périodiques règlementaires des appareils et accessoires des véhicules et engins départementaux,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06200,Nice,,['Prestations de services'],[274],non,non
21-81587,2021-06-26,2021-07-26,['6'],réalisation d'un ouvrage d'art sur la rd 91,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06200,Nice,,"[""Ouvrage d'art""]",[252],non,non
21-86983,2021-06-26,2021-07-24,['6'],"Marché de location, pose dépose et maintenance de décors et matériels d'illumination pour les fêtes de fin d'année",joue,autre,rectificatif,rectificatif,COMMUNE DE SAINT JEAN CAP FERRAT,06230,Saint Jean Cap Ferrat,,"['Illumination', 'Location (matériels)', 'Maintenance', 'Matériel électrique', 'Prestations de services']","[170, 185, 196, 203, 274]",non,oui
21-86765,2021-06-26,2021-07-29,['6'],21N0221 - Etudes de faisabilité des parcs de stationnement en ouvrage - Métropole NICE COTE D'AZUR,joue,directive24,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,"['Assistance technique', 'Assistance juridique']","[19, 434]",non,non
21-86738,2021-06-26,2021-08-16,['6'],"Géoréférencement des réseaux enterrés - Fibre optique, Signalisation et Eclairage public",joue,directive24,appeloffre,initial,COMMUNE DE CANNES,06406,Cannes,,"['Eclairage public', 'Fibre optique', 'Prestations de services', 'Signalisation']","[102, 133, 274, 322]",non,non
21-86951,2021-06-26,2021-07-24,['6'],ETUDE ET PERENNISATION DE LA CONNAISSANCE DES PLUS HAUTES EAUX CONNUES,joue,directive24,attribution,initial,C.A.P.L.,06414,Cannes Cedex,,"['Etude', 'Ingénierie']","[118, 455]",non,non
21-86968,2021-06-26,2021-08-24,['7'],Maîtrise d'oeuvre pour la restructuration du collège de l'Eyrieux à Saint Sauveur de Montagut,joue,directive24,appeloffre,initial,Département de l'Ardèche,07007,Privas,,['Etude'],[118],non,non
21-86499,2021-06-26,2021-08-16,['7'],elaboration du plan local d'urbanisme intercommunal valant programme local de l'habitat (pluih) d'annonay rhône agglo (relance suite à classement sans suite),joue,directive24,appeloffre,initial,Annonay Rhône Agglo,07430,DAVEZIEUX,,['Etude'],[118],non,non
21-86679,2021-06-26,2021-09-09,['10'],"Fourniture et livraison de livres, CD, livres lus et DVD pour les services du Département de l'Aube (10)-.",joue,directive24,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,['Edition'],[104],non,non
21-86481,2021-06-26,2021-07-26,['10'],Accord-cadre mono-attributaire à bons de commandes relatif à l'achat de matériels professionnels de restauration et de laverie-.,joue,directive24,appeloffre,initial,MAIRIE DE TROYES,10000,TROYES,,"['Blanchisserie (matériel)', 'Restauration collective', 'Equipements spécialisés', 'Matériel électrique']","[37, 66, 115, 203]",non,non
21-86592,2021-06-26,2021-08-02,['10'],"Achat et livraison de papier pour imprimantes, photocopieurs et traceurs-.",joue,directive24,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,['Papeterie'],[262],non,non
21-87108,2021-06-26,2021-07-26,['11'],Ressuyage des terres - Travaux Grand vignes,joue,directive24,appeloffre,initial,SYNDICAT MIXTE DU DELTA DE L'AUDE,11100,NARBONNE,,"[""Travaux dans l'eau""]",[349],non,non
21-86849,2021-06-26,2021-07-28,['12'],"AO 2021-24 : Prestations de service d'assurance pour le compte du Centre Hospitalier d'Espalion-Saint Laurent d'Olt, du CH de Saint Geniez d'Olt et de l'EHPAD d'Aubin.",joue,directive24,appeloffre,initial,Centre Hospitalier Jacques Puel,12027,Rodez cedex 9,,['Assurance'],[20],non,non
21-87017,2021-06-26,2021-09-12,['13'],Maintenance préventive et corrective des machines tournantes du métro de la RTM,joue,directive25,appeloffre,initial,Régie des Transports Métropolitains,13013,Marseille,,['Maintenance'],[196],non,non
21-86619,2021-06-26,2021-09-12,['13'],Prestations de maintenance et fourniture de manocontacts du métro de la RTM,joue,directive25,appeloffre,initial,Régie des Transports Métropolitains,13013,Marseille,,"['Maintenance', 'Matériel électrique']","[196, 203]",non,non
21-87100,2021-06-26,2021-07-02,['13'],Gestion et exploitation de l'usine de production d'eau potable de Saint Eutrope,joue,directive25,appeloffre,initial,REGIE DES EAUX DU PAYS D AIX,13100,Aix en provence,,['Station de pompage'],[326],non,non
21-86910,2021-06-26,2021-07-12,"['13', '83', '84']",missions de diagnostics techniques pour le compte de l'epf paca (rectificatif),joue,autre,rectificatif,rectificatif,ETS PUB FONCIER P A C A,13207,MARSEILLE CEDEX 01,,"['Etude', 'Amiante (diagnostic)']","[118, 431]",non,non
21-86539,2021-06-26,2021-07-30,"['13', '6']","travaux de confortement, désamiantage et déconstruction de biens sinistrés dans les vallées de la vésubie et de la roya, en conséquence de la tempête alex - alpes maritimes (06)",joue,directive24,appeloffre,initial,ETS PUB FONCIER P A C A,13207,MARSEILLE CEDEX 01,,"['Démolition', 'Amiante (désamiantage)']","[87, 479]",non,non
21-87061,2021-06-26,2021-07-16,['13'],Mission De Maîtrise D'Oeuvre Pour La Creation D'Un Poste Electrique De Conversion De Frequence 50/60 Hz Et De Transformation Ht Pour L'Alimentation Des Navires De Croisiere En Esca,joue,directive25,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,,['Ingénierie'],[455],non,non
21-86751,2021-06-26,2021-07-24,['13'],Mission de conseil et d'assistance technique à la gestion d'une enveloppe de crédits du Fonds social européen (FSE),joue,directive24,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille,"[('2021-05-20', 'IN EXTENSO INNOVATION CROISSANCE', (120000, 'EUR'), ""Mission de conseil et d'assistance technique à la gestion d'une enveloppe de crédits du Fonds social européen (FSE)"")]",['Assistance technique'],[19],non,non
21-86541,2021-06-26,2021-07-30,['13'],RD6 - Déviation de La Barque et liaison D6/A8 - Mission de coordination en matière de sécurité et de protection de la santé (catégorie 1),joue,directive24,appeloffre,initial,Conseil Departementa des Bouches-du R,13256,Marseille,,"['Assistance technique', 'Prestations de services']","[19, 274]",non,non
21-86877,2021-06-26,2021-07-15,['13'],"Contrat D'Agregation De Flexibilite De Consommation Electrique. Valorisation Des Productions Groupes Electrogenes Existantes, Batterie De Stockage Et Deploiement Du Photovoltaique",joue,autre,rectificatif,rectificatif,APHM,13292,Marseille,,['Photovoltaïque'],[476],non,oui
21-88026,2021-06-26,2021-07-16,['84'],Mission de C.S.P.S Conception et réalisation Catégorie 1 pour la Restructuration - Extension du secteur électrotechnique du Lycée DE GIRARD / SCHUMAN à AVIGNON (84),mapa,cmp2006,appeloffre,initial,Conseil Rég Provence-Alpes-Côte d'Azur,13331,Marseille,,['Prestations de services'],[274],non,non
21-86866,2021-06-26,2021-09-15,['13'],La mise en oeuvre d'un plan de gestion favorable à l'outarde canepetière et la faune associée sur l'aéroport d'Avignon-Caumont et sur l'aérodrome de Vinon sur Verdon,joue,directive24,appeloffre,initial,Région Provence Alpes Côte d'Azur,13481,Marseille,,['Prestations de services'],[274],non,oui
