,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-113436,2020-09-16,2020-10-26,['1'],"Aménagement d'un 'bus expo' sur le projet BHNS Trévoux-Lyon : Transformation d'un véhicule, conception et réalisation de l'habillage extérieur et de l'agencement intérieu",mapa,cmp2006,appeloffre,initial,R.D.T. Ain,01000,Bourg en Bresse,,"['Prestations de services', 'Véhicules']","[274, 359]",non,non
1,20-112268,2020-09-16,2020-10-15,['1'],"Fabrication, transport et mise en oeuvre d'enrobés hydrocarbonés à chaud sur les routes départementales de l'Ain et les autres propriétés du Département",joue,directive24,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Voirie'],[365],non,non
2,20-111849,2020-09-16,2020-10-16,['1'],"equipements, matériels et fournitures pour la gestion, la conservation et la restauration des documents d'archives - boîtes de conditionnement d'archives",mapa,cmp2006,appeloffre,initial,Département de l'Ain,01003,Bourg en bresse cedex,,"['Carton', 'Papeterie']","[54, 262]",non,non
3,20-112434,2020-09-16,2020-10-20,['1'],Assistance à maîtrise d'ouvrage pour la réalisation du prolongement du tramway no15 des Nations (Genève - SUISSE) sur la commune de Ferney-Voltaire (FRANCE),joue,directive24,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,GEX,,"['Prestations de services', ""Assistance à maîtrise d'ouvrage"", 'Ingénierie']","[274, 433, 455]",non,non
4,20-112170,2020-09-16,2020-12-12,['2'],Etudes d'ingénierie en voirie et bâtiment pour la Ville et le Ccas de Saint-Quentin,joue,directive24,attribution,initial,COMMUNE DE SAINT QUENTIN,02107,Saint-Quentin,"[('2020-08-24', 'Qualiconsult', (3430, 'EUR'), 'Mission de contrôle technique'), ('2020-08-24', 'Apave Nord Ouest Sas', (4000, 'EUR'), 'Mission de contrôle technique'), ('2020-08-24', 'Btp Consultants', (5124, 'EUR'), 'Mission de contrôle technique'), ('2020-08-24', 'Qualiconsult', (1890, 'EUR'), 'Mission de coordination en matière de sécurité et de protection de la santé des travailleurs'), ('2020-08-24', 'Apave Nord Ouest Sas', (2650, 'EUR'), 'Mission de coordination en matière de sécurité et de protection de la santé des travailleurs'), ('2020-08-24', 'Cefaq', (1649, 'EUR'), 'Mission de coordination en matière de sécurité et de protection de la santé des travailleurs'), ('2020-08-24', 'Btp Consultants', (2460, 'EUR'), 'Mission de coordination en matière de sécurité et de protection de la santé des travailleurs'), ('2020-08-24', 'Fondasol', (3220, 'EUR'), 'Etudes géotechniques'), ('2020-08-24', 'Geotec', (3520, 'EUR'), 'Etudes géotechniques'), ('2020-08-24', 'Ginger Cebtp', (3600, 'EUR'), 'Etudes géotechniques'), ('2020-08-24', 'Wsp France', (5100, 'EUR'), 'Etudes géotechniques'), ('2020-08-24', 'Ecr Environnement Nord-Ouest', (3230, 'EUR'), 'Etudes géotechniques'), ('2020-08-24', 'Grpt Socotec Diagnostic Socotec Air Btp', (157685, 'EUR'), 'Diagnostic amiante et plomb')]",['Ingénierie'],[455],non,non
5,20-113485,2020-09-16,2020-10-21,['2'],Travaux de création de 2 bassins d'infiltration sur les places Raoul Dautry et du 113ème Régiment d'Infanterie à Quessy,fns,cmp2006,appeloffre,initial,CA Chauny-Tergnier-La Fère,02300,CHAUNY,,['Réseaux divers'],[306],non,non
6,20-113262,2020-09-16,2020-10-05,['2'],"études et échanges préalables avec les opérateurs économiques (ou sourçage) concernant le secteur d'activités ' panneaux photovoltaiques """,divers,autre,preinformation,initial,CA Chauny-Tergnier-La Fère,02300,Chauny,,['Photovoltaïque'],[476],non,non
7,20-110367,2020-09-16,2020-10-09,['3'],parc omnisports pierre coulon - rénovation de la lice du terrain no2,mapa,cmp2006,appeloffre,initial,Vichy Communauté,03201,Vichy Cedex,,['Terrain de sport'],[342],non,non
8,20-113445,2020-09-16,2020-10-09,"['4', '83']",TRAVAUX D'ENTRETIEN ET DE RESTAURATION DE LA VEGETATION DES BERGES ET DU LIT DU BASSIN DU VERDON - Année 2020 Lot 3 - Secteur Artuby-Lane,fns,cmp2006,appeloffre,initial,PNR du Verdon,04360,Moustiers Sainte Marie,,['Rivières/ruisseaux'],[310],non,non
9,20-113434,2020-09-16,2020-10-20,['4'],MISSION DE MANDAT DE DELAGATION DE MAITRISE D'OUVRAGE PUBLIQUE DELEGUEE POUR UNE OPERATION RHI,fns,cmp2006,appeloffre,initial,COMMUNE DE RIEZ,04500,Riez,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
