,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-69517,2020-05-30,2020-07-23,['4'],Acquisition De Matériels électriques D'éclairage Public,joue,directive24,appeloffre,initial,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,,['Matériel électrique'],[203],non,non
1,20-69366,2020-05-30,2020-08-25,['5'],Un accord-cadre multi attributaire pour la réalisation de travaux de réparation des Oa et de travaux géotechniques,joue,directive24,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,Gap,"[('2020-05-26', 'Charles Queyras Tp', (1293448, 'EUR'), 'Antennes Techniques de Briançon et Eygliers'), ('2020-05-26', 'Eiffage Genie Civil', (1702740, 'EUR'), 'Antennes Techniques de Briançon et Eygliers'), ('2020-05-26', 'Festa Sas', (1395087, 'EUR'), 'Antennes Techniques de Briançon et Eygliers'), ('2020-05-26', 'Charles Queyras Tp', (1422793, 'EUR'), 'Antennes Techniques de Gap et Saint Bonnet'), ('2020-05-26', 'Festa Sas', (1358417, 'EUR'), 'Antennes Techniques de Gap et Saint Bonnet'), ('2020-05-26', 'Stp Pistono Denis', (853321, 'EUR'), 'Antennes Techniques de Gap et Saint Bonnet'), ('2020-05-26', 'Festa Sas', (1386797, 'EUR'), 'Antennes Techniques de Laragne et Veynes'), ('2020-05-26', 'Stp Pistono Denis', (853321, 'EUR'), 'Antennes Techniques de Laragne et Veynes'), ('2020-05-26', 'Gtm Sud', (736955, 'EUR'), 'Antennes Techniques de Laragne et Veynes'), ('2020-05-26', 'Freyssinet', (988775, 'EUR'), 'Travaux géotechniques'), ('2020-05-26', 'Stabilisation Protection', (978985, 'EUR'), 'Travaux géotechniques'), ('2020-05-26', 'Gtm Sud', (592300, 'EUR'), 'Travaux géotechniques')]","[""Ouvrage d'art""]",[252],non,non
2,20-69325,2020-05-30,2020-08-25,['5'],Acquisition de licences logicielles et services associés,joue,directive24,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,Gap,"[('2020-05-26', 'Bechtle Comsoft', (256261, 'EUR'), None)]",['Logiciel'],[186],non,non
3,20-67678,2020-05-30,2020-07-28,['6'],etudes d'incidence des loisirs et des activités de pleine nature sur l'environnement,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,"[('2020-04-28', 'BIOTOPE', (600000, 'EUR'), ""Etudes d'incidence des loisirs et des activités de pleine nature sur l'environnement"")]",['Etude'],[118],non,non
4,20-69266,2020-05-30,2020-06-29,['12'],Routes Départementales - Assistance technique et Contrôle externe pour les études d'infrastructures routières,joue,directive24,appeloffre,initial,Conseil Départemental de l AVEYRON,12450,FLAVIN,,['Etude'],[118],non,non
5,20-69532,2020-05-30,2020-06-29,['12'],Fourniture et transport de béton prêt à l'emploi - 10 lots,joue,directive24,appeloffre,initial,Conseil Départemental de l AVEYRON,12450,Flavin,,['Matériaux routiers'],[199],non,non
6,20-69340,2020-05-30,2020-06-06,['13'],Accord-cadre de services de nettoyage des tunnels exploités par la Métropole Aix-Marseille-Provence,joue,autre,rectificatif,rectificatif,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Prestations de services'],[274],non,non
7,20-69176,2020-05-30,2020-07-28,"['13', '6']",maîtrise d'oeuvre (hors loi mop) pour des travaux de grosses réparations dans la région paca,joue,directive24,attribution,initial,ETS PUB FONCIER P A C A,13207,Marseille,,"[""Maîtrise d'oeuvre"", 'Prestations de services']","[197, 274]",non,non
8,20-69639,2020-05-30,2020-06-29,['13'],"Expertises, Conseils, Etudes, Strategies Et Marketing",joue,directive24,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,,['Etude'],[118],non,non
9,20-69653,2020-05-30,2020-08-25,['13'],Mission De Maîtrise D'oeuvre Pour Le Renforcement Du Reseau Electrique 20kv Destine Au Raccordement De Navires En Escales,joue,directive25,attribution,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,"[('2020-04-30', 'Artelia Industrie', (304050, 'EUR'), None)]",['Ingénierie'],[455],non,non
10,20-69502,2020-05-30,2020-08-28,['13'],"Travaux dans le corps d'état : Réseaux sanitaires, vidanges, débouchages - 2 lots",joue,directive24,attribution,initial,Ville de Marseille,13233,Marseille cedex 20,"[('2020-05-28', 'ORTEC Environnement SAS', (2000000.0, 'EUR'), 'Travaux dans le corps d\'état ""Réseaux sanitaires, vidanges, débouchages"": 1er, 6e, 7e, 8e, 9e, 10e, 11e, 12e arrondissements et équipements rattachés'), ('2020-05-28', 'ORTEC Environnement SAS', (2000000.0, 'EUR'), 'Travaux dans le corps d\'état ""Réseaux sanitaires, vidanges, débouchages"": 2e, 3e, 4e, 5e, 13e, 14e, 15e, 16e arrondissements et équipements rattachés')]",['Sanitaire'],[319],oui,oui
11,20-69598,2020-05-30,2020-08-28,['13'],"Tierce Maintenance Applicative des applications spécifiques ou libres de la Ville de Marseille, développements et prestations associées",joue,directive24,attribution,initial,Ville de Marseille,13233,Marseille cedex 20,,['Informatique (prestations de services)'],[163],non,non
12,20-69507,2020-05-30,2020-07-04,"['13', '4', '5', '6', '83', '84']","Prestations de services d'insertion professionnelle de type "" AccélèR'emploi"" (ACL) à mettre en oeuvre auprès des demandeurs d'emploi de la région Provence-Alpes-Côte d'Azur",joue,directive24,appeloffre,initial,Pôle emploi PACA,13395,Marseille,,['Prestations de services'],[274],non,non
13,20-69390,2020-05-30,2020-06-30,['13'],Fourniture et livraison de gasoil non routier (Gnr),joue,directive24,appeloffre,initial,Ville d'Arles,13637,Arles,,"['Carburant, hydrocarbure']",[52],non,non
14,20-69529,2020-05-30,2020-06-29,['14'],2020ASP078 - Aménagement de la traverse de SAINT LOUP DE FRIBOIS sur la RD 101,joue,directive24,appeloffre,initial,DEPARTEMENT DU CALVADOS,14035,CAEN CEDEX,,['Voirie'],[365],non,non
15,20-68690,2020-05-30,2020-06-22,"['14', '49', '35', '86', '45']","le marché a pour objet la fourniture de prestations d'évolutions logicielles, maintenance et hébergement des applicatifs e-toile (rectificatif)",joue,autre,rectificatif,rectificatif,ASSOCIATION E-TOILE,14053,CAEN,,"['Informatique (prestations de services)', 'Logiciel', 'Informatique (assistance)', 'Informatique (maintenance serveurs et réseaux)']","[163, 186, 453, 454]",non,non
16,20-68085,2020-05-30,2020-07-08,['17'],Acquisition de fournitures et de matériels de bureaux,joue,directive24,appeloffre,initial,Cons. Départ. de la Charente-Maritime,17076,LA ROCHELLE,,"['Articles de bureau et articles scolaires', 'Consommables informatiques', 'Matériel de bureau']","[16, 68, 207]",non,oui
17,20-68081,2020-05-30,2020-07-06,['17'],travaux de démolitions et retrait de matériaux contenant de l'amiante dans les collèges et bâtiments départementaux,joue,directive24,appeloffre,initial,Cons. Départ. de la Charente-Maritime,17076,La Rochelle Cedex 9,,['Amiante (désamiantage)'],[479],non,non
18,20-63511,2020-05-30,2020-09-15,['17'],collecte et traitement des déchets industriels spéciaux et banals issus des activités maritimes et portuaires du conseil départemental de la charente-maritime,joue,directive24,appeloffre,initial,Cons. Départ. de la Charente-Maritime,17076,La Rochelle Cedex 9,,['Déchets non ménagers (prestations)'],[404],non,oui
19,20-69576,2020-05-30,2020-07-29,"['17', '16', '33', '79']",Fournitures Scolaires et Pédagogiques - Travaux manuels et livres,joue,directive24,attribution,initial,Communauté d'Agglomération de Saintes,17100,Saintes,"[('2020-02-21', 'Lacoste', (160000, 'EUR'), 'FOURNITURES SCOLAIRES'), ('2020-02-21', 'Pichon', (64000, 'EUR'), 'TRAVAUX MANUELS'), ('2020-02-21', 'Saliba', (48000, 'EUR'), ""MANUELS SCOLAIRES ET MATERIELS D'ACCOMPAGNEMENT"")]",['Papeterie'],[262],non,non
20,20-69301,2020-05-30,2021-10-01,['18'],Marché public global de performance pour la conception et l'exploitation d'un centre de tri interdépartemental,joue,directive24,appeloffre,initial,SPL TRI BERRY NIVERNAIS,18000,Bourges,,['Déchets non ménagers (prestations)'],[404],non,non
21,20-69490,2020-05-30,2020-06-29,['18'],TRANSPORTS DE PRELEVEMENTS POUR ANALYSES MEDICALES OU AUTRES TRANSPORTS DIVERSPOUR LES ETABLISSEMENTS DU GHT DU CHER,joue,directive24,appeloffre,initial,C.H. Jacques Coeur de Bourges,18020,BOURGES Cedex,,"['Analyses médicales, biologiques', 'Transport']","[8, 347]",oui,oui
22,20-69552,2020-05-30,2020-06-30,['18'],"MARCHE DEXPLOITATION DE CHAUFFAGE(P1 MTI, P2, P3, P3R)pour les besoins de la ville de MEHUN SUR YEVRE-",joue,directive24,appeloffre,initial,Ville de Mehun sur Yévre,18500,MEHUN SUR YEVRE,,"['Chauffage (exploitation, entretien)']",[59],non,non
23,20-69277,2020-05-30,2020-08-08,['19'],"Convoyage, entretien et contrôle technique règlementaire du parc poids lourds du SDIS 19",joue,directive24,appeloffre,initial,SDIS 19,19003,Tulle cedex,,['Véhicules'],[359],non,non
24,20-69476,2020-05-30,2020-07-20,"['21', '25']",consultation en vue des prélèvements et analyses du contrôle sanitaire des eaux de la région bourgogne franche-comté,joue,directive24,appeloffre,initial,Agence Régionale de Santé BFC,21035,Dijon Cedex,,['Prestations de services'],[274],oui,non
25,20-69320,2020-05-30,2020-06-12,['21'],Fourniture de repas en liaison froide,joue,autre,rectificatif,rectificatif,Ville de Longvic,21600,Longvic,,['Restauration collective'],[66],non,oui
26,20-69487,2020-05-30,2020-07-08,"['25', '70', '39', '90', '71', '38', '58', '21']",Systèmes d'impression petits et hauts volumes pour le GHT CFC AO 2020-23,joue,directive24,appeloffre,initial,CENTRE HOSPITALIER REGIONAL UNVT,25030,Besançon,,"['Abris', 'Impression']","[1, 160]",non,non
27,20-70317,2020-05-30,2020-07-03,['25'],Réalisation de deux forages de reconnaissance - Recherche de nouvelles ressources en eau,fns,cmp2006,appeloffre,initial,Pays de Montbéliard Agglomération,25208,MONTBELIARD,,['Forage'],[132],non,non
28,20-69492,2020-05-30,2020-06-30,['27'],"Levé de sites départementaux (Bâtiments, topographie, levé et détection de réseau, bornage)",joue,autre,rectificatif,rectificatif,Conseil Général de l'Eure,27021,Evreux cedex 01,,['Prestations de services'],[274],non,non
29,20-69268,2020-05-30,2020-07-28,['27'],Fourniture et livraison de denrées alimentaires en appprovisionnements directs de produits de l'agriculture pour la cuisine départementale du collège de Navarre d'Evreux,joue,directive24,attribution,initial,Conseil Général de l'Eure,27021,Evreux cedex 01,,['Denrées alimentaires'],[88],non,oui
30,20-70325,2020-05-30,2020-07-30,['27'],Travaux de démolition et construction d'un préau et d'un bloc sanitaire au collège Pierre Brossolette à Brionne,fns,cmp2006,attribution,initial,DEPARTEMENT DE L EURE,27021,Evreux cedex 01,"[('2020-04-30', 'TERRASSEMENT TP CREVEL', (25600.96, 'EUR'), None), ('2020-04-29', 'EIFFAGE CONSTRUCTION HAUTE NORMANDIE', (231807.19, 'EUR'), None), ('2020-04-29', 'R2C SAS', (157679.92, 'EUR'), None), ('2020-05-29', 'ENC-CGB', (137717.28, 'EUR'), None), ('2020-04-29', 'DELTAKLIMA', (50280.0, 'EUR'), None), ('2020-04-30', 'DUVAL ELECTRICITE', (39099.63, 'EUR'), None)]","[""Tous corps d'état""]",[345],oui,oui
31,20-69506,2020-05-30,2020-07-01,['28'],Maintenance des installations techniques de l'ensemble du patrimoine immobilierdu Conseil départemental d'Eure et Loir relance des lots 7-11-14-16,joue,directive24,appeloffre,initial,Conseil général d'Eure et Loir,28028,Chartres,,['Prestations de services'],[274],non,non
