a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-155184,2019-10-15,2019-11-18,['1'],fourniture et livraison de granulés de bois pour chaufferie,fns,cmp2006,appeloffre,initial,SDIS de L'Ain,01000,Bourg-en-bresse,,['Combustible'],[438],non,oui
19-156010,2019-10-15,2019-10-28,['1'],Programme de réalisation de diagnostics autonomie pour les personnes âgées et les personnes handicapées sur le Département de l'Ain public hors plafond ANAH (rectificatif),fns,cmp2006,appeloffre,rectificatif,Département de l'Ain,01012,Bourg en bresse cedex,,['Ingénierie'],[455],non,non
19-156124,2019-10-15,2019-11-19,['1'],Aménagement d'une voie douce entre Oyonnax et Montréal-La-Cluse - Création de 4 passerelles,fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Passerelle'],[286],oui,oui
19-155919,2019-10-15,2019-11-05,['1'],fourniture et pose de clôtures en bordure d'étangs,fns,cmp2006,appeloffre,initial,CC DE LA DOMBES,01400,Châtillon-sur-Chalaronne,,['Clôture'],[64],oui,oui
19-156245,2019-10-15,2019-10-29,"['1', '74', '73', '69', '39', '42', '38', '77']",CCP N°23 du 12/08/2019 : Fabrication suivant plans de 8 kits éclateurs pour radar ARES au profit de l'atelier industriel de l'aéronautique d'AMBERIEU EN BUGEY (AIA.AB),fns,cmp2006,appeloffre,initial,AIA Ambérieu en Bugey,01500,Amberieu en bugey cedex,,['Pièces détachées'],[266],non,non
19-156076,2019-10-15,2019-11-04,['2'],Fourniture d'une patinoire avec son chemin de glisse et une piste de luge synthétique pour la ville de Saint-Quentin dans le cadre du Village de Noel,fns,cmp2006,appeloffre,initial,COMMUNE DE SAINT QUENTIN,02107,SAINT-QUENTIN,,['Location (matériels)'],[185],non,non
19-156641,2019-10-15,2019-11-06,['3'],Acquisition et maintenance d'un logiciel de télétransmission des feuilles de soins électroniques pour la PMI,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Logiciel'],[186],non,non
19-156474,2019-10-15,2019-11-07,['3'],Exécution des services de Transports à la Demande du réseau de transport interurbain de l'Allier,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Transport'],[347],non,non
19-156281,2019-10-15,2020-01-10,"['3', '18', '63']","Etudes conception, fournitures et installation de matériels destinés à l'agencement intérieur d'un commerce ainsi que son espace de stockage, au cercle mixte de l'école de gendarmerie d",fns,cmp2006,appeloffre,initial,CERCLE MIXTE ECOLE GENDARMERIE MONTLUC,03100,Montluçon,,['Equipements spécialisés'],[115],non,non
19-156347,2019-10-15,2019-11-12,['3'],Conception artistique et réalisation technique du spectacle Son & Lumière organisé dans le parc du Château de Lapalisse (Allier),fns,cmp2006,appeloffre,initial,Cté de Communes Pays de Lapalisse,03120,Lapalisse,,['Spectacle'],[472],non,non
19-156575,2019-10-15,2019-11-14,['4'],Numéro de la consultation : VILMI19T30 TRAVAUX DE RÉFECTION DE LA PISTE D'ATHLÉTISME,fns,cmp2006,appeloffre,initial,COMMUNE DE MANOSQUE,04100,Manosque,,['Remembrement (travaux connexes)'],[303],non,non
19-156224,2019-10-15,2019-11-08,['4'],"Accord-cadre à commandes pour la fourniture, gestion et livraison de titres restaurant sous format 'papier' pour les agents de la Communauté de Communes du Sisteronais-Buëch",fns,cmp2006,appeloffre,initial,CC DU SISTERONAIS BUECH,04200,SISTERON,,['Titres restaurant'],[416],non,non
19-118743,2019-10-15,2019-12-16,['4'],Exploitation d'un bateau hydro bus à propulsion électrique,dsp,dsp,appeloffre,initial,Mairie d'Esparron de Verdon,04800,ESPARRON DE VERDON,,['Délégation de service public'],[406],non,non
19-156469,2019-10-15,2019-11-05,['4'],Numéro de la consultation : 19SGB004 Marché de maintenance et travaux des installations électriques,fns,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,['Electricité (travaux)'],[105],non,non
19-156456,2019-10-15,2019-11-14,['5'],Acquisition et location de matériel événementiel,mapa,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,['Mobilier'],[230],non,non
19-156149,2019-10-15,2019-11-08,['5'],Gestion du stade de Slalom de Montgenèvre,dsp,dsp,appeloffre,initial,Régie Remontées Mécaniques Montgenèvre,05100,MONTGENEVRE,,['Equipement sportif'],[113],non,non
19-156401,2019-10-15,2019-11-07,['5'],Fourniture de composteurs individuels et collectifs,fns,cmp2006,appeloffre,initial,COMMUNAUTE COMMUNES DU BRIANCONNAIS,05100,Briançon,,['Composteur'],[439],non,non
19-156404,2019-10-15,2019-10-25,['6'],Travaux de remplacement des compteurs d'eau sur le périmètre de la Régie Eau d'Azur,fns,cmp2006,appeloffre,initial,REGIE EAU D'AZUR,06203,Nice Cedex 3,,"[""Compteur d'eau""]",[440],non,non
19-156113,2019-10-15,2019-11-19,['6'],Fourniture de matériel hydraulique,fns,cmp2006,appeloffre,initial,SDIS (06),06273,Villeneuve Loubet Cedex,,"['Equipement hydraulique', ""Matériel de secours et d'incendie""]","[111, 217]",non,non
19-155886,2019-10-15,2019-12-15,['6'],Opération 2019Création et alimentation en eau d'un réseau de neige sur le domaine de ski de fond des launes,fns,cmp2006,attribution,initial,syndicat mixte de valberg,06470,VALBERG,,"['Enneigement artificiel', 'Etude']","[109, 118]",non,non
19-155881,2019-10-15,2019-12-15,['6'],Viabilité hivernale 2019-2022,fns,cmp2006,attribution,initial,Syndicat Intercommunal de Valberg,06470,Valberg,"[('2019-09-30', 'COLAS MM-AGENCE COZZI', (81750.0, 'EUR'), None)]",['Déneigement'],[98],non,non
19-154449,2019-10-15,2019-11-14,['6'],"Extension reseaux eaux usees et pluviales, renovation reseau eclairage et mise en place de 3 fourreaux pour la fibre sur 620 ml - corniche andre tardieu menton",fns,cmp2006,appeloffre,initial,C.A. de la Riviera Française,06500,Menton,,"['Assainissement', 'Eclairage public', 'Réseaux divers', 'Travaux de viabilité', 'Voirie et réseaux divers']","[18, 102, 306, 353, 366]",non,non
19-156481,2019-10-15,2019-11-12,['6'],"Numéro de la consultation : 2019/08 ENTRETIEN , REPARATIONS MECANIQUES ET TRAVAUX DE CARROSSERIE ET CHAUDRONNERIE DES VEHICULES ET ENGINS D'UNIVALOM",fns,cmp2006,appeloffre,initial,SYND MIXTE VALORISATION DECHETS UNIVAL,06605,ANTIBES,,['Mécanique'],[221],non,non
19-156421,2019-10-15,2019-11-18,['6'],Acquisition d'engrais chimiques et de produits nécessaires aux traitements préventifs et curatifs des végétaux,fns,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Produits chimiques'],[275],non,non
19-156628,2019-10-15,2019-11-06,['8'],MOE POUR LA RESTAURATION DU CHATEAU-FORT-.,fns,cmp2006,appeloffre,initial,Mairie de Sedan,08200,SEDAN,,"[""Maîtrise d'oeuvre""]",[197],non,non
19-156319,2019-10-15,2019-11-22,['8'],Travaux logement dans bâtiment communal-.,fns,cmp2006,appeloffre,initial,COMMUNE DE MARCQ,08250,MARCQ,,"[""Tous corps d'état""]",[345],non,non
19-156133,2019-10-15,2019-11-04,['8'],"Location, support et maintenance de matériels d'impression-.",fns,cmp2006,appeloffre,initial,COMMUNAUTE COMMUNES ARGONNE ARDENNAISE,08400,VOUZIERS,,"['Maintenance', 'Matériel de bureau', 'Reprographie']","[196, 207, 305]",non,non
19-156548,2019-10-15,2019-11-13,['8'],"Mission de maitrise d'oeuvre pour la conception d'une mise en lumière de Charlemont, citadelle de Givet (08600)",mapa,cmp2006,appeloffre,initial,COM COMMUNES ARDENNE RIVES de MEUSE,08600,Givet,,"[""Maîtrise d'oeuvre""]",[197],non,oui
19-156503,2019-10-15,2019-11-05,['11'],Achat de 2 midibus d'occasion,fns,cmp2006,appeloffre,initial,REGIE DES TRANSPORTS CARCASSONNE AGGLO,11000,CARCASSONNE,,['Véhicules (acquisition)'],[475],non,non
19-155959,2019-10-15,2019-11-12,['11'],Prestations de carrosserie sur véhicules et engins du Parc Départemental,fns,cmp2006,appeloffre,initial,Département de l'Aude,11000,CARCASSONNE,,"['Prestations de services', 'Véhicules']","[274, 359]",non,non
19-156135,2019-10-15,2019-11-05,['12'],outil de médiation numérique - site archéologique de la graufesenque (12100 millau),mapa,cmp2006,appeloffre,initial,Ville de Millau,12101,Millau Cedex,,"['Etude', 'Informatique (prestations de services)']","[118, 163]",non,non
19-156123,2019-10-15,2019-11-18,['12'],etude d'un schéma directeur d'aménagement en vue de la création de nouveaux espaces de vie en bastide et étude pré-opérationnelle sur l'habitat,fns,cmp2006,appeloffre,initial,Commune de Villefranche de Rouergue,12203,Villefranche de rouergue cedex,,['Etude'],[118],non,non
19-156622,2019-10-15,2019-11-14,['13'],MAPA2019-11 Missions de maîtrise d'oeuvre pour des travaux de création et réhabilitation d'ouvrages d'assainissement collectif sur la Commune d'Eygalières,mapa,cmp2006,appeloffre,initial,CCVBA,13210,St-Rémy-de-Provence,,"[""Maîtrise d'oeuvre""]",[197],non,non
19-156159,2019-10-15,2020-01-12,['13'],Mission de maîtrise d'oeuvre pour les travaux de mise en sécurité (génie civil - voirie - mécanismes de manoeuvre - structure métallique) du pont basculant de Martigues-Jonquières,mapa,cmp2006,attribution,initial,GRAND PORT MARITIME DE MARSEILLE,13226,MARSEILLE,,"[""Maîtrise d'oeuvre"", 'Ouvrage métallique']","[197, 254]",non,non
19-156325,2019-10-15,2019-11-15,['13'],"Fourniture et maintenance d'un système d'analyse par voltampérométrie et polarimétrie Fourniture des pièces détachées, accessoires et consommables associés",fns,cmp2006,attribution,initial,CENTRE HOSPITALIER REG DE MARSEILLE,13354,Marseille cedex 05,"[('2019-10-09', 'METHROM', (221000, 'EUR'), None)]",['Matériel médical'],[212],non,non
19-156362,2019-10-15,2020-01-12,['13'],TRAVAUX D'EXTENSION DE LA SALLE POLYVALENTE MUNICIPALE DE MOULIN DE REDON A AURIOL,fns,cmp2006,attribution,initial,Commune d'Auriol,13390,AURIOL,,"['Charpente', 'Gros oeuvre', 'Menuiserie']","[57, 144, 222]",non,non
19-155965,2019-10-15,2019-12-15,['13'],Maintenance préventive et corrective du réseau de video protection de la ville de Gémenos.,fns,cmp2006,attribution,initial,commune,13420,Gémenos,"[('2019-10-02', 'SNEF CONECT 6E', (7800, 'EUR'), None)]",['Maintenance'],[196],non,non
19-156089,2019-10-15,2020-01-12,['13'],Marché public de conception réalisation pour la construction d'une école maternelle de 11 classes sur la Commune d'Eyguières,fns,cmp2006,attribution,initial,Commune d'Eyguières,13430,Eyguières,,"[""Tous corps d'état""]",[345],non,non
19-156532,2019-10-15,2019-11-08,"['93', '75']",Prestation de nettoyage des locaux et des vitres des UMR MERIT et LEDA 2 lots géographiques Lot 1 MERIT (paris 6e) Lot 2 LEDA (paris 10e),mapa,cmp2006,appeloffre,initial,IRD,13572,Marseille,,['Nettoyage de locaux'],[239],non,oui
19-156562,2019-10-15,2019-10-29,['13'],RENOUVELLEMENT DU PARC VEHICULES DE LA MAIRIE DE MARTIGUES - VEHICULES ELECTRIQUES ET VEHICULE UTILITAIRE,mapa,cmp2006,appeloffre,initial,COMMUNE DE MARTIGUES,13692,Martigues cedex,,['Véhicules (acquisition)'],[475],non,non
19-155903,2019-10-15,2019-11-14,['14'],Acquisition mise en oeuvre et maintenance d'un outil de gestion technique du patrimoine immobilier,fns,cmp2006,attribution,initial,DEPARTEMENT DU CALVADOS,14000,Caen,"[('2019-10-14', 'LABEO SA', (164420, 'EUR'), None)]",['Informatique (prestations de services)'],[163],non,non
