,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-31182,2021-03-09,2021-04-01,['1'],Travaux de réfection et d'aménagement dans différents collèges et bâtiments du Département de l'Ain (consultation 2020-1),fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Bâtiment'],[33],non,non
1,21-31533,2021-03-09,2021-03-30,['1'],Acquisition de 24 colonnes enterrées pour la collecte des déchets ménagers dans le quartier du Pré-des-Saules à Bellignat (01100),fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Collecte sélective'],[82],non,oui
2,21-31312,2021-03-09,2021-03-23,['1'],marchés relatifs à l'exécution des travaux de création d'une maison de santé pluridisciplinaire à gex: lot no01 désamiantage - curage - démolition. (rectificatif),fns,cmp2006,appeloffre,rectificatif,Mairie de Gex,01174,Gex,,"['Démolition', 'Amiante (désamiantage)']","[87, 479]",non,non
3,21-31332,2021-03-09,2021-03-30,['1'],marchés relatifs à l'exécution des travaux de création d'une maison de santé pluridisciplinaire à gex,fns,cmp2006,appeloffre,rectificatif,Mairie de Gex,01174,Gex,,"['Ascenseur', 'Bardage', 'Bâtiment', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Echafaudage', 'Electricité (travaux)', 'Maçonnerie', 'Menuiserie', 'Métallerie', 'Nettoyage de locaux', 'Peinture (travaux)', 'Plancher technique', 'Plomberie (travaux)', 'Revêtements de sols', 'Revêtements muraux', 'Serrurerie', 'Terrassement', 'Ventilation', 'Voirie et réseaux divers', 'Photovoltaïque']","[17, 30, 33, 53, 57, 61, 63, 74, 101, 105, 195, 222, 223, 239, 264, 267, 270, 308, 309, 321, 341, 360, 366, 476]",non,non
4,21-30969,2021-03-09,2021-05-09,['1'],La présente consultation concerne un marché de travaux d'entretien et de réfection de la voirie des réseaux associés et la mise en ouvre de signalisation horizontale avec entretien et réfection d,fns,cmp2006,attribution,initial,MAIRIE,01630,Saint-genis-pouilly,,['Voirie et réseaux divers'],[366],non,non
5,21-31587,2021-03-09,2021-04-12,['2'],"Assistance technique, fourniture et livraison de repas pour la restauration scolaire de la ville de Soissons (02200)",fns,cmp2006,appeloffre,initial,Mairie de Soissons,02200,SOISSONS,,['Prestations de services'],[274],non,non
6,21-31471,2021-03-09,2021-04-09,['2'],Maintenance et vérification des terminaux et réseaux de fluides médicaux des établissements du GHT SAPHIR,fns,cmp2006,appeloffre,initial,CENTRE HOSPITALIER GENERAL DE SOISSONS,02209,Soissons,,['Maintenance'],[196],non,non
7,21-31078,2021-03-09,2021-04-02,['3'],Travaux de renforcement de la digue de l'étang de Saloup sur la route départementale no 145 au PR 9+980,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Digue'],[91],non,non
8,21-31277,2021-03-09,2021-04-20,['4'],RD4A PR 1+300 - Réparation et remise en peinture du pont sur la Durance - Communes Les Mées/Peyruis,fns,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,"[""Ouvrage d'art"", ""Ouvrage d'infrastructure"", 'Peinture (travaux)', 'Voirie']","[252, 253, 264, 365]",non,oui
9,21-31444,2021-03-09,2021-06-06,['5'],Reprise des ouvrages gravitaires de l'asa du Grand Canal de la Bâtie-Montsaléon,fns,cmp2006,attribution,initial,ASA DU GRAND CANAL DE LA BÂTIE-MONTSAL,05700,LA BÂTIE-MONTSALÉON,[],['Irrigation'],[168],non,non
10,21-31246,2021-03-09,2021-03-22,['5'],Reprise des ouvrages gravitaires de l'asa du Grand Canal de la Bâtie-Montsaléon,fns,cmp2006,appeloffre,rectificatif,ASA DU GRAND CANAL DE LA BÂTIE-MONTSAL,05700,LA BÂTIE-MONTSALÉON,,['Irrigation'],[168],non,non
11,21-31666,2021-03-09,2021-03-24,['5'],Projet de reprise des ouvrages gravitaires de l'asa du Grand Canal de la Bâtie-Montsaléon,fns,cmp2006,appeloffre,initial,ASA DU GRAND CANAL DE LA BÂTIE-MONTSAL,05700,LA BÂTIE-MONTSALÉON,,['Irrigation'],[168],non,non
12,21-31614,2021-03-09,2021-04-09,['5'],Projet global de modernisation des ouvrages gravitaires des canaux de la Séveraissette,fns,cmp2006,appeloffre,initial,ASA-du-canal-de-la-Motte-d'Aub,05800,AUBESSAGNE,,"['Canalisations', 'Irrigation']","[48, 168]",non,non
13,21-31483,2021-03-09,2021-05-01,['6'],CSP 2021-2025,dsp,dsp,appeloffre,initial,Parc national du Mercantour,06006,Nice,,['Gardiennage'],[138],non,non
14,21-30984,2021-03-09,2021-04-12,['6'],Fourniture de pièces détachées pour l'entretien du parc véhicule et matériel,fns,cmp2006,appeloffre,initial,Ville de Vence,06140,Vence,,"['Mécanique', 'Pièces détachées', 'Pneumatiques']","[221, 266, 271]",non,non
15,21-29105,2021-03-09,2021-03-30,['6'],mission de maîtrise d'oeuvre pour l'aménagement du fort de la madeleine à rimplas,fns,cmp2006,appeloffre,initial,Syndicat mixte Deve Vesubie Valdeblore,06201,Nice cedex 3,,"[""Maîtrise d'oeuvre""]",[197],non,non
16,21-31574,2021-03-09,2021-04-08,['6'],Travaux de réhabilitation du réservoir d'eau potable de l'Abadie sur la commune de Tourette-Levens,fns,cmp2006,appeloffre,rectificatif,REGIE EAU D'AZUR,06203,Nice Cedex 3,,"['Canalisations', 'Génie civil', 'Menuiserie', 'Réservoir']","[48, 141, 222, 307]",non,non
17,21-31512,2021-03-09,2021-03-16,['6'],Travaux de réhabilitation du réservoir d'eau potable de l'Abadie sur la commune de Tourette-Levens (rectificatif),fns,cmp2006,appeloffre,rectificatif,REGIE EAU D'AZUR,06203,Nice Cedex 3,,"['Canalisations', 'Génie civil', 'Menuiserie', 'Réservoir']","[48, 141, 222, 307]",non,non
