a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-93145,2021-07-06,2021-08-27,['1'],BOURG EN BRESSE - Le Moulin de BrouSoutènement Moulin de Brou,fns,cmp2006,appeloffre,initial,SEMCODA,01000,Bourg-en-Bresse,,['Mur de soutènement'],[233],non,non
21-91327,2021-07-06,2021-09-14,"['1', '69', '71']",prestation de service d'assurance,mapa,cmp2006,appeloffre,initial,Commune de Guéreins,01090,Guereins,,['Assurance'],[20],non,non
21-93139,2021-07-06,2021-08-06,['2'],Marché de maîtrise d'oeuvre pour la conception et réalisation d'une station de traitement des eaux usées à boues activées de capacité 1 100 EH et travaux de réhabilitation et restructuration,fns,cmp2006,attribution,initial,SEDA,02007,Laon cedex,"[('2021-06-14', 'Groupement AMODIAG ENVIRONNEMENT / TPF Ingénierie', (98540, 'EUR'), None)]","[""Station d'épuration (travaux)""]",[328],non,non
21-93075,2021-07-06,2021-07-26,['2'],Acquisition de véhicules pour 2021,fns,cmp2006,appeloffre,initial,COMMUNE DE SAINT QUENTIN,02107,SAINT-QUENTIN,,['Véhicules (acquisition)'],[475],non,non
21-93315,2021-07-06,2021-10-03,['3'],Travaux de renforcement de la digue de l'étang de Saloup sur la route départementale no 145 au PR 9+980,fns,cmp2006,attribution,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,"[('2021-07-05', 'EURL BOUDOT', (115689, 'EUR'), None)]",['Digue'],[91],non,non
21-93827,2021-07-06,2021-10-03,['3'],Entretien de grands talus et des zones difficiles d'accès pour le compte du Département de l'Allier,fns,cmp2006,attribution,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,"[('2021-07-06', 'Eta Lancement', (14340.15, 'EUR'), None), ('2021-07-06', 'Eta Lancement', (3530, 'EUR'), None), ('2021-07-06', 'Eta Lancement', (15319.5, 'EUR'), None), ('2021-07-06', 'Eta Lancement', (19217.25, 'EUR'), None), ('2021-07-06', 'Eta Lancement', (10963.2, 'EUR'), None)]",['Espaces verts'],[116],non,non
21-93719,2021-07-06,2021-08-20,['5'],RD 1075 Passage inférieur de Saint-Julien-en-Beauchêne - Passage inférieur de La Faurie,fns,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-93824,2021-07-06,2021-10-03,['5'],Route Départementale no504 PR 1+100 reprise des superstructures du pont de Vallouise commun de Vallouise-Pelvoux,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,"[('2021-07-02', ""Gpt d'entreprises SOGEA/OLIVE"", (136476.22, 'EUR'), None)]","[""Ouvrage d'art""]",[252],oui,non
21-93112,2021-07-06,2021-08-06,"['5', '38']",Travaux de réfection et d'aménagement de l'avenue Jean Moulin,fns,cmp2006,appeloffre,rectificatif,Ville de Briançon,05100,Briançon,,"['Revêtements de sols', 'Voirie']","[308, 365]",non,non
21-90114,2021-07-06,2021-08-09,['6'],fourniture de boîtes de conditionnement pour la conservation de documents patrimoniaux - relance,fns,cmp2006,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Carton'],[54],non,oui
21-93331,2021-07-06,2021-08-06,"['6', '13']","2021-038 contrat d'entretien, hygiénisation et désinfection des réseaux aérauliques - aéroport nice côte d'azur",mapa,cmp2006,appeloffre,initial,Société Aéroports de la Côte d'Azur,06206,Nice Cedex 3,,"['Chauffage (exploitation, entretien)', 'Ramonage']","[59, 413]",non,non
21-92825,2021-07-06,2021-07-26,"['6', '4', '83', '5', '13']",Réhabilitation du four communal du village 06470 Saint-Martin d'Entraunes,mapa,cmp2006,appeloffre,initial,Commune de St Martin d Entraunes,06470,Saint-Martin d'Entraunes,,"['Couverture', 'Electricité (travaux)', 'Maçonnerie', 'Menuiserie', 'Plomberie (travaux)']","[74, 105, 195, 222, 270]",non,non
21-93341,2021-07-06,2021-09-06,['6'],"Acquisition de pièces détachées d'origine, accessoires et équipements spécifiques pour l'entretien des véhicules de moins de 3,5 tonnes de marque Piaggio",fns,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Pièces détachées'],[266],non,non
21-93648,2021-07-06,2021-09-15,['6'],"La consultation a pour objet des travaux portant sur la réhabilitation de l'étanchéité du patio pour le bâtiment délégation régionale côte d'azur du cnrs, comprenant également les études d'exécution.",fns,cmp2006,attribution,initial,CNRS Délégation Côte d'Azur,06905,Sophia Antipolis,"[('2021-07-06', 'Scoffier & Frères', (143058, 'EUR'), None)]",['Etanchéité'],[117],non,oui
21-93763,2021-07-06,2021-08-05,['8'],Mission d'Assistance à Maîtrise d'Ouvrage dans le domaine de la sûreté pour le patrimoine du Conseil Départemental des Ardennes-.,fns,cmp2006,appeloffre,initial,Conseil Départemental des Ardennes,08011,CHARLEVILLE MEZIERES cedex,,"['Alarme', ""Mission d'ordonnancement, pilotage, coordination (OPC)"", 'Surveillance', ""Assistance à maîtrise d'ouvrage""]","[5, 234, 331, 433]",non,non
21-93121,2021-07-06,2021-09-17,['10'],Nettoyage et révisions de vêtages des façades du collège de Marie Curie à TROYES (10)-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,"[""Tous corps d'état""]",[345],non,non
21-93399,2021-07-06,2021-09-10,['10'],Construction d'une halle sportive équipée d'une aire d'escalade à Rosières-près-Troyes (10) - Relance des lots 13 et 19-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,"[""Tous corps d'état""]",[345],non,non
