a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-16928,2021-02-07,2021-03-09,['1'],"Evacuation, transport et traitement des boues des stations d'épuration",joue,directive24,appeloffre,initial,COM DE COMMUNES DU PAYS BELLEGARDIEN,01200,Valserhone,,"[""Station d'épuration (travaux)"", 'Déchets non ménagers (prestations)']","[328, 404]",non,non
21-17267,2021-02-07,2021-03-10,['1'],Services d'assurance construction - tous risques montage essais-tous risques chantier-dommages aux existants-frais supplémentaires-Rc maître d'ouvrage-dommages ouvrage - 2 lots<br,joue,directive24,appeloffre,initial,SYND MIXTE GEST DECHET FAUCIGNY GENEVO,01200,Valserhone,,['Assurance'],[20],non,non
21-17003,2021-02-07,2021-03-21,['1'],"V.R.D., viabilisation, requalification et plantations",joue,directive24,appeloffre,initial,SPL TERRITOIRE D'INNOVATION,01210,FERNEY-VOLTAIRE,,"['Chauffage (travaux)', 'Espaces verts', 'Terrassement', 'Travaux de viabilité', 'Voirie et réseaux divers']","[61, 116, 341, 353, 366]",non,non
21-17016,2021-02-07,2021-03-08,['2'],Rénovation d'une unité de soins,joue,directive24,appeloffre,initial,Hôpital VILLIERS SAINT DENIS,02310,VILLIERS SAINT DENIS,,"['Electricité (travaux)', 'Gros oeuvre', 'Maçonnerie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols', 'Revêtements muraux']","[105, 144, 195, 264, 270, 308, 309]",non,oui
21-16840,2021-02-07,2021-03-05,['6'],20N0085 ACHAT DE MATERIEL DE STATION SERVICE,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06000,Nice,"[('2021-01-29', 'DALBERA SAS', (20534, 'EUR'), '20N0085 ACHAT DE MATERIEL DE STATION SERVICE')]",['Outillage'],[251],non,non
21-2430,2021-02-07,2021-03-05,['6'],"gestion des déchets liés aux activités départementales, entretien et réfection d'équipements",joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,"['Collecte sélective', 'Décharge', 'Ordures ménagères (prestations)', 'Transport', 'Déchets non ménagers (prestations)']","[82, 84, 249, 347, 404]",non,oui
21-16353,2021-02-07,2021-04-05,['6'],acbc - travaux d'entretien dans les collèges et bâtiments départementaux - renouvellement lots menuiserie alu et pvc-sol souple faux plafond cloison-peinture-espaces verts - 7 lots,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,"['Cloison, faux plafond', 'Espaces verts', 'Menuiserie', 'Peinture (travaux)', 'Revêtements de sols']","[63, 116, 222, 264, 308]",oui,oui
21-16842,2021-02-07,2021-03-07,"['6', '83', '13', '75']",ETUDE ET PERENNISATION DE LA CONNAISSANCE DES PLUS HAUTES EAUX CONNUES,joue,autre,rectificatif,rectificatif,C.A.P.L.,06414,Cannes Cedex,,"['Etude', 'Ingénierie']","[118, 455]",non,non
21-16974,2021-02-07,2021-04-13,['10'],Mise en accessibilité des établissements recevant du public du Département de l'Aube,joue,directive24,attribution,initial,DEPARTEMENT DE L AUBE,10000,TROYES,"[('2021-01-28', 'ADX GROUPE', (14605.0, 'EUR'), 'Lot 12B : Diagnostics amiante (zone B)')]","[""Tous corps d'état""]",[345],non,non
21-17405,2021-02-07,2021-03-01,['10'],Accord-cadre à marchés subséquents pour l'impression et la reliure de livres édités par l'EPA La Maison du Boulanger,fns,cmp2006,appeloffre,initial,LA MAISON DU BOULANGER CENTRE CULTUREL,10000,Troyes,,"['Impression', 'Reliure']","[160, 302]",non,non
21-17122,2021-02-07,2021-05-03,['10'],"Supervision, exploitation et maintenance d'un réseau d'infrastructures de recharge pour véhicules électriques et hybrides rechargeables",joue,directive24,attribution,initial,Syndicat Départemental Energie Aube,10012,Troyes Cedex,"[('2020-12-15', 'INEO Réseaux Est', (510000, 'EUR'), None)]",['Matériel électrique'],[203],non,non
21-17174,2021-02-07,2021-02-15,['13'],CONCEPTION ET REALISATION D'ENQUETES MARKETING SUR LE RESEAU DE LA REGIE DES TRANSPORTS METROPOLITAINS,joue,directive25,appeloffre,initial,Régie des Transports Métropolitains,13013,Marseille,,['Prestations de services'],[274],non,non
21-17224,2021-02-07,2021-03-05,"['13', '6', '83', '4']",Emission de titres restaurant dématérialisés CCI PACA,joue,directive24,attribution,initial,CCIR PACA,13221,Marseille cedex 01,"[('2021-01-05', 'NATIXIS INTERTITRES SA', (3900000, 'EUR'), ""Emission des titres restaurants dématérialisés au profit de l'ensembe du personnel CCI Paca"")]",['Titres restaurant'],[416],non,non
21-17254,2021-02-07,2021-03-16,['13'],Travaux d'aménagement du Parc Bougainville,joue,directive24,appeloffre,initial,EPA EUROMEDITERRANEE,13235,Marseille cedex 02,,"['Démolition', 'Eclairage public', 'Espaces verts', 'Génie civil', 'Mobilier urbain', 'Ouvrage hydraulique', 'Voirie et réseaux divers']","[87, 102, 116, 141, 231, 255, 366]",oui,oui
21-17158,2021-02-07,2021-03-08,['13'],Maintenance et exploitation des équipements audiovisuels de l'HD13 à Marseille,joue,directive24,appeloffre,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,['Maintenance'],[196],non,non
21-17318,2021-02-07,2021-03-08,['13'],Prestations De Services D'Assurance Pour Groupement Hospitalier De Territoire Hopitaux De Provence,joue,directive24,appeloffre,initial,HOPITAUX DE PROVENCE,13295,Marseille,,['Assurance'],[20],non,non
21-17319,2021-02-07,2021-03-22,['13'],"Prestation De Services De Desinsectisation, Deratisation, Desinfection, Du Groupement Hospitalier De Territoire Des Hopitaux De Provence",joue,directive24,appeloffre,initial,HOPITAUX DE PROVENCE,13295,Marseille,,"['Dératisation, désinsectisation']",[89],non,non
21-17093,2021-02-07,2021-03-08,['13'],"Conception, réalisation et fourniture d'une exposition et des outils de communication sur le thème "" Nature en ville et adaptation aux changements climatiques """,joue,directive24,appeloffre,initial,Région Provence Alpes Côte d'Azur,13481,Marseille,,"['Prestations de services', 'Publicité, Communication']","[274, 285]",non,oui
21-16861,2021-02-07,2021-03-08,['13'],Enlèvement et traitement des déchets ménagers et assimilés collectés sur les déchetteries et sur d'autres sites et prestations complémentaires sur le Territoire Istres-Ouest Provence,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13567,Marseille,,['Collecte sélective'],[82],oui,oui
21-16836,2021-02-07,2021-05-05,['13'],Martigues - Services De Telecommunications,joue,directive24,attribution,initial,COMMUNE DE MARTIGUES,13692,Martigues cedex,,['Télécommunications'],[338],non,non
21-16833,2021-02-07,2021-05-05,['13'],Halle De Martigues - Prestations De Nettoyage,joue,directive24,attribution,initial,COMMUNE DE MARTIGUES,13692,Martigues cedex,"[('2021-02-04', 'Onet Services', (320000, 'EUR'), 'Nettoyage halle pour les manifestations'), ('2021-02-04', 'Onet Services', (100000, 'EUR'), 'Nettoyage locaux adminstratifs et hall')]",['Nettoyage de locaux'],[239],non,non
21-17231,2021-02-07,2021-03-12,"['13', '84', '34', '83']",Entretien et réparation des véhicules et engins de la commune de Fos-sur-Mer,joue,directive24,appeloffre,initial,Ville de Fos-sur-Mer,13771,Fos sur mer cedex,,['Maintenance'],[196],non,non
21-16953,2021-02-07,2021-03-06,['14'],2021SAF037 - Prestations complémentaires à la prise en compte environnementale du projet d'aménagement foncier relatif à la déviation routière Bellengreville/Vimont,joue,directive24,appeloffre,initial,DEPARTEMENT DU CALVADOS,14035,CAEN CEDEX,,['Etude'],[118],non,non
21-17150,2021-02-07,2021-03-07,['14'],2020SOA264 - RD6 - Reconstruction d'un mur de soutènement en béton armé avec un parement maçonné - Commune de Commes,joue,autre,rectificatif,rectificatif,DEPARTEMENT DU CALVADOS,14035,CAEN CEDEX,,"[""Ouvrage d'art""]",[252],non,non
21-17233,2021-02-07,2021-02-26,"['14', '27', '35', '50', '61', '75', '76']",elaboration du plan local d'urbanisme intercommunal de caen la mer valant programme local de l'habitat (plh) et plan de déplacement urbain (pdu) (rectificatif),joue,autre,rectificatif,rectificatif,Communauté Urbaine Caen la mer,14050,CAEN,,"['Assistance technique', 'Etude', ""Assistance à maîtrise d'ouvrage"", 'Assistance juridique']","[19, 118, 433, 434]",non,non
21-16820,2021-02-07,2021-03-15,['15'],Fourniture De Materiels Routiers 2021,joue,directive24,appeloffre,initial,Conseil départemental du Cantal,15000,Aurillac,,['Matériel de travaux publics'],[220],non,non
21-17126,2021-02-07,2021-04-01,"['15', '63', '43', '3']",Acquisition d'un porteur poids lourd équipé d'une benne à ordures ménagères et reprise de l'ancien.,joue,directive24,attribution,initial,HAUTES TERRES COMMUNAUTE,15300,Murat,"[('2021-01-13', 'SA SEMAT', (185816, 'EUR'), ""Acquisition d'un porteur poids lourd équipé d'une benne à ordures ménagères et reprise de l'ancien"")]","['Véhicules', 'Véhicules (acquisition)']","[359, 475]",non,non
21-16635,2021-02-07,2021-03-09,['17'],extension de la cafétéria de la maison du département de la charente-maritime (rectificatif),joue,autre,rectificatif,rectificatif,Cons. Départ. de la Charente-Maritime,17076,La Rochelle,,"['Bardage', 'Bâtiment', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols', 'Ventilation']","[30, 33, 57, 61, 63, 105, 117, 144, 222, 264, 270, 308, 360]",non,non
21-17208,2021-02-07,2021-05-05,['17'],"Restructuration - Extension Du Site Scolaire Lavoisier - Cite De La Nature Et Des Sciences - Ville De La Rochelle / Ct, Sps, Opc et Ssi",joue,directive24,attribution,initial,VILLE LA ROCHELLE,17086,La Rochelle,"[('2021-01-29', 'Bureau Veritas Construction', (28600, 'EUR'), 'Contrôle technique'), ('2021-01-29', 'Bureau Veritas Construction', (12240, 'EUR'), 'Sécurité et Protection de la Santé'), ('2021-01-29', 'Crx Ouest', (52950, 'EUR'), 'Ordonnancement pilotage et coordination'), ('2021-01-29', 'Namixis-Ssicoor', (4770, 'EUR'), 'Sécurité Incendie Coordination')]","['Assistance technique', 'Contrôle technique', 'Sécurité incendie']","[19, 72, 332]",non,non
21-16857,2021-02-07,2021-04-05,"['29', '22', '35', '56']",Mission d'assistance foncière dans le cadre d'une procédure d'expropriation auprès du Conservatoire du littoral sur le site des dunes et étangs de Kerouiny - commune de TREGUNC (29),joue,directive24,attribution,initial,Conservatoire du littoral,17306,Rochefort cédex,"[('2020-11-13', 'SYSTRA', (300000, 'EUR'), ""Mission d'assistance foncière dans la procédure d'expropriation - site des Dunes et Étangs de Kerouiny - Commune de Tregunc (Finistère)"")]",['Prestations de services'],[274],non,non
21-17331,2021-02-07,2021-04-05,['17'],"Prestations de conseil juridique, d'assistance et de représentation en justice de la Communauté de communes de l'Ile de Ré et de la Société Publique Locale Destination Ile de Ré.",joue,directive24,attribution,initial,Communauté de Communes de l'Ile de Ré,17410,Saint martin de ré,,"['Prestations de services', 'Assistance juridique']","[274, 434]",non,non
