a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-14299,2021-02-01,2021-02-22,['1'],Numéro de la consultation : 2101SKAT Travaux de construction d'un skatepark,fns,cmp2006,appeloffre,initial,COMMUNE D OYONNAX,01100,OYONNAX,,['Equipement sportif'],[113],non,non
21-14304,2021-02-01,2021-02-24,['2'],Entretien préventif et correctif des installations de serrurerie scénique et des plateformes élévatrices de personnel des salles de spectacle de la Ville de Saint-Quentin,fns,cmp2006,appeloffre,initial,COMMUNE DE SAINT QUENTIN,02107,SAINT-QUENTIN,,"['Maintenance', 'Prestations de services']","[196, 274]",non,non
21-14649,2021-02-01,2021-03-03,['2'],"Transformation de deux aires de jeux d'eau existantes pour une gestion de l'eau en circuit fermé, à Soissons (02200)",fns,cmp2006,appeloffre,initial,Mairie de Soissons,02200,SOISSONS,,['Equipement hydraulique'],[111],non,non
21-14519,2021-02-01,2021-03-08,"['4', '84']",restructuration de deux bâtiments en coeur de village et création de trois logements et aménagement d'un espace culturel et associatif.,mapa,cmp2006,appeloffre,rectificatif,mairie de vachères,04110,Vachères,,"['Bois', 'Charpente', 'Chauffage (matériel)', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Démolition', 'Electricité (travaux)', 'Gros oeuvre', 'Isolation', 'Menuiserie', 'Peinture (fourniture)', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols', 'Serrurerie', 'Ventilation']","[38, 57, 60, 61, 63, 74, 87, 105, 144, 169, 222, 263, 264, 270, 308, 321, 360]",non,non
21-14352,2021-02-01,2021-03-09,['4'],Accord-cadre 'Travaux de voirie communale et de génie civil 2021-2025',fns,cmp2006,appeloffre,initial,Commune d'Aiglun,04510,Aiglun,,"['Génie civil', 'Maçonnerie', 'Travaux de viabilité', 'Voirie', 'Voirie et réseaux divers']","[141, 195, 353, 365, 366]",non,non
21-14165,2021-02-01,2021-05-01,['5'],Accord-cadre à marchés subséquents multi-attributaire pour les maîtrises d'oeuvre - MAPA,fns,cmp2006,attribution,initial,Ville de Gap,05007,GAP,"[('2020-11-13', 'ArchiGap', (200000, 'EUR'), None)]","[""Maîtrise d'oeuvre""]",[197],non,non
21-14754,2021-02-01,2021-02-18,['5'],La fourniture de véhicules utilitaires spéciaux : achat d'un camion nacelle neuf ou d'occasion pour les Espaces Verts,mapa,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,['Véhicules (acquisition)'],[475],non,non
21-14728,2021-02-01,2021-02-22,['5'],Maintenance préventive et corrective du Groupe Froid du Stade de Glace de l'ALP ARENA,fns,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,['Maintenance'],[196],non,non
21-14116,2021-02-01,2021-02-26,['6'],CHU de Nice - Hôpital de l'Archet 2 - Travaux de réaménagement de la banque de sang,fns,cmp2006,appeloffre,annulation,C.H.U. de Nice,06003,Nice cedex 1,,['Peinture (travaux)'],[264],non,non
21-14704,2021-02-01,2021-02-22,['6'],"M.A.P.A. 2021-007 FOURNITURES ET PETIT EQUIPEMENT DE BUREAU, PAPIER",fns,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,Le Cannet,,"['Articles de bureau et articles scolaires', 'Papeterie']","[16, 262]",non,non
21-14176,2021-02-01,2021-02-25,['6'],"Achat de mobilier scolaire et de petit équipement pour les écoles maternelles, élémentaires et les salles de restauration de la Ville de Mentonlot 1 : Achat de mobilier scolaire pour écoles matern..",fns,cmp2006,appeloffre,initial,Commune de Menton,06500,Menton,,['Mobilier'],[230],non,non
21-14468,2021-02-01,2021-03-01,['7'],SERVICE LOCAL D'INTERVENTION POUR LA MAITRISE DE L'ENERGIE DEPARTEMENTAL 2021,mapa,cmp2006,attribution,initial,Département de l'Ardèche,07007,Privas,,['Etude'],[118],non,non
21-14746,2021-02-01,2021-02-18,['10'],PRESTATIONS DE CONCEPTION GRAPHIQUE SANS RÉDACTION-.,fns,cmp2006,appeloffre,rectificatif,Troyes Champagne Métropole,10000,TROYES,,['Prestations de services'],[274],non,non
21-14737,2021-02-01,2021-03-03,['10'],Groupe scolaire Marcel Pagnol - Travaux de recouvrement des sols-.,fns,cmp2006,appeloffre,initial,MAIRIE DE TROYES,10000,TROYES,,"['Revêtements de sols', ""Tous corps d'état""]","[308, 345]",non,non
21-14428,2021-02-01,2021-03-01,['11'],"BALISAGE DES PLAGES (pose, dépose, entretien et maintenance)",fns,cmp2006,appeloffre,initial,COMMUNE DE LEUCATE,11370,LEUCATE,,['Installation portuaire'],[165],non,non
21-14190,2021-02-01,2021-03-31,['11'],Acquisition d'un engin de manutention type élévateur télescopique neuf sans chauffeur avec ses équipements (godets à pince d'un volume de 3 m³ maximum) et une prestation d'entretien de,fns,cmp2006,appeloffre,initial,COVALDEM11,11890,Carcassonne cedex 9,,['Matériel de manutention'],[208],non,non
21-14316,2021-02-01,2021-02-22,['13'],MAINTENANCE DES JARDINS DE LA MAIRIE DES 2E ET 3E ARRONDISSEMENTS,fns,cmp2006,appeloffre,initial,Ville de Marseille,13002,Marseille,,['Espaces verts'],[116],non,oui
21-14183,2021-02-01,2021-02-22,['13'],NETTOYAGE DES ESPACES PUBLICS DE LA MAIRIE DES 2-3,fns,cmp2006,appeloffre,initial,Ville de Marseille,13002,Marseille,,['Nettoyage urbain'],[240],oui,oui
