,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-92529,2021-07-05,2021-08-06,"['1', '38', '42', '69', '71', '74']",ACCORD-CADRE MULTIATTRIBUTAIRES MIXTE POUR LA REALISATION DES TRAVAUX DE VRD SUR LE TERRITOIRE DE LA 3CM,fns,cmp2006,appeloffre,initial,Communauté de communes de la Côtière,01120,Montluel,,"['Alimentation en eau potable', 'Assainissement', 'Terrassement', 'Voirie']","[6, 18, 341, 365]",non,non
1,21-92284,2021-07-05,2021-07-23,['4'],Travaux de forage et d'un puits de captage,fns,cmp2006,appeloffre,rectificatif,Commune de Jausiers,04850,Jausiers,,"['Alimentation en eau potable', 'Captage', 'Forage']","[6, 51, 132]",non,non
2,21-92937,2021-07-05,2021-10-02,['5'],RD 1075 - Aménagement d'un créneau de dépassement - Murs de soutènement & Ouvrage de protection de berge,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,"[('2021-06-30', 'Entreprise PELISSARD', (529656, 'EUR'), None)]",['Mur de soutènement'],[233],oui,non
3,21-92438,2021-07-05,2021-08-06,"['5', '38']",Travaux de réfection et d'aménagement de l'avenue Jean Moulin,fns,cmp2006,appeloffre,initial,Ville de Briançon,05100,Briançon,,['Revêtements de sols'],[308],oui,oui
4,21-92364,2021-07-05,2021-09-02,['5'],Confortement de la culée rive gauche de la passerelle Gaboyer sur le Guil,fns,cmp2006,appeloffre,rectificatif,CC DU GUILLESTROIS ET DU QUEYRAS,05600,GUILLESTRE,,"['Enrochements', 'Génie civil']","[110, 141]",non,non
5,21-92871,2021-07-05,2021-08-02,['6'],MAPA 2021-049 - Remise à niveau des installations de traitement thermique et hygrométrique du musée Bonnard,mapa,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,Le Cannet,,"[""Maîtrise d'oeuvre""]",[197],non,non
6,21-92505,2021-07-05,2021-09-16,['6'],PRESTATIONS DE CONSEIL JURIDIQUE,fns,cmp2006,appeloffre,initial,EPA ECOVALLEE PLAINE DU VAR,06205,Nice,,['Assistance juridique'],[434],non,non
7,21-92408,2021-07-05,2021-08-05,['6'],Extension du cimetière du Grand Vallon à Mougins,fns,cmp2006,attribution,initial,Mairie de Mougins,06250,MOUGINS,"[('2021-07-02', 'NATIVI BTP', (312024.3, 'EUR'), None), ('2021-07-02', 'Id verde frejus', (132084.4, 'EUR'), None)]","['Espaces verts', 'Terrassement', 'Cimetière']","[116, 341, 437]",non,non
8,21-92405,2021-07-05,2021-08-04,['6'],"Fourniture d'explosimètres, de détecteurs de monoxyde de carbone, de leurs pièces détachées et prestations associées pour le Service Départemental d'Incendie et de Secours des Alpes-Maritime",fns,cmp2006,appeloffre,initial,SDIS (06),06273,Villeneuve-Loubet Cedex,,"['Matériel de sécurité', ""Matériel de secours et d'incendie""]","[209, 217]",non,non
9,21-92722,2021-07-05,2021-08-16,['7'],Marché d'exploitation des installations de chauffage et de climatisation,fns,cmp2006,appeloffre,initial,COMMUNE DE SAINT PERAY,07130,SAINT-PERAY,,"['Chauffage (exploitation, entretien)']",[59],non,non
