,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-65170,2020-05-20,2020-06-24,['1'],EXECUTION DE SERVICES PUBLICS DE TRANSPORT INTERURBAIN DE VOYAGEURS DES LIGNES 140 ET 141,joue,directive24,appeloffre,initial,R.D.T. Ain,01000,Bourg en Bresse,,['Transport'],[347],non,non
1,20-66867,2020-05-20,2020-06-26,['1'],RD904 - OA Artemare,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"[""Ouvrage d'art""]",[252],non,non
2,20-64534,2020-05-20,2020-06-19,['1'],Installation d'un réseau d'arrosage automatique sur les terrains engazonnés du parc des sports de la chagne,fns,cmp2006,appeloffre,initial,Ville de Bourg-en-Bresse,01012,Bourg-en-Bresse Cedex,,"['Arrosage', 'Terrain de sport']","[13, 342]",non,oui
3,20-65853,2020-05-20,2020-07-30,['1'],"Construction d'une station d'épuration, d'un bassin de stockage-restitution et des réseaux associés",joue,directive24,attribution,initial,SIVU DE PONT DE VAUX,01190,PONT DE VAUX,,['Assainissement'],[18],non,non
4,20-66677,2020-05-20,2020-06-12,['2'],Restructuration du bâtiment A du collège Pierre Sellier de la Capelle-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,"[""Tous corps d'état""]",[345],non,non
5,20-66556,2020-05-20,2020-06-22,['2'],"Prestation de collecte, transport et élimination de déchets d'activités de soins à risques infectieux (DASRI) et de déchets chimiques pour les besoins du laboratoire départemental d'analyses",fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Prestations de services'],[274],non,non
6,20-65147,2020-05-20,2020-06-22,['2'],MATERIEL RADIO POUR EQUIPER LES PERSONNELS DANS LES FOURGONS POMPE TONNE-.,joue,directive24,appeloffre,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,02007,Laon,,['Télévision'],[340],non,non
7,20-65407,2020-05-20,2020-06-26,"['2', '60', '80', '59', '62']","Evolution de l'architecture de téléphonie fixe, mobile et internet de la Ville de Tergnier, du CCAS de Tergnier et de l'EPL Conservatoire municipal de musique de Tergnier",joue,directive24,appeloffre,initial,COMMUNE DE TERGNIER,02700,TERGNIER,,['Télécommunications'],[338],non,oui
8,20-66926,2020-05-20,2020-06-15,['3'],"Fourniture de matériels de plomberies,sanitaires pour le Département de l'Allier (03)",fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,"['Chauffage (matériel)', 'Matériel robinetterie', 'Sanitaire']","[60, 311, 319]",non,oui
9,20-66922,2020-05-20,2020-06-15,['3'],"Fourniture de matériels professionnels de peintures ,colles ,revêtements pour le Département de l'Allier (03)",fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Peinture (fourniture)'],[263],non,oui
10,20-67002,2020-05-20,2020-06-15,['3'],Fourniture de matériaux bois et ses dérivés pour le Département de l'Allier,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Bois'],[38],non,oui
