a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-101480,2020-08-11,2020-09-17,"['1', '74']",Prestations de maintenance et travaux d'éclairage public,fns,cmp2006,appeloffre,initial,Ville de Cessy,01170,Cessy,,"['Eclairage public', 'Maintenance']","[102, 196]",non,non
20-101160,2020-08-11,2020-09-09,['2'],"Accord-cadre à bons de commande multi-attributaire pour l'achat, la livraison et l'installation de mobilier administratif à Soissons (02200)",fns,cmp2006,appeloffre,initial,Mairie de Soissons,02200,SOISSONS,,['Mobilier'],[230],non,non
20-101457,2020-08-11,2020-09-14,['2'],FABRICATION ET FOURNITURE DE REPAS EN LIAISON FROIDE POUR LE PORTAGE DE REPAS A DOMICILE,fns,cmp2006,appeloffre,initial,CA Chauny-Tergnier-La Fère,02300,CHAUNY,,"['Repas, traiteur']",[304],non,non
20-100674,2020-08-11,2020-09-04,['3'],stade équestre du sichon - mission de commercialisation,mapa,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy cedex,,"['Prestations de services', 'Evénementiel']","[274, 445]",non,non
20-101284,2020-08-11,2020-09-15,['4'],AMENAGEMENT DE LA DECHETERIE DE MOUSTIERS SAINTE MARIE,fns,cmp2006,appeloffre,initial,Provence Alpes Agglomération,04000,Digne les Bains,,"['Déchetterie (travaux)', 'Ouvrage métallique', 'Voirie et réseaux divers']","[96, 254, 366]",non,non
20-101178,2020-08-11,2020-09-29,['4'],"Numéro de la consultation : AREMI20T01 TRAVAUX D'ENTRETIEN ET DE RÉNOVATION DES EQUIPEMENTS SUR LES POSTES DE RELÈVEMENT D'EAUX USÉES, LES STATIONS D'ÉPURATION ET LES OUVRAGES D'EA",fns,cmp2006,appeloffre,initial,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,,"[""Station d'épuration (travaux)""]",[328],non,non
20-101464,2020-08-11,2020-09-10,['4'],Numéro de la consultation : 20CTRD004 Contrôles techniques des poids lourds - Vérifications périodiques des dispositifs de limitation de vitesse des poids lourds - Vérifications périodiques des appare,fns,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,['Contrôle technique'],[72],non,non
20-101351,2020-08-11,2020-09-22,['4'],Numéro de la consultation : 20MTD005 Travaux d'aménagement et de rénovation de la gendarmerie de Digne les bains - Travaux d'étanchéité de la toiture,mapa,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,"['Charpente', 'Etanchéité']","[57, 117]",non,non
20-101347,2020-08-11,2020-09-09,['5'],Maitrise d'oeuvre pour la réhabilitation de la piscine communale avec construction d'un nouveau bâtiment d'accueil,fns,cmp2006,appeloffre,initial,COMMUNE DE VARS,05560,VARS,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-101383,2020-08-11,2020-09-14,['6'],M.A.P.A. N° 2020-060 : Maintenance du système de vidéo protection de la ville du Cannet,fns,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,Le Cannet,,"['Maintenance', 'Surveillance']","[196, 331]",non,non
20-101341,2020-08-11,2020-09-14,['6'],"Logiciel de gestion des déclarations de travaux (DT), des déclarations d'intention de commencement de travaux (DICT), et des avis de travaux urgents (ATU).",fns,cmp2006,appeloffre,initial,REGIE EAU D'AZUR,06203,Nice Cedex 3,,['Logiciel'],[186],non,non
20-100893,2020-08-11,2020-08-31,['6'],"Extension du skatepark de valbergLot 1 terrassements, VRD, gros-OEuvre, maçonnerie, s",fns,cmp2006,appeloffre,initial,syndicat mixte de valberg,06470,Valberg,,"['Equipement sportif', 'Gros oeuvre', 'Maçonnerie', 'Terrassement']","[113, 144, 195, 341]",non,non
20-101314,2020-08-11,2020-10-26,['6'],"Acquisition de mobiliers urbains de repos, de propreté et de fleurissement Lot no4 : Distributeurs de sacs pour déjections canines",mapa,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Mobilier urbain'],[231],non,non
20-101244,2020-08-11,2020-11-08,['7'],"Construction d'un collège et d'un plateau sportif, d'une aire de stationnement bus et VL et d'une salle multisports intercommunale sur la commune de Joyeuse - Lot 10 Doublages - Cl",fns,cmp2006,appeloffre,initial,Département de l'Ardèche,07000,Privas,,['Peinture (travaux)'],[264],non,non
