a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-30651,2021-03-08,2021-04-08,['1'],Extension du préau du collège Lucie Aubrac à Ceyzériat,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"['Peinture (travaux)', 'Terrassement']","[264, 341]",non,non
21-30521,2021-03-08,2021-04-15,['1'],GRANDE INSPECTION TELECOMBI DU MONT ROND,fns,cmp2006,appeloffre,initial,SYNDICAT MIXTE DES MONTRS JURA,01170,Crozet,,"['Télécabines, télésièges, téléskis']",[337],non,non
21-30658,2021-03-08,2021-04-09,['2'],Fourniture de vêtements de travail et d'équipements de protection individuelle-.,fns,cmp2006,appeloffre,initial,SIRTOM du LAONNOIS,02000,LAON,,['Habillement'],[150],non,non
21-30598,2021-03-08,2021-03-31,"['2', '60', '59', '80']",Travaux de fouilles archéologiques dans le cadre d'un projet de construction SIS 24 rue du belvédère à Soissons (02).,fns,cmp2006,appeloffre,rectificatif,La Maison du Cil - SA d'HLM,02100,Saint quentin,,['Fouille archéologique'],[450],non,non
21-30740,2021-03-08,2021-05-31,['3'],"Fourniture, en liaison froide, de repas pour personnes âgées, personnes en situation de handicap et personnes malades, avec livraison par le titulaire sur un site unique.La livraison des repas au ..",fns,cmp2006,appeloffre,initial,C.C.A.S. de Moulins,03000,Moulins,,"['Restauration collective', 'Repas, traiteur']","[66, 304]",non,non
21-30883,2021-03-08,2021-06-05,['3'],Amélioration du confort thermique dans les Centres de Secours Principaux du SDIS de l'Allier,fns,cmp2006,attribution,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,03401,YZEURE,"[('2021-02-23', 'SATERM', (47599.83, 'EUR'), None), ('2021-02-23', 'CAU', (99800, 'EUR'), None), ('2021-02-23', 'SATERM', (85479.27, 'EUR'), None)]",['Climatisation'],[62],non,non
21-30708,2021-03-08,2021-04-06,['4'],NETTOYAGE DES ABORDS ET DU GARAGE DE L'HOTEL DU DEPARTEMENT ET LOCAUX ANNEXES,mapa,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,['Nettoyage urbain'],[240],non,non
21-30388,2021-03-08,2021-03-22,"['6', '4', '5']",Acquisition d'enregistreurs bioacoustiques autonomes dans le cadre du suivi des populations de lagopède alpin dans le massif des Alpes françaises,mapa,cmp2006,appeloffre,initial,Parc national du Mercantour,06006,Nice,,['Equipements spécialisés'],[115],non,non
21-30643,2021-03-08,2021-04-01,['6'],"Fourniture et maintenance d'équipements de détection, traçage, inspection des réseaux et de recherche de fuites",fns,cmp2006,appeloffre,initial,REGIE EAU D'AZUR,06203,Nice Cedex 3,,"['Etanchéité', 'Réseaux divers']","[117, 306]",non,non
21-30382,2021-03-08,2021-04-09,['11'],fourniture et mise en oeuvre de matériaux de voirie 2021-2023,fns,cmp2006,appeloffre,initial,Communauté de communes Piège Lauragais,11150,Bram,,['Voirie et réseaux divers'],[366],non,non
21-30348,2021-03-08,2021-04-09,['11'],travaux de renouvellement des canalisations d'eau potable vétustes commune de cenne monestiés et villepinte (place carnot),fns,cmp2006,appeloffre,initial,Communauté de communes Piège Lauragais,11150,Bram,,['Alimentation en eau potable'],[6],non,non
21-30627,2021-03-08,2021-04-19,['11'],MISSION DE MAITRISE D'OEUVRE COMPLETE POUR LA RESTAURATION MORPHOLOGIQUE DE L'ORBIEU AU DROIT DES MEANDRES DE VILLENOUVETTE,mapa,cmp2006,appeloffre,initial,SYNDICAT DU BSN VERSANT ORBIEU JOURRES,11200,THEZAN DES CORBIERES,,['Rivières/ruisseaux'],[310],non,non
21-30373,2021-03-08,2021-04-12,['11'],acquisition d'une balayeuse aspiratrice compacte 5m3,fns,cmp2006,appeloffre,initial,Ville de Port La Nouvelle,11210,Port-La Nouvelle,,['Véhicules (acquisition)'],[475],non,non
21-30335,2021-03-08,2021-03-31,['11'],FOURNITURE DE REPAS POUR LE GROUPE SCOLAIRE DE NARBONNE PLAGE,fns,cmp2006,appeloffre,initial,COMMUNE DE NARBONNE,11785,NARBONNE CEDEX,,['Restauration collective'],[66],non,non
