,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-43920,2021-04-01,2021-04-26,['1'],Rénovation et valorisation touristique et culturelle de la cuivrerie de CERDON,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"['Audiovisuel', 'Menuiserie']","[22, 222]",non,non
1,21-44518,2021-04-01,2021-04-15,"['1', '38', '42', '69', '71']",Création de deux forages de reconnaissance et de deux forages d'exploitation - Champ captant de Balan (01),fns,cmp2006,appeloffre,initial,Communauté de communes de la Côtière,01120,Montluel,,['Forage'],[132],non,non
2,21-42529,2021-04-01,2021-04-30,['1'],Nettoyage des bâtiments communaux de la ville de Gex principalement entretien courant et fourniture des consommables (3 lots),joue,directive24,attribution,initial,Mairie de Gex,01174,GEX Cedex,"[('2020-07-31', 'LA PROFESSIONNELLE DU NETTOYAGE (LPN ; OMNI SERVICE)', (320000, 'EUR'), 'Bâtiments secteur Mairie'), ('2020-07-31', 'TEAMEX (GEX NETTOYAGE)', (280000, 'EUR'), 'Bâtiments secteur culturel'), ('2020-07-31', 'TEAMEX (GEX NETTOYAGE)', (160000, 'EUR'), 'Bâtiments spécifiques')]","['Nettoyage de locaux', ""Produits d'entretien""]","[239, 278]",oui,oui
3,21-43693,2021-04-01,2021-05-21,['2'],"marché de maîtrise d'oeuvre - rénovation sanitaire, mise en accessibilité et mise en valeur de l'église fortifiée saint-médard de Prisces (02)",fns,cmp2006,appeloffre,initial,Commune de PRISCES,02140,Prisces,,"[""Maîtrise d'oeuvre"", 'Monuments historiques']","[197, 236]",non,non
4,21-44183,2021-04-01,2021-04-23,['2'],Comblement d'un puits et réfection des voiries et réseaux d'évacuation des eaux pluviales,fns,cmp2006,appeloffre,initial,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,"[""Travaux dans l'eau""]",[349],non,non
5,21-42692,2021-04-01,2021-05-03,['2'],"Entretien des véhicules, pneumatiques et autres matériels de GrandSoissons Agglomération et ses communes membres",joue,directive24,appeloffre,initial,Cté. d'Agglo. du Soissonnais,02880,Cuffies,,"['Pneumatiques', 'Véhicules']","[271, 359]",oui,non
6,21-44408,2021-04-01,2021-04-26,['3'],Productions audiovisuelles,fns,cmp2006,appeloffre,initial,Ville de Moulins,03016,Moulins cedex,,"['Audiovisuel', 'Prestations de services']","[22, 274]",non,non
7,21-44462,2021-04-01,2021-04-30,['4'],La réalisation d'une étude de calibrage de Résorption de l'Habitat Insalubre Irrémédiable ou dangereux (RHI) et de Traitement de l'Habitat Insalubre Remédiable ou dangereux et des Opéra,fns,cmp2006,appeloffre,initial,COMMUNE DE DIGNE LES BAINS,04000,Digne les Bains,,['Etude'],[118],non,non
8,21-44136,2021-04-01,2021-05-19,['4'],PRESTATIONS D'ETABLISSEMENT DE PLANS TOPOGRAPHIQUES ET DE PRESTATIONS DE GEOMETRES,fns,cmp2006,appeloffre,initial,COMMUNE DE MANOSQUE,04100,Manosque,,['Topographie'],[344],non,non
9,21-43996,2021-04-01,2021-05-11,['4'],PRESTATIONS D'ETABLISSEMENT DE PLANS TOPOGRAPHIQUES ET DE PRESTATIONS DE GEOMETRES,fns,cmp2006,appeloffre,initial,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,,['Topographie'],[344],non,non
10,21-43874,2021-04-01,2021-05-03,"['4', '83']",- Grand Site des Gorges du Verdon -Plan de communication et produits touristiques,mapa,cmp2006,appeloffre,initial,PNR du Verdon,04360,Moustiers Sainte Marie,,"['Etude', 'Publicité, Communication', 'Sondage, enquête']","[118, 285, 471]",non,non
11,21-42157,2021-04-01,2021-05-20,['4'],"Fournitures de denrées alimentaires (Fromages, fromages bio, produits laitiers et fruitiers frais conventionnels et bio) pour l'Unité de Préparation Culinaire (Upc) et 5 collèges d",joue,directive24,appeloffre,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,,"['Denrées alimentaires', ""Produits de l'agriculture""]","[88, 276]",non,oui
12,21-44309,2021-04-01,2021-04-28,"['5', '4', '38', '84']",Travaux de restauration de la Tour Nord-Est de la Collégiale Notre-Dame et Saint-Nicolas de la ville de Briançon,fns,cmp2006,appeloffre,rectificatif,Ville de Briançon,05100,BRIANCON,,"['Charpente', 'Couverture', 'Décoration (travaux)', 'Electricité (travaux)', 'Maçonnerie']","[57, 74, 85, 105, 195]",non,non
13,21-16727,2021-04-01,2021-05-30,['6'],nettoyage des abords des routes départementales des sda littoral ouest antibes et cannes,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Voirie'],[365],non,oui
14,21-16944,2021-04-01,2021-05-30,['6'],impression de documents de communication pour les besoins des services départementaux,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Impression'],[160],non,oui
15,21-42772,2021-04-01,2021-05-17,['6'],Fourniture d'équipements de protection individuelle,joue,directive24,appeloffre,initial,SDIS (06),06273,Villeneuve Loubet Cedex,,['Equipements spécialisés'],[115],non,non
