,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-39660,2021-03-26,2021-04-26,['1'],"Manutention, déménagement et élimination d'équipements mobilier et divers pour le Département de l'Ain",joue,directive24,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Déménagement'],[86],non,non
1,21-39400,2021-03-26,2021-04-26,['1'],"Fourniture de mobilier médical, matériel de perfusion/nutrition, matériel respiratoire pour le service d'hospitalisation à domicile du Centre Hospitalier de Bourg-en-Bresse",joue,directive24,appeloffre,initial,CH DE BOUR EN BRESSE FLEYRIAT,01012,Bourg-en-bresse cedex,,['Matériel médical'],[212],non,non
2,21-37299,2021-03-26,2021-04-23,['1'],Réaménagement et Débitumisation des cours d'école de la Ville de Bourg-en-Bresse.,fns,cmp2006,appeloffre,initial,Ville de Bourg-en-Bresse,01012,Bourg-en-Bresse cedex,,"['Clôture', 'Espaces verts', 'Mobilier urbain', 'Terrassement', 'Aire de jeux']","[64, 116, 231, 341, 400]",non,oui
3,21-41345,2021-03-26,2021-04-20,"['1', '74', '73', '69', '39', '38']",Travaux de réaménagement de locaux du Groupe scolaire d'Ornex,fns,cmp2006,appeloffre,initial,COMMUNE D ORNEX,01210,Ornex,,"['Electricité (travaux)', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Ventilation']","[105, 144, 222, 264, 360]",non,non
4,21-40866,2021-03-26,2021-06-23,['2'],Aménagement d'un lotissement rue du Nouvion à BOUE,fns,cmp2006,attribution,initial,OPH DE L'AISNE,02007,Laon,,['Bâtiment'],[33],non,non
5,21-40905,2021-03-26,2021-04-16,['2'],Entretien de différents massifs paysagers de la Ville de Bohain en Vermandois-.,fns,cmp2006,appeloffre,initial,VILLE DE BOHAIN EN VERMANDOIS,02110,BOHAIN-EN-VERMANDOIS,,['Espaces verts'],[116],non,non
6,21-40851,2021-03-26,2021-04-19,"['3', '63']",mission de maîtrise d'oeuvre pour la construction d'un ouvrage d'art franchissant la rivière artificielle au centre omnisports pierre coulon,mapa,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy,,"[""Maîtrise d'oeuvre"", 'Ingénierie']","[197, 455]",non,non
7,21-41227,2021-03-26,2021-05-10,['3'],"Marché 21ST04 - MAINTENANCE ET REPARATIONS DES PORTES SECTIONNELLES, PORTAILS ET BARRIERES DU S.D.I.S 03",fns,cmp2006,appeloffre,rectificatif,SCE DEPARTEMENTAL INCENDIE ET SECOURS,03401,YZEURE,,"['Maintenance', 'Porte automatique, portail']","[196, 412]",non,non
8,21-41149,2021-03-26,2021-06-23,['5'],Fourniture de Produits de traitement et produits d'entretien destinés aux piscines municipales,mapa,cmp2006,attribution,initial,Ville de Gap,05007,GAP,,"[""Produits d'entretien""]",[278],non,non
9,21-39470,2021-03-26,2021-04-26,['5'],Route Departementale 942 - Calibrage entre le Maupas et la Bauche (7ème tranche),joue,directive24,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,Gap,,"['Terrassement', 'Voirie']","[341, 365]",oui,non
10,21-41355,2021-03-26,2021-04-23,['5'],recrutement d'un programmiste,mapa,cmp2006,appeloffre,initial,Mairie de Montgenèvre,05100,MONTGENEVERE,,['Prestations de services'],[274],non,non
11,21-41082,2021-03-26,2021-04-15,['6'],Analyses génétiques dans le cadre de l'étude des aires de répartition du lièvre variable et du lièvre d'Europe dans le massif des Alpes françaises,fns,cmp2006,appeloffre,initial,Parc national du Mercantour,06006,Nice,,['Etude'],[118],non,non
12,21-39718,2021-03-26,2021-04-23,['6'],"EXECUTION DE CIRCUITS DE TRANSPORTS REGULIERS SUR LE TERRITOIRE DE NICE COTE D'AZUR : Vallées, Plaine du Var/Carros, Nord- Est, Est Littoral, Collines Niçoises",joue,autre,rectificatif,rectificatif,Régie Ligne d'Azur,06100,NICE,,['Transport'],[347],non,non
13,21-40792,2021-03-26,2021-04-25,['6'],MAPA 2020-072 TRAVAUX D'ETANCHEITE ET DE COUVERTURE DANS LES BÂTIMENTS COMMUNAUX,fns,cmp2006,attribution,initial,COMMUNE LE CANNET,06110,Le Cannet,"[('2021-03-26', 'EXETANCH', (480000, 'EUR'), None), ('2021-03-26', 'PATRI IMMO', (480000, 'EUR'), None)]","['Couverture', 'Etanchéité']","[74, 117]",non,non
14,21-41324,2021-03-26,2021-05-07,"['6', '83']",Réalisation d'une mission d'assistance à maîtrise d'ouvrage concernant la fin des deux concessions portuaires communales et la passation et mise en place de nouvelles concessions,mapa,cmp2006,appeloffre,initial,Commune de Vallauris Golfe-Juan,06220,VALLAURIS,,"['Audit', 'Prestations de services', ""Assistance à maîtrise d'ouvrage"", 'Assistance juridique']","[21, 274, 433, 434]",non,non
15,21-39403,2021-03-26,2021-04-23,['6'],"Prestations d'émission, de livraison et de suivi de gestion de titres-restaurant pour le Centre communal d'action sociale de Villefranche-sur-Mer.",joue,directive24,appeloffre,initial,CTRE COM ACTION SOC VILLEFRANCHE MER,06230,Villefranche sur Mer,,['Titres restaurant'],[416],oui,non
