,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,19-171543,2019-11-16,2019-12-19,['3'],Impression de documents divers de communication pour Moulins Communauté,joue,directive24,appeloffre,initial,Communauté d'agglomération de Moulins,03000,MOULINS,,['Impression'],[160],non,non
1,19-171249,2019-11-16,2019-12-14,['6'],Fourniture d'habillement et de chaussures pour le personnel des agences et régies de Côte d'Azur Habitat.,joue,directive24,appeloffre,initial,Côte d'Azur Habitat,06200,Nice,,['Habillement'],[150],non,non
2,19-164555,2019-11-16,2020-01-14,['6'],acquisition de papier pour les besoins des agents des services départementaux,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,NICE CEDEX 3,"[('2019-10-17', 'PAPETERIES DU DAUPHINE', (1000000, 'EUR'), 'Acquisition de papier pour les besoins des agents des services départementaux')]",['Papeterie'],[262],non,oui
3,19-171305,2019-11-16,2019-12-17,['6'],19V1436 - CONCEPTION GRAPHIQUE ET MISE EN PAGE DE DOCUMENTS,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Prestations de services'],[274],non,non
4,19-171293,2019-11-16,2019-12-12,['6'],Création d'un cadre pluvial sous le parking de la Villette à Cagnes-sur-Mer (CSM1701),joue,directive24,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Réseaux divers'],[306],non,oui
5,19-171481,2019-11-16,2019-12-19,['6'],"19N0393 - Poursuite du déploiement du réseau TCSP métropolitain et des pôles d'échanges multimodaux: études préalables, de programme, concertation et missions ponctuelles associées.",joue,directive25,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Prestations de services'],[274],non,non
6,19-171782,2019-11-16,2019-11-30,['6'],Traitement des refus de process du CVO du Broc,joue,directive24,appeloffre,initial,SMED,06510,CANNES-LA-BOCCA,,['Ordures ménagères (prestations)'],[249],non,non
7,19-171224,2019-11-16,2019-11-27,['6'],Transport occasionnel de passagers,joue,autre,rectificatif,rectificatif,Ville de Carros,06512,Carros Cedex,,['Transport'],[347],non,non
8,19-171568,2019-11-16,2019-12-16,['6'],Missions de contrôle technique sur le patrimoine communal,joue,directive24,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Prestations de services'],[274],non,non
9,19-170529,2019-11-16,2019-12-16,['6'],bus-tram antibes-sophia antipolis - lot no15 : travaux d'éclairage public sur les sections s0 et s3,joue,directive25,appeloffre,initial,Cté Agglomération Sophia Antipolis,06901,Sophia antipolis cedex,,['Eclairage public'],[102],non,oui
10,19-172690,2019-11-16,2019-12-09,['8'],Travaux de restructuration et d'extension du Centre d'Hébergement à LIART-.,fns,cmp2006,appeloffre,initial,COMMUNAUTE DE COM ARDENNES THIERACHE,08260,MAUBERT-FONTAINE,,"[""Tous corps d'état""]",[345],non,non
11,19-171602,2019-11-16,2020-01-16,['10'],prestations de restauration collective (restaurants du centre sportif de l'aube et de la résidence du lac d'orient),joue,directive24,attribution,initial,DEPARTEMENT DE L AUBE,10026,Troyes,"[('2019-11-14', 'ELIOR RESTAURATION ENSEIGNEMENT', (3152000, 'EUR'), 'PRESTATIONS DE RESTAURATION COLLECTIVE (RESTAURANTS DU CENTRE SPORTIF DE L\x92AUBE ET DE LA RESIDENCE DU LAC D\x92ORIENT)')]",['Restauration collective'],[66],non,non
12,19-171617,2019-11-16,2020-01-14,['13'],missions de contrôle technique pour les besoins de l'epf sur la région paca,joue,directive24,attribution,initial,ETS PUB FONCIER P A C A,13001,MARSEILLE,,['Contrôle technique'],[72],non,non
13,19-171590,2019-11-16,2019-12-16,['13'],Suivi-évaluation des projets de Solidarité et coopération internationale pour l eau et l assainissement financés par le Fonds de Solidarité Internationale pour l'Eau,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Prestations de services'],[274],non,non
14,19-171342,2019-11-16,2019-12-16,['13'],Fourniture de périphériques informatiques et de logiciels standards et de postes de travail,joue,directive24,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,,['Informatique (matériel)'],[162],non,non
15,19-171801,2019-11-16,2019-12-17,['13'],Formations Réglementaires Liées A L Hygiène Et A La Securite,joue,directive24,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,,['Formation'],[410],non,non
16,19-171722,2019-11-16,2019-12-14,['13'],rehabilitation du quai de caronte - phase candidature,joue,directive25,attribution,initial,Grand Port Maritime de Marseille,13226,marseille cedex 02,"[('2019-11-13', 'Gpt VINCI CMF - SGC TRAVAUX SPECIAUX', (4714850.0, 'EUR'), None)]","['Démolition', 'Dragage', 'Terrassement']","[87, 93, 341]",non,non
17,19-171261,2019-11-16,2020-02-11,['13'],Travaux De Confortement De La Digue Du Large,joue,directive25,attribution,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,"[('2019-11-07', 'Vinci Construction Maritime Et Fluvial', (9700000, 'EUR'), None), ('2019-11-07', 'Jean Negri Et Fils', (9700000, 'EUR'), None)]",['Digue'],[91],non,non
18,19-171186,2019-11-16,2020-01-08,['13'],Assistance à la mise en oeuvre du Système d'Information de la Ville de Marseille,joue,directive24,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,"['Assistance technique', ""Assistance à maîtrise d'ouvrage""]","[19, 433]",non,non
19,19-171179,2019-11-16,2020-01-14,['13'],ACCORD CADRE DE CONVOYAGE D'ENFANTS CONFIES AU DEPARTEMENT DES BOUCHES-DU-RHONE DANS LE CADRE DE L'AIDE SOCIALE A L'ENFANCE (ASE),joue,directive24,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille,"[('2019-10-17', 'SYNERGIHP', (112640, 'EUR'), ""ACCORD CADRE DE CONVOYAGE D'ENFANTS CONFIES AU DEPARTEMENT DES BOUCHES-DU-RHONE DANS LE CADRE DE L'AIDE SOCIALE A L'ENFANCE (ASE)"")]",['Transport'],[347],non,non
20,19-171242,2019-11-16,2019-12-05,['83'],"FOURNITURE D'ÉQUIPEMENTS ET MATÉRIELS D'ATELIER DE CARROSSERIE, MÉCANIQUE AUTOMOBILE, TUYAUTERIE, SOUDURE - CFAR CAMPUS LA SEYNE",joue,directive24,attribution,initial,CMAR PACA,13295,Marseille Cedex 8,"[('2019-10-25', 'DESCOURS ET CABAUD', (12881, 'EUR'), 'Machines abrasives et à polir'), ('2019-11-05', 'PROVENCE SOUDAGE', (34151, 'EUR'), 'Mobiliers pour atelier de soudage et de tuyauterie'), ('2019-10-25', 'WURTH FRANCE', (6190, 'EUR'), 'Outils de mesure et de traçage'), ('2019-10-25', 'VBSA SAS', (6121, 'EUR'), 'Outils vitrages'), ('2019-11-13', 'GOLIAT', (7575, 'EUR'), 'CONTAINERS')]","['Conteneur, poubelles', 'Machines-outils']","[71, 194]",non,non
