,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-124177,2020-10-11,2020-11-10,['5'],"Prestations de transfert, tri et traitement du multimatériaux et du verre",joue,directive24,appeloffre,initial,Communauté de Communes de l'Embrunais,05200,Embrun,,['Collecte sélective'],[82],non,non
1,20-123705,2020-10-11,2020-11-16,['5'],Marché de fourniture et d'acheminement d'énergie électrique pour les communes du Syndicat Intercommunal Guil Durance Eclairage Public (Sigdep),joue,directive24,appeloffre,initial,SIGDEP,05600,Réotier,,"['Electricité, gaz (fourniture)']",[443],non,non
2,20-123899,2020-10-11,2020-11-07,['6'],"FOURNITURE ET MAINTENANCE DES SOUS-STATIONS DE REDRESSEMENT ELECTRIQUES DES LIGNES 1, 2 ET 3 DU TRAMWAY",joue,directive25,appeloffre,initial,Régie Ligne d'Azur,06100,Nice,,"['Maintenance', 'Matériel électrique', 'Matériel ferroviaire', 'Matériel de sécurité']","[196, 203, 206, 209]",non,non
3,20-123778,2020-10-11,2020-11-06,['6'],"Numéro de la consultation : 20m-Ascenseurs Maintenance des ascenseurs, Epmr, monte charges et escaliers mécaniques",joue,directive24,appeloffre,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06103,Nice,,"['Ascenseur', 'Maintenance']","[17, 196]",non,non
4,20-123938,2020-10-11,2020-11-17,['6'],Traitement des refus de process du Centre de Valorisation Organique (CVO) du Broc,joue,directive24,appeloffre,initial,SMED,06150,CANNES-LA-BOCCA,,['Ordures ménagères (prestations)'],[249],non,oui
5,20-123820,2020-10-11,2020-12-09,['6'],"TRAVAUX D'ENTRETIEN, DE REPARATION ET DE CREATION DES DISPOSITIFS DE COLLECTE ET GESTION DES EAUX PLUVIALES. LOTS 1, 2 ET 3.",joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Bassin, étang', 'Canalisations']","[28, 48]",non,non
6,20-124183,2020-10-11,2020-11-16,['6'],Maîtrise d'oeuvre pour la rénovation et l'agrandissement des locaux du gymnase des Muriers à Cannes,joue,directive24,appeloffre,initial,COMMUNE DE CANNES,06406,Cannes,,"[""Maîtrise d'oeuvre""]",[197],non,non
7,20-123718,2020-10-11,2020-10-20,['6'],Travaux de réparations du ponton Gazagnaire,joue,autre,rectificatif,rectificatif,COMMUNE DE CANNES,06406,Cannes,,['Travaux sous-marins'],[351],non,oui
8,20-124086,2020-10-11,2020-11-16,['6'],Prestations de transport en commun de personnes par autocar avec chauffeur,joue,directive24,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Véhicules (location)'],[474],non,non
9,20-123839,2020-10-11,2020-11-09,['6'],Acquisition de carburants par approvisionnement,joue,directive24,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Combustible'],[438],non,non
10,20-124037,2020-10-11,2020-11-08,['6'],Accord Cadre pour la fourniture de services de communications électroniques,joue,directive24,attribution,initial,Ville de Saint-Laurent-du-Var,06706,Saint Laurent du Var,,['Télécommunications'],[338],non,non
11,20-123756,2020-10-11,2020-11-10,['9'],Fourniture de denrées alimentaires pour la cuisine centrale de la Ville de Foix,joue,directive24,appeloffre,initial,Ville de Foix,09008,Foix,,['Restauration collective'],[66],non,non
