a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-57068,2020-04-24,2020-05-25,"['1', '7', '38', '39', '42', '69', '71', '73', '74']",TRAVAUX DU RESEAU D'EAUX USEES EN TRADITIONNEL ET PAR GAINAGE ROUTE DE GENEVE A DAGNEUX,fns,cmp2006,appeloffre,initial,Communauté de communes de la Côtière,01120,Montluel,,"['Assainissement', 'Réseaux divers', ""Travaux dans l'eau""]","[18, 306, 349]",non,non
20-56982,2020-04-24,2020-05-18,"['2', '51']",TRAVAUX RÉPARATIONS SCOLAIRES-.,mapa,cmp2006,appeloffre,initial,COMMUNE DE CHATEAU THIERRY,02400,CHATEAU-THIERRY,,"[""Tous corps d'état""]",[345],non,non
20-55507,2020-04-24,2020-06-12,['2'],Services de transports scolaires,joue,autre,rectificatif,rectificatif,R.T.A,02430,GAUCHY,,['Transport'],[347],non,non
20-56064,2020-04-24,2020-05-29,['3'],Plâtrerie et peinture des embrasures et des fenêtres de l'Hôtel de Ville suite au remplacement de toutes les menuiseries de la Mairie,fns,cmp2006,appeloffre,initial,Ville de Vichy,03201,Vichy cedex,,['Menuiserie'],[222],non,non
20-57043,2020-04-24,2020-06-02,['4'],TRAVAUX D'INSTALLATION DES MOTIFS LUMINEUX POUR LES FÊTES DE FIN D'ANNÉE 2020,mapa,cmp2006,appeloffre,initial,COMMUNE DE MANOSQUE,04100,Manosque,,"['Eclairage public', 'Electricité (travaux)']","[102, 105]",non,non
20-55513,2020-04-24,2020-05-15,['4'],Fourniture de carburants automobile,joue,autre,rectificatif,rectificatif,Ville de Sisteron,04200,Sisteron,,"['Carburant, hydrocarbure']",[52],non,non
20-57002,2020-04-24,2020-05-29,['5'],Réfection généralisée de la Route Forestière de Clot Besson,fns,cmp2006,appeloffre,initial,COMMUNE DE CROTS,05200,CROTS,,['Voirie'],[365],non,non
20-55581,2020-04-24,2020-06-04,['6'],HABILLAGE TRAMWAY LIGNES 2 ET 3,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06000,Nice,,"['Impression', 'Publicité, Communication']","[160, 285]",non,non
20-48113,2020-04-24,2020-05-25,['6'],fourniture de droits d'usage et de licences microsoft et services autour des technologies microsoft,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,"['Informatique (assistance)', 'Informatique (maintenance serveurs et réseaux)']","[453, 454]",non,non
20-56938,2020-04-24,2020-05-16,['6'],ACQUISITION D'UNE EMBARCATION SEMI-RIGIDE A USAGE PROFESSIONNELLE AVEC UN MOTEUR HORS-BORD,mapa,cmp2006,appeloffre,initial,Ville de Mandelieu La Napoule,06212,Mandelieu-La Napoule,,['Construction navale'],[70],non,oui
