,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-94931,2020-07-24,2020-08-24,['1'],ACQUISITION D'UN AUTOCAR D'OCCASION POUR LES BESOINS DE L'EXPLOITATION DE LA RDTA,fns,cmp2006,attribution,initial,R.D.T. Ain,01000,Bourg en Bresse,"[('2020-07-20', 'MAN TRUCK AND BUS FRANCE', (120000, 'EUR'), None)]",['Véhicules (acquisition)'],[475],non,non
1,20-94805,2020-07-24,2020-08-19,['1'],FOURNITURE ET POSE D'HABILLAGE ADHESIF POUR AUTOCARS ET VEHICULES LEGERS POUR LES BESOINS DE L'EXPLOITATION DE LA RDTA,fns,cmp2006,appeloffre,initial,R.D.T. Ain,01000,Bourg en Bresse,,['Véhicules'],[359],non,non
2,20-95032,2020-07-24,2020-08-24,['1'],Fourniture d'une solution d'hyper convergence pour les besoins de l'exploitation de la RDTA,mapa,cmp2006,attribution,initial,R.D.T. Ain,01000,Bourg en Bresse,[],"['Informatique (matériel)', 'Informatique (prestations de services)']","[162, 163]",non,non
3,20-93622,2020-07-24,2020-09-22,['1'],Prestations d'entretien des espaces verts,joue,directive24,attribution,initial,Département de l'Ain,01000,BOURG EN BRESSE,"[('2020-04-16', 'ID VERDE', (340000.0, 'EUR'), ""Prestations d'entretien des espaces verts"")]",['Espaces verts'],[116],non,non
4,20-94531,2020-07-24,2020-09-03,['1'],Réfection de l'étanchéité du gite collectif de la Plaine Tonique,fns,cmp2006,appeloffre,initial,Cap 3B Aménagement,01340,Montrevel en Bresse,,"['Couverture', 'Etanchéité']","[74, 117]",non,non
5,20-94771,2020-07-24,2020-08-28,['2'],Travaux de modification des installations ECS au collège de La Fère-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,"[""Tous corps d'état""]",[345],non,non
6,20-94635,2020-07-24,2020-09-15,['2'],LOCATION FONTAINES A EAU,fns,cmp2006,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,['Fontaine'],[449],non,non
7,20-94912,2020-07-24,2020-09-12,"['2', '8', '51']",Mission OPC (Ordonnancement Pilotage et Coordination) - Restructuration de l'ITEP de Sissonne,fns,cmp2006,appeloffre,initial,Groupe ephese,02350,Liesse notre dame,,['Ingénierie'],[455],non,non
8,20-95070,2020-07-24,2020-09-25,"['2', '51', '59', '60', '8', '80', '62', '75']",Maintenance et/ou réparations du matériel de restauration,fns,cmp2006,appeloffre,initial,Groupe ephese,02350,Liesse notre dame,,"['Cuisine (équipement)', 'Maintenance']","[77, 196]",non,oui
9,20-94582,2020-07-24,2020-10-02,['2'],Interconnexion en eau potable RD310 entre Grisolles et Rocourt Saint Martin sous charte qualité,fns,cmp2006,appeloffre,initial,USESA,02400,CHATEAU THIERRY,,"['Alimentation en eau potable', 'Canalisations']","[6, 48]",non,oui
10,20-94911,2020-07-24,2020-09-25,['2'],Construction de la station de reprise de La Plaine,fns,cmp2006,appeloffre,initial,USESA,02400,CHATEAU THIERRY,,"['Génie civil', 'Réservoir', 'Station de pompage', 'Bâche']","[141, 307, 326, 435]",non,non
11,20-95013,2020-07-24,2020-09-04,['3'],Parking des Halles - Réfection des peintures,fns,cmp2006,appeloffre,initial,Ville de Moulins,03016,Moulins cedex,,['Peinture (travaux)'],[264],non,non
12,20-92374,2020-07-24,2020-09-18,['3'],renaissance du coeur thermal de vichy - restauration du parc des sources et rénovation de ses abords,joue,directive24,appeloffre,initial,Ville de Vichy,03200,Vichy,,"[""Maîtrise d'oeuvre""]",[197],non,non
