,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-94209,2021-07-09,2021-08-09,['1'],Accord-cadre de fourniture et pose d'équipements de cuisine collective pour les bâtiments du Département de l'Ain,joue,directive24,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"['Electroménager', 'Equipements spécialisés']","[108, 115]",non,non
1,21-94388,2021-07-09,2021-10-04,['1'],"Réalisation de prestations de transfert, transport, tri et caractérisation des collectes sélectives sur les territoires de la Haute Savoie et de l'Ain",joue,directive24,appeloffre,initial,SYND MIXTE GEST DECHET FAUCIGNY GENEVO,01200,Valserhone,,['Ordures ménagères (prestations)'],[249],non,non
2,21-95796,2021-07-09,2021-09-06,"['2', '51', '59', '60', '8', '80', '62', '75']","Aménagements extérieurs (maçonnerie, ferronnerie, peinture, paysager)",fns,cmp2006,appeloffre,initial,Groupe ephese,02350,Liesse notre dame,,"['Espaces verts', 'Ferronnerie', 'Maçonnerie', 'Peinture (travaux)', 'Végétaux']","[116, 126, 195, 264, 358]",oui,oui
3,21-96143,2021-07-09,2021-08-10,['2'],FOUNITURE D'UNE SOLUTION DE MICROPHONES DE CONFERENCE SANS FIL-.,fns,cmp2006,appeloffre,initial,COMMUNAUTE DE COMMUNES DES 3 RIVIERES,02500,BUIRE,,['Sonorisation'],[324],non,non
4,21-94394,2021-07-09,2021-08-31,['3'],Fourniture Et Livraison De Repas En Liaison Froide,joue,directive24,appeloffre,initial,CC COMMENTRY MONTMARAULT NERIS COM,03600,Commentry,,"['Repas, traiteur']",[304],non,oui
5,21-96108,2021-07-09,2021-08-09,['4'],mise en oeuvre d'une centrale photovoltaique pour la caisse d'allocations familiales des alpes de haute provence site de digne,fns,cmp2006,appeloffre,initial,CAF DES ALPES DE HAUTE PROVENCE,04011,Digne les bains,,['Photovoltaïque'],[476],non,non
6,21-94252,2021-07-09,2021-08-08,['4'],Elaboration du Schéma de Cohérence Territoriale de la CCAPV,joue,directive24,attribution,initial,Cté Com Alpes Provence Verdon,04170,Saint andré les alpes,,['Prestations de services'],[274],non,non
7,21-94048,2021-07-09,2021-10-01,['4'],Prise en charge et compostage des boues des stations d'épuration de Saint Lazare et de la Zac Val de Durance,joue,directive24,attribution,initial,Ville de Sisteron,04200,Sisteron,"[('2021-07-05', 'SARL 04 RECYCLAGE', (188220, 'EUR'), None)]","['Prestations de services', ""Station d'épuration (exploitation)""]","[274, 335]",non,non
8,21-95932,2021-07-09,2021-08-09,['5'],FOURNITURE DE VOITURES PARTICULIERES EN LOCATION LONGUE DUREE,fns,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,['Véhicules (location)'],[474],non,non
9,21-95948,2021-07-09,2021-08-16,['5'],RD937- Calibrage du PR 1+750 (village de St Disdier) au PR 2+040 (lieu-dit Les Baraques),fns,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,['Terrassement'],[341],oui,non
10,21-96359,2021-07-09,2021-08-08,['6'],Marché de restauration scolaire,fns,cmp2006,appeloffre,initial,Ville de Tourrettes sur Loup,06140,Tourrettes-sur-Loup,,['Restauration collective'],[66],non,non
11,21-24787,2021-07-09,2021-09-07,['6'],réalisation d'un test de réponse thermique de sol en vue de la création d'une maison de l'environnement et de l'observation à valberg,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Géothermie'],[452],non,non
12,21-82463,2021-07-09,2021-09-10,['6'],reconstruction de deux bow-string sur la rd 6204,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,"[""Ouvrage d'art""]",[252],non,oui
13,21-61076,2021-07-09,2021-09-07,['6'],"acbc - travaux de restauration, d'entretien et de sécurisation des itinéraires de randonnées inscrits au plan départemental des itinéraires de promenade et de randonnée : secteur montagne",joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Travaux forestiers'],[350],non,oui
14,21-96197,2021-07-09,2021-08-09,['6'],"Fourniture, pose et maintenance de panneaux de signalisation routière verticale et de mobilier urbain",fns,cmp2006,appeloffre,initial,Commune de Vallauris Golfe-Juan,06220,VALLAURIS,,"['Acier', 'Panneaux']","[3, 261]",non,non
15,21-96238,2021-07-09,2021-08-08,['6'],Création aire de bivouac aux abords Col de Roua (Gorges de Daluis),fns,cmp2006,appeloffre,initial,Communauté de Communes Alpes d'Azur,06260,Puget-Théniers,,"[""Aire d'accueil""]",[430],non,oui
16,21-96363,2021-07-09,2021-08-08,['6'],21N0056 PRESTATION DE SERVICE FERROVIAIRE SNCF,fns,cmp2006,attribution,initial,METROPOLE NICE COTE D AZUR,06364,NICE CEDEX 4,"[('2021-05-28', 'SNCF Réseau', (437573, 'EUR'), None)]","['Prestations de services', 'Ingénierie']","[274, 455]",non,non
17,21-94335,2021-07-09,2021-09-06,['6'],20N0780 PROCEDURES D'URBANISME EMPORTANT EVOLUTION DES DOCUMENTS D'URBANISME ET ETUDES SPECIFIQUES,joue,directive24,attribution,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,"[('2021-07-06', 'CITADIA CONSEIL', (457705, 'EUR'), ""PROCEDURES D'URBANISME EMPORTANT EVOLUTION DES DOCUMENTS D'URBANISMEET ETUDES SPECIFIQUES"")]","['Etude', 'Prestations de services']","[118, 274]",non,non
18,21-93936,2021-07-09,2021-08-06,['6'],21V0185 - Location et installation de mobilier pour les besoins de la Régie des Palais Acropolis et Nikaïa,joue,autre,rectificatif,rectificatif,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Mobilier'],[230],non,non
