,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,19-185077,2019-12-14,2020-02-12,['1'],RD 936 - Déviation de Saint-Trivier-sur-Moignans - Aménagements paysagers,joue,directive24,attribution,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,"[('2019-11-26', 'BALLAND', (237640.0, 'EUR'), 'RD 936 - Déviation de Saint-Trivier-sur-Moignans - Aménagements paysagers')]",['Espaces verts'],[116],non,non
1,19-185683,2019-12-14,2020-01-22,['1'],Exécution des services de transport à la demande sur le ressort territorial de la Ville de Gex pour la période 2020-2022,joue,directive24,appeloffre,initial,Mairie de Gex,01174,GEX Cedex,,['Transport'],[347],non,non
2,19-185353,2019-12-14,2020-02-20,['2'],Entretien des ouvrages d'assainissement de la communauté de communes du Val de l'Aisne,joue,directive24,attribution,initial,Cté de Cnes du Val de l'Aisne,02370,PRESLES-ET-BOVES,"[('2019-12-12', 'SUEZ RV OSIS EST', (67705.0, 'EUR'), 'Lot unique')]","['Assainissement', 'Réseaux divers']","[18, 306]",non,non
3,19-185352,2019-12-14,2020-02-20,['2'],Collecte des ordures ménagères et recyclables sur le territoire de la communauté de communes du Val de l'Aisne,joue,directive24,attribution,initial,Cté de Cnes du Val de l'Aisne,02370,PRESLES-ET-BOVES,"[('2019-12-12', 'SUEZ RV NORD EST', (694115.0, 'EUR'), 'Lot unique')]","['Assainissement', 'Collecte sélective', 'Ordures ménagères (prestations)']","[18, 82, 249]",non,non
4,19-185060,2019-12-14,2020-01-16,['3'],APPEL D'OFFRES OUVERTREHABILITATION THERMIQUE MOULINS SUD 9 BATIMENTS 245 LOGEMENTS- 03000 MOULINS,joue,directive24,appeloffre,initial,EVOLEA,03000,MOULINS,,"['Electricité (travaux)', 'Isolation', 'Peinture (travaux)', 'Plâtrerie', 'Serrurerie', 'Ventilation', 'Amiante (désamiantage)']","[105, 169, 264, 269, 321, 360, 479]",oui,non
5,19-185296,2019-12-14,2020-03-10,['3'],Emission et livraison de chèques d'accompagnement personnalisé pour le Centre Communal d'Action Sociale de Montluçon,joue,directive24,attribution,initial,C.C.A.S de Montluçon,03100,Montlucon,"[('2019-11-19', 'Edenred France', (1400000, 'EUR'), None)]","['Imprimés', 'Prestations de services']","[161, 274]",non,non
6,19-185385,2019-12-14,2020-03-10,['3'],Fabrication du journal 'Montluçon notre ville' et 'Agenda Montluçonnais' - Relance suite à procédure déclarée infructueuse,joue,directive24,attribution,initial,Ville de Montluçon,03106,Montlucon,"[('2019-11-27', 'Typocentre Color', (360000, 'EUR'), None)]",['Imprimés'],[161],non,non
7,19-185370,2019-12-14,2020-01-24,['3'],Marche Pour L'Exploitation Et La Maintenance Des Installations Thermiques Des Bâtiments De La Ville Et De L'Agglomération De Montluçon,joue,directive24,appeloffre,initial,Ville de Montluçon,03106,Montlucon,,"['Chauffage (exploitation, entretien)']",[59],non,non
8,19-185236,2019-12-14,2020-01-27,"['5', '4']","RECONSTRUCTION DE L'EHPAD "" CHABRE "", DU FAM "" 4 SAISONS "" ET D'UN SERVICE DE GERONTO PSYCHIATRIE EN EXTENSION DE L'EHPAD-USLD "" BUECH "" DU CENTRE HOSPITALIER A LARAGNE",joue,directive24,appeloffre,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,,"[""Maîtrise d'oeuvre""]",[197],non,oui
9,19-185714,2019-12-14,2020-01-17,['5'],"Prestations de réception, de transport, de traitement et de location de bennes pour la valorisation des déchets verts",joue,directive24,appeloffre,initial,Communauté de Communes de l'Embrunais,05200,Embrun,,['Déchetterie (exploitation)'],[405],non,non
