a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-25473,2021-02-24,2021-03-23,"['1', '3', '38', '42', '69', '71', '73', '74']","LISTE 5206-2021-1: Equipements spécifiques de survie au profit de la division survie, sécurité, sauvetage.",fns,cmp2006DEFENSE,appeloffre,initial,AIA Ambérieu en Bugey,01508,Amberieu-en-bugey cedex,,['Equipements spécialisés'],[115],non,non
21-25747,2021-02-24,2021-03-31,['1'],Mission de maîtrise d'oeuvre pour la requalification de la RD 1084,fns,cmp2006,appeloffre,initial,Ville de Saint-Maurice de Beynost,01703,Saint-Maurice de Beynost,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-24556,2021-02-24,2021-03-29,['2'],"Préparation et exécution de l'opération d'aménagement foncier agricole, forestier et environnemental des communes de SERGY et CIERGES-.",joue,directive24,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Etude'],[118],non,non
21-24224,2021-02-24,2021-03-09,['2'],"fabrication, transport et mise en oeuvre d'enrobés bitumineux pour couches de roulement, liaison, assise et reprofilage pour des opérations inférieures ou égales à 120 000 euros ht-. (rectificatif)",joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L'AISNE,02000,Laon,,"[""Ouvrage d'infrastructure""]",[253],non,non
21-25901,2021-02-24,2021-03-26,['2'],entretien des espaces verts des zones d'activités économiques et des bassins de rétention de la communauté de communes de la thiérache du centre,fns,cmp2006,appeloffre,initial,Communauté de Communes de la Thiérache,02260,La Capelle,,"['Espaces verts', 'Végétaux']","[116, 358]",non,non
21-25426,2021-02-24,2021-03-12,['2'],Création d'un nouvel équipement sportif à Fère en Tardenois-.,fns,cmp2006,appeloffre,rectificatif,CA DE LA REGION DE CHATEAU THIERRY,02400,Château-Thierry,,"[""Tous corps d'état""]",[345],non,non
21-24262,2021-02-24,2021-05-22,['3'],Fourniture et livraison de matériaux de carrière pour le compte du Département de l'Allier,joue,directive24,attribution,initial,DEPARTEMENT DE L ALLIER,03016,Moulins,"[('2021-02-18', 'Carrières du Montluçonnais', (4176491, 'EUR'), None), ('2021-02-18', 'Granulats Bourgogne Auvergne', (3887446, 'EUR'), None), ('2021-02-18', 'Cmca Cerf', (6593360, 'EUR'), None), ('2021-02-18', 'Sarl Carrières Viallet', (2154545.94, 'EUR'), None)]",['Voirie'],[365],non,non
21-25863,2021-02-24,2021-03-22,['3'],Rénovation des installations de climatisation du RDC (Bât B)-Hôtel du Département (03),fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Climatisation'],[62],non,non
21-24681,2021-02-24,2021-05-22,['3'],Marché d'assurance flotte automobile et risques annexes,joue,directive24,attribution,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,03401,Yzeure,,['Assurance'],[20],non,non
21-25693,2021-02-24,2021-03-17,['3'],Désamiantage et déconstruction du bâtiment EX FIBA,fns,cmp2006,appeloffre,initial,CC Saint Pourcain Sioule Limagne,03500,Saint-Pourçain-sur-Sioule,,['Travaux de viabilité'],[353],non,non
21-25434,2021-02-24,2021-03-31,['4'],Étude Tarifs de l'eau et de l'assainissement: Tarification sociale et tarifs autres que domestiques,fns,cmp2006,appeloffre,initial,Provence Alpes Agglomération,04000,Digne les Bains,,['Etude'],[118],non,non
21-25888,2021-02-24,2021-03-29,['5'],Route Départementale no504 PR 1+100 reprise des superstructures du pont de Vallouise commun de Vallouise-Pelvoux,fns,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,"[""Ouvrage d'art""]",[252],oui,non
21-25585,2021-02-24,2021-03-17,['5'],CREATION D'UN ESPACE PEDAGOGIQUE AVEC SALLE D'ACCUEIL ET CIRCUIT EXTERIEUR,fns,cmp2006,appeloffre,initial,Communauté de Communes de l'Embrunais,05200,EMBRUN,,"['Bâtiment', ""Tous corps d'état""]","[33, 345]",non,non
21-24207,2021-02-24,2021-03-09,"['6', '83', '13', '75']","AMO technique, juridique, financière pour l'audit des contrats d'eau potable, analyse comparative des modes de gestion du service et la mise en oeuvre du choix du sicasil (rectificatif)",joue,autre,rectificatif,rectificatif,SICASIL,06150,Cannes-la-Bocca,,"['Alimentation en eau potable', 'Assistance technique', 'Audit', ""Assistance à maîtrise d'ouvrage"", 'Assistance juridique']","[6, 19, 21, 433, 434]",non,non
21-18418,2021-02-24,2021-03-26,['6'],dispositif de lutte contre le frelon asiatique : expertise et destruction de nids,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,NICE Cedex 3,,"['Dératisation, désinsectisation']",[89],non,oui
21-24399,2021-02-24,2021-03-21,['6'],Renouvellement du régime frais de santé,joue,directive25,appeloffre,initial,REGIE EAU D'AZUR,06203,Nice Cedex 3,,['Assurance'],[20],non,non
21-24291,2021-02-24,2021-03-22,['6'],Fournitures de services de télécommunications voix et données,joue,directive24,attribution,initial,Mairie de Mougins,06250,Mougins,,"['Informatique (prestations de services)', 'Télécommunications']","[163, 338]",non,oui
21-24214,2021-02-24,2021-03-22,['6'],Travaux d'entretien annuel de menuiseries PVC et vitreries sur l'ensemble du patrimoine de Côte d'Azur Habitat Lots no1 à 4,joue,directive24,appeloffre,initial,Côte d'Azur Habitat,06282,Nice cedex 3,,['Bâtiment'],[33],non,non
21-24171,2021-02-24,2021-04-22,['6'],"19V2085- REPARATION DE MATERIEL VIDEO SON LUMIERE DE LA VILLE DE NICE POUR L'OPERA, LE CONSERVATOIRE, LE THEATRE FRANCIS GAG, LE THEATRE LINO VENTURA, ACROPOLIS ET NIKAIA",joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Prestations de services'],[274],non,oui
21-24463,2021-02-24,2021-03-03,['6'],Marché pour les prestations de plongées et de remorquage pour assistance portuaire a l exploitation du port et autorisation d'occupation temporaire du domaine public,joue,autre,rectificatif,rectificatif,SAS VAUBAN 21,06600,ANTIBES,,['Installation portuaire'],[165],non,non
21-25779,2021-02-24,2021-04-06,['6'],Travaux d'aménagement du Boulevard André Breton -,fns,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Maçonnerie'],[195],non,non
21-25630,2021-02-24,2021-03-24,"['7', '26']",Réhabilitation de l'école du centre Du Teil suite au séisme du 11 novembre 2019,fns,cmp2006,appeloffre,initial,SDEA,07000,Privas,,['Bâtiment'],[33],non,non
21-24604,2021-02-24,2021-03-25,['7'],Etude schéma dirceteur d'alimentation en eau potable,joue,directive24,appeloffre,initial,Communauté Agglo. PrivasCentreArdèche,07003,Privas,,"['Etude', 'Ordures ménagères (prestations)']","[118, 249]",non,non
21-24223,2021-02-24,2021-03-25,['7'],Achat d'un camion Benne à Ordures Ménagères 26T à chargement vertical avec grue,joue,directive24,appeloffre,initial,Communauté Agglo. PrivasCentreArdèche,07003,Privas,,"['Véhicules', 'Véhicules (acquisition)']","[359, 475]",non,non
21-24393,2021-02-24,2021-03-25,"['7', '26']",Fourniture et livraison de conteneurs d'Apport Volontaire pour la collecte des déchets,joue,directive24,appeloffre,initial,Communauté Agglo. PrivasCentreArdèche,07003,Privas,,"['Conteneur, poubelles', 'Déchetterie (exploitation)']","[71, 405]",non,non
21-25357,2021-02-24,2021-03-31,['8'],La présente consultation porte sur la réalisation de travaux de réfection et d'adaptation sur le quai de transfert de Sorbon.Les objectifs pour VALODEA:- La reprise des zones usées- La réalis,fns,cmp2006,appeloffre,initial,SMTDA,08000,Charleville mézière,,['Voirie'],[365],non,non
21-25676,2021-02-24,2021-03-29,['10'],Rénovation de la cuisine du collège à Bouilly-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,"[""Tous corps d'état""]",[345],non,non
21-24464,2021-02-24,2021-03-16,['12'],Concours maîtrise oeuvre CHI Espalion Saint Laurent d'Olt,joue,directive24,appeloffre,initial,Centre Hospitalier Jacques Puel,12027,RODEZ,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-24217,2021-02-24,2021-04-06,['13'],Prestations de nettoyage et d'entretien des locaux de l'EFS PACA Corse,joue,directive24,appeloffre,initial,Etablissement Français du Sang,13005,Marseille,,"['Abris', 'Nettoyage de locaux']","[1, 239]",non,oui
21-24373,2021-02-24,2021-03-26,['13'],Exploitation de centres de transfert d'ordures ménagères sur le territoire d'Istres-Ouest Provence,joue,autre,rectificatif,rectificatif,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Ordures ménagères (prestations)'],[249],non,non
21-24267,2021-02-24,2021-04-22,['13'],Travaux d'électricité sur les installations du patrimoine de la RTM,joue,directive25,attribution,initial,Régie des Transports Métropolitains,13008,Marseille,,['Matériel électrique'],[203],non,non
21-24395,2021-02-24,2021-03-29,['13'],Fourniture et livraison de titres restaurant pour le personnel du CCAS d'Aix-en-Provence (21.01F),joue,autre,rectificatif,rectificatif,CCAS d'Aix en Provence,13092,Aix en Provence cedex 2,,['Titres restaurant'],[416],non,non
21-25540,2021-02-24,2021-03-26,"['13', '30']",Travaux d'entretien des lônes de la plaine de Boulbon.,fns,cmp2006,appeloffre,initial,SYMADREM (syndicat aménagement digues),13200,Arles,,"['Berge', 'Rivières/ruisseaux', 'Terrassement']","[35, 310, 341]",non,non
21-24168,2021-02-24,2021-04-15,['13'],"Op. 319 - Études géotechniques et détection de pollution dans le cadre de la création d'une voie verte le long des berges de l'Huveaune (communes de Marseille, de La Penne sur Huveaune et d&",joue,directive24,appeloffre,initial,SOLEAM,13232,Marseille cedex 01,,['Etude'],[118],non,non
21-25529,2021-02-24,2021-03-19,['13'],FORMATIONS EN LANGUE ANGLAISE ET AUTRES LANGUES EUROPÉENNES,fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Formation'],[410],oui,oui
21-25626,2021-02-24,2021-03-23,['13'],Formation au sauvetage côtier dans le cadre du dispositif annuel de surveillance des plages de la Ville de Marseille.,fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Formation'],[410],oui,oui
21-24462,2021-02-24,2021-03-23,['13'],"Fourniture, installation et maintenance des défibrillateurs pour le CD13",joue,directive24,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille,"[('2021-01-28', 'D-SECURITE GROUPE SAS', (231657.5, 'EUR'), 'Fourniture, installation et maintenance des défibrillateurs du CD13')]",['Matériel médical'],[212],non,oui
