,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,19-168049,2019-11-09,2019-11-22,['2'],MARCHE DE FOURNITURE ET LIVRAISON DE PIECES DETACHEES NEUVES POUR L'ENSEMBLE DES VEHICULES DE LA RTA,joue,directive25,appeloffre,initial,R.T.A,02430,GAUCHY,,['Pièces détachées'],[266],non,non
1,19-168154,2019-11-09,2020-01-09,['6'],Travaux de plomberie sur le patrimoine de Côte d'Azur Habitat lot n2.2 Agence Ariane Menton,joue,directive24,appeloffre,initial,Côte d'Azur Habitat,06200,Nice,,['Plomberie (travaux)'],[270],oui,non
2,19-168440,2019-11-09,2019-11-22,['6'],Mission d'assistance et de Conseil au maître d'ouvrage pour l'exploitation du port de la Rague des communesde Mandelieu-la Napoule et Théoule-sur-Mer,joue,autre,rectificatif,rectificatif,Ville de Mandelieu La Napoule,06212,Mandelieu-La Napoule,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
3,19-168067,2019-11-09,2019-12-09,['6'],Maintenance des équipements de sécurité des bâtiments communaux de la ville de Mandelieu-la-Napoule,joue,directive24,appeloffre,initial,Ville de Mandelieu La Napoule,06212,Mandelieu-La Napoule,,"['Alarme', 'Détection incendie', 'Maintenance', 'Sécurité incendie']","[5, 90, 196, 332]",non,non
4,19-168134,2019-11-09,2020-01-09,['6'],"TRAVAUX DE MODERNISATION, D'EXTENSION, DE RENOVATION, DE REPARATION ET D'ENTRETIEN DES RESEAUX D'ECLAIRAGE PUBLIC, SPORTIF ET DECORATIF",joue,directive24,attribution,initial,Ville de Mandelieu La Napoule,06212,Mandelieu-La Napoule,,"['Eclairage public', 'Maintenance']","[102, 196]",oui,oui
5,19-168600,2019-11-09,2020-01-28,"['6', '5', '4', '83', '69']",Installation d'escaliers mécaniques publics et création d'un cheminement sécurisé piétonnier en périphérie des escaliers mécaniques réalisés,joue,directive24,attribution,initial,Commune de Beausoleil,06240,Beausoleil,,"['Ascenseur', 'Décoration (travaux)', 'Génie civil', 'Menuiserie', 'Voirie et réseaux divers']","[17, 85, 141, 222, 366]",non,non
6,19-168632,2019-11-09,2019-12-09,['6'],Travaux de grosses réparations et d'entretien de peinture et revêtements muraux pour les bâtiments communaux et de la Cacpl,joue,directive24,appeloffre,initial,COMMUNE DE CANNES,06406,Cannes,,['Peinture (travaux)'],[264],non,non
7,19-167599,2019-11-09,2019-12-10,['6'],achat et livraison de produits et matériels d'entretien pour les aires techniques,joue,directive24,appeloffre,initial,Cté Agglomération Sophia Antipolis,06901,Sophia antipolis cedex,,"[""Produits d'entretien""]",[278],non,non
8,19-168523,2019-11-09,2020-01-07,['10'],"Entretien des espaces verts, espaces naturels et terrains de sport de troyes champagne métropole",joue,directive24,attribution,initial,Troyes Champagne Métropole,10000,Troyes,"[('2019-10-17', 'ID VERDE SASU', (32707, 'EUR'), 'Entretien des surfaces enherbées'), ('2019-10-17', 'ID VERDE SASU', (29973, 'EUR'), 'Entretien des espaces paysagers (autres que surfaces enherbées)'), ('2019-10-17', 'ID VERDE SASU', (26712, 'EUR'), 'Entretien des terrains de sport'), ('2019-10-17', ""AUB'ESPACES VERTS"", (24115.5, 'EUR'), 'Entretien des zones industrielles (ZI)'), ('2019-10-17', 'ID VERDE SASU', (21940, 'EUR'), 'Entretien des zones d\x92activités économiques (ZAE)'), ('2019-10-17', ""AUB'ESPACES VERTS"", (14788.1, 'EUR'), 'Entretien de la place Robert Galley et ses abords'), ('2019-10-17', 'ID VERDE SASU', (69249, 'EUR'), 'Entretien du boulevard Pompidou'), ('2019-10-17', ""AUB'ESPACES VERTS"", (14057, 'EUR'), 'Entretien des espaces relatifs aux gymnases, campus et autres espaces paysagers'), ('2019-10-17', ""AUB'ESPACES VERTS"", (12980, 'EUR'), 'Entretien des voies douces et espaces naturels')]","['Espaces verts', 'Terrain de sport']","[116, 342]",non,non
9,19-156440,2019-11-09,2019-12-09,['10'],Concours restreint de maîtrise d'oeuvre pour l'extension de l'EPF sur le site de la technopole de l'aube à Rosières-près-Troyes (phase candidature),joue,directive24,appeloffre,initial,DEPARTEMENT DE L AUBE,10026,Troyes,,"[""Maîtrise d'oeuvre""]",[197],non,non
10,19-168237,2019-11-09,2020-01-07,['11'],produits de traitement d'eau et équipement pour la machinerie des piscines du grand narbonne,joue,directive24,attribution,initial,Le Grand Narbonne,11785,Narbonne cedex,"[('2019-10-14', 'AVENIR CONSEIL DISTRIBUTION', (12755.37, 'EUR'), ""Produits de traitement d'eau""), ('2019-10-14', 'SOMAIR GERVAT', (21252.4, 'EUR'), 'Pièces détachées et consommables')]","['Equipement de piscine', ""Produits d'entretien""]","[120, 278]",non,non
11,19-168530,2019-11-09,2019-12-11,['11'],Contrat D'Exploitation Des Installations Collectives De Chauffage Avec Ou Sans Production D'Eau Chaude Sanitaire Du Patrimoine D'Habitat Audois,joue,directive24,appeloffre,initial,OFFICE PUBLIC DE L HABITAT DE L AUDE,11890,Carcassonne,,"['Chauffage (exploitation, entretien)']",[59],non,non
12,19-168292,2019-11-09,2019-12-09,"['13', '83', '84']",Animation et mise en oeuvre du programme d'éducation au développement durable,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,"['Prestations de services', 'Transport']","[274, 347]",non,non
13,19-168207,2019-11-09,2019-12-09,['13'],"Missions de contrôle technique pour la réalisation de deux ouvrages d'art sur la section "" Parangon / De Lattre de Tassigny "" du Boulevard Urbain Sud à Marseille",joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Prestations de services'],[274],non,non
14,19-167453,2019-11-09,2019-11-30,"['13', '84']",fournitures de denrees alimentaires,joue,directive24,appeloffre,initial,COLLEGE LE RUISSATEL,13011,MARSEILLE,,['Denrées alimentaires'],[88],non,non
