a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-147609,2019-10-02,2019-10-14,['1'],fourniture et livraison de véhicules utilitaires neufs (vu) pour le département de l'ain (rectificatif),joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Véhicules (acquisition)'],[475],non,non
19-149202,2019-10-02,2019-12-01,['1'],GESTION DES EQUIPEMENTS HYDRAULIQUES,fns,cmp2006,attribution,initial,SYND MIXTE TRAITEMENT DECHETS MENAGERS,01004,Bourg en bresse cedex,,"['Logiciel', 'Maintenance', 'Pompes']","[186, 196, 272]",non,non
19-148664,2019-10-02,2019-10-24,"['1', '69']","dérasement de l'aqueduc de saint-didier-de-formans, en vue de la restauration de la continuité écologique du formans",mapa,cmp2006,appeloffre,initial,C-C-DOMBES-SAONE-VALLEE,01602,Trévoux cedex,,['Terrassement'],[341],non,non
19-148952,2019-10-02,2019-10-18,['1'],mission de maitrise d'oeuvre pour la construction d'un complexe pour la pratique du bmx (rectificatif),fns,cmp2006,appeloffre,rectificatif,Cté de Cnes de Miribel et du Plateau,01700,miribel,,"[""Maîtrise d'oeuvre"", 'Terrain de sport']","[197, 342]",non,non
19-149054,2019-10-02,2019-10-25,"['1', '69']",travaux d'eau potable sur le territoire du syndicat,fns,cmp2006,appeloffre,initial,Syndicat des Eaux de Meximieux et de l,01800,Mmeximieux,,"['Alimentation en eau potable', 'Réseaux divers']","[6, 306]",non,non
19-149326,2019-10-02,2019-10-25,"['2', '8', '51', '59', '60', '80', '95', '77', '10']",Numéro de la consultation : 19 SERV 04 Mise en place d'une signalétique urbaine et touristique,fns,cmp2006,appeloffre,initial,COMMUNE DE GUISE,02120,GUISE,,"['Panneaux', 'Signalisation', 'Signalétique']","[261, 322, 333]",non,non
19-147595,2019-10-02,2019-11-06,"['2', '60', '51', '59', '80']",Fourniture de repas en liaison froide,joue,directive24,appeloffre,initial,Groupe ephese,02350,LIESSE NOTRE DAME,,"['Restauration collective', 'Denrées alimentaires', 'Prestations de services', 'Repas, traiteur']","[66, 88, 274, 304]",non,oui
19-149013,2019-10-02,2019-11-04,['2'],Collecte du verre en apport volontaire sur le territoire de la communauté de communes du Val de l'Aisne-.,fns,cmp2006,appeloffre,initial,Cté de Cnes du Val de l'Aisne,02370,PRESLES-ET-BOVES,,['Collecte sélective'],[82],non,non
19-149585,2019-10-02,2019-10-24,['2'],Remplacement de chaudières dans les bâtiments communaux,mapa,cmp2006,appeloffre,initial,Ville de Villers-Cotterêts,02603,Villers-Cotterêts,,['Chauffage (travaux)'],[61],non,non
19-149095,2019-10-02,2019-11-04,['3'],Fournitures de documents de type CD/DVD pour la médiathèque départementale de l'Allier,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,"['Cd, DVD']",[45],non,non
19-149424,2019-10-02,2019-10-30,['3'],PROJET URBAIN DES BERGES DU CHER - RECONSTRUCTION DU PONT DES REMOULEURS,fns,cmp2006,appeloffre,initial,Ville de Montluçon,03106,Montlucon,,"['Démolition', 'Maçonnerie']","[87, 195]",non,non
19-147687,2019-10-02,2019-10-28,['3'],Fourniture de denrées alimentaires,joue,directive24,appeloffre,initial,EHPAD DE GAYETTE,03150,VARENNES SUR ALLIER,,['Denrées alimentaires'],[88],non,non
19-149087,2019-10-02,2019-11-13,"['4', '5', '6', '13', '38', '69']","MISSION DE MAITRISE D'OEUVRE POUR LA CREATION D'UNE STATION DE TRAITEMENT DES EAUX USEES A RIOCLAR, COMMUNE DE MEOLANS-REVEL (04 340) - STATION DE TRAITEMENT DES EAUX USEES ET RESEAU DE TRAN",mapa,cmp2006,appeloffre,initial,CC VALLEE DE L UBAYE SERRE PONCON,04400,Barcelonnette,,"['Assainissement', ""Maîtrise d'oeuvre"", 'Réseaux divers', ""Station d'épuration (travaux)""]","[18, 197, 306, 328]",non,non
