,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-156595,2020-12-24,2021-01-22,['2'],MARCHE DE SERVICES D'ASSURANCE DE PREVOYANCE,joue,directive25,attribution,initial,R.T.A,02430,GAUCHY,,['Assurance'],[20],non,non
1,20-156589,2020-12-24,2021-01-22,['2'],ACCORD-CADRE RELATIF A L'APPROVISIONNEMENT PAR CARTES ACCREDITIVES EN GAZ NATUREL (GNV) POUR LES VEHICULES DE LA RTA,joue,directive25,attribution,initial,R.T.A,02430,GAUCHY,,"['Gaz divers', 'Hydrocarbures naturels', 'Electricité, gaz (fourniture)']","[139, 155, 443]",non,non
2,20-156619,2020-12-24,2021-01-22,['2'],SERVICES DE TRANSPORTS PUBLICS SCOLAIRES SUR LE SECTEUR DU SUD DE L'AISNE,joue,directive24,attribution,initial,R.T.A,02430,GAUCHY,,"['Transport', 'Titres de transport']","[347, 417]",non,non
3,20-148884,2020-12-24,2021-02-15,['2'],Delegation du service public du centre aquatique et bowling l'ile verte,joue,directive23,appeloffre,initial,Cdc du Pays des Trois Rivières,02500,BUIRE,,['Piscine'],[265],non,non
4,20-157122,2020-12-24,2021-03-21,['3'],Fourniture Et Livraison De Polymeres Pour Les Usines De Production D'Eau Potable Et De Traitement Des Eaux Usees De Montlucon Communaute,joue,directive24,appeloffre,initial,Montluçon Communauté,03106,Montlucon,,['Produits chimiques'],[275],non,non
5,20-157168,2020-12-24,2021-01-25,"['3', '42', '63', '69', '71']",Marché de travaux de construction d'une cuisine centrale pour l'EHPAD de Lapalisse et la Communauté de communes du Pays de Lapalisse,joue,directive24,appeloffre,initial,EHPAD François GREZE,03120,LAPALISSE,,"['Bâtiment', 'Carrelage', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Cuisine (équipement)', 'Electricité (travaux)', 'Gros oeuvre', 'Isolation', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', 'Sanitaire', 'Serrurerie', 'Ventilation', 'Voirie et réseaux divers']","[33, 53, 61, 63, 77, 105, 144, 169, 222, 264, 269, 270, 308, 319, 321, 360, 366]",non,non
6,20-157027,2020-12-24,2021-03-21,['4'],Extension des Archives départementales à Digne-les-Bains. Procédure sans publicité ni mise en concurrence avec le lauréat du concours restreint de maîtrise d'oeuvre sur esquisse+,joue,directive24,attribution,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,"[('2020-12-11', 'Adn Architectes', (445410, 'EUR'), None)]","[""Maîtrise d'oeuvre""]",[197],non,non
7,20-156894,2020-12-24,2021-02-02,['5'],Etude diagnostic du fonctionnement du système d'assainissement et actualisation du schéma directeur d'assainissement,joue,directive24,appeloffre,initial,COMMUNAUTE COMMUNES DU BRIANCONNAIS,05100,Briançon,,"['Etude', 'Prestations de services']","[118, 274]",non,non
8,20-156783,2020-12-24,2021-01-21,['6'],PRESTATIONS DE SERVICES D'ASSURANCE DOMMAGES AUX BIENS,joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cédex 1,"[('2020-12-17', 'SHAM', (638455.2, 'EUR'), ""PRESTATIONS DE SERVICES D'ASSURANCE DOMMAGES AUX BIENS"")]",['Assurance'],[20],non,non
9,20-156871,2020-12-24,2021-01-22,['6'],LOCATION ET MAINTENANCE DE MATERIELS DE REPROGRAPHIE,joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cedex 1,"[('2020-11-27', 'CANON', (363170, 'EUR'), ""Location & Maintenance de 2 photocopieurs numériques noir 2 moteurs d'impression (tandem)""), ('2020-11-27', 'RISO', (43344, 'EUR'), ""Location & Maintenance d'un dupli copieur avec meuble support""), ('2020-12-17', 'CANON', (45072, 'EUR'), ""Location & Maintenance d'un système (traceur) d'impression/copie/numérisation"")]",['Reprographie'],[305],non,non
10,20-156524,2020-12-24,2021-01-13,['6'],Fourniture et accessoire de vitrage pour tramway et bus,joue,directive25,appeloffre,initial,Régie Ligne d'Azur,06100,NICE,,['Vitrerie'],[363],non,non
11,20-156795,2020-12-24,2021-01-21,['6'],Prestations de restauration collective,joue,directive24,appeloffre,initial,Centre Communal d'Action Sociale,06130,Grasse,,"['Repas, traiteur']",[304],non,non
12,20-156585,2020-12-24,2021-02-22,['6'],Traitement des refus de process du Centre de Valorisation Organique (CVO) du Broc,joue,directive24,attribution,initial,SMED,06150,CANNES-LA-BOCCA,"[('2020-12-15', 'SUD-EST ASSAINISSEMENT - VEOLIA', (980000, 'EUR'), ""Traitement des refus de process du CVO du Broc - 1er titulaire de l'accord-cadre multi-attributaires""), ('2020-12-15', 'CSDU 04', (2752000, 'EUR'), ""Traitement des refus de process du CVO du Broc - 2e titulaire de l'accord-cadre multi-attributaires"")]",['Ordures ménagères (prestations)'],[249],non,oui
13,20-156835,2020-12-24,2021-02-02,['6'],20V1287 - Fourniture et livraison de lait de suite (dit lait 2ème âge) 'BIO' et lait de croissance liquide 'BIO' dans les établissements de la Petite Enfance de la Ville de Nice.,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Denrées alimentaires'],[88],non,oui
14,20-156494,2020-12-24,2021-02-02,['6'],"TRAVAUX DE POSE, ENTRETIEN ET FOURNITURE DE PLAQUES DE RUES GRAVEES EN MATERIAUX STANDARDS SUR LE TERRITOIRE DE LA VILLE DE NICE.",joue,directive24,appeloffre,initial,COMMUNE DE NICE,06364,Nice cedex 4,,"['Maçonnerie', 'Signalisation']","[195, 322]",non,oui
15,20-154073,2020-12-24,2021-02-09,"['6', '13', '83']",concession de travaux et de services publics pour la modernisation et l'exploitation du vieux-port de cannes (rectificatif),joue,autre,rectificatif,rectificatif,Ville de Cannes,06406,Cannes,,"[""Ouvrage d'infrastructure"", 'Transport', 'Délégation de service public']","[253, 347, 406]",non,oui
16,20-156644,2020-12-24,2021-02-21,['6'],"Acquisition de mobiliers urbains de repos, de propreté et de fleurissement",joue,directive24,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,"[('2020-12-02', 'SINEU GRAFF SAS', (75000, 'EUR'), 'Mobilier urbain courant : bancs, banquettes, corbeilles de propreté, jardinières et conteneurs enterrés'), ('2020-12-03', 'CONCERTO SAS', (42000, 'EUR'), 'Collecteurs de déchets métalliques type porte-sacs')]","['Equipements spécialisés', 'Mobilier', 'Signalisation']","[115, 230, 322]",non,non
17,20-157142,2020-12-24,2021-03-15,['6'],"Fourniture, maintenance et prestations associées de solutions de téléphonie sur IP, d'infrastructure réseau, d'équipements de sécurité et de Hot-Spot Wifi",joue,directive24,appeloffre,initial,SICTIAM,06905,Sophia Antipolis Cedex,,"['Autocommutateur', 'Réseaux divers', 'Télécommunications', 'Matériel de téléphonie']","[23, 306, 338, 339]",non,non
18,20-157761,2020-12-24,2021-01-29,['8'],Travaux de remplacements de ballons anti-béliers-.,fns,cmp2006,appeloffre,initial,ARDENNE METROPOLE,08000,CharlevilleMézières,,"[""Ouvrage d'infrastructure""]",[253],non,non
19,20-157162,2020-12-24,2021-02-08,['9'],Rehabilitation De L'Espace Nordique Du Plateau De Beille,joue,directive24,appeloffre,initial,CC DE LA HAUTE ARIEGE,09250,Luzenac,,"[""Tous corps d'état""]",[345],non,non
20,20-156597,2020-12-24,2021-01-28,['10'],Travaux d'assainissement programme 2020-01 : mise en séparatif - déraccordement de gouttières - renouvellement de 2 postes de refoulement,joue,directive24,appeloffre,initial,Troyes Champagne Métropole,10000,Troyes,,['Assainissement'],[18],oui,non
21,20-152666,2020-12-24,2021-01-29,['10'],"moyens de secours incendie dans les bâtiments communaux - opérations de vérification de maintenance préventive et corrective des extincteurs, réseaux d'incendie et des systèmes de désenfumage",fns,cmp2006,appeloffre,initial,MAIRIE DE TROYES,10026,Troyes Cedex,,"['Extincteur', 'Sécurité incendie']","[119, 332]",non,non
22,20-142973,2020-12-24,2021-01-29,['10'],opération de restauration immobilière relative à l'immeuble 18 rue du général saussier à troyes,mapa,cmp2006,appeloffre,initial,MAIRIE DE TROYES,10026,Troyes Cedex,,"['Démolition', 'Etude']","[87, 118]",non,non
23,20-158056,2020-12-24,2021-01-15,['10'],REQUALIFICATION AVENUE DE L'ILE GERMAINE-.,fns,cmp2006,appeloffre,initial,Ville Saint-André les Vergers,10120,Saint-André-les-Vergers,,"[""Ouvrage d'infrastructure""]",[253],non,non
24,20-157816,2020-12-24,2021-01-15,['11'],Les prestations de transports terrestres assis ou couchés qui sont à la charge financière des établissements du Groupement de commandes du Groupement Hospitalier de Territoire de l'Ouest Audois e,fns,cmp2006,attribution,initial,Centre Hospitalier de Carcassonne,11010,Carcassonne cedex,,['Transport'],[347],non,non
25,20-158073,2020-12-24,2021-01-20,"['11', '34']",acquisition et livraison d'une répandeuse à émulsion,mapa,cmp2006,appeloffre,initial,Syndicat Intercommunal de Cylindrage,11700,La redorte,,['Matériel de travaux publics'],[220],non,non
26,20-158034,2020-12-24,2021-01-25,['6'],Réhabilitation du site Nice Pasteur. Lot 1 : Travaux de curage,fns,cmp2006,appeloffre,rectificatif,Etablissement Français du Sang,13005,Marseille,,['Curage'],[78],non,oui
27,20-156815,2020-12-24,2021-02-22,['13'],Marché de maîtrise d'oeuvre pour l'aménagement de l'entrée Nord de la commune d'Istres (Bouches-du-Rhône) et la réalisation de l'échangeur des Bellons,joue,directive24,attribution,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Prestations de services'],[274],non,non
28,20-156844,2020-12-24,2021-01-21,['13'],Maîtrise d'oeuvre relative aux travaux de sécurisation des digues urbaines du Vigueirat et de rehausse des berges du tronc commun,joue,directive24,attribution,initial,SYMADREM (syndicat aménagement digues),13200,Arles,,"[""Maîtrise d'oeuvre"", 'Prestations de services', 'Topographie', 'Ingénierie']","[197, 274, 344, 455]",non,non
29,20-156453,2020-12-24,2021-02-22,['13'],Délégation de service public pour la gestion et exploitation du Palais Omnisports Marseille Grand Est,joue,directive23,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,"['Equipement sportif', 'Prestations de services']","[113, 274]",non,oui
