,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-34521,2021-03-15,2021-04-13,['1'],L'opération consiste en l'aménagement du parvis de l'église de Pouilly.,fns,cmp2006,appeloffre,initial,MAIRIE,01630,Saint-genis-pouilly,,['Voirie et réseaux divers'],[366],non,non
1,21-34210,2021-03-15,2021-04-15,['2'],CONCESSION DE SERVICE PUBLIC D'EAU POTABLE COMMUNE D'ABBECOURT Communauté d'agglomération CHAUNY - TERGNIER - LA FERE (02),dsp,dsp,appeloffre,initial,CA Chauny-Tergnier-La Fère,02301,CHAUNY,,['Alimentation en eau potable'],[6],non,non
2,21-34589,2021-03-15,2021-05-20,['2'],Marché 2021 USESA 05Marché de services pour un complément étude patrimoniale et schéma directeur eau potable sur 8 communes,mapa,cmp2006,appeloffre,initial,USESA,02400,CHATEAU THIERRY,,"['Alimentation en eau potable', ""Maîtrise d'oeuvre"", ""Assistance à maîtrise d'ouvrage""]","[6, 197, 433]",non,non
3,21-34358,2021-03-15,2021-04-23,"['2', '60', '80', '59', '62']","Travaux de maintenance et opérations de dépannage des ascenseurs, monte-charges et portails automatiques-.",mapa,cmp2006,appeloffre,initial,COMMUNE DE TERGNIER,02700,TERGNIER,,['Ascenseur'],[17],non,non
4,21-34094,2021-03-15,2021-04-02,['3'],Ecole des Clématites - Réhabilitation thermique (après première procédure déclarée sans suite),fns,cmp2006,appeloffre,initial,Ville de Moulins,03016,Moulins cedex,,"['Charpente', 'Electricité (travaux)', 'Isolation', 'Menuiserie', 'Amiante (désamiantage)']","[57, 105, 169, 222, 479]",non,non
5,21-34526,2021-03-15,2021-06-12,"['4', '83']",Etude diagnostic du programme de restauration et d'entretien de la ripisylve du bassin versant du Verdon réalisation d'un bilan des travaux (2014-2021) et d'une nouvelle programmation (,fns,cmp2006,appeloffre,initial,PNR du Verdon,04360,Moustiers Sainte Marie,,"['Etude', 'Rivières/ruisseaux']","[118, 310]",non,non
6,21-34182,2021-03-15,2021-04-15,['5'],RD1075 - Travaux de modernisation du pont La Barque,fns,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,"[""Ouvrage d'art""]",[252],oui,oui
7,21-34066,2021-03-15,2021-04-08,['5'],Marché de maitrise d'oeuvre des travaux de restauration du Guil sur le secteur du Gouret à Aiguilles (05470),fns,cmp2006,appeloffre,initial,CC DU GUILLESTROIS ET DU QUEYRAS,05600,GUILLESTRE,,"['Ouvrage hydraulique', 'Passe à poissons']","[255, 287]",non,non
8,21-34122,2021-03-15,2021-05-17,['6'],Marché de maintenance et de mise en conformité des portails et des rideaux automatiques des parcs de stationnement de la REGIE PARCS D'AZUR.,fns,cmp2006,attribution,initial,REGIE PARCS D AZUR,06000,Nice,,['Maintenance'],[196],non,non
9,21-34236,2021-03-15,2021-04-19,['6'],"MARCHE D'ENTRETIEN, DE MAINTENANCE ET DE TRAVAUX DES APPAREILS ÉLÉVATEURS ET DES SYSTÈMES DE FERMETURES AUTOMATISÉS",fns,cmp2006,appeloffre,initial,Ville de Vence,06141,Vence Cedex,,"['Ascenseur', 'Porte automatique, portail']","[17, 412]",non,non
10,20-96627,2021-03-15,2021-04-16,['6'],"mise à disposition du personnel nécessaire au fonctionnement en régie d'une salle municipale de spectacle : son, lumière, montage, démontage",fns,cmp2006,appeloffre,initial,Mairie de Villeneuve-Loubet,06270,Villeneuve-Loubet,,"['Matériel scénique', 'Sonorisation', 'Mise à disposition de personnel']","[216, 324, 461]",non,non
11,21-34042,2021-03-15,2021-05-07,['7'],Maîtrise d'oeuvre pour la construction d'une maison de santé pluridisciplinaire à Viviers,fns,cmp2006,appeloffre,initial,SYNDICAT DEPARTEMENTAL EQPT ARDECH,07000,Privas,,['Bâtiment'],[33],non,non
12,21-34050,2021-03-15,2021-04-14,['8'],AMENAGEMENT D'UN VEHICULE POUR USAGE MEDICAL DE LIAISON (VML) AU SAMU,mapa,cmp2006,appeloffre,initial,CTRE HOSP INTERCOMMUNAL NORD ARDENNES,08011,Charleville Mézières cedex,,"['Equipements spécialisés', 'Matériel médical', ""Matériel de secours et d'incendie"", 'Véhicules']","[115, 212, 217, 359]",non,non
13,21-34563,2021-03-15,2021-04-15,['10'],'Acquisition de véhicules pour le Centre Communal d'Action Sociale et les services municipaux de la Ville de Sainte-Savine'-.,fns,cmp2006,appeloffre,initial,Ville de Sainte Savine,10303,SAINTE-SAVINE CEDEX,,['Pièces détachées'],[266],non,oui
14,21-34331,2021-03-15,2021-04-06,['11'],Missions d'études de marché en vue de la création et de la réalisation de la ZAC les Cabanes sur le territoire de la commune de la palme.,fns,cmp2006,appeloffre,initial,SEML ALENIS,11100,Narbonne,,['Etude'],[118],non,non
15,21-34463,2021-03-15,2021-06-14,['11'],Location de matériels divers,fns,cmp2006,attribution,initial,COMMUNE DE CARCASSONNE,11835,Carcassonne cedex 9,,"['Location (matériels)', 'Véhicules (location)']","[185, 474]",non,non
16,21-33826,2021-03-15,2021-04-20,"['11', '34']","réduction de la vulnérabilité des bâtiments à usage publics, professionnels et d'habitation sur le bassin versant de l'aude et de la berre",mapa,cmp2006,appeloffre,annulation,SMMAR,11855,Carcassonne,,['Etude'],[118],non,non
17,21-34329,2021-03-15,2021-04-06,['11'],Acquisition de 10 véhicules utilitaires électriques pour les collèges du Département de l'Aude,fns,cmp2006,appeloffre,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,['Véhicules (acquisition)'],[475],non,non
18,21-33967,2021-03-15,2021-04-15,['11'],Sécurisation du barrage de la cavayère - construction d'un évacuateur de crues central - Communes de Carcassonne et Montirat,fns,cmp2006,attribution,initial,CARCASSONNE AGGLO,11890,Carcassonne,"[('2021-03-09', 'CAZAL SAS', (2875086.2, 'EUR'), None)]","['Barrage', ""Travaux dans l'eau""]","[31, 349]",non,non
19,21-33947,2021-03-15,2021-04-05,['12'],"Actions de formation pour les agents du conseil départemental de l'aveyron - lot unique, formation : sécurité routière, manoeuvres avec un véhicule lourd """,mapa,cmp2006,appeloffre,initial,Conseil Départemental de l AVEYRON,12007,Rodez Cedex,,['Formation'],[410],non,non
20,21-30535,2021-03-15,2021-04-30,['12'],"reprise du réseau d'adduction des sources du claux, de fajole et des bois",fns,cmp2006,appeloffre,initial,Cté d'Agglomération du Grand Rodez,12035,Rodez cedex 9,,"['Alimentation en eau potable', 'Réseaux divers']","[6, 306]",non,non
21,21-34596,2021-03-15,2021-03-23,"['4', '83']",MAITRISE D'OEUVRE EN VUE DE L'ELABORATION ET DU SUIVI DE TRAVAUX DE MISE AUX NORMES ACCESSIBILITE POUR LES CAMPUS DE DIGNE LES BAINS (04) ET DES ARCS-SUR-ARGENS (83),fns,cmp2006,appeloffre,rectificatif,CMAR PACA,13008,Marseille,,"[""Maîtrise d'oeuvre""]",[197],non,non
22,21-33872,2021-03-15,2021-04-06,"['13', '30', '34', '83', '84', '4']",Marché de travaux relatif à la reprise totale des complexes d'étanchéité et d'isolation des toituresterrasses du SGAMI à NOILLY PRAT,fns,cmp2006,appeloffre,initial,SGAP de Marseille,13311,Marseille cedex 14,,['Etanchéité'],[117],oui,oui
23,21-34300,2021-03-15,2021-06-12,['13'],"FOURNITURE DE PRODUITS D'ENTRETIEN, D'HYGIENE ET DE PETITS MATERIELS POUR LA COMMUNE D'AURIOL",mapa,cmp2006,attribution,initial,Commune d'Auriol,13390,AURIOL,,"['Hygiène (articles)', ""Produits d'entretien""]","[153, 278]",non,non
24,21-34304,2021-03-15,2021-06-12,['13'],Fourniture et livraison de repas en liaison froide pour la crèche Les Pitchounets à Auriol,fns,cmp2006,attribution,initial,Commune d'Auriol,13390,AURIOL,,"['Restauration collective', 'Repas, traiteur']","[66, 304]",non,non
25,21-34306,2021-03-15,2021-06-12,['13'],MARCHE DE MAITRISE D'OEUVRE RELATIF AU REAMENAGEMENT DE L'HOTEL DE VILLE D'AURIOL,mapa,cmp2006,attribution,initial,Commune d'Auriol,13390,AURIOL,,"['Etude', ""Maîtrise d'oeuvre""]","[118, 197]",non,non
26,21-34368,2021-03-15,2021-04-19,"['6', '13']",Maintenance préventive et curative des cuves cryogéniques de marque Taylor Wharton sur le site de Saint Laurent du Var pour la thérapie cellulaire,mapa,cmp2006,appeloffre,initial,Etablissement Français du Sang,13392,Marseille cedex 05,,['Maintenance'],[196],non,non
