a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-67969,2020-05-25,2020-06-26,"['1', '38', '42', '69', '71']",Aménagement de l'office de tourisme et de l'espace coworking de la 3CM,fns,cmp2006,appeloffre,initial,Communauté de communes de la Côtière,01120,Montluel,,"['Cloison, faux plafond', 'Electricité (travaux)', 'Gros oeuvre', 'Peinture (travaux)', 'Plomberie (travaux)']","[63, 105, 144, 264, 270]",non,non
20-67540,2020-05-25,2020-07-25,['1'],"Travaux d'aménagement extérieur VRD, paysager et mobilier urbain.",fns,cmp2006,attribution,initial,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,"[('2020-04-10', ""Groupement d'entreprises solidaire BRUNET TP/RMF TP"", (145472.95, 'EUR'), None), ('2020-04-22', 'BALLAND SAS', (77000.0, 'EUR'), None)]","['Espaces verts', 'Travaux de viabilité']","[116, 353]",non,non
20-67874,2020-05-25,2020-08-15,['4'],Travaux de réutilisation d'un bâtiment communal en MAISON DE PAYS ET ATELIER ARTISANAL,fns,cmp2006,appeloffre,initial,Cté Com Alpes Provence Verdon,04170,Saint andré les alpes,,['Bâtiment'],[33],non,non
20-67786,2020-05-25,2020-07-15,['6'],Travaux d'aménagement du service d'hospitalisation à domicile (HAD),fns,cmp2006,appeloffre,initial,C.H.U. de Nice,06003,Nice cedex 1,,['Bâtiment'],[33],non,non
20-67837,2020-05-25,2020-06-22,['6'],MARCHE DE MAINTENANCE MULTI-TECHNIQUESNouvelle procédure suite à une déclaration de procédure infructueuse,fns,cmp2006,appeloffre,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06103,Nice,,['Maintenance'],[196],non,non
20-67920,2020-05-25,2020-06-15,['6'],"Modification des réseaux de VMC, des canalisations d'eau froide et des évacuations des eaux usées, des bâtiments R&T, INFOCOM et QLIO",mapa,cmp2006,appeloffre,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06103,Nice,,"['Plomberie (travaux)', 'Ventilation']","[270, 360]",non,non
20-67701,2020-05-25,2020-06-22,['6'],Maintenance des équipements de chauffage-ventilation-climatisation des bâtiments de la Régie Eau d'Azur,fns,cmp2006,appeloffre,initial,REGIE EAU D'AZUR,06203,Nice Cedex 3,,"['Chauffage (exploitation, entretien)', 'Climatisation', 'Maintenance']","[59, 62, 196]",non,non
20-67604,2020-05-25,2020-06-19,['6'],Travaux de création de locaux d'exploitation sur la commune de Saint Etienne de Tinée,fns,cmp2006,appeloffre,initial,REGIE EAU D'AZUR,06203,Nice Cedex 3,,"['Bardage', 'Câblage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Electricité (travaux)', 'Génie civil', 'Gros oeuvre', 'Menuiserie', 'Plomberie (travaux)', 'Sanitaire', 'Terrassement', 'Ventilation', 'Voirie et réseaux divers']","[30, 47, 57, 61, 63, 74, 105, 141, 144, 222, 270, 319, 341, 360, 366]",non,non
20-67856,2020-05-25,2020-06-09,['6'],Travaux de réaménagement du front de neige du garibeuillot 7 - travaux d'aménagement de la piste de luge,fns,cmp2006,appeloffre,initial,syndicat mixte de valberg,06470,Valberg,,['Terrassement'],[341],non,non
20-67805,2020-05-25,2020-06-26,['8'],Fourniture d'une balayeuse compacte de voirie pour les services municipaux - Année 2020-.,fns,cmp2006,appeloffre,initial,COMMUNE DE CHARLEVILLE MEZIERES,08000,CHARLEVILLE-MéZIèRES,,['Pièces détachées'],[266],non,non
20-67907,2020-05-25,2020-06-29,['10'],Marché de maîtrise d'oeuvre pour la construction du centre routier de Vendeuvre-sur-Barse-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-67421,2020-05-25,2020-07-16,['10'],Concession de service public pour la gestion et l'exploitation d'une boutique cafétéria au sein du Centre Hospitalier Simone Veil. V2,dsp,dsp,appeloffre,initial,Centre hospitalier de Troyes,10003,Troyes cedex,,['Prestations de services'],[274],oui,oui
20-67728,2020-05-25,2020-08-18,['11'],Mise en place de formations relatives à la sécurité des agents,fns,cmp2006,attribution,initial,COMMUNE DE CARCASSONNE,11835,Carcassonne cedex 9,,['Formation'],[410],non,non
20-67763,2020-05-25,2020-06-15,['13'],Fourniture et livraison de matériel électrique,fns,cmp2006,appeloffre,initial,Carsat du Sud-Est,13005,Marseille,,['Matériel électrique'],[203],non,oui
20-67942,2020-05-25,2020-06-04,['13'],Aménagement de l'impasse des Capriers à Marseille 130008,fns,cmp2006,appeloffre,rectificatif,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Voirie et réseaux divers'],[366],non,non
20-67957,2020-05-25,2020-06-30,['13'],Travaux de réaménagement et de mise en conformité de la gare routière de La Ciotat,fns,cmp2006,appeloffre,initial,Régie des Transports Métropolitains,13013,Marseille,,['Matériaux routiers'],[199],non,non
20-67434,2020-05-25,2020-06-25,['13'],ETUDE D'EXPLOITATION DES INFRASTRUCTURES FERROVIAIRES DE PAS-DES-LANCIERS A LA MEDE,fns,cmp2006,attribution,initial,RDT13,13097,Aix en provence cx 2,"[('2020-05-11', 'SETEC FERROVIAIRE', (29300, 'EUR'), None)]",['Etude'],[118],non,non
20-67555,2020-05-25,2020-06-30,['13'],Numéro de la consultation : 2020DP0029 FONTAINE DES PRECHEURS - RESTAURATION DE LA FONTAINE ET DE LA CALADE,fns,cmp2006,appeloffre,initial,COMMUNE D AIX EN PROVENCE,13100,Aix-en-Provence,,['Monuments historiques'],[236],non,non
20-67535,2020-05-25,2020-06-26,['13'],Fournitures de denrées alimentaires pour 2 crèches,fns,cmp2006,appeloffre,initial,ville de Chateauneuf les Martigues,13168,CHATEAUNEUF LES MARTIGUES CEDEX,,"['Denrées alimentaires', 'Surgelés']","[88, 330]",non,non
20-67593,2020-05-25,2020-06-02,['13'],"fourniture et livraison de pièces détachées captives, d'accessoires et d'équipements commercialisés uniquement par le groupe yamaha motor pour les véhicules deux roues de marque yamaha et mbk.",mapa,cmp2006,appeloffre,rectificatif,Ville de Marseille,13233,Marseille cédex 20,,['Pièces détachées'],[266],non,non
20-67614,2020-05-25,2020-06-19,['13'],Mise en place d'un système de traitement de l'air et de rafraîchissement à la maison pour tous julien (dojo et salle de danse) - 33 cours julien - 13006 marseille,fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille Cedex 20,,['Climatisation'],[62],oui,oui
20-67740,2020-05-25,2020-06-23,['13'],nettoyage de locaux et de vitresdes centres municipaux d'animation et de la mairie des 4e et 5e arrondissements - 2 lots,fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Nettoyage de locaux'],[239],non,non
20-67859,2020-05-25,2020-06-24,['13'],Assistance à maîtrise d'ouvrage pour le projet de valorisation du parc balnéaire du Prado à Marseille,fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille Cedex 20,,"['Etude', 'Prestations de services']","[118, 274]",non,oui
20-63649,2020-05-25,2020-06-16,"['6', '13', '83', '5', '4', '84']",Réaménagement de l'aire de stationnement de la maison d'arrêt de Nice,mapa,cmp2006,appeloffre,initial,DISP PACA Corse DPE,13277,Marseille 9,,"['Bâtiment', 'Voirie', 'Voirie et réseaux divers']","[33, 365, 366]",non,non
20-67437,2020-05-25,2020-06-16,"['13', '83', '84', '6', '5', '4', '34']",Création d'un pôle d'extraction judiciaire vicinal (ejv) au centre de détention de Tarascon - relance des lots 4a et 4b (rectificatif),fns,cmp2006,appeloffre,rectificatif,DISP PACA Corse DPE,13277,Marseille Cedex 9,,"['Alimentation en eau potable', 'Electricité (travaux)', 'Plomberie (travaux)', 'Serrurerie']","[6, 105, 270, 321]",non,non
20-67507,2020-05-25,2020-06-18,['4'],TRAVAUX DE REMISE EN ETAT DES SOLS DES DEGAGEMENTS-VESTIAIRES-SANITAIRES-RESERVE SECHE DU SECTEUR AGRO-ALIMENTAIRE ET DU LABORATOIRE DE BOUCHERIE CFAR CAMPUS RENE VILLENEUVE DE DIGNE LES BAINS,fns,cmp2006,appeloffre,initial,CMAR PACA,13295,Marseille Cedex 8,,"['Electricité (travaux)', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols']","[105, 195, 222, 264, 270, 308]",non,non
20-67556,2020-05-25,2020-06-22,['13'],MAINTENANCE DES PORTES AUTOMATIQUES DES BARRIERES ET DES PASSE-INSTRUMENTS,mapa,cmp2006,appeloffre,initial,HOPITAUX DE PROVENCE,13295,MARSEILLE,,['Maintenance'],[196],non,non
20-67720,2020-05-25,2020-06-26,"['13', '4', '5', '6', '83', '84']",Sécurisation de la rn 296 et aménagement en faveur des transports en commun sur la commune d'aix-en-provence - établissement des dossiers réglementaires,fns,cmp2006,appeloffre,initial,DREAL PACA,13331,Marseille cedex 03,,"['Publicité, Communication', ""Assistance à maîtrise d'ouvrage""]","[285, 433]",non,non
20-67713,2020-05-25,2020-06-26,['13'],Élagage et abattage d'arbres sur la commune de Gemenos,fns,cmp2006,appeloffre,initial,commune,13420,Gémenos,,['Végétaux'],[358],non,non
20-67777,2020-05-25,2020-07-02,['6'],"Travaux de terrassement et VRD pour assainissement, et travaux de restauration des élévations",fns,cmp2006,appeloffre,initial,ministère de la culture DRAC PACA,13617,Aix en provence cedex 1,,['Monuments historiques'],[236],non,non
20-67865,2020-05-25,2020-06-19,['13'],TRANSPORT DES USAGERS EN SITUATION DE HANDICAP DE L'IME PUBLIC AUTONOME LE COLOMBIER,fns,cmp2006,appeloffre,initial,Institut Medico Educatif Le Colombier,13640,La Roque d'Anthéron,,['Transport'],[347],non,non
20-67849,2020-05-25,2020-06-25,['13'],Numéro de la consultation : 2020-0351 MAINTENANCE DES EQUIPEMENTS DE RESTAURATION DU CENTRE HOSPITALIER DE MARTIGUES,fns,cmp2006,appeloffre,initial,APHM pour le compte du CH Martigues,13698,MARTIGUES,,['Maintenance'],[196],non,oui
20-67651,2020-05-25,2020-08-22,['13'],Numéro de la consultation : 2020/FCS/0006 Service d'entretien sur les réseaux gravitaires et les équipements des bâtiments de la commune des Pennes Mirabeau,fns,cmp2006,attribution,initial,COMMUNE LES PENNES MIRABEAU,13758,LES PENNES MIRABEAU,"[('2020-05-25', 'BONDIL ASSAINISSEMENT', (25000, 'EUR'), None)]","['Canalisations', 'Prestations de services']","[48, 274]",non,non
20-67638,2020-05-25,2020-06-16,['13'],Numéro de la consultation : 20DOS07 ACQUISITION DE SAPINS DE NOËL NATURELS COUPES POUR LA VILLE D'ISTRES,fns,cmp2006,appeloffre,initial,COMMUNE D ISTRES,13808,ISTRES,,['Bois'],[38],non,oui
20-67772,2020-05-25,2020-06-29,"['14', '27', '50', '61', '76']",Travaux de sécurisation d'alimentation en eau potable - Communes de Bénouville et Saint-Aubin-d'Arquenay (relance du lot 1),fns,cmp2006,appeloffre,initial,SYMPERC,14027,CAEN,,['Alimentation en eau potable'],[6],non,non
