a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-48924,2020-04-08,2020-04-20,['1'],fourniture et pose de signalétique pour les bâtiments du conseil départemental de l'ain (rectificatif),joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Signalétique'],[333],non,non
20-47866,2020-04-08,2020-05-07,['1'],"fourniture pièces détachées d'origine ou adaptables de qualité équivalente, consommables, prestations d'entretien, réparation de véhicules de marque renault trucks (rectificatif)",joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"['Pièces détachées', 'Véhicules']","[266, 359]",non,non
20-49434,2020-04-08,2020-04-27,['1'],"rénovation, valorisation touristique et culturelle de la cuivrerie de cerdon (rectificatif)",joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Monuments historiques'],[236],non,non
20-49134,2020-04-08,2020-05-15,['1'],Prestations d'évacuation et de valorisation des déchets verts,joue,directive24,appeloffre,initial,SYND MIXTE GEST DECHET FAUCIGNY GENEVO,01200,Bellegarde Sur Valserine,,['Déchets non ménagers (prestations)'],[404],non,non
20-50474,2020-04-08,2020-05-15,['2'],Déploiement d'une solution de cantines connectées sur la Ville de Saint-Quentin,fns,cmp2006,appeloffre,initial,COMMUNE DE SAINT QUENTIN,02107,SAINT-QUENTIN,,"['Informatique (prestations de services)', 'Logiciel']","[163, 186]",non,non
20-50493,2020-04-08,2020-05-05,['2'],SIPDSP2020,dsp,dsp,appeloffre,initial,SIPRODES,02200,Soissons,,['Abonnement'],[2],non,non
20-50386,2020-04-08,2020-06-26,['2'],ACHAT D'UNE BALAYEUSE LAVEUSE DE VOIRIE-.,fns,cmp2006,appeloffre,initial,MAIRIE DE CHAUNY,02302,Chauny cedex,,['Véhicules (acquisition)'],[475],non,non
20-49357,2020-04-08,2020-05-25,['2'],Services de transports scolaires,joue,directive24,appeloffre,initial,R.T.A,02430,GAUCHY,,['Transport'],[347],oui,oui
20-50349,2020-04-08,2020-04-22,['2'],Entretien des espaces verts intercommunaux publics et privés. (rectificatif),fns,cmp2006,appeloffre,rectificatif,COMMUNAUTE DE COMMUNES DES 3 RIVIERES,02500,Buire,,['Espaces verts'],[116],non,non
20-50557,2020-04-08,2020-04-30,['5'],"Restructuration et extension du Conservatoire à Rayonnement Départemental. Lots 5, 7, 8 et 11 suite à décision d'infructuosité",fns,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,['Bâtiment'],[33],non,non
20-49446,2020-04-08,2020-06-05,['6'],19N0284 - LOCATION ET MAINTENANCE DE MATÉRIELS PROFESSIONNELS D'IMPRESSION NUMÉRIQUE HAUT DÉBIT CONNECTÉS,joue,directive24,attribution,initial,METROPOLE NICE COTE D AZUR,06000,Nice,"[('2020-03-06', 'KONICA MINOLTA', (94057, 'EUR'), 'Accord cadre à bons de commandeMontant minimum : 20 000 EUR HTMontant maximum : 245 000 EUR HTDurée : 60 mois'), ('2020-02-06', 'KONICA MINOLTA', (170699, 'EUR'), 'Accord cadre à bons de commandeMontant minimum : 100 000 EUR HTMontant maximum : 600 000 EUR HT')]","['Location (matériels)', 'Maintenance']","[185, 196]",non,non
20-50345,2020-04-08,2020-05-08,['6'],MAPA 2020-025 - Réhabilitation de l'école maternelle les Pins,fns,cmp2006,appeloffre,rectificatif,COMMUNE LE CANNET,06110,Le Cannet,,"['Bâtiments modulaires', 'Electricité (travaux)', 'Espaces verts', 'Gros oeuvre', 'Amiante (désamiantage)']","[27, 105, 116, 144, 479]",non,non
20-49483,2020-04-08,2020-05-06,['6'],Travaux de plomberie sur le patrimoine de Côte d'Azur Habitat lot n2.2 Agence Ariane Menton,joue,directive24,attribution,initial,Côte d'Azur Habitat,06200,Nice,"[('2020-03-30', 'Proxiserve', (1600000, 'EUR'), ""Travaux de plomberie sur les résidences de l'agence Menton/!ariane"")]",['Plomberie (travaux)'],[270],non,non
20-14836,2020-04-08,2020-06-06,['6'],mission de contrôle technique en vue de la création d'une maison de l'environnement et de l'observation à valberg,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Contrôle technique'],[72],non,non
20-49562,2020-04-08,2020-06-07,['6'],19V1738 ACQUISITION DE LIVRES NON SCOLAIRES TOUS SUPPORT CONFONDUS,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Livres'],[184],non,non
20-49596,2020-04-08,2020-06-07,['6'],19V1499 ACQUISITION ET POSE DE CYLINDRES RENFORCES A BOUTON ET REPRODUCTION DE CLEFS POUR LES ECOLES PRIMAIRES DE LA VILLE DE NICE,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2020-02-21', ""SARL D'EXPLOITATION CLEF EXPRESS"", (52109, 'EUR'), '19V1499 ACQUISITION ET POSE DE CYLINDRES RENFORCES A BOUTON ET REPRODUCTION DE CLEFS POUR LES ECOLES PRIMAIRES DE LA VILLE DE NICE')]","['Métallerie', 'Quincaillerie (articles)', 'Serrurerie']","[223, 291, 321]",non,non
20-49358,2020-04-08,2020-06-06,['6'],19V1416 Prestations de traiteur exclusivement en livraison pour les besoins de la Régie Acropolis- Nikaïa,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2020-03-13', 'Pavillon traiteur (Attributaire no1)', (858708, 'EUR'), 'MARCHE MULTI-ATTRIBUTAIRESPRESTATIONS DE TRAITEUR EXCLUSIVEMENT EN LIVRAISON POUR LES BESOINS DELA REGIE ACROPOLIS-NIKAIA'), ('2020-03-13', 'SAS Chez Nous - Roland Paix traiteur (Attributaire no2)', (704552, 'EUR'), 'MARCHE MULTI-ATTRIBUTAIRESPRESTATIONS DE TRAITEUR EXCLUSIVEMENT EN LIVRAISON POUR LES BESOINS DELA REGIE ACROPOLIS-NIKAIA'), ('2020-03-13', 'La toque du midi (Attributaire no3)', (742911, 'EUR'), 'MARCHE MULTI-ATTRIBUTAIRESPRESTATIONS DE TRAITEUR EXCLUSIVEMENT EN LIVRAISON POUR LES BESOINS DELA REGIE ACROPOLIS-NIKAIA')]",['Prestations de services'],[274],non,non
