a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-18250,2021-02-11,2021-04-08,['1'],"Réhabilitation et extension de l'ancien collège Amiot au profit du Conservatoire à Rayonnement Départemental - Lots no16, 18 et 19",joue,directive24,attribution,initial,CA du Bassin de Bourg en Bresse,01008,BOURG EN BRESSE CEDEX,,['Bâtiment'],[33],non,non
21-18589,2021-02-11,2021-03-16,"['1', '42', '69', '74', '38']",Transfert des emballages et journaux magazines,joue,directive24,appeloffre,initial,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,['Prestations de services'],[274],non,non
21-18078,2021-02-11,2021-03-13,['1'],Extension et de réaménagement d'un complexe sportif - sous les vignes,joue,directive24,appeloffre,initial,MAIRIE,01630,Saint-genis-pouilly,,"['Bâtiment', 'Décoration (travaux)', 'Equipements spécialisés', ""Ouvrage d'infrastructure""]","[33, 85, 115, 253]",oui,non
21-18484,2021-02-11,2021-04-20,['2'],"Fourniture, transport et livraison de bitumes et d'émulsions de bitume pour la réalisation d'enduits superficiels et d'emplois partiels",joue,directive24,attribution,initial,DEPARTEMENT DE L'AISNE,02000,Laon,"[('2020-12-14', ""LES LIANTS DE L'EST"", (999600.0, 'EUR'), 'Lot unique')]","['Carburant, hydrocarbure']",[52],non,non
21-18679,2021-02-11,2021-02-24,['2'],Travaux de requalification des quais des berges de l'Aisne rive gauche entre le pont du Mail et le pont Gambetta à Soissons (02),joue,autre,rectificatif,rectificatif,Mairie de Soissons,02200,SOISSONS,,"['Eclairage public', 'Espaces verts', 'Voirie et réseaux divers']","[102, 116, 366]",non,non
21-18402,2021-02-11,2021-03-12,['2'],Maintenance des équipements de monitorage du centre hospitalier Jeanne de Navarre de Château-Thierry,joue,directive24,appeloffre,initial,CENTRE HOSPITALIER GENERAL DE SOISSONS,02209,Soissons,,"['Abris', 'Maintenance', 'Prestations de services']","[1, 196, 274]",non,non
21-19918,2021-02-11,2021-03-08,['3'],Eclairage public - Fourniture et acheminement d'électricité - Puissance de raccordement inférieure à 36 kVA,fns,cmp2006,appeloffre,initial,Ville de Montluçon,03106,Montlucon,,"['Electricité, gaz (fourniture)']",[443],non,non
21-19561,2021-02-11,2021-03-10,['4'],Travaux d'abaissement partiel du seuil du pont Beau de Rochas sur la Bléone à Digne les Bains - Marché no2021-02,fns,cmp2006,appeloffre,initial,Syndicat Mixte Asse Bléone,04000,DIGNE LES BAINS,,"['Digue', 'Rivières/ruisseaux']","[91, 310]",non,non
21-19617,2021-02-11,2021-03-09,['4'],"Achat de fourgonnettes, d'un camion-benne et d'une mini-pelle",fns,cmp2006,appeloffre,initial,Provence Alpes Agglomération,04000,Digne les Bains,,['Véhicules (acquisition)'],[475],non,non
21-18705,2021-02-11,2021-05-09,['4'],Assurances pour les établissements parties du Ght Ahp,joue,directive24,attribution,initial,Centre Hospitalier de Digne-les-Bains,04995,Digne Les Bains,,['Assurance'],[20],non,non
21-18528,2021-02-11,2021-03-18,['4'],Travaux Specialises Sur Ouvrages D'Art Du Departement - Ouvrages Beton Et Metal,joue,directive24,appeloffre,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,,"[""Ouvrage d'art""]",[252],non,oui
21-19891,2021-02-11,2021-03-11,"['5', '4', '6', '13', '26', '38', '83', '84']",Restructuration des locaux du CIS Embrun,fns,cmp2006,appeloffre,initial,Sdis 05,05000,Gap,,"['Cloison, faux plafond', 'Electricité (travaux)', 'Gros oeuvre', 'Menuiserie', 'Plomberie (travaux)']","[63, 105, 144, 222, 270]",non,non
21-18531,2021-02-11,2021-05-09,"['5', '4', '6', '13', '38', '83', '84']",Démolition et reconstruction de la Maison des Solidarités de Guillestre en pôle de services à la population,joue,directive24,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,Gap,"[('2021-01-29', ""Atelier d'architecture Dufayard"", (436380, 'EUR'), None)]","[""Maîtrise d'oeuvre""]",[197],non,non
21-19844,2021-02-11,2021-03-12,['5'],Réhabilitation thermique des bâtiments de l'Agence Routière Départementale,fns,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,"['Gros oeuvre', 'Dépollution']","[144, 442]",oui,non
21-18221,2021-02-11,2021-03-12,['5'],Transport d'élèves ou étudiants en situation de handicap à destination de leur établissement scolaire ou universitaire,joue,directive24,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,Gap,,['Transport'],[347],non,non
21-19707,2021-02-11,2021-03-10,['5'],Fleurissement de la Commune de Montgenèvre,fns,cmp2006,appeloffre,initial,Mairie de Montgenèvre,05100,MONTGENEVERE,,['Végétaux'],[358],non,non
21-18161,2021-02-11,2021-05-09,['5'],"Traitement Des Ordures Menageres ResiduellesTransfert Tri Et Conditionnement Des Materiaux Issus Du Tri SelectifCollecte, Transport Et Traitement Des EncombrantsL",joue,directive24,attribution,initial,Cté Cnes Serre-Poncon Val d'Avance,05230,La Bâtie Neuve,,"['Collecte sélective', 'Ordures ménagères (prestations)', 'Déchetterie (exploitation)']","[82, 249, 405]",non,non
21-20089,2021-02-11,2021-03-05,"['6', '13', '38']","Mission de maîtrise d'oeuvre pour la construction d'une maison de santé pluridisciplinaire sur une parcelle communale. Le bâtiment sera composé du rez-de-chaussée et 1er étage. ESQ, APS, APD",fns,cmp2006,appeloffre,initial,COMMUNE DE LA SALLE,05240,La salle les alpes,,['Equipements spécialisés'],[115],non,non
21-19908,2021-02-11,2021-03-09,['5'],Reprise des ouvrages gravitaires de l'asa du Grand Canal de la Bâtie-Montsaléon,fns,cmp2006,appeloffre,initial,ASA DU GRAND CANAL DE LA BÂTIE-MONTSAL,05700,LA BÂTIE-MONTSALÉON,,['Irrigation'],[168],non,non
21-19858,2021-02-11,2021-03-13,['6'],20N0775-FOURNITURE DE LA STATION D'EPURATION BIOLOGIQUE PROVISOIRE DE SAINT MARTIN VESUBIE,fns,cmp2006,attribution,initial,METROPOLE NICE COTE D AZUR,06000,NICE CEDEX 4,,"['Assainissement', 'Equipements spécialisés', ""Station d'épuration (exploitation)""]","[18, 115, 335]",non,non
21-18089,2021-02-11,2021-03-15,['6'],"ENTRETIEN,MAINTENANCE ET MISE EN CONFORMITE DES ASCENSEURS DE LA CPAM DES ALPES MARITIMES",joue,directive24,appeloffre,initial,CPAM Nice,06000,Nice,,"['Maintenance', 'Prestations de services']","[196, 274]",oui,oui
21-18676,2021-02-11,2021-04-12,['6'],C.H. D'ANTIBES JUAN-les-PINS - ASSISTANCE A MAITRISE D'OUVRAGE POUR LA CONSTRUCTION DU POLE PSYCHIATRIE ADULTES,joue,directive24,appeloffre,initial,C.H.U. de Nice,06003,Nice cédex 1,,['Prestations de services'],[274],non,non
21-19823,2021-02-11,2021-02-19,['6'],MAPA 2021-005 - SERVICE D'INFORMATION ET DE DOCUMENTATION,mapa,cmp2006,appeloffre,rectificatif,COMMUNE LE CANNET,06110,Le Cannet,,['Assistance juridique'],[434],non,non
21-18724,2021-02-11,2021-03-24,['6'],Fourniture d'engins de type pelle sur pneus,joue,directive24,appeloffre,initial,SMED,06150,Cannes la Bocca,,['Machines-outils'],[194],non,oui
21-7941,2021-02-11,2021-04-12,['6'],delegation de service public kiosque no1 la palmeraie,dsp,dsp,attribution,initial,Ville de Mandelieu La Napoule,06210,Mandelieu-La Napoule,"[('2021-01-21', 'M. SCHUPPEN', (278000, 'EUR'), None)]","['Boisson', 'Repas, traiteur']","[39, 304]",non,oui
21-7952,2021-02-11,2021-04-12,['6'],delegation de service public kiosque no2 les sables d'or,dsp,dsp,attribution,initial,Ville de Mandelieu La Napoule,06210,Mandelieu-La Napoule,"[('2021-01-21', 'CUEVAS ALONSO Louis', (246000, 'EUR'), None)]","['Boisson', 'Repas, traiteur']","[39, 304]",non,non
21-7955,2021-02-11,2021-04-12,['6'],delegation de service public kiosque no3 les dauphins,dsp,dsp,attribution,initial,Ville de Mandelieu La Napoule,06210,Mandelieu-La Napoule,"[('2021-01-21', 'SARl MANZOSOL', (190000, 'EUR'), None)]","['Boisson', 'Repas, traiteur']","[39, 304]",non,non
21-19793,2021-02-11,2021-03-17,['6'],Protection contre les phénomènes d'éboulement rocheux.,fns,cmp2006,appeloffre,initial,SIVOM de Villefranche sur Mer,06230,Villefranche sur Mer,,"['Drainage', 'Falaise', 'Maçonnerie', 'Matériel de sécurité']","[94, 125, 195, 209]",non,oui
21-18325,2021-02-11,2021-04-09,['6'],Accord Cadre relatif aux prestations d'AMO en vue du réaménagement de la Cité Marchande et de la réalisation d'une galerie souterraine piétonne reliant le parking de la gare au quartier des,joue,directive24,attribution,initial,Commune de Beausoleil,06240,Beausoleil,,"['Etude', 'Prestations de services']","[118, 274]",non,non
21-18456,2021-02-11,2021-04-09,['6'],20N0441 - PRESTATIONS D'ABONNEMENT POUR LE TELEPEAGE DES VEHICULES POIDS LOURDS,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2021-02-03', 'AXXES', (272248, 'EUR'), ""PRESTATIONS D'ABONNEMENT POUR LE TELEPEAGE DES VEHICULES POIDS LOURDS"")]",['Prestations de services'],[274],non,non
21-18274,2021-02-11,2021-03-04,['6'],AMENAGEMENT DE VOIRIES DE LA ZONE COMMERCIALE LINGOSTIERE,joue,autre,rectificatif,rectificatif,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Voirie'],[365],non,non
21-18329,2021-02-11,2021-03-18,['6'],19N0746 - Fourniture et maintenance des infrastructures WIFI,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Informatique (matériel)', 'Informatique (maintenance serveurs et réseaux)']","[162, 454]",non,non
21-18290,2021-02-11,2021-04-09,['6'],20N0159 - GESTION ET TRAITEMENT DE PLATRE EN MELANGE PROVENANT DES DECHETTERIES,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2021-01-26', 'SINC/SLM - SAS SAINT LAURENT METAUX', (2387764, 'EUR'), 'GESTION ET TRAITEMENT DE PLATRE EN MELANGE PROVENANT DES DECHETTERIES')]",['Ordures ménagères (prestations)'],[249],non,non
21-19789,2021-02-11,2021-03-10,['6'],Elaboration du diagnostic du plan climat air énergie territorial (PCAET),mapa,cmp2006,appeloffre,initial,C. C. du Pays des Paillons,06440,Blausasc,,['Etude'],[118],non,non
21-18458,2021-02-11,2021-03-11,['6'],Fourniture et acheminement d'électricité et services associés,joue,directive24,attribution,initial,Ville de Valbonne,06560,Valbonne,"[('2021-01-01', 'TOTAL DIRECT ENERGIE', (455399, 'EUR'), ""Fourniture et acheminement d'électricité et services associés"")]","['Electricité, gaz (fourniture)']",[443],non,non
21-18122,2021-02-11,2021-03-10,['6'],fourniture et pose de signalisation verticale sur les territoires de la communauté d'agglomération sophia antipolis (casa) et du syndicat mixte de sophia antipolis (symisa) (rectificatif),joue,autre,rectificatif,rectificatif,Cté Agglomération Sophia Antipolis,06901,Sophia antipolis,,['Signalisation'],[322],non,non
21-19861,2021-02-11,2021-03-09,['6'],fourniture de livres numériques pnb et autres pour le réseau des médiathèques de la casa,mapa,cmp2006,appeloffre,initial,Cté Agglomération Sophia Antipolis,06901,Sophia antipolis,,['Livres'],[184],non,non
21-19552,2021-02-11,2021-03-08,['6'],contrôles techniques et réglementaires des véhicules de la c.a.s.a.,fns,cmp2006,appeloffre,initial,Cté Agglomération Sophia Antipolis,06901,Sophia antipolis,,['Contrôle technique'],[72],non,non
21-18587,2021-02-11,2021-03-11,['7'],"Acquisition, intégration et maintenance de solutions de suivi de l'usager dans le domaine social",joue,directive24,appeloffre,initial,Département de l'Ardèche,07007,Privas,,['Informatique (prestations de services)'],[163],oui,non
