,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-54484,2021-04-25,2021-08-04,"['1', '69']",ENTRETIEN DES RESEAUX HUMIDES ET OUVRAGES ASSOCIES,joue,directive24,appeloffre,initial,SYND MIXTE TRAITEMENT DECHETS MENAGERS,01004,Bourg en bresse cedex,,['Prestations de services'],[274],non,non
1,21-54807,2021-04-25,2021-05-10,['2'],ACCORD CADRE RELATIF A L'ACQUISITION DE VEHICULES TYPE MINICAR GNV POUR LA RTA,joue,directive25,appeloffre,initial,R.T.A,02430,GAUCHY,,"['Transport', 'Véhicules (acquisition)']","[347, 475]",non,oui
2,21-55103,2021-04-25,2021-05-31,['3'],Prestation De Remplacement Des Agents Communaux Absents,joue,directive24,appeloffre,initial,Ville de Domérat,03410,Domerat,,['Mise à disposition de personnel'],[461],non,non
3,21-54600,2021-04-25,2021-07-21,['5'],Marché général de réalisation et de réparation des ouvrages de protection des falaises,joue,directive24,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,Gap,"[('2021-04-20', 'Stabilisation Protection', (464015, 'EUR'), 'Secteur Sud'), ('2021-04-20', 'Stabilisation Protection', (445715, 'EUR'), 'Secteur Nord')]",['Falaise'],[125],non,non
4,21-54647,2021-04-25,2021-05-26,['8'],Accord Cadre de Techniques de l'Information et de la Communication,joue,directive24,attribution,initial,EDPAMS JACQUES SOURDILLE,08240,Belleville et chatillon-sur-bar,"[('2021-04-19', 'ADISTA', (138323.2, 'EUR'), ""Accord Cadre de Techniques de l'Information et de la Communication"")]",['Prestations de services'],[274],non,non
5,21-54774,2021-04-25,2021-05-27,['10'],Prestations de téléassistance sur le territoire du département de l'aube (10),joue,directive24,appeloffre,initial,DEPARTEMENT DE L AUBE,10026,TROYES,,['Prestations de services'],[274],non,non
6,21-54936,2021-04-25,2021-05-19,['11'],"Assistance à maîtrise d'ouvrage pour le suivi et la gestion des services eau potable, assainissement et pluvial",joue,directive25,appeloffre,initial,Le Grand Narbonne,11785,NARBONNE,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
7,21-53378,2021-04-25,2021-05-26,['12'],fabrication et livraison de repas pour le restaurant universitaire,joue,directive24,appeloffre,initial,Cté d'Agglomération du Grand Rodez,12035,RODEZ CEDEX 9,,"['Repas, traiteur']",[304],non,non
8,21-54615,2021-04-25,2021-05-30,"['13', '83', '84', '6', '4']","Travaux de voirie, d'aménagements et de réseaux divers pour le Conseil de Territoire du Pays d'Aubagne et de l'Etoile.",joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Voirie'],[365],non,oui
9,21-54878,2021-04-25,2021-05-25,"['13', '83', '84']","Location, montage, démontage et maintenance de chalets bois au profit de la Métropole Aix-Marseille-Provence",joue,autre,rectificatif,rectificatif,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Prestations de services'],[274],non,non
10,21-54904,2021-04-25,2021-06-02,"['13', '84', '30']",ACQUISITION MATERIEL ELECTRIQUE POUR LE SERVICE ELECTRICITE DE LA COMMUNE,joue,directive24,appeloffre,initial,COMMUNE DE TARASCON,13158,Tarascon,,['Matériel électrique'],[203],non,non
11,21-54748,2021-04-25,2021-06-10,"['13', '6', '83']",assistance à maitrise d'ouvrage pour le pilotage et l'évolution du système d'informations,joue,directive24,appeloffre,initial,ETS PUB FONCIER P A C A,13207,MARSEILLE CEDEX 01,,"['Prestations de services', ""Assistance à maîtrise d'ouvrage""]","[274, 433]",oui,oui
