,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-48604,2020-04-06,2020-04-22,['1'],"Construction d'un préau extérieur, création de sanitaires supplémentaires et réaménagement de l'infirmerie au collège de PREVESSIN-MOENS (rectificatif)",fns,cmp2006,appeloffre,rectificatif,DEPARTEMENT DE L AIN,01003,Bourg en bresse cedex,,['Bâtiment'],[33],non,non
1,20-49213,2020-04-06,2020-05-06,['1'],Maîtrise d'oeuvre pour la rénovation du gymnase de Vonnas,fns,cmp2006,attribution,initial,CC DE LA VEYLE,01290,Pont-de-Veyle,"[('2020-01-28', 'Groupement SYLVAIN PERILLAT ARCHITECTE/EREMES/STRUCTURES BATIMENT/VENATHEC', (90694.01, 'EUR'), None)]","['Etude', ""Maîtrise d'oeuvre"", ""Mission d'ordonnancement, pilotage, coordination (OPC)""]","[118, 197, 234]",non,non
2,20-49079,2020-04-06,2020-05-28,['2'],réhabilitation et construction d'une maison de sante pluriprofessionnelle (msp) à vervins(02) - relance,fns,cmp2006,appeloffre,initial,Communauté de Communes de la Thiérache,02260,La Capelle,,"['Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Démolition', 'Gros oeuvre', 'Menuiserie', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', 'Serrurerie']","[57, 61, 63, 74, 87, 144, 222, 269, 270, 308, 321]",non,non
3,20-49227,2020-04-06,2020-05-29,['3'],Gardiennage et surveillance de l'Hôtel du Département de l'Allier (03),fns,cmp2006,appeloffre,rectificatif,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Gardiennage'],[138],non,non
4,20-49514,2020-04-06,2020-05-07,['3'],REALISATION DES DIAGNOSTICS TECHNIQUES AMIANTE (DTA) DES BATIMENTS DE LA VILLE DE MONTLUÇON,fns,cmp2006,appeloffre,initial,Ville de Montluçon,03106,Montlucon,,['Amiante (diagnostic)'],[431],non,non
5,20-49130,2020-04-06,2020-05-29,['3'],Fourniture et livraison de pièces de rechanges pour remorques et équipements de transport logistique au profit des formations rattachées à l'antenne SAR de Moulins.Le dossier de consultation des,fns,cmp2006,appeloffre,initial,13eBSMAT Détachement de Moulins,03402,Yzeure,,['Manutention'],[237],non,non
6,20-49324,2020-04-06,2020-05-07,['5'],Lavage et désinfection des conteneurs à déchets,fns,cmp2006,appeloffre,initial,COMMUNAUTE COMMUNES DU BRIANCONNAIS,05100,Briançon,,"['Conteneur, poubelles']",[71],non,oui
7,20-49201,2020-04-06,2020-07-04,['6'],Travaux de rénovation des locaux sous encorbellement de la Croisette à Cannes : Plage en régie et Page à la plage,fns,cmp2006,attribution,initial,COMMUNE DE CANNES,06406,CANNES,,"['Bâtiment', 'Démolition', 'Gros oeuvre']","[33, 87, 144]",non,non
8,20-49411,2020-04-06,2020-05-06,['6'],prestations de fourniture de compteurs d'eau potable et tous les accessoires nécessaires à la télérelève,fns,cmp2006,appeloffre,initial,HYDROPOLIS,06560,VALBONNE SOPHIA ANTIPOLIS,,"[""Compteur d'eau""]",[440],non,non
9,20-49217,2020-04-06,2020-05-04,['10'],Il s'agit d'un marché de commissariat aux comptes avec désignation d'un suppléant en application de l'article L712-6 du code de commerce.,mapa,cmp2006,appeloffre,initial,CCI de Troyes et de l'Aube,10000,Troyes,,['Prestations de services'],[274],non,non
10,20-49511,2020-04-06,2020-05-26,['10'],FOURNITURE DE REPAS CONFECTIONNES SUR PLACE-.,fns,cmp2006,appeloffre,initial,COMMUNE DE SAINT GERMAIN,10120,SAINT GERMAIN,,['Restauration collective'],[66],oui,oui
11,20-49101,2020-04-06,2020-05-15,"['11', '34', '66']",ACQUISITION VEHICULES NEUFS,mapa,cmp2006,appeloffre,initial,SYNDICAT DE BSN DE LA BERRE ET DU RIEU,11200,THEZAN CORBIERES,,['Véhicules (acquisition)'],[475],non,non
12,20-49110,2020-04-06,2020-05-15,"['11', '34', '66']",ACQUISITION TRACTEUR FORESTIER ET BROYEUR DE BRANCHE,mapa,cmp2006,appeloffre,initial,SYNDICAT DE BSN DE LA BERRE ET DU RIEU,11200,THEZAN CORBIERES,,['Véhicules (acquisition)'],[475],non,non
13,20-49153,2020-04-06,2020-05-19,"['11', '31', '34']","L'étude vise à préciser la nature des causes du risque et ses impacts potentiels sur l'ensemble du linéaire du fleuve Aude, d'un point de vue environnemental et vis-à-vis des usages",mapa,cmp2006,appeloffre,rectificatif,SMMAR,11855,CARCASSONNE,,['Rivières/ruisseaux'],[310],non,non
14,20-49146,2020-04-06,2020-05-15,['13'],Travaux de rénovation des réseaux de chauffage et AEP en vide-sanitaire - Groupe Scolaire Gérard Philippe - Commune de Miramas,fns,cmp2006,appeloffre,rectificatif,Commune de Miramas,13140,Miramas,,['Chauffage (travaux)'],[61],non,non
15,20-49077,2020-04-06,2020-05-15,['13'],Travaux de remplacement de menuiseries extérieures sur 3 bâtiments - Commune de Miramas,fns,cmp2006,appeloffre,rectificatif,Commune de Miramas,13140,Miramas,,"['Menuiserie', 'Vitrerie']","[222, 363]",non,non
16,20-49144,2020-04-06,2020-05-15,['13'],Aménagement de la crèche collective 'La Péronne' - Commune de Miramas,fns,cmp2006,appeloffre,rectificatif,Centre Communal d'Action Sociale,13140,Miramas,,['Décoration (travaux)'],[85],non,non
17,20-49257,2020-04-06,2020-05-29,['13'],"Aménagement paysager des espaces publics de la cité de La Marie, la création d'un terrain multisports et d'une aire de jeux. L'aménagement est situé entre les rues La Pounche et Cité La (rectificatif)",fns,cmp2006,appeloffre,rectificatif,Ville de Marseille,13233,Marseille cedex 20,,"['Equipement sportif', 'Aire de jeux']","[113, 400]",non,non
18,20-49353,2020-04-06,2020-06-01,['13'],"Travaux d' aménagement d'une aire de fitness de plein air, d'un parcours sportif, d'une aire de jeux d'enfants, d'un espace canin sur le site de la Pintade",fns,cmp2006,appeloffre,rectificatif,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,['Aire de jeux'],[400],non,non
19,20-49131,2020-04-06,2020-05-15,"['83', '13']",Réfection de la toiture du bâtiment du phare du Grand Ribaud (dont désamiantage) sur l'île du Grand Ribaud sur la commune de Hyères (département du var),fns,cmp2006,appeloffre,initial,DIRMM,13331,Marseille cedex 03,,"['Charpente', 'Couverture', 'Amiante (désamiantage)']","[57, 74, 479]",non,oui
20,20-49190,2020-04-06,2020-04-14,['13'],NETTOYAGE ET ENTRETIEN DES LOCAUX DES SITES DE L'ÉCOLE DE LA 2e CHANCE DE MARSEILLE,fns,cmp2006,attribution,initial,Ecole de la 2ème Chance,13344,Marseille cedex 15,"[('2020-03-17', 'LASER PROPRETÉ', (87087.83, 'EUR'), None), ('2020-03-17', 'ONET SERVICES MARSEILLE', (39853.0, 'EUR'), None), ('2020-03-17', 'LASER PROPRETÉ', (7507.5, 'EUR'), None), ('2020-03-17', 'ONET SERVICES MARSEILLE', (3300.0, 'EUR'), None)]",['Nettoyage de locaux'],[239],non,non
